gen,nevals,avg,std,min,valid_ratio,avg_cost,avg_co2,avg_dcr,hof_size
0,300,[0.62363881 0.29598261],[0.17576866 0.10749111],[0.25983808 0.15751821],0.0,0.0,0.0,0.0,0
1,252,[0.63011053 0.26760516],[0.16168828 0.05724826],[0.33124715 0.15751821],0.0,0.0,0.0,0.0,0
2,255,[0.58380287 0.28185725],[0.17437443 0.0694459 ],[0.29265232 0.15751821],0.0,0.0,0.0,0.0,0
3,242,[0.49918751 0.32233104],[0.17093069 0.08352513],[0.28762378 0.15751821],1.6666666666666667,39582392.776120074,117793.50897479997,0.26938332434248835,3
4,254,[0.42336309 0.34167052],[0.08991125 0.06594774],[0.29905105 0.19588057],1.6666666666666667,39582392.776120074,117793.50897479997,0.26938332434248835,3
5,247,[0.42156593 0.3476305 ],[0.09082694 0.06306853],[0.31586344 0.19588057],1.6666666666666667,39582392.776120074,117793.50897479997,0.26938332434248835,3
6,252,[0.41494382 0.36085393],[0.08734876 0.06038589],[0.33156141 0.19588057],1.6666666666666667,39582392.776120074,117793.50897479997,0.26938332434248835,3
7,252,[0.40961745 0.36128674],[0.08543633 0.05618059],[0.3196671  0.19588057],1.6666666666666667,39582392.776120074,117793.50897479997,0.26938332434248835,3
8,248,[0.40120847 0.36812267],[0.0857611  0.05573964],[0.33468091 0.19588057],1.6666666666666667,39582392.776120074,117793.50897479997,0.26938332434248835,3
9,251,[0.40279037 0.36895192],[0.0912148  0.05599158],[0.34062663 0.19588057],1.6666666666666667,39582392.776120074,117793.50897479997,0.26938332434248835,3
10,263,[0.40578886 0.36601754],[0.0909517  0.05464493],[0.34062663 0.19588057],1.6666666666666667,39582392.776120074,117793.50897479997,0.26938332434248835,3
11,249,[0.41414338 0.36094451],[0.10174866 0.05296352],[0.34218143 0.19588057],1.6666666666666667,39582392.776120074,117793.50897479997,0.26938332434248835,3
12,258,[0.41257765 0.36090668],[0.09851572 0.05155901],[0.34812715 0.19588057],1.6666666666666667,39582392.776120074,117793.50897479997,0.26938332434248835,3
13,262,[0.41563045 0.35816854],[0.09814905 0.05029984],[0.34812715 0.19588057],1.6666666666666667,39582392.776120074,117793.50897479997,0.26938332434248835,3
14,258,[0.42036187 0.3542527 ],[0.09821334 0.04833889],[0.34812715 0.19588057],1.6666666666666667,39582392.776120074,117793.50897479997,0.26938332434248835,3
15,237,[0.42281174 0.35105123],[0.09812551 0.04684925],[0.35309567 0.19588057],1.6666666666666667,39582392.776120074,117793.50897479997,0.26938332434248835,3
16,259,[0.42354746 0.34726496],[0.09939855 0.04498362],[0.35450143 0.19588057],1.6666666666666667,39582392.776120074,117793.50897479997,0.26938332434248835,3
17,239,[0.4234802  0.33829646],[0.09852728 0.04026919],[0.3500514  0.19588057],2.0,42402190.451866716,127406.27739533328,0.25984052330403684,4
18,259,[0.42554965 0.32355238],[0.0962259  0.03441059],[0.3500514  0.19588057],2.0,42402190.451866716,127406.27739533328,0.25984052330403684,4
19,261,[0.42098004 0.31091234],[0.09729968 0.02492532],[0.36061029 0.19588057],2.666666666666667,43449188.44796504,130061.46510994995,0.2517904127494349,6
20,251,[0.42546353 0.30952968],[0.09841445 0.02498787],[0.36061029 0.19588057],2.666666666666667,43449188.44796504,130061.46510994995,0.2517904127494349,6
21,246,[0.42999942 0.30783247],[0.09910325 0.02529335],[0.36061029 0.19588057],2.666666666666667,43449188.44796504,130061.46510994995,0.2517904127494349,6
