gen,nevals,avg,max,min,std,success_rate,valid_ratio,avg_cost,max_cost,min_cost,std_cost,avg_co2,max_co2,min_co2,std_co2,avg_dcr,max_dcr,min_dcr,std_dcr,best_margins,min_AM_str,min_AM_drift,min_AM_wind,min_AM_defl,min_AM_hier,min_NM_str,min_NM_drift,min_NM_wind,min_NM_defl,min_NM_hier,hof_avg_cost,hof_max_cost,hof_min_cost,hof_std_cost,hof_avg_co2,hof_max_co2,hof_min_co2,hof_std_co2,hof_avg_dcr,hof_max_dcr,hof_min_dcr,hof_std_dcr,hof_size
26,513,[0.37523265 0.38022766],[0.76838174 0.40055393],[0.33219981 0.24132915],[0.07006487 0.02148525],100.0,14.000000000000002,36294724.14291095,52752857.251320064,29354981.03828,5915825.629343027,108598.09223476185,152651.68517640012,88389.48235343998,17106.07365873536,0.35312767493078584,0.3929332060238435,0.24132915291130824,0.03163285777973208,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36551420.79039059,52752857.251320064,29354981.03828,7039307.707987568,108917.05291082349,152651.68517640012,88389.48235343998,19555.653147733636,0.3319740995419867,0.386139986858053,0.24132915291130824,0.04498970887969505,17
27,509,[0.3755861  0.37984848],[0.76838174 0.40055393],[0.33219981 0.24132915],[0.07073222 0.02166111],100.0,15.333333333333332,35955158.25521479,52752857.251320064,29354981.03828,5831932.600771645,107630.01108037474,152651.68517640012,88389.48235343998,16867.783191156068,0.3545077328717768,0.3929332060238435,0.24132915291130824,0.031028876015271916,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,35896248.99544667,52752857.251320064,29354981.03828,7124479.067024961,106860.04490047996,152651.68517640012,88389.48235343998,19743.444924724354,0.33469905215655255,0.386139986858053,0.24132915291130824,0.045354791642049995,18
28,490,[0.37310071 0.3806038 ],[0.75133177 0.40055393],[0.32989389 0.24132915],[0.06980581 0.02191776],100.0,19.166666666666668,35483664.28680974,52752857.251320064,29139473.035480004,5676429.011583636,106359.34723348309,152651.68517640012,87608.10846823997,16599.101727906276,0.3574271542105836,0.3929332060238435,0.24132915291130824,0.030063627120179206,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,35295838.29045,52752857.251320064,29139473.035480004,6998819.183241454,105144.33845183595,152651.68517640012,87608.10846823997,19435.918865704778,0.33955296626936954,0.3897470751625066,0.24132915291130824,0.04547122504030129,20
29,515,[0.37181682 0.38181837],[0.75133177 0.3961952 ],[0.33387861 0.24132915],[0.07216803 0.02215893],100.0,22.5,35505977.89542282,52752857.251320064,29139473.035480004,5564598.607928572,106573.5486024071,152651.68517640012,87608.10846823997,16392.300583712604,0.3575518093717471,0.3929332060238435,0.24132915291130824,0.028865046169914588,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36040006.35346001,52752857.251320064,29139473.035480004,7016106.87133078,107174.33083277775,152651.68517640012,87608.10846823997,19535.124755411336,0.3325486312113346,0.3897470751625066,0.24132915291130824,0.04413470359023711,18
30,500,[0.37512992 0.38070609],[0.75133177 0.3961952 ],[0.33387861 0.24132915],[0.07363671 0.02278715],100.0,25.5,35408217.96880496,52752857.251320064,29139473.035480004,5381169.980839513,106376.91886728363,152651.68517640012,87608.10846823997,15889.785521713913,0.3577738745553186,0.3929332060238435,0.24132915291130824,0.028524723973896608,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36484958.72166315,52752857.251320064,29139473.035480004,6767677.662807896,108708.06384142312,152651.68517640012,87608.10846823997,18881.971543643565,0.327498230199411,0.3897470751625066,0.24132915291130824,0.04221844911254899,19
31,506,[0.37938982 0.37921817],[0.75133177 0.3961952 ],[0.33387861 0.24132915],[0.07615793 0.0233001 ],100.0,29.333333333333332,35342233.14497636,52752857.251320064,29016782.885799993,5320513.292517371,106219.62100574543,152651.68517640012,87608.10846823997,15726.382185382565,0.3580767665746313,0.3929332060238435,0.24132915291130824,0.027605157846246613,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36034932.23441905,52752857.251320064,29016782.885799993,6586031.350675345,107539.1864878971,152651.68517640012,87827.37654920001,18320.778273444237,0.3298086787797294,0.38591925172775815,0.24132915291130824,0.04072442651795296,21
32,496,[0.38236546 0.37834538],[0.75133177 0.3961952 ],[0.33387861 0.24132915],[0.0772796  0.02366757],100.0,33.166666666666664,35114892.11059598,52752857.251320064,29016782.885799993,5154783.751972401,105574.99119286067,152651.68517640012,87608.10846823997,15279.872375284578,0.359022647748947,0.3929332060238435,0.24132915291130824,0.02723981808920434,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36037069.28937142,52752857.251320064,29016782.885799993,6584227.670514641,107522.24502846852,152651.68517640012,87827.37654920001,18335.417513648703,0.3298053031217878,0.38591925172775815,0.24132915291130824,0.04072061006390298,21
33,490,[0.38689215 0.37668304],[0.75133177 0.39666957],[0.33387861 0.24132915],[0.07730945 0.02396399],100.0,37.5,34798101.21418418,52752857.251320064,29016782.885799993,5063226.19284341,104662.20800809526,152651.68517640012,87608.10846823997,15014.111060872472,0.36025637411309325,0.3929332060238435,0.24132915291130824,0.026971244259816014,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,35483750.86775478,52752857.251320064,29016782.885799993,6538258.526506072,105958.50541563125,152651.68517640012,87827.37654920001,18186.49079181994,0.3338477331623618,0.38591925172775815,0.24132915291130824,0.04140110509812085,23
34,487,[0.39047699 0.37490955],[0.75133177 0.39666957],[0.33422113 0.24132915],[0.07727616 0.02337617],100.0,46.166666666666664,34038884.43730267,52752857.251320064,29016782.885799993,4998588.296567291,102414.42611813369,152651.68517640012,87608.10846823997,14853.253133052336,0.36380137799223145,0.3929332060238435,0.24132915291130824,0.02604885482385028,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,35474488.50695825,52752857.251320064,29016782.885799993,6545773.671422498,105963.73836624691,152651.68517640012,87827.37654920001,18184.315318100627,0.33349669037933005,0.38591925172775815,0.24132915291130824,0.04116629232585727,23
35,487,[0.38817608 0.3742982 ],[0.73872174 0.39347397],[0.33422113 0.24132915],[0.07538448 0.02187551],100.0,62.16666666666667,33076395.80752965,52752857.251320064,28689789.613239992,4764626.919415781,99568.9589932006,152651.68517640012,86810.3852452,14195.720111501298,0.36832587102948616,0.393180036348628,0.24132915291130824,0.024695088782129275,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,34718847.73394814,52752857.251320064,28689789.613239992,6371122.046597107,103793.28738995256,152651.68517640012,86810.3852452,17737.336871249907,0.33898789883358266,0.3873964687666091,0.24132915291130824,0.0412254329552995,27
36,492,[0.38919903 0.37372858],[0.73872174 0.39391363],[0.33211638 0.24132915],[0.07539936 0.02230308],100.0,94.66666666666667,31993151.003677182,52752857.251320064,28560473.45459999,4373434.1377649885,96327.98798808505,152651.68517640012,86433.29888519998,13021.342287636882,0.3730702981602322,0.3939136312555985,0.24132915291130824,0.02268673486177175,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,34273419.93181999,52752857.251320064,28560473.45459999,6464854.111571966,103021.52228303997,152651.68517640012,86433.29888519998,18605.843383409938,0.3383740988254458,0.3939136312555985,0.24132915291130824,0.044294539912824046,22
37,532,[0.36164304 0.37812283],[0.73872174 0.39391363],[0.33211638 0.24132915],[0.05772304 0.02174322],100.0,100.0,30284471.997871596,52752857.251320064,28560473.45459999,3325449.0111766937,91334.3787170356,152651.68517640012,86433.29888519998,9726.10110976946,0.3781228291865942,0.3939136312555985,0.24132915291130824,0.02174322229310403,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,33726018.65296319,52752857.251320064,28560473.45459999,6246942.2113456065,101422.39536478078,152651.68517640012,86433.29888519998,17992.241095555328,0.342917299706897,0.3935852703739096,0.24132915291130824,0.043369878352374,25
38,513,[0.35417541 0.38032621],[0.74469437 0.39391363],[0.33211638 0.24132915],[0.05523773 0.02170296],100.0,100.0,29840127.697231464,52752857.251320064,28560473.45459999,3182959.304585939,90118.31573994573,158066.9226319999,86433.29888519998,9302.846061189877,0.3803262109764694,0.3939136312555985,0.24132915291130824,0.021702962086271954,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,34593199.66631237,52752857.251320064,28560473.45459999,6454644.282726912,104056.85746819805,152651.68517640012,86433.29888519998,18534.67331865272,0.3330705434386515,0.3931758753512895,0.24132915291130824,0.04226196657941467,21
