gen,nevals,avg,std,min,valid_ratio,avg_cost,avg_co2,avg_dcr,hof_size
0,500,[0.63164011 0.2933731 ],[0.18098191 0.10772945],[0.2250673  0.15751821],0.4,64105923.06471996,186809.72546040002,0.19990470644715597,1
1,426,[0.63641352 0.2684167 ],[0.17483688 0.05913425],[0.29637342 0.15751821],0.4,64105923.06471996,186809.72546040002,0.19990470644715597,1
2,416,[0.59539973 0.28134546],[0.18754462 0.07087753],[0.29810678 0.15751821],0.4,64105923.06471996,186809.72546040002,0.19990470644715597,1
3,410,[0.51883421 0.3185821 ],[0.20033467 0.08458838],[0.26212447 0.15751821],0.4,64105923.06471996,186809.72546040002,0.19990470644715597,1
4,426,[0.40575364 0.37096209],[0.10717847 0.07616745],[0.27676547 0.17250589],0.4,64105923.06471996,186809.72546040002,0.19990470644715597,1
5,416,[0.39139833 0.36642903],[0.10500354 0.06150966],[0.27676547 0.17250589],0.4,64105923.06471996,186809.72546040002,0.19990470644715597,1
6,411,[0.36906876 0.36598835],[0.09863175 0.0451608 ],[0.28741165 0.17250589],0.4,64105923.06471996,186809.72546040002,0.19990470644715597,1
7,411,[0.36575435 0.36684182],[0.09651749 0.04305529],[0.2859115  0.17250589],0.4,64105923.06471996,186809.72546040002,0.19990470644715597,1
8,417,[0.36494605 0.36637305],[0.0945475  0.04235104],[0.29856015 0.17250589],0.4,64105923.06471996,186809.72546040002,0.19990470644715597,1
9,427,[0.36554859 0.36434498],[0.09420977 0.03856431],[0.29871121 0.17250589],0.4,64105923.06471996,186809.72546040002,0.19990470644715597,1
10,425,[0.366742   0.36208609],[0.09564913 0.03713216],[0.28668162 0.17250589],0.4,64105923.06471996,186809.72546040002,0.19990470644715597,1
11,429,[0.369283   0.35910049],[0.09570426 0.0345337 ],[0.29856644 0.17250589],0.4,64105923.06471996,186809.72546040002,0.19990470644715597,1
12,427,[0.37248596 0.35776097],[0.09708564 0.03499893],[0.29856644 0.17250589],0.4,64105923.06471996,186809.72546040002,0.19990470644715597,1
13,427,[0.37366894 0.3558716 ],[0.0965065 0.0328949],[0.30753273 0.17250589],0.4,64105923.06471996,186809.72546040002,0.19990470644715597,1
14,425,[0.37692802 0.35305329],[0.10064044 0.03273216],[0.30967003 0.17250589],0.4,64105923.06471996,186809.72546040002,0.19990470644715597,1
15,420,[0.37621511 0.35203296],[0.10503655 0.03270125],[0.31634306 0.17250589],0.4,64105923.06471996,186809.72546040002,0.19990470644715597,1
16,416,[0.3772839  0.35232762],[0.10633956 0.03208067],[0.31788754 0.17250589],0.4,64105923.06471996,186809.72546040002,0.19990470644715597,1
17,403,[0.37543113 0.35219699],[0.1087031  0.03297413],[0.31517166 0.17250589],0.6,59076950.54171995,174985.52859466677,0.21591994658669847,2
18,428,[0.37965762 0.35095093],[0.11335968 0.0339835 ],[0.31517166 0.17250589],0.8,58343437.60881996,174059.69228380016,0.2328256555998171,2
19,413,[0.38113904 0.34996511],[0.11433526 0.03474327],[0.31517166 0.17250589],1.2,53723133.79400662,161852.59590920014,0.24240960401331435,4
20,416,[0.3756088  0.34993218],[0.11474964 0.03456595],[0.31517166 0.17250589],1.4000000000000001,53185298.916171394,160484.93861302873,0.24158429569960435,5
21,434,[0.37230531 0.35052984],[0.11524901 0.03474342],[0.30694591 0.17250589],1.4000000000000001,53185298.916171394,160484.93861302873,0.24158429569960435,5
22,432,[0.37657107 0.34932051],[0.11744693 0.03532033],[0.30694591 0.17250589],1.6,52973104.82137497,160688.77464635018,0.24394576101444435,5
23,422,[0.37792355 0.34890503],[0.11906205 0.03598127],[0.30694591 0.17250589],1.7999999999999998,52307584.918977745,158819.6178347113,0.2488277359337348,5
24,418,[0.37841259 0.3474951 ],[0.11663871 0.03525958],[0.31575624 0.17250589],2.0,51373625.23533996,155689.66567080014,0.24911646437276733,5
25,412,[0.3746233  0.34789834],[0.11420364 0.03583079],[0.31575624 0.17250589],2.1999999999999997,50352180.2777236,152665.7215435274,0.24985768052251797,5
26,416,[0.37674087 0.34483447],[0.12538406 0.03584864],[0.31575624 0.17250589],2.8000000000000003,52294369.45516282,158932.78778062869,0.24813827755359655,6
27,430,[0.37648423 0.34581866],[0.1262568  0.03597885],[0.31624089 0.17250589],3.2,51670367.17359747,157314.11909835011,0.24938875599071555,6
28,430,[0.37861762 0.34404993],[0.12669438 0.03544193],[0.31624089 0.17250589],3.4000000000000004,51432201.247068204,156632.33200404717,0.24960622476769512,6
29,414,[0.37841755 0.34365504],[0.12706065 0.0352624 ],[0.32041445 0.17250589],3.4000000000000004,51432201.247068204,156632.33200404717,0.24960622476769512,6
30,433,[0.38175406 0.34180517],[0.12970172 0.0356447 ],[0.31809018 0.17250589],4.0,50625631.96605998,154359.18438536013,0.2504209887249833,5
31,408,[0.38102846 0.33865745],[0.13124462 0.03512466],[0.32041445 0.17250589],4.6,49793767.44098258,151498.19519709575,0.2515248878939733,5
32,413,[0.38170946 0.33848022],[0.13125156 0.03513486],[0.32041445 0.17250589],4.6,49793767.44098258,151498.19519709575,0.2515248878939733,5
