gen,nevals,avg,max,min,std,success_rate,valid_ratio,avg_cost,min_cost,avg_drift,min_drift,best_margins,hypervolume,hof_min_cost,hof_min_drift,hof_size
0,500,[0.89299203 0.7848169 ],[1.25447689 1.31887954],[0.43259649 0.56751609],[0.21513432 0.13686586],100.0,23.599999999999998,110806458.42968404,90407235.12669429,0.014112316528995934,0.011979257481591218,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.217314801484867,90407235.12669429,0.011979257481591218,8
1,479,[0.92996374 0.77184019],[1.25447689 1.33611711],[0.48576284 0.56751609],[0.17361874 0.12617243],100.0,27.400000000000002,109357721.51236062,87220148.56212741,0.014208351151906856,0.011823157964717128,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.2980935575754886,87220148.56212741,0.011823157964717128,8
2,491,[0.92909077 0.76766353],[1.25447689 1.10113769],[0.49047332 0.56751609],[0.15421627 0.1038738 ],100.0,31.0,107911934.48468342,85427481.75506148,0.014312155083650739,0.011823157964717128,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.3469984286310446,85427481.75506148,0.011823157964717128,7
3,483,[0.92085374 0.77832982],[1.25447689 1.25848255],[0.59969623 0.5911579 ],[0.14228205 0.10782374],100.0,37.8,105830517.08954988,85427481.75506148,0.014581748352967971,0.011823157964717128,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.35432993102772,85427481.75506148,0.011823157964717128,8
4,490,[0.90882768 0.7754962 ],[1.21410553 1.10082743],[0.65786052 0.5911579 ],[0.13875482 0.10080444],100.0,45.6,103777801.39884119,84605447.32177125,0.014791286883855578,0.011823157964717128,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.379290749433432,84605447.32177125,0.011823157964717128,8
5,489,[0.89762841 0.77796033],[1.21410553 1.10082743],[0.61785346 0.5911579 ],[0.14160496 0.09900752],100.0,57.99999999999999,100983147.36439389,81101695.16286106,0.015132843723627259,0.011823157964717128,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.4650834386818783,81101695.16286106,0.011823157964717128,10
6,485,[0.88414707 0.78219694],[1.21410553 1.10082743],[0.64692958 0.5911579 ],[0.14508977 0.10073131],100.0,77.4,98200605.73249297,79648661.5519484,0.015353775476351294,0.011823157964717128,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.5137539026460236,79648661.5519484,0.011823157964717128,10
7,494,[0.86810193 0.76740975],[1.21410553 0.99962255],[0.64218901 0.5911579 ],[0.14613636 0.08703626],100.0,100.0,95494422.0763991,79312887.56398137,0.015348195017125007,0.011823157964717128,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.527707003039731,79559500.6522468,0.011823157964717128,10
8,485,[0.83114139 0.75150503],[1.19936865 0.99666364],[0.62114439 0.5668485 ],[0.14890092 0.08210841],100.0,100.0,92831996.55001797,77312903.66502458,0.015030100516503452,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.6072092733729693,77312903.66502458,0.011336970039366616,11
9,485,[0.79839775 0.74850364],[1.19936865 0.99848394],[0.587309  0.5668485],[0.14797835 0.08512456],100.0,100.0,90448306.28512177,74800834.8046336,0.014970072721134242,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.6678191638688307,74800834.8046336,0.011336970039366616,11
10,481,[0.76661026 0.74858074],[1.19936865 0.99848394],[0.57320253 0.5668485 ],[0.14651155 0.08573658],100.0,100.0,88146321.05928625,73833015.68559967,0.014971614728631252,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.7024960525764294,73833015.68559967,0.011336970039366616,4
11,488,[0.75472541 0.73546867],[1.19936865 0.99848394],[0.5573333 0.5668485],[0.15291997 0.07720967],100.0,100.0,87304586.18347651,72546110.02268168,0.014709373369222551,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.731508161328774,72546110.02268168,0.011336970039366616,7
12,485,[0.72883781 0.73936665],[1.19936865 0.99709844],[0.54830512 0.5668485 ],[0.15623191 0.08509885],100.0,100.0,85451021.90869805,72546110.02268168,0.014787333087526654,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.7488697634166877,72716230.57354107,0.011336970039366616,12
13,483,[0.70273757 0.73639033],[1.19936865 0.99709844],[0.53667348 0.5668485 ],[0.14874511 0.08296083],100.0,100.0,83586715.43016997,71430511.52141549,0.014727806697729202,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.7707390532196134,72230127.12480544,0.011336970039366616,13
14,488,[0.68418071 0.73207349],[1.19936865 0.98571123],[0.52406291 0.5668485 ],[0.14914163 0.0811983 ],100.0,100.0,82247033.95402323,70660328.90852325,0.014641469757262332,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.7966306518124853,70660328.90852325,0.011336970039366616,10
15,479,[0.65743858 0.73816347],[1.19936865 0.99752572],[0.50217009 0.5668485 ],[0.14203251 0.08587167],100.0,100.0,80324541.43000916,68834649.98145504,0.014763269482772262,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.8467476397260976,69032259.895546,0.011336970039366616,7
16,483,[0.64457934 0.73612452],[1.19936865 0.99955922],[0.46599645 0.5668485 ],[0.14700671 0.08831406],100.0,100.0,79393524.8501879,66684614.960310034,0.01472249038845451,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.906842154010624,66684614.960310034,0.011336970039366616,7
17,482,[0.63546862 0.72802271],[1.19936865 0.99955922],[0.46599645 0.5668485 ],[0.14863815 0.08719304],100.0,100.0,78719940.84042971,66684614.960310034,0.014560454243058369,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.9083373591710484,66684614.960310034,0.011336970039366616,11
18,485,[0.61483004 0.73046004],[1.19936865 0.98312822],[0.46599645 0.5668485 ],[0.14259559 0.08805199],100.0,100.0,77255993.96662372,66684614.960310034,0.014609200742623297,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.9123955831872053,66684614.960310034,0.011336970039366616,11
19,492,[0.60372861 0.73121224],[1.19936865 0.98954771],[0.4438813 0.5668485],[0.14679788 0.09022072],100.0,100.0,76481222.1719401,65192874.749772795,0.014624244862676125,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.951639980804164,65192874.749772795,0.011336970039366616,12
20,485,[0.59742823 0.72643589],[1.19936865 0.99210253],[0.43083269 0.5668485 ],[0.15054003 0.08945318],100.0,100.0,76037515.63683559,63731151.306168266,0.014528717830194847,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.978293334781622,63731151.306168266,0.011336970039366616,12
21,484,[0.57967559 0.73160002],[1.19936865 0.99695343],[0.42226492 0.5668485 ],[0.14828076 0.09231422],100.0,100.0,74769585.65499109,63542037.12316359,0.014632000405798762,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.994632462292797,63542037.12316359,0.011336970039366616,13
22,486,[0.5624324  0.73745026],[1.19936865 0.99695343],[0.42226492 0.5668485 ],[0.1446712  0.09755909],100.0,100.0,73575471.97632633,63542037.12316359,0.014749005101545667,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.996343562134723,63542037.12316359,0.011336970039366616,10
23,479,[0.56069549 0.71912019],[1.19936865 0.99695343],[0.3993925 0.5668485],[0.1458586  0.08177547],100.0,100.0,73446908.2374132,62044800.146630086,0.014382403711470919,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.036022050462708,62044800.146630086,0.011336970039366616,11
24,497,[0.55041765 0.71742963],[1.19936865 0.99695343],[0.3993925 0.5668485],[0.1432001  0.08133182],100.0,100.0,72720409.62540922,62044800.146630086,0.014348592552536904,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.037331741382124,62044800.146630086,0.011336970039366616,11
25,480,[0.54061889 0.71889227],[1.19936865 0.99695343],[0.39399102 0.5668485 ],[0.14720473 0.08461999],100.0,100.0,72036764.28701642,61381278.99281706,0.01437784542361847,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.049624424213214,61381278.99281706,0.011336970039366616,14
26,487,[0.52647076 0.72234804],[1.17777426 0.99442075],[0.39256894 0.5668485 ],[0.13985519 0.08748048],100.0,100.0,71016558.39266656,61224776.61448216,0.014446960867846787,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.054344697698637,61224776.61448216,0.011336970039366616,12
27,486,[0.51339534 0.72361397],[1.17777426 0.99442075],[0.37351674 0.5668485 ],[0.13565255 0.08414585],100.0,100.0,70090405.89531988,59806021.964742415,0.014472279392773017,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.086641986970356,59806021.964742415,0.011336970039366616,11
28,477,[0.50064341 0.72626795],[1.1460919 0.9964362],[0.3712376 0.5668485],[0.12835064 0.08839033],100.0,100.0,69168760.7588815,59762639.30998255,0.01452535893763892,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.090446106777348,59762639.30998255,0.011336970039366616,14
29,487,[0.4875472  0.73059257],[1.1460919 0.9964362],[0.36653516 0.5668485 ],[0.128357   0.08692737],100.0,100.0,68250543.52662799,59477268.801213734,0.014611851339306248,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.10128340109286,59477268.801213734,0.011336970039366616,12
30,486,[0.48159505 0.72951972],[1.1460919 0.9964362],[0.34505876 0.5668485 ],[0.13091175 0.08845381],100.0,100.0,67812593.72704995,57380648.5077884,0.014590394449563601,0.011336970039366616,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.140290203186369,57380648.5077884,0.011336970039366616,12
