gen,best_obj1,best_obj2
1,0.628958156303691,0.25173007036817513
2,0.628958156303691,0.25173007036817513
3,0.628958156303691,0.22674157446144066
4,0.5546168898346227,0.19123926921436196
5,0.4746058677102618,0.19123926921436196
6,0.44393182610519366,0.19123926921436196
7,0.44393182610519366,0.19123926921436196
8,0.44393182610519366,0.19123926921436196
9,0.44393182610519366,0.19123926921436196
10,0.44393182610519366,0.19123926921436196
11,0.43696267083741397,0.19123926921436196
12,0.43696267083741397,0.19123926921436196
13,0.43696267083741397,0.19123926921436196
14,0.43216614595510483,0.19123926921436196
15,0.43216614595510483,0.19123926921436196
16,0.43216614595510483,0.19123926921436196
17,0.43216614595510483,0.19123926921436196
18,0.43216614595510483,0.19123926921436196
19,0.43216614595510483,0.19123926921436196
20,0.43216614595510483,0.19123926921436196
21,0.43216614595510483,0.19123926921436196
22,0.43216614595510483,0.19123926921436196
23,0.43216614595510483,0.19123926921436196
24,0.43216614595510483,0.19123926921436196
25,0.43216614595510483,0.19123926921436196
26,0.43216614595510483,0.19123926921436196
27,0.43216614595510483,0.19123926921436196
28,0.43216614595510483,0.19123926921436196
29,0.43216614595510483,0.19123926921436196
30,0.43216614595510483,0.19123926921436196
31,0.43216614595510483,0.19123926921436196
32,0.43216614595510483,0.19123926921436196
33,0.43216614595510483,0.19123926921436196
34,0.43216614595510483,0.19123926921436196
35,0.43216614595510483,0.19123926921436196
36,0.43216614595510483,0.19123926921436196
37,0.43216614595510483,0.19123926921436196
38,0.43216614595510483,0.19123926921436196
39,0.43216614595510483,0.19123926921436196
40,0.43216614595510483,0.19123926921436196
41,0.43216614595510483,0.19123926921436196
42,0.43216614595510483,0.19123926921436196
43,0.43216614595510483,0.19123926921436196
44,0.43216614595510483,0.19123926921436196
45,0.43216614595510483,0.19123926921436196
46,0.43216614595510483,0.19123926921436196
47,0.43216614595510483,0.19123926921436196
48,0.43216614595510483,0.19123926921436196
49,0.43216614595510483,0.19123926921436196
50,0.43216614595510483,0.19123926921436196
51,0.43216614595510483,0.19123926921436196
52,0.42559864301709405,0.19123926921436196
53,0.42559864301709405,0.19123926921436196
54,0.42559864301709405,0.19123926921436196
55,0.42559864301709405,0.19123926921436196
56,0.42559864301709405,0.19123926921436196
57,0.42559864301709405,0.19123926921436196
58,0.42559864301709405,0.19123926921436196
59,0.42559864301709405,0.19123926921436196
60,0.42559864301709405,0.19123926921436196
61,0.42559864301709405,0.19123926921436196
62,0.42559864301709405,0.19123926921436196
63,0.42559864301709405,0.19123926921436196
64,0.42559864301709405,0.19123926921436196
65,0.42559864301709405,0.19123926921436196
66,0.42559864301709405,0.19123926921436196
67,0.42559864301709405,0.19123926921436196
68,0.42559864301709405,0.19123926921436196
69,0.42559864301709405,0.19123926921436196
70,0.42559864301709405,0.19123926921436196
71,0.42559864301709405,0.19123926921436196
72,0.42559864301709405,0.19123926921436196
73,0.42559864301709405,0.19123926921436196
74,0.42559864301709405,0.19123926921436196
75,0.42559864301709405,0.19123926921436196
76,0.42559864301709405,0.19123926921436196
77,0.42559864301709405,0.19123926921436196
78,0.42559864301709405,0.19123926921436196
79,0.42559864301709405,0.19123926921436196
80,0.42559864301709405,0.19123926921436196
81,0.42559864301709405,0.19123926921436196
82,0.42559864301709405,0.19123926921436196
83,0.42559864301709405,0.19123926921436196
84,0.42559864301709405,0.19123926921436196
85,0.42559864301709405,0.19123926921436196
86,0.42559864301709405,0.19123926921436196
87,0.42559864301709405,0.19123926921436196
88,0.42559864301709405,0.19123926921436196
89,0.42559864301709405,0.19123926921436196
90,0.42559864301709405,0.19123926921436196
91,0.42559864301709405,0.19123926921436196
92,0.42559864301709405,0.19123926921436196
93,0.42559864301709405,0.19123926921436196
94,0.42559864301709405,0.19123926921436196
95,0.42559864301709405,0.19123926921436196
96,0.42559864301709405,0.19123926921436196
97,0.42559864301709405,0.19123926921436196
98,0.42559864301709405,0.19123926921436196
99,0.42559864301709405,0.19123926921436196
100,0.42559864301709405,0.19123926921436196
