gen,nevals,avg,std,min,valid_ratio,avg_cost,avg_co2,avg_dcr,hof_size
0,700,[0.6322945  0.29630171],[0.18237627 0.10845475],[0.1961468  0.14968675],0.5714285714285714,62987946.33733997,186857.61882070004,0.2105704367582241,2
1,598,[0.63873371 0.26684707],[0.17073686 0.05718011],[0.27939667 0.14968675],0.5714285714285714,62987946.33733997,186857.61882070004,0.2105704367582241,2
2,578,[0.59379808 0.2786876 ],[0.18259396 0.06556626],[0.27939667 0.14968675],0.7142857142857143,57639704.51197599,171387.38382068806,0.2229455728436122,3
3,602,[0.5173923  0.30660937],[0.18972943 0.07356256],[0.27685289 0.15362668],2.0,44650717.32599718,133499.11889108,0.25229838605851834,5
4,576,[0.42632803 0.33472192],[0.11025499 0.0605518 ],[0.28625037 0.17250589],2.0,44650717.32599718,133499.11889108,0.25229838605851834,5
5,601,[0.41060149 0.33332782],[0.10806119 0.04559754],[0.29475229 0.17250589],2.0,44650717.32599718,133499.11889108,0.25229838605851834,5
6,589,[0.39629458 0.33605787],[0.10590863 0.04224181],[0.28924122 0.17250589],2.0,44650717.32599718,133499.11889108,0.25229838605851834,5
7,600,[0.38774776 0.34015394],[0.10255067 0.04127714],[0.29265932 0.17250589],2.0,44650717.32599718,133499.11889108,0.25229838605851834,5
8,578,[0.38084006 0.34434542],[0.10605454 0.04083328],[0.29645804 0.17250589],2.0,44650717.32599718,133499.11889108,0.25229838605851834,5
9,588,[0.37676347 0.34512049],[0.10826703 0.04073518],[0.29537069 0.17250589],2.0,44650717.32599718,133499.11889108,0.25229838605851834,5
10,562,[0.37887829 0.34367573],[0.11066344 0.04024997],[0.2964436  0.17250589],2.142857142857143,44647910.485274695,133519.47354327465,0.2551827494965349,5
11,590,[0.37733767 0.34318326],[0.11100259 0.03849149],[0.29589213 0.17250589],2.142857142857143,44647910.485274695,133519.47354327465,0.2551827494965349,5
12,594,[0.37446023 0.34361549],[0.11359152 0.0381792 ],[0.29161307 0.17250589],2.142857142857143,44647910.485274695,133519.47354327465,0.2551827494965349,5
13,584,[0.37174907 0.34483897],[0.11540793 0.03797646],[0.28982008 0.17250589],2.142857142857143,44647910.485274695,133519.47354327465,0.2551827494965349,5
14,609,[0.36946324 0.34545369],[0.1180834  0.03780666],[0.28982008 0.17250589],2.142857142857143,44647910.485274695,133519.47354327465,0.2551827494965349,5
15,592,[0.36566291 0.34655484],[0.12035058 0.03825306],[0.29845329 0.17250589],2.2857142857142856,44301871.06050253,132583.61081201996,0.25602339701011306,5
16,594,[0.36753015 0.34590212],[0.12132915 0.03838996],[0.29845329 0.17250589],2.4285714285714284,44467141.875468254,133356.4612226541,0.2560499433493473,5
17,584,[0.3700618  0.34437857],[0.12172958 0.03823887],[0.29879978 0.17250589],2.571428571428571,44628188.14588224,134309.15746032886,0.2579497181660153,5
18,584,[0.36950706 0.34448097],[0.12303486 0.0385529 ],[0.29879978 0.17250589],2.7142857142857144,45279406.63378107,136228.21570803787,0.25925855526464436,5
19,597,[0.37305255 0.34359869],[0.12475319 0.03868523],[0.29879978 0.17250589],2.857142857142857,45360964.359990016,136497.63976547596,0.2594796533873635,5
20,588,[0.37719899 0.34225094],[0.12548947 0.03892858],[0.29879978 0.17250589],3.1428571428571432,45323379.6901691,136702.59265495997,0.260438515370156,5
21,601,[0.38320424 0.34057415],[0.12746746 0.03928118],[0.29879978 0.17250589],3.2857142857142856,44924172.85498262,135448.61342615305,0.26129761570837357,6
22,574,[0.3887141  0.33883568],[0.12987483 0.03975731],[0.29879978 0.17250589],3.8571428571428568,45661372.99342223,137844.2492128563,0.26082083149001295,7
23,584,[0.39178863 0.33765061],[0.12974064 0.03983931],[0.29879978 0.17250589],4.0,45446030.10900573,137419.6946427114,0.2617079748030069,7
24,594,[0.39683962 0.33585175],[0.12974983 0.03979954],[0.29879978 0.17250589],4.285714285714286,45692364.436269335,138254.93324971732,0.2618359034686099,7
25,603,[0.40351766 0.3335638 ],[0.12932765 0.03987315],[0.29879978 0.17250589],4.714285714285714,45594742.97737819,138207.9469420824,0.25811118635876734,7
26,597,[0.40376892 0.33310461],[0.13150125 0.03923011],[0.29958099 0.17250589],5.0,45496223.00502514,137941.0183191177,0.25895041382491274,7
27,584,[0.40204092 0.333532  ],[0.13308846 0.03933838],[0.30310886 0.17250589],5.142857142857142,45554471.02973556,138180.59825891998,0.2585455787535346,7
28,588,[0.40154832 0.33324132],[0.13293108 0.03834364],[0.30389008 0.17250589],5.142857142857142,45554471.02973556,138180.59825891998,0.2585455787535346,7
29,581,[0.40551718 0.33199583],[0.13722045 0.03937167],[0.30389008 0.17250589],5.571428571428571,45656355.35990154,138536.59070852105,0.2563649815152204,8
30,583,[0.40676643 0.33134441],[0.13790069 0.03963576],[0.31122028 0.17250589],5.714285714285714,45723978.690907,138858.295669318,0.2563944157128897,8
31,600,[0.40823114 0.3303968 ],[0.13942771 0.03953359],[0.30994348 0.17250589],6.2857142857142865,45508926.33548728,138076.27057207093,0.2557086598174023,10
32,592,[0.41129233 0.32910755],[0.13863559 0.03972621],[0.30994348 0.17250589],6.571428571428571,45163317.637784354,137085.0665491374,0.2564636779104119,10
33,578,[0.41495221 0.32763945],[0.13898331 0.03972096],[0.30994348 0.17250589],7.000000000000001,45282554.61537225,137690.88984233307,0.25717392965505864,10
34,598,[0.40869539 0.32636311],[0.13679263 0.03828064],[0.30994348 0.17250589],7.428571428571429,45093816.66246845,137298.7427126754,0.25774244634887244,10
35,620,[0.393417 0.328154],[0.13755926 0.03599281],[0.30994348 0.17250589],7.857142857142857,45422486.96568727,138124.28859367126,0.2577243902214586,10
36,603,[0.39897835 0.32677828],[0.1412571  0.03637435],[0.30994348 0.17250589],8.571428571428571,45664813.89527266,138965.14244893866,0.2588058497183318,11
37,602,[0.40441433 0.32516001],[0.14255516 0.03643364],[0.30994348 0.17250589],9.285714285714286,45718503.30118092,139110.04163569724,0.260018260312234,11
38,583,[0.40522822 0.32461892],[0.14164564 0.03609203],[0.31072469 0.17250589],9.428571428571429,45678594.50840363,138984.15390014424,0.26051539815532604,11
39,614,[0.39514051 0.3268831 ],[0.13935663 0.03572901],[0.31425256 0.17250589],10.0,45548419.707646854,138604.75390259313,0.26152845943936837,11
40,583,[0.39851775 0.32604132],[0.14005369 0.03609372],[0.31425256 0.17250589],10.428571428571429,45550901.481267385,138567.28485752217,0.2624709721788866,11
41,590,[0.40213859 0.32542438],[0.1407586  0.03640981],[0.31425256 0.17250589],10.857142857142858,45614804.88252788,138742.0113867621,0.2640746727966812,11
42,578,[0.40624959 0.32523468],[0.14064208 0.03736176],[0.31425256 0.17250589],11.142857142857142,45561350.07039743,138650.61597279386,0.26466713755445287,11
43,607,[0.39986641 0.32524841],[0.13842275 0.03567612],[0.31503377 0.17250589],11.571428571428571,45442284.70256888,138448.98252401876,0.26623613607881086,11
44,610,[0.39978736 0.32346803],[0.13783361 0.0341926 ],[0.32353727 0.17250589],12.571428571428573,45187111.04322772,137819.53110465364,0.26774513643434117,11
45,578,[0.39901143 0.32362979],[0.13885388 0.03410944],[0.32365282 0.17250589],13.285714285714286,45305204.39875354,138134.00026322925,0.2675174782582,11
46,589,[0.40094891 0.32305055],[0.13965495 0.03426521],[0.32365282 0.17250589],13.714285714285715,45272354.01262832,138077.72555822416,0.26815009960582364,11
47,592,[0.40501776 0.32206879],[0.14044887 0.03437975],[0.32334489 0.17250589],14.714285714285714,45046038.6030928,137456.95929776618,0.2704147970478897,11
48,594,[0.40927392 0.3208626 ],[0.14427634 0.03462858],[0.32334489 0.17250589],16.0,45193459.569103554,137850.91407408143,0.2703732280759511,11
49,617,[0.413932   0.31946425],[0.14741006 0.03519648],[0.32334489 0.17250589],17.142857142857142,45069801.24095098,137364.78277545268,0.27034629083773015,13
50,589,[0.41544939 0.31855196],[0.14729177 0.0349411 ],[0.32334489 0.17250589],17.57142857142857,44907870.717076406,136926.93643532292,0.27062731334614,13
51,560,[0.41812589 0.31793226],[0.14884535 0.03498111],[0.32334489 0.17250589],19.0,44796784.55246916,136502.1328696914,0.27202430844089204,12
52,602,[0.42361106 0.31674357],[0.15071699 0.03538945],[0.32334489 0.17250589],20.285714285714285,44805618.25638112,136500.4918705983,0.2723901802096523,12
53,578,[0.42657077 0.3160905 ],[0.15080152 0.03538243],[0.32334489 0.17250589],21.142857142857142,44656580.054631874,136104.63772660375,0.2729412847822685,12
54,566,[0.43200101 0.31514397],[0.15155136 0.03571747],[0.32334489 0.17250589],22.714285714285715,44482005.667983636,135532.51114921356,0.2740142919870329,12
55,581,[0.42677158 0.31610459],[0.14986799 0.03558676],[0.32636512 0.17250589],23.42857142857143,44493231.025138766,135531.39753591802,0.27385678052538,13
