gen,nevals,avg,std,min,valid_ratio,avg_cost,avg_co2,avg_dcr,hof_size
0,100,[0.64795905 0.29996618],[0.18193691 0.12305992],[0.34013548 0.15751821],0.0,0.0,0.0,0.0,0
1,85,[0.67870906 0.25798037],[0.15312608 0.04716631],[0.41556435 0.15751821],0.0,0.0,0.0,0.0,0
2,81,[0.66273032 0.25585927],[0.15795912 0.04852791],[0.41589466 0.15751821],0.0,0.0,0.0,0.0,0
3,82,[0.61465699 0.2555951 ],[0.16162704 0.04003338],[0.39915574 0.15751821],1.0,45127205.17528,137486.12711463997,0.24865683881466602,1
4,82,[0.6022255  0.25832057],[0.16104878 0.04323021],[0.39840183 0.15751821],2.0,48112229.54389995,143175.52925552,0.23722288276043668,2
5,84,[0.48729821 0.28906569],[0.07857095 0.03900549],[0.37145107 0.18185671],6.0,43445430.51389336,128179.29863337321,0.2570138146631762,3
6,86,[0.47684396 0.29608669],[0.07666342 0.03464526],[0.37145107 0.21209039],7.000000000000001,43038973.858817175,126890.06197786273,0.25825189081960936,3
7,75,[0.48538997 0.29453763],[0.07631278 0.03309355],[0.35464834 0.21209039],11.0,41804793.01726187,123006.93701776712,0.26109321678612446,4
8,82,[0.48805767 0.29140062],[0.07086031 0.03229642],[0.37366321 0.21209039],14.000000000000002,41691431.695802905,122646.10724444556,0.2620691987559529,5
9,90,[0.48387312 0.29101155],[0.06773901 0.03196266],[0.37366321 0.21209039],16.0,41304144.29179254,121232.05713568984,0.2623840186695494,5
10,83,[0.48072159 0.29531911],[0.07010565 0.03144733],[0.38120645 0.21209039],19.0,40733659.103349514,119431.55433771774,0.2642924431102772,6
11,87,[0.46740527 0.29573242],[0.07145068 0.03150802],[0.37486912 0.21209039],23.0,40071020.238161795,117435.53284771462,0.26628790601662705,6
12,90,[0.44821637 0.30417216],[0.07216644 0.03530031],[0.38120645 0.21209039],24.0,39793414.22024339,116711.64927425985,0.2678656810365452,7
13,81,[0.43240366 0.31266168],[0.07080995 0.03687902],[0.38120645 0.21209039],24.0,39793414.22024339,116711.64927425985,0.2678656810365452,7
14,85,[0.43359656 0.31191731],[0.07040308 0.03660772],[0.38120645 0.21209039],25.0,39605825.63640165,116321.01267115504,0.27067216746935485,7
15,82,[0.43778985 0.31007047],[0.07374891 0.03651733],[0.38120645 0.21209039],26.0,39367466.02762159,115695.67861014137,0.27195994973955906,7
16,84,[0.44232021 0.30915655],[0.07848912 0.03617414],[0.38120645 0.21209039],26.0,39367466.02762159,115695.67861014137,0.27195994973955906,7
17,85,[0.44673953 0.30679055],[0.07869317 0.03501858],[0.38120645 0.21209039],27.0,39163622.789432645,115177.28258135096,0.27302576456143396,7
18,76,[0.45558301 0.30050614],[0.07831345 0.03194031],[0.38120645 0.21209039],28.999999999999996,39351261.926515914,115916.31600798329,0.27252552662605917,7
19,81,[0.45306427 0.29812559],[0.06941176 0.02893734],[0.38255529 0.21209039],31.0,38967856.37049038,114893.4780129392,0.27456610597242076,7
