gen,nevals,avg,max,min,std,success_rate,valid_ratio,avg_cost,max_cost,min_cost,std_cost,avg_co2,max_co2,min_co2,std_co2,avg_dcr,max_dcr,min_dcr,std_dcr,best_margins,min_AM_str,min_AM_drift,min_AM_wind,min_AM_defl,min_AM_hier,min_NM_str,min_NM_drift,min_NM_wind,min_NM_defl,min_NM_hier,hof_avg_cost,hof_max_cost,hof_min_cost,hof_std_cost,hof_avg_co2,hof_max_co2,hof_min_co2,hof_std_co2,hof_avg_dcr,hof_max_dcr,hof_min_dcr,hof_std_dcr,hof_size,sep1,sep2,sep3,sep4,sep5
23,85,[0.38577625 0.57332316],[0.79849975 0.60554233],[0.33047606 0.37807388],[0.08559869 0.03975631],100.0,14.000000000000002,39275785.30456857,54586378.014079966,32846055.0428,6467070.113494742,116710.15955857153,167245.9219172,96045.18369120013,20460.2787109134,0.5147364769085641,0.5898034110863477,0.37807387973717804,0.055146832562035265,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,38086825.00869601,52405576.156560056,32846055.0428,7354776.909762415,113198.12268936013,157055.59434080016,96045.18369120013,22714.6553206357,0.48985434669327443,0.5898034110863477,0.37807387973717804,0.07459192941732794,5,|,|,|,|,|
24,86,[0.39407524 0.56986658],[0.79849975 0.60171224],[0.33047606 0.37807388],[0.09035689 0.04088139],100.0,18.0,38971935.024613336,54586378.014079966,30187992.511920024,6482218.536557592,115812.31968193344,167245.9219172,87916.3913740001,20523.78128577062,0.518268629250763,0.5898034110863477,0.37807387973717804,0.05230709242343911,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36929673.49120668,52405576.156560056,30187992.511920024,7253912.90149887,109404.00000533347,157055.59434080016,87916.3913740001,22555.705496208913,0.4969499760062264,0.586408860639107,0.37807387973717804,0.06947869895910526,6,|,|,|,|,|
25,83,[0.3778446  0.57375824],[0.79849975 0.59445238],[0.33516212 0.37807388],[0.08696963 0.03999221],100.0,22.0,37894613.726183645,54586378.014079966,30187992.511920024,6364270.106788341,112554.67785152738,167245.9219172,87916.3913740001,19977.24383083702,0.521697865018642,0.5898034110863477,0.37807387973717804,0.04875240390801412,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37038342.33499202,52405576.156560056,30187992.511920024,8115347.151596929,110314.81005088011,157055.59434080016,87916.3913740001,24956.914691967002,0.4861815219989281,0.586408860639107,0.37807387973717804,0.07146594506981052,5,|,|,|,|,|
26,85,[0.38029416 0.57227985],[0.79849975 0.59445238],[0.33516212 0.37807388],[0.08702562 0.04031107],100.0,24.0,37600622.913255,54586378.014079966,30187992.511920024,6196110.016227502,111597.42767686676,167245.9219172,87916.3913740001,19441.382148270255,0.5229907435389678,0.5898034110863477,0.37807387973717804,0.047321683282651315,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37038342.33499202,52405576.156560056,30187992.511920024,8115347.151596929,110314.81005088011,157055.59434080016,87916.3913740001,24956.914691967002,0.4861815219989281,0.586408860639107,0.37807387973717804,0.07146594506981052,5,|,|,|,|,|
27,79,[0.38029416 0.57227985],[0.79849975 0.59445238],[0.33516212 0.37807388],[0.08702562 0.04031107],100.0,24.0,37600622.913255,54586378.014079966,30187992.511920024,6196110.016227502,111597.42767686676,167245.9219172,87916.3913740001,19441.382148270255,0.5229907435389678,0.5898034110863477,0.37807387973717804,0.047321683282651315,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37038342.33499202,52405576.156560056,30187992.511920024,8115347.151596929,110314.81005088011,157055.59434080016,87916.3913740001,24956.914691967002,0.4861815219989281,0.586408860639107,0.37807387973717804,0.07146594506981052,5,|,|,|,|,|
28,83,[0.38669119 0.56876805],[0.79849975 0.59445238],[0.33516212 0.37807388],[0.08914762 0.04187812],100.0,28.999999999999996,37268534.13522483,54586378.014079966,30129139.824160013,5983540.313260081,110551.6091760277,167245.9219172,87916.3913740001,18557.335991183107,0.5249201190847639,0.5906852825860193,0.37807387973717804,0.046535109353583716,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,37038342.33499202,52405576.156560056,30187992.511920024,8115347.151596929,110314.81005088011,157055.59434080016,87916.3913740001,24956.914691967002,0.4861815219989281,0.586408860639107,0.37807387973717804,0.07146594506981052,5,|,|,|,|,|
29,91,[0.38928829 0.56747531],[0.79849975 0.59445238],[0.33298365 0.37807388],[0.08852788 0.04154018],100.0,32.0,36744119.30069876,54586378.014079966,28955004.77524002,5954406.435868524,108939.8975696376,167245.9219172,85607.55140360007,18442.768279673957,0.529089422310628,0.5906852825860193,0.37807387973717804,0.046309700500521155,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36791744.78765602,52405576.156560056,28955004.77524002,8335505.966758541,109853.0420568001,157055.59434080016,85607.55140360007,25384.7642374224,0.48419967466556013,0.5764996239722673,0.37807387973717804,0.06874461151612593,5,|,|,|,|,|
30,93,[0.38924305 0.56577669],[0.79849975 0.59445238],[0.33298365 0.37807388],[0.08856707 0.04083785],100.0,41.0,35056003.17115904,54586378.014079966,28955004.77524002,6149934.9919342715,103878.62556384402,167245.9219172,85607.55140360007,18886.12706158511,0.5391166610777598,0.5906852825860193,0.37807387973717804,0.04512050017336205,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,35633833.02192002,52405576.156560056,28955004.77524002,8037683.002854243,106225.28749073343,157055.59434080016,85607.55140360007,24551.813825377965,0.49707010024476217,0.5760019943014096,0.37807387973717804,0.06902177561192473,6,|,|,|,|,|
31,77,[0.38855863 0.55932666],[0.79849975 0.59445238],[0.33298365 0.37807388],[0.08797902 0.03661112],100.0,78.0,32279935.661312837,54586378.014079966,28955004.77524002,5386857.89771147,95597.385709277,167245.9219172,85607.55140360007,16426.51651336984,0.5556282063583468,0.5906852825860193,0.37807387973717804,0.0377128830842973,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,35078148.47685145,52405576.156560056,28955004.77524002,7564910.267606905,104603.21364400009,157055.59434080016,85607.55140360007,23075.207977378446,0.5009295177618993,0.5760019943014096,0.37807387973717804,0.06459724386175343,7,|,|,|,|,|
32,91,[0.36085639 0.56328717],[0.79849975 0.58413556],[0.3273514  0.37807388],[0.07941632 0.03361053],100.0,100.0,30541865.11486801,54586378.014079966,28619777.74132001,4488137.064182055,90348.49529617048,167245.9219172,84690.63222824007,13612.296020206426,0.5632871737582262,0.5841355584488552,0.37807387973717804,0.03361053091249859,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,33714081.63952447,52405576.156560056,28619777.74132001,7144627.575028966,100369.80620140454,157055.59434080016,84690.63222824007,21841.0374969111,0.5176602150732221,0.5841355584488552,0.37807387973717804,0.06510877658476101,9,|,|,|,|,|
33,81,[0.34014283 0.57126608],[0.74907971 0.57600199],[0.33298365 0.37807388],[0.04501538 0.02524334],100.0,100.0,29355734.47004081,52405576.156560056,28955004.77524002,2528256.592968011,86844.61556882809,157055.59434080016,85607.55140360007,7755.1678550235665,0.5712660806580108,0.5760019943014096,0.37807387973717804,0.025243337466385667,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,33714081.63952447,52405576.156560056,28619777.74132001,7144627.575028966,100369.80620140454,157055.59434080016,84690.63222824007,21841.0374969111,0.5176602150732221,0.5841355584488552,0.37807387973717804,0.06510877658476101,9,|,|,|,|,|
34,83,[0.34014283 0.57126608],[0.74907971 0.57600199],[0.33298365 0.37807388],[0.04501538 0.02524334],100.0,100.0,29355734.47004081,52405576.156560056,28955004.77524002,2528256.592968011,86844.61556882809,157055.59434080016,85607.55140360007,7755.1678550235665,0.5712660806580108,0.5760019943014096,0.37807387973717804,0.025243337466385667,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,33714081.63952447,52405576.156560056,28619777.74132001,7144627.575028966,100369.80620140454,157055.59434080016,84690.63222824007,21841.0374969111,0.5176602150732221,0.5841355584488552,0.37807387973717804,0.06510877658476101,9,|,|,|,|,|
35,85,[0.34014283 0.57126608],[0.74907971 0.57600199],[0.33298365 0.37807388],[0.04501538 0.02524334],100.0,100.0,29355734.47004081,52405576.156560056,28955004.77524002,2528256.592968011,86844.61556882809,157055.59434080016,85607.55140360007,7755.1678550235665,0.5712660806580108,0.5760019943014096,0.37807387973717804,0.025243337466385667,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,33714081.63952447,52405576.156560056,28619777.74132001,7144627.575028966,100369.80620140454,157055.59434080016,84690.63222824007,21841.0374969111,0.5176602150732221,0.5841355584488552,0.37807387973717804,0.06510877658476101,9,|,|,|,|,|
36,87,[0.34014283 0.57126608],[0.74907971 0.57600199],[0.33298365 0.37807388],[0.04501538 0.02524334],100.0,100.0,29355734.47004081,52405576.156560056,28955004.77524002,2528256.592968011,86844.61556882809,157055.59434080016,85607.55140360007,7755.1678550235665,0.5712660806580108,0.5760019943014096,0.37807387973717804,0.025243337466385667,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,33714081.63952447,52405576.156560056,28619777.74132001,7144627.575028966,100369.80620140454,157055.59434080016,84690.63222824007,21841.0374969111,0.5176602150732221,0.5841355584488552,0.37807387973717804,0.06510877658476101,9,|,|,|,|,|
37,88,[0.34228325 0.56972812],[0.74907971 0.57600199],[0.33210637 0.37807388],[0.04662461 0.02662966],100.0,100.0,29473384.304218408,52405576.156560056,28879478.299720004,2614179.7228107285,87220.55383458808,157055.59434080016,85530.4652516001,8045.4552196862705,0.5697281239996147,0.5760019943014096,0.37807387973717804,0.026629661085186215,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,33408842.97588002,52405576.156560056,28619777.74132001,6841534.151970039,99392.3697919841,157055.59434080016,84690.63222824007,20928.553518402292,0.5204885029926978,0.5841355584488552,0.37807387973717804,0.062183846269454106,10,|,|,|,|,|
38,82,[0.34351711 0.5688285 ],[0.74907971 0.57600199],[0.33210637 0.37807388],[0.04726487 0.02693425],100.0,100.0,29537397.658530407,52405576.156560056,28879478.299720004,2648296.2028417103,87448.00010624809,157055.59434080016,85530.4652516001,8161.5206926271285,0.5688285031719765,0.5760019943014096,0.37807387973717804,0.02693424854321059,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,33015928.156505477,52405576.156560056,28619777.74132001,6640426.612849088,98204.14503696734,157055.59434080016,84690.63222824007,20305.283932231872,0.5251097766242443,0.5841355584488552,0.37807387973717804,0.06106441164583358,11,|,|,|,|,|
