gen,nevals,avg,max,min,std,success_rate,valid_ratio,avg_cost,max_cost,min_cost,std_cost,avg_co2,max_co2,min_co2,std_co2,avg_dcr,max_dcr,min_dcr,std_dcr,best_margins,min_AM_str,min_AM_drift,min_AM_wind,min_AM_defl,min_AM_hier,min_NM_str,min_NM_drift,min_NM_wind,min_NM_defl,min_NM_hier,hof_avg_cost,hof_max_cost,hof_min_cost,hof_std_cost,hof_avg_co2,hof_max_co2,hof_min_co2,hof_std_co2,hof_avg_dcr,hof_max_dcr,hof_min_dcr,hof_std_dcr,hof_size,sep1,sep2,sep3,sep4,sep5
39,82,[0.34242688 0.56771356],[0.74907971 0.57600199],[0.33210637 0.37807388],[0.04679744 0.02670435],100.0,100.0,29471462.725732002,52405576.156560056,28879478.299720004,2627450.263674309,87273.46092167209,157055.59434080016,85530.4652516001,8065.063345953977,0.567713563923792,0.5760019943014096,0.37807387973717804,0.02670435496147426,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
40,85,[0.33930941 0.56756199],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04514814 0.02455328],100.0,100.0,29283984.31829679,52405576.156560056,28879478.299720004,2539656.90291243,86771.38372442812,157055.59434080016,85530.4652516001,7766.858805113358,0.5675619889172772,0.5721029503637953,0.37807387973717804,0.024553282673431914,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
41,75,[0.33930941 0.56756199],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04514814 0.02455328],100.0,100.0,29283984.31829679,52405576.156560056,28879478.299720004,2539656.90291243,86771.38372442812,157055.59434080016,85530.4652516001,7766.858805113358,0.5675619889172772,0.5721029503637953,0.37807387973717804,0.024553282673431914,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
42,82,[0.33930941 0.56756199],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04514814 0.02455328],100.0,100.0,29283984.31829679,52405576.156560056,28879478.299720004,2539656.90291243,86771.38372442812,157055.59434080016,85530.4652516001,7766.858805113358,0.5675619889172772,0.5721029503637953,0.37807387973717804,0.024553282673431914,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
43,81,[0.33893355 0.56794215],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04504998 0.02432529],100.0,100.0,29261715.89340159,52405576.156560056,28879478.299720004,2533335.4398541064,86709.90346350812,157055.59434080016,85530.4652516001,7752.0911766300005,0.5679421458665801,0.5721029503637953,0.37807387973717804,0.024325291287584608,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
44,84,[0.33893355 0.56794215],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04504998 0.02432529],100.0,100.0,29261715.89340159,52405576.156560056,28879478.299720004,2533335.4398541064,86709.90346350812,157055.59434080016,85530.4652516001,7752.0911766300005,0.5679421458665801,0.5721029503637953,0.37807387973717804,0.024325291287584608,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
45,90,[0.33893355 0.56794215],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04504998 0.02432529],100.0,100.0,29261715.89340159,52405576.156560056,28879478.299720004,2533335.4398541064,86709.90346350812,157055.59434080016,85530.4652516001,7752.0911766300005,0.5679421458665801,0.5721029503637953,0.37807387973717804,0.024325291287584608,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
46,82,[0.33893355 0.56794215],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04504998 0.02432529],100.0,100.0,29261715.89340159,52405576.156560056,28879478.299720004,2533335.4398541064,86709.90346350812,157055.59434080016,85530.4652516001,7752.0911766300005,0.5679421458665801,0.5721029503637953,0.37807387973717804,0.024325291287584608,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
47,91,[0.33893355 0.56794215],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04504998 0.02432529],100.0,100.0,29261715.89340159,52405576.156560056,28879478.299720004,2533335.4398541064,86709.90346350812,157055.59434080016,85530.4652516001,7752.0911766300005,0.5679421458665801,0.5721029503637953,0.37807387973717804,0.024325291287584608,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
48,90,[0.33893355 0.56794215],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04504998 0.02432529],100.0,100.0,29261715.89340159,52405576.156560056,28879478.299720004,2533335.4398541064,86709.90346350812,157055.59434080016,85530.4652516001,7752.0911766300005,0.5679421458665801,0.5721029503637953,0.37807387973717804,0.024325291287584608,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
49,87,[0.33893355 0.56794215],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04504998 0.02432529],100.0,100.0,29261715.89340159,52405576.156560056,28879478.299720004,2533335.4398541064,86709.90346350812,157055.59434080016,85530.4652516001,7752.0911766300005,0.5679421458665801,0.5721029503637953,0.37807387973717804,0.024325291287584608,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
50,82,[0.33893355 0.56794215],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04504998 0.02432529],100.0,100.0,29261715.89340159,52405576.156560056,28879478.299720004,2533335.4398541064,86709.90346350812,157055.59434080016,85530.4652516001,7752.0911766300005,0.5679421458665801,0.5721029503637953,0.37807387973717804,0.024325291287584608,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
51,83,[0.33893355 0.56794215],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04504998 0.02432529],100.0,100.0,29261715.89340159,52405576.156560056,28879478.299720004,2533335.4398541064,86709.90346350812,157055.59434080016,85530.4652516001,7752.0911766300005,0.5679421458665801,0.5721029503637953,0.37807387973717804,0.024325291287584608,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
52,81,[0.33893355 0.56794215],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04504998 0.02432529],100.0,100.0,29261715.89340159,52405576.156560056,28879478.299720004,2533335.4398541064,86709.90346350812,157055.59434080016,85530.4652516001,7752.0911766300005,0.5679421458665801,0.5721029503637953,0.37807387973717804,0.024325291287584608,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
53,78,[0.33893355 0.56794215],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04504998 0.02432529],100.0,100.0,29261715.89340159,52405576.156560056,28879478.299720004,2533335.4398541064,86709.90346350812,157055.59434080016,85530.4652516001,7752.0911766300005,0.5679421458665801,0.5721029503637953,0.37807387973717804,0.024325291287584608,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
54,83,[0.33893355 0.56794215],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04504998 0.02432529],100.0,100.0,29261715.89340159,52405576.156560056,28879478.299720004,2533335.4398541064,86709.90346350812,157055.59434080016,85530.4652516001,7752.0911766300005,0.5679421458665801,0.5721029503637953,0.37807387973717804,0.024325291287584608,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
55,96,[0.33893355 0.56794215],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04504998 0.02432529],100.0,100.0,29261715.89340159,52405576.156560056,28879478.299720004,2533335.4398541064,86709.90346350812,157055.59434080016,85530.4652516001,7752.0911766300005,0.5679421458665801,0.5721029503637953,0.37807387973717804,0.024325291287584608,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
56,75,[0.33893355 0.56794215],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04504998 0.02432529],100.0,100.0,29261715.89340159,52405576.156560056,28879478.299720004,2533335.4398541064,86709.90346350812,157055.59434080016,85530.4652516001,7752.0911766300005,0.5679421458665801,0.5721029503637953,0.37807387973717804,0.024325291287584608,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
57,85,[0.33802324 0.56881332],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04425195 0.02285424],100.0,100.0,29212654.48902359,52405576.156560056,28879478.299720004,2492425.6289348467,86547.27182502412,157055.59434080016,85530.4652516001,7603.104071044682,0.5688133187597401,0.5721029503637953,0.37807387973717804,0.022854237970709516,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
58,75,[0.33802324 0.56881332],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04425195 0.02285424],100.0,100.0,29212654.48902359,52405576.156560056,28879478.299720004,2492425.6289348467,86547.27182502412,157055.59434080016,85530.4652516001,7603.104071044682,0.5688133187597401,0.5721029503637953,0.37807387973717804,0.022854237970709516,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
59,84,[0.33802324 0.56881332],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04425195 0.02285424],100.0,100.0,29212654.48902359,52405576.156560056,28879478.299720004,2492425.6289348467,86547.27182502412,157055.59434080016,85530.4652516001,7603.104071044682,0.5688133187597401,0.5721029503637953,0.37807387973717804,0.022854237970709516,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
60,91,[0.33802324 0.56881332],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04425195 0.02285424],100.0,100.0,29212654.48902359,52405576.156560056,28879478.299720004,2492425.6289348467,86547.27182502412,157055.59434080016,85530.4652516001,7603.104071044682,0.5688133187597401,0.5721029503637953,0.37807387973717804,0.022854237970709516,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
61,87,[0.33802324 0.56881332],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04425195 0.02285424],100.0,100.0,29212654.48902359,52405576.156560056,28879478.299720004,2492425.6289348467,86547.27182502412,157055.59434080016,85530.4652516001,7603.104071044682,0.5688133187597401,0.5721029503637953,0.37807387973717804,0.022854237970709516,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
62,81,[0.33802324 0.56881332],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04425195 0.02285424],100.0,100.0,29212654.48902359,52405576.156560056,28879478.299720004,2492425.6289348467,86547.27182502412,157055.59434080016,85530.4652516001,7603.104071044682,0.5688133187597401,0.5721029503637953,0.37807387973717804,0.022854237970709516,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
63,86,[0.33802324 0.56881332],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04425195 0.02285424],100.0,100.0,29212654.48902359,52405576.156560056,28879478.299720004,2492425.6289348467,86547.27182502412,157055.59434080016,85530.4652516001,7603.104071044682,0.5688133187597401,0.5721029503637953,0.37807387973717804,0.022854237970709516,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
64,82,[0.33802324 0.56881332],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04425195 0.02285424],100.0,100.0,29212654.48902359,52405576.156560056,28879478.299720004,2492425.6289348467,86547.27182502412,157055.59434080016,85530.4652516001,7603.104071044682,0.5688133187597401,0.5721029503637953,0.37807387973717804,0.022854237970709516,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
65,78,[0.33786365 0.56891515],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04424423 0.02284598],100.0,100.0,29203006.530088387,52405576.156560056,28879478.299720004,2491829.2601788132,86521.71133093612,157055.59434080016,85530.4652516001,7602.182873839142,0.5689151496852617,0.5721029503637953,0.37807387973717804,0.022845980880822347,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
66,79,[0.33786365 0.56891515],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04424423 0.02284598],100.0,100.0,29203006.530088387,52405576.156560056,28879478.299720004,2491829.2601788132,86521.71133093612,157055.59434080016,85530.4652516001,7602.182873839142,0.5689151496852617,0.5721029503637953,0.37807387973717804,0.022845980880822347,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
67,76,[0.33786365 0.56891515],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04424423 0.02284598],100.0,100.0,29203006.530088387,52405576.156560056,28879478.299720004,2491829.2601788132,86521.71133093612,157055.59434080016,85530.4652516001,7602.182873839142,0.5689151496852617,0.5721029503637953,0.37807387973717804,0.022845980880822347,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
68,92,[0.33786365 0.56891515],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04424423 0.02284598],100.0,100.0,29203006.530088387,52405576.156560056,28879478.299720004,2491829.2601788132,86521.71133093612,157055.59434080016,85530.4652516001,7602.182873839142,0.5689151496852617,0.5721029503637953,0.37807387973717804,0.022845980880822347,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
69,79,[0.33786365 0.56891515],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04424423 0.02284598],100.0,100.0,29203006.530088387,52405576.156560056,28879478.299720004,2491829.2601788132,86521.71133093612,157055.59434080016,85530.4652516001,7602.182873839142,0.5689151496852617,0.5721029503637953,0.37807387973717804,0.022845980880822347,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
70,81,[0.33786365 0.56891515],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04424423 0.02284598],100.0,100.0,29203006.530088387,52405576.156560056,28879478.299720004,2491829.2601788132,86521.71133093612,157055.59434080016,85530.4652516001,7602.182873839142,0.5689151496852617,0.5721029503637953,0.37807387973717804,0.022845980880822347,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
71,92,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
72,83,[0.33969864 0.56894385],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04709566 0.02088096],100.0,100.0,29307629.385873187,52405576.156560056,28879478.299720004,2652916.8965521287,86833.39975238012,157055.59434080016,85530.4652516001,8090.769256742896,0.5689438526295718,0.5721029503637953,0.37807387973717804,0.020880958240327485,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
73,85,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
74,87,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
75,83,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
76,84,[0.33970019 0.56865859],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04786698 0.02211222],100.0,100.0,29307906.406836387,52405576.156560056,28879478.299720004,2700727.4978448045,86833.13101593211,157055.59434080016,85530.4652516001,8210.763917936234,0.5686585879287837,0.5721029503637953,0.37807387973717804,0.022112223241153722,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
77,82,[0.3362761  0.57016266],[0.74907971 0.57210295],[0.33210637 0.37807388],[0.04148832 0.01930565],100.0,100.0,29114739.278288383,52405576.156560056,28879478.299720004,2340817.181169682,86245.71654249211,157055.59434080016,85530.4652516001,7116.66048811833,0.5701626596575291,0.5721029503637953,0.37807387973717804,0.019305648770695735,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,32874008.116733357,52405576.156560056,28619777.74132001,6375124.658270848,97820.02524685342,157055.59434080016,84690.63222824007,19482.527319350447,0.5254839349069435,0.5841355584488552,0.37807387973717804,0.05847789135624791,12,|,|,|,|,|
