gen,nevals,avg,std,min,valid_ratio,avg_cost,avg_co2,avg_dcr,hof_size
29,343,[0.41611881 0.33489752],[0.12143411 0.03044369],[0.34888732 0.18452658],3.5000000000000004,48010648.523757175,145528.2385877143,0.255276128222744,4
30,354,[0.41480557 0.33570855],[0.12176707 0.03044771],[0.34888732 0.18452658],3.75,47994474.54076269,145422.48045997333,0.25763619697003104,4
31,341,[0.41288896 0.336577  ],[0.12346121 0.03000663],[0.34888732 0.18452658],4.0,48511080.706127524,147054.74540495,0.2615179767818321,4
32,341,[0.41404827 0.3350406 ],[0.12500331 0.03002856],[0.34888732 0.18452658],4.5,47664705.195540026,144574.09108357775,0.26179757946158977,5
33,335,[0.41352274 0.3342941 ],[0.12541068 0.02996763],[0.34888732 0.18452658],4.5,47664705.195540026,144574.09108357775,0.26179757946158977,5
34,341,[0.4172996  0.33330517],[0.12753895 0.03087858],[0.34888732 0.18452658],5.25,47019965.23841716,142845.3411499619,0.2606806043939559,6
35,325,[0.41947478 0.33229535],[0.12775116 0.03235011],[0.34888732 0.17777001],6.0,46089487.56799836,139966.06829770003,0.2567492881482598,5
36,339,[0.42085514 0.33245636],[0.12960738 0.03238623],[0.34888732 0.17777001],6.5,46302916.797467716,140555.71973996924,0.2580171843102353,5
37,330,[0.41578531 0.33208246],[0.12708008 0.03154046],[0.33781897 0.17777001],6.5,46302916.797467716,140555.71973996924,0.2580171843102353,5
38,340,[0.41376908 0.33266988],[0.12716234 0.03133233],[0.33781897 0.17777001],6.75,46275162.111881495,140634.06523152592,0.2575354245820927,5
39,332,[0.41274874 0.33259786],[0.12782386 0.03119729],[0.33628423 0.17777001],7.5,46130587.76418401,140510.64661030666,0.26105823031372144,5
40,331,[0.41443948 0.32615907],[0.12944774 0.02948441],[0.33591318 0.17777001],8.5,45644548.64240236,138972.82046583534,0.2620795537550742,5
41,321,[0.3881698  0.32688153],[0.10331758 0.02417238],[0.34938541 0.17777001],9.5,44665022.41069684,135967.69269690532,0.2666298464972445,6
42,340,[0.38708093 0.32715859],[0.10416594 0.02441405],[0.34938541 0.17777001],11.5,43632319.39848697,132896.49889467828,0.27109723335241387,8
43,331,[0.3885939  0.32684752],[0.10519831 0.02453675],[0.34938541 0.17777001],13.25,42315978.90524455,129108.33613259625,0.27737192383806475,10
44,335,[0.39231698 0.32613229],[0.11030453 0.0251987 ],[0.34938541 0.17777001],14.75,42399285.675210856,129383.07125749154,0.27861125455895774,11
45,328,[0.39474085 0.32564328],[0.11211544 0.02549225],[0.34938541 0.17777001],16.25,41904187.62097108,127946.44343696618,0.28143615062761335,13
46,333,[0.39911219 0.32460556],[0.11792521 0.02724077],[0.34938541 0.17211477],18.0,41973930.704333335,128181.91282991669,0.2812245679818297,15
47,322,[0.40233688 0.32384135],[0.1200957  0.02776693],[0.34938541 0.17211477],20.0,41591639.9253945,127162.06798670001,0.2828764439658725,16
48,337,[0.40800032 0.3222969 ],[0.1244704  0.02938106],[0.34938541 0.17211477],23.5,41106239.0129017,125774.50814564254,0.2842500505144068,17
49,327,[0.41108097 0.32151733],[0.12614041 0.02998883],[0.34938541 0.17211477],25.0,41085115.65838481,125767.82163076001,0.28423196538876144,17
50,346,[0.41414452 0.32081323],[0.12801428 0.03038298],[0.34938541 0.17211477],26.25,41113340.42980533,125836.64041044572,0.28444865600627306,18
51,329,[0.41679928 0.32025733],[0.12947827 0.03058413],[0.34938541 0.17211477],27.500000000000004,41120393.95725418,125804.3925044291,0.28481237941787785,18
52,339,[0.41848824 0.31956859],[0.12928298 0.03088029],[0.34938541 0.17211477],29.5,40528213.23480949,123996.46838324406,0.2870610431678254,17
53,331,[0.42046    0.31920734],[0.12995369 0.03092498],[0.34938541 0.17211477],30.75,40425228.83098666,123634.2356844,0.287979658053646,17
54,341,[0.421807   0.31871992],[0.1300991 0.0312541],[0.34938541 0.17211477],32.0,40234583.82390407,123026.55633746876,0.28832914271023835,18
55,352,[0.42763177 0.31741443],[0.1373205 0.0327392],[0.34938541 0.16755378],33.75,40646568.0051206,124240.60354325335,0.2869498608579484,19
56,363,[0.42807375 0.31732538],[0.13714377 0.03269886],[0.34938541 0.16755378],34.5,40451651.400502324,123643.74215234784,0.2878407336655375,19
57,335,[0.43155413 0.31632266],[0.13788032 0.03301457],[0.34938541 0.16755378],37.5,40059020.55565121,122516.49918342667,0.28907239250371153,20
58,326,[0.43481754 0.3152224 ],[0.13851189 0.03346352],[0.34938541 0.16755378],40.25,39754694.147636026,121602.1262651404,0.2896296670197055,21
59,336,[0.43798816 0.31428263],[0.13925313 0.0339046 ],[0.34938541 0.16755378],41.75,39745169.6086091,121585.81444045031,0.28940690660389845,21
60,340,[0.44361864 0.31274067],[0.1408171  0.03441913],[0.34938541 0.16755378],45.0,39689563.80384244,121377.4802706889,0.2893798914787637,21
61,328,[0.44598749 0.31214373],[0.14060699 0.03432598],[0.34938541 0.16755378],47.5,39392498.82534169,120497.7585159832,0.29076772507782617,20
62,345,[0.45001592 0.31092529],[0.14166416 0.03494672],[0.34938541 0.16755378],50.74999999999999,39131744.844826594,119816.09503101087,0.29146767424075504,22
63,335,[0.45403012 0.30976795],[0.14140714 0.03499498],[0.34938541 0.16755378],55.50000000000001,38660331.399743244,118427.74046666309,0.29338279322178223,24
64,337,[0.45765925 0.30864037],[0.14095333 0.03493052],[0.34938541 0.16755378],62.0,37963037.07126807,116362.20048698553,0.296238010102236,24
65,353,[0.45999333 0.30761232],[0.13944962 0.03435961],[0.34938541 0.16755378],74.5,36850802.00643088,113087.16586484032,0.30129539120155485,27
66,332,[0.40748599 0.31508816],[0.10398578 0.03289137],[0.35147988 0.16755378],100.0,32536291.3009903,100141.76109736368,0.31508816393900163,30
67,347,[0.36610383 0.32791222],[0.05813335 0.02300602],[0.35147988 0.16755378],100.0,30145375.17253849,93201.46998656308,0.3279122239490183,31
68,353,[0.35944881 0.3292547 ],[0.05170667 0.0177081 ],[0.35147988 0.16755378],100.0,29763847.026461795,92076.9501839571,0.3292547025548046,36
69,335,[0.35944881 0.3292547 ],[0.05170667 0.0177081 ],[0.35147988 0.16755378],100.0,29763847.026461795,92076.9501839571,0.3292547025548046,36
70,339,[0.35944881 0.3292547 ],[0.05170667 0.0177081 ],[0.35147988 0.16755378],100.0,29763847.026461795,92076.9501839571,0.3292547025548046,36
71,332,[0.35944881 0.3292547 ],[0.05170667 0.0177081 ],[0.35147988 0.16755378],100.0,29763847.026461795,92076.9501839571,0.3292547025548046,36
72,341,[0.35944881 0.3292547 ],[0.05170667 0.0177081 ],[0.35147988 0.16755378],100.0,29763847.026461795,92076.9501839571,0.3292547025548046,36
73,347,[0.35944881 0.3292547 ],[0.05170667 0.0177081 ],[0.35147988 0.16755378],100.0,29763847.026461795,92076.9501839571,0.3292547025548046,36
74,336,[0.35913168 0.32938649],[0.05164676 0.01768121],[0.35147988 0.16755378],100.0,29744567.578229398,92026.4607802501,0.32938649458195945,36
75,327,[0.35913168 0.32938649],[0.05164676 0.01768121],[0.35147988 0.16755378],100.0,29744567.578229398,92026.4607802501,0.32938649458195945,36
76,339,[0.35913168 0.32938649],[0.05164676 0.01768121],[0.35147988 0.16755378],100.0,29744567.578229398,92026.4607802501,0.32938649458195945,36
77,344,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
78,345,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
79,336,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
80,336,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
81,339,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
82,323,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
83,341,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
84,318,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
85,348,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
86,359,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
87,347,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
88,355,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
89,347,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
90,333,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
91,357,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
92,349,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
93,327,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
94,322,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
95,341,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
96,351,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
97,333,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
98,325,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
99,343,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
100,323,[0.35806794 0.33013094],[0.05173567 0.01773891],[0.35147988 0.16755378],100.0,29673686.6248054,91874.6291421381,0.33013094437212387,36
