gen,nevals,avg,std,min,valid_ratio,avg_cost,avg_co2,avg_dcr,hof_size
0,400,[0.62533407 0.29362051],[0.17569852 0.10444593],[0.25983808 0.15751821],0.0,0.0,0.0,0.0,0
1,323,[0.63271452 0.26699923],[0.16493568 0.05671008],[0.33124715 0.15751821],0.0,0.0,0.0,0.0,0
2,329,[0.58583989 0.28469331],[0.17852011 0.06900322],[0.31594591 0.15751821],0.5,43421151.1195601,132043.55168639994,0.23275089012378694,2
3,342,[0.50158719 0.32310042],[0.1752398  0.08172576],[0.29703117 0.15751821],0.75,46870142.992506705,141940.0488090666,0.23672668097644847,2
4,344,[0.42049692 0.34925621],[0.09557763 0.06671143],[0.2998144  0.18452658],0.75,46870142.992506705,141940.0488090666,0.23672668097644847,2
5,316,[0.41470137 0.34166   ],[0.09452307 0.05390868],[0.27334925 0.18452658],0.75,46870142.992506705,141940.0488090666,0.23672668097644847,2
6,330,[0.40876258 0.33931494],[0.08998883 0.04592558],[0.29650661 0.18452658],0.75,46870142.992506705,141940.0488090666,0.23672668097644847,2
7,327,[0.39514425 0.34567678],[0.07911035 0.04141725],[0.3265817  0.18452658],0.75,46870142.992506705,141940.0488090666,0.23672668097644847,2
8,347,[0.39475112 0.34732707],[0.0781     0.04311138],[0.3265817  0.18452658],0.75,46870142.992506705,141940.0488090666,0.23672668097644847,2
9,331,[0.39091324 0.35002209],[0.08102259 0.04307458],[0.32692181 0.18452658],0.75,46870142.992506705,141940.0488090666,0.23672668097644847,2
10,352,[0.39072979 0.35059695],[0.08509738 0.04271509],[0.32692181 0.18452658],0.75,46870142.992506705,141940.0488090666,0.23672668097644847,2
11,344,[0.39050363 0.35110794],[0.08486179 0.04179411],[0.32692181 0.18452658],0.75,46870142.992506705,141940.0488090666,0.23672668097644847,2
12,329,[0.39214036 0.34973713],[0.08975751 0.04206027],[0.33098542 0.18452658],1.0,48978085.110000014,147622.95120919996,0.2393179543147243,2
13,331,[0.39502864 0.34876965],[0.09559099 0.04224505],[0.33329496 0.18452658],1.25,53283763.120096005,159562.95604631997,0.23333874566725377,2
14,321,[0.39617712 0.34880642],[0.09785717 0.04242151],[0.33154863 0.18452658],1.25,53283763.120096005,159562.95604631997,0.23333874566725377,2
15,332,[0.40139344 0.34510723],[0.10007854 0.04156485],[0.33154863 0.18452658],1.25,53283763.120096005,159562.95604631997,0.23333874566725377,2
16,341,[0.40007074 0.34868525],[0.10553819 0.04240198],[0.33329496 0.18452658],1.25,53283763.120096005,159562.95604631997,0.23333874566725377,2
17,344,[0.40534997 0.3464994 ],[0.1087887  0.04255659],[0.33329496 0.18452658],1.25,53283763.120096005,159562.95604631997,0.23333874566725377,2
18,337,[0.40940115 0.34398968],[0.10902903 0.04157616],[0.33329496 0.18452658],1.25,53283763.120096005,159562.95604631997,0.23333874566725377,2
19,324,[0.41421917 0.33967986],[0.10858356 0.03938618],[0.33329496 0.18452658],1.25,53283763.120096005,159562.95604631997,0.23333874566725377,2
20,340,[0.41186079 0.33784662],[0.108825   0.03483824],[0.34108735 0.18452658],1.25,53283763.120096005,159562.95604631997,0.23333874566725377,2
21,336,[0.40972212 0.3382415 ],[0.11130258 0.03288149],[0.3457596  0.18452658],1.7500000000000002,52006542.68034287,156417.1581193142,0.24448249915164658,2
22,336,[0.41189925 0.33771251],[0.11486943 0.03393588],[0.3457596  0.18452658],2.25,50460238.09524003,152537.50244204444,0.2474786232913895,4
23,337,[0.41492483 0.33687407],[0.1163576  0.03423398],[0.3457596  0.18452658],2.25,50460238.09524003,152537.50244204444,0.2474786232913895,4
24,346,[0.41850385 0.33557438],[0.11684693 0.03437753],[0.3457596  0.18452658],2.5,49107358.255652025,148462.15571351998,0.2501756422637795,5
25,347,[0.42319655 0.33392142],[0.11795684 0.03480501],[0.3457596  0.18452658],2.75,48110655.82518912,145539.60945963638,0.25509039142910833,5
26,326,[0.42886792 0.33193126],[0.12031206 0.03525019],[0.34482371 0.18452658],3.0,48232117.90528337,146047.18767083334,0.2537584403520956,5
27,329,[0.43458027 0.33010879],[0.12164673 0.03488761],[0.34482371 0.18452658],3.5000000000000004,48010648.523757175,145528.2385877143,0.255276128222744,4
28,353,[0.42570448 0.33214503],[0.12407135 0.03298983],[0.34482371 0.18452658],3.5000000000000004,48010648.523757175,145528.2385877143,0.255276128222744,4
