Solution_ID,Check_Type,Story,Value
Sol #1,Seismic_Drift_X,1,0.00159890527949375
Sol #1,Seismic_Drift_X,2,0.0017381842159761933
Sol #1,Seismic_Drift_X,3,0.0023324542932061957
Sol #1,Seismic_Drift_X,4,0.00201639195039679
Sol #1,Seismic_Drift_Y,1,0.0017371265118320705
Sol #1,Seismic_Drift_Y,2,0.002175177546971597
Sol #1,Seismic_Drift_Y,3,0.0034506308310690427
Sol #1,Seismic_Drift_Y,4,0.0028109182456496247
Sol #1,Wind_Disp_X,1,0.008507393397513387
Sol #1,Wind_Disp_X,2,0.01776644996183198
Sol #1,Wind_Disp_X,3,0.02939208085387918
Sol #1,Wind_Disp_X,4,0.03966876871778382
Sol #1,Wind_Disp_Y,1,0.007074306400474448
Sol #1,Wind_Disp_Y,2,0.01592086284420102
Sol #1,Wind_Disp_Y,3,0.0284468950436746
Sol #1,Wind_Disp_Y,4,0.03948887682594797
Sol #2,Seismic_Drift_X,1,0.0015964937112903225
Sol #2,Seismic_Drift_X,2,0.001732649527473073
Sol #2,Seismic_Drift_X,3,0.0022981737100180918
Sol #2,Seismic_Drift_X,4,0.001990839190741128
Sol #2,Seismic_Drift_Y,1,0.0017276598525317497
Sol #2,Seismic_Drift_Y,2,0.0021478499619095805
Sol #2,Seismic_Drift_Y,3,0.0031947397373230497
Sol #2,Seismic_Drift_Y,4,0.002684234503914533
Sol #2,Wind_Disp_X,1,0.008499589857842979
Sol #2,Wind_Disp_X,2,0.01773615766657492
Sol #2,Wind_Disp_X,3,0.029119028168086064
Sol #2,Wind_Disp_X,4,0.03922200418241365
Sol #2,Wind_Disp_Y,1,0.0070355128089510215
Sol #2,Wind_Disp_Y,2,0.01577026011031203
Sol #2,Wind_Disp_Y,3,0.027823696472319918
Sol #2,Wind_Disp_Y,4,0.038201167301744776
Sol #3,Seismic_Drift_X,1,0.0015389330450072895
Sol #3,Seismic_Drift_X,2,0.0016866626050251227
Sol #3,Seismic_Drift_X,3,0.002339600196097372
Sol #3,Seismic_Drift_X,4,0.0020121276328804996
Sol #3,Seismic_Drift_Y,1,0.00159445054081443
Sol #3,Seismic_Drift_Y,2,0.0020036035896178776
Sol #3,Seismic_Drift_Y,3,0.003413480807736704
