gen,nevals,avg,max,min,std,success_rate,valid_ratio,avg_cost,min_cost,avg_dcr,min_dcr,best_margins,hypervolume,hof_min_cost,hof_min_dcr,hof_size
0,200,[0.70335401 0.34920404],[1.0389057  0.50764169],[0.40424644 0.23495531],[0.10681447 0.06691684],100.0,3.0,122705764.61093342,119073998.90416002,0.257312592024793,0.24362392120229198,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,3.9732258874826956,119127565.64432013,0.24362392120229198,3
