gen,nevals,avg,std,min,valid_ratio,avg_cost,avg_co2,avg_dcr,hof_size
20,89,[0.49652889 0.26753405],[0.08538281 0.01526578],[0.44492182 0.20670586],9.0,47662453.04179112,143195.96444745775,0.2486549055976126,5
21,81,[0.50183787 0.26637001],[0.08774299 0.01579114],[0.44492182 0.20670586],10.0,47008294.65227602,141311.75779648,0.24712042562815756,4
22,88,[0.50209385 0.2662775 ],[0.08761382 0.01577862],[0.44492182 0.20670586],10.0,47008294.65227602,141311.75779648,0.24712042562815756,4
23,88,[0.50241615 0.26618181],[0.08743702 0.01575255],[0.4426427  0.20670586],10.0,47008294.65227602,141311.75779648,0.24712042562815756,4
24,82,[0.50452368 0.26583422],[0.0874218  0.01604813],[0.4426427  0.20670586],12.0,45842762.809346676,137950.44896290664,0.24867236014372215,5
25,82,[0.5101416  0.26477178],[0.08980847 0.01738774],[0.4426427  0.20670586],13.0,45578885.76544923,137340.78972631384,0.24845939173825332,5
26,81,[0.51098098 0.26454423],[0.08929394 0.01731278],[0.4426427  0.20670586],13.0,45578885.76544923,137340.78972631384,0.24845939173825332,5
27,77,[0.51266071 0.26496937],[0.08868706 0.01863861],[0.43295281 0.20670586],14.000000000000002,45204455.62117142,136409.80501092572,0.24771404687184995,6
28,87,[0.51542426 0.26889075],[0.09135148 0.02372568],[0.42566854 0.20670586],14.000000000000002,45204455.62117142,136409.80501092572,0.24771404687184995,6
29,90,[0.50101789 0.28276478],[0.10357926 0.02744687],[0.43295281 0.20670586],16.0,45445988.85652249,137264.53527129002,0.2474434225185309,6
30,83,[0.50101789 0.28276478],[0.10357926 0.02744687],[0.43295281 0.20670586],16.0,45445988.85652249,137264.53527129002,0.2474434225185309,6
31,90,[0.50668202 0.2804523 ],[0.10538667 0.0292162 ],[0.43295281 0.19979121],18.0,45621178.886562206,138306.40638775556,0.2428721846879648,6
32,88,[0.50941408 0.27991525],[0.10517125 0.02913053],[0.43295281 0.19979121],18.0,45621178.886562206,138306.40638775556,0.2428721846879648,6
33,86,[0.50972049 0.27986876],[0.10499253 0.02910136],[0.43295281 0.19979121],18.0,45621178.886562206,138306.40638775556,0.2428721846879648,6
34,81,[0.51521873 0.27844724],[0.1064571  0.02912304],[0.43295281 0.19979121],19.0,45301454.50370946,137446.46683381475,0.24263582067306283,5
35,84,[0.5305686  0.27581079],[0.13035004 0.03130516],[0.43295281 0.17403838],22.0,47688973.32086545,144448.9969706146,0.2385486651213622,6
36,81,[0.53202064 0.27494351],[0.12948174 0.03098023],[0.43295281 0.17403838],22.0,47688973.32086545,144448.9969706146,0.2385486651213622,6
37,83,[0.53313266 0.27466718],[0.12869018 0.03082866],[0.43295281 0.17403838],22.0,47688973.32086545,144448.9969706146,0.2385486651213622,6
38,87,[0.53384254 0.27332043],[0.12916894 0.03042691],[0.43673603 0.17403838],24.0,47181173.363488324,142983.5665359367,0.23883520341576078,8
39,73,[0.53454288 0.2731769 ],[0.12949255 0.03054061],[0.43673603 0.17403838],26.0,46794455.956618465,141496.13601525233,0.24133012809107732,8
40,84,[0.54050216 0.27128141],[0.13338314 0.03229739],[0.43673603 0.16126451],28.000000000000004,47053909.62965428,142398.33639988003,0.23888511908801208,8
41,86,[0.54575095 0.26948373],[0.13484433 0.03159922],[0.43673603 0.16126451],28.999999999999996,47345406.58851861,143418.63731092142,0.23919494812816247,8
42,77,[0.5456089  0.26709105],[0.13683295 0.02930027],[0.44078593 0.16126451],31.0,47199552.45298709,143144.04965110458,0.240288497978811,8
43,92,[0.55086277 0.26555297],[0.13740629 0.0298382 ],[0.44078593 0.16126451],32.0,47255133.78275375,143480.14059744508,0.240447497414188,8
44,87,[0.55769584 0.26398652],[0.13841191 0.02983205],[0.44078593 0.16126451],34.0,47509158.422245875,144264.71427665418,0.239979763046839,8
45,77,[0.55939599 0.26317789],[0.13713225 0.02937204],[0.44078593 0.16126451],35.0,47206465.229853705,143353.14180394975,0.24075217907297158,9
46,87,[0.56099719 0.26276346],[0.13580558 0.02899761],[0.44078593 0.16126451],35.0,47206465.229853705,143353.14180394975,0.24075217907297158,9
47,79,[0.5562671  0.26333256],[0.13475557 0.02829211],[0.44456915 0.16126451],35.0,47206465.229853705,143353.14180394975,0.24075217907297158,9
48,82,[0.55520571 0.26269245],[0.13297313 0.02767808],[0.44456915 0.16126451],36.0,46947188.33100555,142550.5694890067,0.24125194186227963,10
49,87,[0.5637657 0.2610752],[0.14284891 0.02891432],[0.45157919 0.16126451],38.0,47563998.072238944,144201.04896513268,0.23925260079682764,11
50,85,[0.56601491 0.2603004 ],[0.14189862 0.02853913],[0.4553624  0.16126451],39.0,47366519.2269282,143513.52709973956,0.24022803290307265,11
51,85,[0.57147032 0.25797981],[0.13930757 0.02751808],[0.4553624  0.16126451],44.0,46557272.07523181,141028.35360349822,0.24179049898985439,12
52,81,[0.57666388 0.2548275 ],[0.13747778 0.02669165],[0.46089088 0.16126451],53.0,45683175.27681358,138334.78292580985,0.24216058065480547,10
53,81,[0.57500028 0.25397951],[0.13436784 0.02592609],[0.4646741  0.16126451],68.0,44032110.16997588,133096.9026876871,0.24731181359692264,15
54,92,[0.57264307 0.25321466],[0.1303985  0.02499608],[0.4706418  0.16126451],86.0,42933274.272529304,129629.062210574,0.250494527735019,17
55,84,[0.55919384 0.25239415],[0.12680425 0.0249429 ],[0.47245245 0.16126451],100.0,41415983.811886005,125262.01978203123,0.25239414594764564,16
56,82,[0.52465284 0.2567601 ],[0.11335411 0.02524049],[0.43108493 0.16126451],100.0,39507220.55704123,119224.04949204077,0.2567601040919435,20
57,90,[0.49796923 0.26037887],[0.11250498 0.02348047],[0.43108493 0.16126451],100.0,37911135.478720434,114902.28125893515,0.26037886570895746,22
58,86,[0.45724186 0.27198445],[0.05987647 0.0190157 ],[0.43108493 0.16126451],100.0,35545086.564829245,108108.36000815275,0.2719844475528664,22
59,80,[0.45724186 0.27198445],[0.05987647 0.0190157 ],[0.43108493 0.16126451],100.0,35545086.564829245,108108.36000815275,0.2719844475528664,22
60,88,[0.45724186 0.27198445],[0.05987647 0.0190157 ],[0.43108493 0.16126451],100.0,35545086.564829245,108108.36000815275,0.2719844475528664,22
61,81,[0.45724186 0.27198445],[0.05987647 0.0190157 ],[0.43108493 0.16126451],100.0,35545086.564829245,108108.36000815275,0.2719844475528664,22
62,89,[0.45724186 0.27198445],[0.05987647 0.0190157 ],[0.43108493 0.16126451],100.0,35545086.564829245,108108.36000815275,0.2719844475528664,22
63,93,[0.45724186 0.27198445],[0.05987647 0.0190157 ],[0.43108493 0.16126451],100.0,35545086.564829245,108108.36000815275,0.2719844475528664,22
64,77,[0.45829475 0.27183104],[0.0597861  0.01895432],[0.43034306 0.16126451],100.0,35610840.92466764,108271.06483765997,0.27183104123185914,21
65,86,[0.46104366 0.27069212],[0.06275857 0.01956387],[0.43034306 0.16126451],100.0,35756306.17505965,108769.75492315358,0.27069212050670133,22
66,83,[0.46197147 0.26937181],[0.06257125 0.01895113],[0.43034306 0.16126451],100.0,35775803.55073245,109021.53574583039,0.2693718067841685,23
67,87,[0.4567448  0.27034613],[0.06009422 0.0182107 ],[0.43034306 0.16126451],100.0,35449703.47843086,108212.97977297514,0.2703461341838516,24
68,77,[0.4567448  0.27034613],[0.06009422 0.0182107 ],[0.43034306 0.16126451],100.0,35449703.47843086,108212.97977297514,0.2703461341838516,24
69,78,[0.4567448  0.27034613],[0.06009422 0.0182107 ],[0.43034306 0.16126451],100.0,35449703.47843086,108212.97977297514,0.2703461341838516,24
70,81,[0.4567448  0.27034613],[0.06009422 0.0182107 ],[0.43034306 0.16126451],100.0,35449703.47843086,108212.97977297514,0.2703461341838516,24
71,78,[0.4567448  0.27034613],[0.06009422 0.0182107 ],[0.43034306 0.16126451],100.0,35449703.47843085,108212.97977297514,0.2703461341838516,24
72,90,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,24
73,84,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,24
74,75,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,24
75,81,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,24
76,89,[0.43564518 0.27775718],[0.04629401 0.01175982],[0.43034306 0.16126451],100.0,34165247.42355725,104858.71141746874,0.27775718484266676,25
77,82,[0.43995864 0.27732982],[0.05538315 0.01212597],[0.43034306 0.16126451],100.0,34405314.32126525,105607.93158388876,0.2773298220612952,25
78,72,[0.44048151 0.27721307],[0.05543557 0.01214111],[0.43034306 0.16126451],100.0,34436980.07675965,105691.51919990477,0.2772130700901321,25
79,78,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,25
80,89,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,25
81,92,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,25
82,92,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,25
83,80,[0.43665167 0.27756661],[0.04885559 0.01217847],[0.43034306 0.16126451],100.0,34217700.93939685,105043.58099143677,0.27756660614183704,25
84,86,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,25
85,78,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,25
86,86,[0.43757264 0.27730144],[0.05261211 0.01314122],[0.43034306 0.16126451],100.0,34271475.84376685,105196.44666241675,0.2773014383196755,25
87,93,[0.43833401 0.27696491],[0.05305105 0.01351668],[0.43034306 0.16126451],100.0,34315631.63491885,105323.66814647675,0.276964911830862,25
88,89,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,25
89,88,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,25
90,76,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,25
91,93,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,25
92,82,[0.43727086 0.27766202],[0.0503406  0.01185418],[0.43034306 0.16126451],100.0,34257841.40260885,105135.11563885676,0.27766202499977594,26
93,91,[0.44122622 0.27713979],[0.06199954 0.01261024],[0.43034306 0.16126451],100.0,34472545.56734885,105837.45343947675,0.2771397875923297,27
94,84,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,27
95,84,[0.43901589 0.27757729],[0.06085359 0.0121501 ],[0.43034306 0.16126451],100.0,34359571.35582086,105425.21604193676,0.2775772878801076,27
96,91,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,27
97,78,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,27
98,79,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,27
99,85,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,27
100,80,[0.4349751  0.27791021],[0.04608818 0.01172333],[0.43034306 0.16126451],100.0,34127023.649550855,104744.94525535677,0.2779102096889896,27
