gen,best_obj1,best_obj2
4,0.5337647150006379,0.2640626900878679
5,0.5337647150006379,0.2512658046927048
6,0.5337647150006379,0.2512658046927048
7,0.5337647150006379,0.2512658046927048
8,0.5337647150006379,0.2512658046927048
9,0.5337647150006379,0.20670586096183405
10,0.5337647150006379,0.20670586096183405
11,0.5337647150006379,0.20670586096183405
12,0.5337647150006379,0.20670586096183405
13,0.5337647150006379,0.20670586096183405
14,0.5337647150006379,0.20670586096183405
15,0.5337647150006379,0.20670586096183405
16,0.5337647150006379,0.20670586096183405
17,0.5337647150006379,0.20670586096183405
18,0.5337647150006379,0.20670586096183405
19,0.5337647150006379,0.20670586096183405
20,0.5337647150006379,0.20670586096183405
21,0.5337647150006379,0.20670586096183405
22,0.5337647150006379,0.20670586096183405
23,0.5337647150006379,0.20670586096183405
24,0.4803912477055574,0.20670586096183405
25,0.4803912477055574,0.20670586096183405
26,0.4803912477055574,0.20670586096183405
27,0.4803912477055574,0.20670586096183405
28,0.4803912477055574,0.20670586096183405
29,0.4803912477055574,0.20670586096183405
30,0.4803912477055574,0.20670586096183405
31,0.4803912477055574,0.19979120984304757
32,0.4803912477055574,0.19979120984304757
33,0.4803912477055574,0.19979120984304757
34,0.4803912477055574,0.19979120984304757
35,0.4803912477055574,0.17403838041764538
36,0.4803912477055574,0.17403838041764538
37,0.4803912477055574,0.17403838041764538
38,0.4803912477055574,0.17403838041764538
39,0.4803912477055574,0.17403838041764538
40,0.4803912477055574,0.16126451332415045
41,0.4803912477055574,0.16126451332415045
42,0.4803912477055574,0.16126451332415045
43,0.4803912477055574,0.16126451332415045
44,0.4803912477055574,0.16126451332415045
45,0.4803912477055574,0.16126451332415045
46,0.4803912477055574,0.16126451332415045
47,0.4803912477055574,0.16126451332415045
48,0.4803912477055574,0.16126451332415045
49,0.4803912477055574,0.16126451332415045
50,0.4803912477055574,0.16126451332415045
51,0.4803912477055574,0.16126451332415045
52,0.4803912477055574,0.16126451332415045
53,0.4803912477055574,0.16126451332415045
54,0.4803912477055574,0.16126451332415045
55,0.47245244902117833,0.16126451332415045
56,0.43108492761043704,0.16126451332415045
57,0.43108492761043704,0.16126451332415045
58,0.43108492761043704,0.16126451332415045
59,0.43108492761043704,0.16126451332415045
60,0.43108492761043704,0.16126451332415045
61,0.43108492761043704,0.16126451332415045
62,0.43108492761043704,0.16126451332415045
63,0.43108492761043704,0.16126451332415045
64,0.4303430590202115,0.16126451332415045
65,0.4303430590202115,0.16126451332415045
66,0.4303430590202115,0.16126451332415045
67,0.4303430590202115,0.16126451332415045
68,0.4303430590202115,0.16126451332415045
69,0.4303430590202115,0.16126451332415045
70,0.4303430590202115,0.16126451332415045
71,0.4303430590202115,0.16126451332415045
72,0.4303430590202115,0.16126451332415045
73,0.4303430590202115,0.16126451332415045
74,0.4303430590202115,0.16126451332415045
75,0.4303430590202115,0.16126451332415045
76,0.4303430590202115,0.16126451332415045
77,0.4303430590202115,0.16126451332415045
78,0.4303430590202115,0.16126451332415045
79,0.4303430590202115,0.16126451332415045
80,0.4303430590202115,0.16126451332415045
81,0.4303430590202115,0.16126451332415045
82,0.4303430590202115,0.16126451332415045
83,0.4303430590202115,0.16126451332415045
84,0.4303430590202115,0.16126451332415045
85,0.4303430590202115,0.16126451332415045
86,0.4303430590202115,0.16126451332415045
87,0.4303430590202115,0.16126451332415045
88,0.4303430590202115,0.16126451332415045
89,0.4303430590202115,0.16126451332415045
90,0.4303430590202115,0.16126451332415045
91,0.4303430590202115,0.16126451332415045
92,0.4303430590202115,0.16126451332415045
93,0.4303430590202115,0.16126451332415045
94,0.4303430590202115,0.16126451332415045
95,0.4303430590202115,0.16126451332415045
96,0.4303430590202115,0.16126451332415045
97,0.4303430590202115,0.16126451332415045
98,0.4303430590202115,0.16126451332415045
99,0.4303430590202115,0.16126451332415045
100,0.4303430590202115,0.16126451332415045
