ID,cost,co2,fitness1_obj,fitness2_obj,mean_strength_ratio,max_strength_ratio,violation,violation_deflection,violation_drift,violation_hierarchy,violation_wind_disp,individual_genes
Sol #1,35156930.93072004,103111.0358668001,0.4388168808529797,0.3113695934623261,0.3113695934623261,0.9072093317201105,0.0,0.8163265306122449,0.2064691147596795,1.0,0.9939768982338298,"[606, 707, 698, 469, 146, 271, 0, 0, 0, 0, 1, 0, 347, 226, 110, 150]"
Sol #2,35903800.62336003,105170.51482280013,0.45141554950757345,0.3110275900598792,0.3110275900598792,0.9109031882141863,0.0,0.8163265306122449,0.1950593760712156,1.0,0.9681928084054124,"[606, 707, 658, 601, 146, 271, 0, 0, 0, 0, 1, 0, 347, 226, 110, 150]"
Sol #3,35432429.344160005,108055.54167920009,0.4561213050451381,0.2530110756693544,0.2530110756693544,0.6683329936369028,0.0,0.6349206349206349,0.21154042917337723,1.0,0.9594187869120859,"[606, 704, 698, 469, 108, 271, 0, 0, 1, 0, 1, 0, 617, 226, 110, 303]"
Sol #4,36517251.72800001,110340.39804560006,0.47228387674114514,0.2529715478887915,0.2529715478887915,0.6556169404216291,0.0,0.6349206349206349,0.2115542632434025,1.0,0.971956567566452,"[606, 707, 698, 469, 108, 271, 0, 0, 0, 0, 1, 0, 933, 226, 110, 303]"
Sol #5,36517251.72800001,110340.39804560006,0.47228387674114514,0.2529715478887915,0.2529715478887915,0.6556169404216291,0.0,0.6349206349206349,0.2115542632434025,1.0,0.971956567566452,"[606, 707, 698, 469, 108, 271, 0, 0, 0, 0, 1, 0, 617, 226, 968, 303]"
Sol #6,36517251.72800001,110340.39804560006,0.47228387674114514,0.2529715478887915,0.2529715478887915,0.6556169404216291,0.0,0.6349206349206349,0.2115542632434025,1.0,0.971956567566452,"[606, 707, 698, 469, 108, 271, 0, 0, 0, 0, 1, 0, 933, 226, 397, 303]"
Sol #7,36517251.72800001,110340.39804560006,0.47228387674114514,0.2529715478887915,0.2529715478887915,0.6556169404216291,0.0,0.6349206349206349,0.2115542632434025,1.0,0.971956567566452,"[606, 707, 698, 469, 108, 271, 0, 0, 0, 0, 1, 0, 188, 226, 110, 303]"
Sol #8,36517251.72800001,110340.39804560006,0.47228387674114514,0.2529715478887915,0.2529715478887915,0.6556169404216291,0.0,0.6349206349206349,0.2115542632434025,1.0,0.971956567566452,"[606, 707, 698, 469, 108, 271, 0, 0, 0, 0, 1, 0, 657, 226, 110, 303]"
Sol #9,36517251.72800001,110340.39804560006,0.47228387674114514,0.2529715478887915,0.2529715478887915,0.6556169404216291,0.0,0.6349206349206349,0.2115542632434025,1.0,0.971956567566452,"[606, 707, 698, 469, 108, 271, 0, 0, 0, 0, 1, 0, 347, 226, 718, 303]"
Sol #10,36517251.72800001,110340.39804560006,0.47228387674114514,0.2529715478887915,0.2529715478887915,0.6556169404216291,0.0,0.6349206349206349,0.2115542632434025,1.0,0.971956567566452,"[606, 707, 698, 469, 108, 271, 0, 0, 0, 0, 1, 0, 994, 226, 110, 303]"
