ID,Cost,CO2,Mean_DCR,Fit1(NormCost+CO2),Fit2(Mean_DCR)
1,86375923.71623994,252654.64256859984,0.23863219642930122,0.7359535743425542,0.23863219642930122
2,93019916.80394001,262010.5960397999,0.20256036820519327,0.8060345637204536,0.20256036820519327
