gen,nevals,avg,max,min,std,success_rate,valid_ratio,avg_cost,min_cost,avg_dcr,min_dcr,best_margins,hypervolume,hof_min_cost,hof_min_dcr,hof_size
0,200,[0.6857812  0.28479414],[0.9849228  0.42917841],[0.40603729 0.19724549],[0.10911476 0.05386063],100.0,1.5,91964515.41760665,86375923.71623994,0.2239503383191668,0.20256036820519327,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,4.050262221220772,86375923.71623994,0.20256036820519327,2
