gen,best_obj1,best_obj2,hypervolume
0,0.9395672205097224,0.00698127761216304,3.8899134898903633
1,0.807238101515373,0.00698127761216304,4.219830207412476
2,0.7499792951755326,0.006331410763020899,4.362989694563538
3,0.5860406349089154,0.006224070738694807,4.771833072127273
4,0.5860406349089154,0.006224070738694807,4.772298407143164
5,0.5764121709564172,0.006002573346936646,4.796820651736924
6,0.5764121709564172,0.0057471871284307755,4.797471117974385
7,0.5495972506553417,0.0057471871284307755,4.864300040557913
8,0.5270783833304781,0.0057471871284307755,4.92047543208682
9,0.5258990229701235,0.0057471871284307755,4.923647650444319
10,0.5258990229701235,0.0057471871284307755,4.923674801509054
11,0.4317596541046483,0.0057471871284307755,5.158099246369338
12,0.4209313737600045,0.0057471871284307755,5.185182671029048
13,0.4209313737600045,0.0057471871284307755,5.185201114508731
14,0.4209313737600045,0.0057471871284307755,5.1852857696462005
15,0.4169466220652823,0.0057471871284307755,5.1952679310536265
16,0.38655365486818755,0.0057471871284307755,5.270935844973465
17,0.38655365486818755,0.0057471871284307755,5.2710292499271105
18,0.36660398335905475,0.0057471871284307755,5.320791680977986
19,0.3529826111609858,0.0057471871284307755,5.354658487907309
20,0.3320297666947185,0.0057471871284307755,5.406848444067811
21,0.3213189539113689,0.0057471871284307755,5.433557167358591
22,0.2953296219138668,0.0057471871284307755,5.498214903126342
23,0.2953296219138668,0.0057471871284307755,5.498360228421645
24,0.2953296219138668,0.0057471871284307755,5.498400106731087
25,0.2953296219138668,0.0057471871284307755,5.498475165661321
26,0.2793486949777243,0.0057471871284307755,5.538309055475197
27,0.27862174650979166,0.0057471871284307755,5.540186979554634
28,0.2622004487485525,0.0057471871284307755,5.581084831736151
29,0.25979572227844183,0.0057471871284307755,5.587074684986112
30,0.2396095447236054,0.0057471871284307755,5.637300378794886
31,0.23814379629737695,0.0057471871284307755,5.640980980819274
32,0.23814379629737695,0.0057471871284307755,5.641126036659522
33,0.23814379629737695,0.0057471871284307755,5.64113999973793
34,0.23814379629737695,0.0057471871284307755,5.641146827944402
35,0.23607245020183748,0.0057471871284307755,5.6463004679574444
36,0.2351219641015402,0.0057471871284307755,5.648674934737512
37,0.23183949594319686,0.0057471871284307755,5.656838643590988
38,0.2292493651577645,0.0057471871284307755,5.663281617620519
39,0.2292493651577645,0.0057471871284307755,5.663287537370186
40,0.2292493651577645,0.0057471871284307755,5.663296209491677
41,0.2292493651577645,0.0057471871284307755,5.663315053175714
42,0.2292493651577645,0.0057471871284307755,5.663321243624849
43,0.22592220167492844,0.0057471871284307755,5.671605839411453
44,0.22592220167492844,0.0057471871284307755,5.671627341433546
45,0.22111241195661002,0.0057471871284307755,5.683590493820716
46,0.22111241195661002,0.0057471871284307755,5.683611761994894
47,0.21581139156746576,0.0057471871284307755,5.696794494281295
48,0.21581139156746576,0.0057471871284307755,5.696808680179572
49,0.21581139156746576,0.0057471871284307755,5.696817257513786
50,0.21581139156746576,0.0057471871284307755,5.696826883419927
51,0.2151516227172876,0.0057471871284307755,5.698484755555972
52,0.2151516227172876,0.0057471871284307755,5.698494565103293
53,0.2098940972991974,0.0057471871284307755,5.711567026194185
54,0.2098940972991974,0.0057471871284307755,5.711580008090935
55,0.2098940972991974,0.0057471871284307755,5.711596781671066
56,0.2098940972991974,0.0057471871284307755,5.711601226098614
57,0.20954172956696787,0.0057471871284307755,5.712478004091214
58,0.20954172956696787,0.0057471871284307755,5.71247895966617
59,0.20954172956696787,0.0057471871284307755,5.712486326590134
60,0.20954172956696787,0.0057471871284307755,5.7124866270905015
61,0.20163697046490697,0.0057471871284307755,5.732175553495285
62,0.20163697046490697,0.0057471871284307755,5.732175987087575
63,0.20163697046490697,0.0057471871284307755,5.732178834232075
64,0.18982489530801427,0.0057471871284307755,5.7615407129215015
65,0.18283239228370107,0.0057471871284307755,5.778964821532352
66,0.18283239228370107,0.0057471871284307755,5.778968703028762
67,0.18283239228370107,0.0057471871284307755,5.778971123979288
