gen,best_obj1,best_obj2
3,0.4930091394300152,0.3169026253276783
4,0.4930091394300152,0.3169026253276783
5,0.4930091394300152,0.3169026253276783
6,0.4930091394300152,0.3169026253276783
7,0.4930091394300152,0.3169026253276783
8,0.4930091394300152,0.3169026253276783
9,0.4930091394300152,0.3169026253276783
10,0.4930091394300152,0.3169026253276783
11,0.4930091394300152,0.3169026253276783
12,0.4930091394300152,0.3169026253276783
13,0.4930091394300152,0.3169026253276783
14,0.4930091394300152,0.3169026253276783
15,0.4930091394300152,0.3169026253276783
16,0.4930091394300152,0.3169026253276783
17,0.4930091394300152,0.3169026253276783
18,0.4930091394300152,0.3169026253276783
19,0.4930091394300152,0.2889904812390206
20,0.4930091394300152,0.2889904812390206
21,0.4930091394300152,0.2889904812390206
22,0.4930091394300152,0.2889904812390206
23,0.4930091394300152,0.2889904812390206
24,0.4930091394300152,0.2889904812390206
25,0.4930091394300152,0.2889904812390206
26,0.4930091394300152,0.2889904812390206
27,0.4930091394300152,0.2889904812390206
28,0.4930091394300152,0.2856003137088058
29,0.4930091394300152,0.2856003137088058
30,0.4930091394300152,0.2856003137088058
31,0.4930091394300152,0.2856003137088058
32,0.4930091394300152,0.2856003137088058
33,0.4930091394300152,0.2856003137088058
34,0.4930091394300152,0.2856003137088058
35,0.4930091394300152,0.2856003137088058
36,0.4930091394300152,0.2856003137088058
37,0.4930091394300152,0.2856003137088058
38,0.4930091394300152,0.2856003137088058
39,0.4930091394300152,0.2856003137088058
40,0.4930091394300152,0.2856003137088058
41,0.4930091394300152,0.2856003137088058
42,0.4930091394300152,0.2856003137088058
43,0.4930091394300152,0.2856003137088058
44,0.4930091394300152,0.2856003137088058
45,0.4930091394300152,0.2856003137088058
46,0.4930091394300152,0.2856003137088058
47,0.4930091394300152,0.2856003137088058
48,0.4930091394300152,0.2856003137088058
49,0.4930091394300152,0.2856003137088058
50,0.4930091394300152,0.2856003137088058
51,0.4930091394300152,0.2856003137088058
52,0.4930091394300152,0.2856003137088058
53,0.4930091394300152,0.2856003137088058
54,0.4930091394300152,0.26527455080786755
55,0.4930091394300152,0.26527455080786755
56,0.4930091394300152,0.26527455080786755
57,0.4930091394300152,0.23004940742171237
58,0.4930091394300152,0.23004940742171237
59,0.4930091394300152,0.23004940742171237
60,0.4930091394300152,0.23004940742171237
61,0.42737236878252477,0.23004940742171237
62,0.42737236878252477,0.23004940742171237
63,0.42737236878252477,0.23004940742171237
64,0.42737236878252477,0.23004940742171237
65,0.42737236878252477,0.23004940742171237
66,0.42737236878252477,0.23004940742171237
67,0.42737236878252477,0.23004940742171237
68,0.42737236878252477,0.23004940742171237
69,0.42737236878252477,0.23004940742171237
70,0.42737236878252477,0.23004940742171237
71,0.42737236878252477,0.23004940742171237
72,0.42737236878252477,0.23004940742171237
73,0.42737236878252477,0.2061678204392143
74,0.42737236878252477,0.2061678204392143
75,0.42737236878252477,0.2061678204392143
76,0.42737236878252477,0.2061678204392143
77,0.42737236878252477,0.2061678204392143
78,0.42737236878252477,0.2061678204392143
79,0.42737236878252477,0.2061678204392143
80,0.42737236878252477,0.2061678204392143
81,0.42737236878252477,0.2061678204392143
82,0.42737236878252477,0.2061678204392143
83,0.42737236878252477,0.2061678204392143
84,0.42737236878252477,0.2061678204392143
85,0.42737236878252477,0.2061678204392143
86,0.42737236878252477,0.2061678204392143
87,0.42737236878252477,0.2061678204392143
88,0.42737236878252477,0.2061678204392143
89,0.42737236878252477,0.2061678204392143
90,0.42737236878252477,0.2061678204392143
91,0.42737236878252477,0.2061678204392143
92,0.42737236878252477,0.2061678204392143
93,0.42737236878252477,0.2061678204392143
94,0.42737236878252477,0.2061678204392143
95,0.39919973197417846,0.2061678204392143
96,0.39919973197417846,0.2061678204392143
97,0.39919973197417846,0.2061678204392143
98,0.39919973197417846,0.2061678204392143
99,0.39919973197417846,0.2061678204392143
100,0.39919973197417846,0.2061678204392143
