gen,nevals,avg,std,min,valid_ratio,avg_cost,avg_co2,avg_dcr,hof_size
0,600,[0.63428055 0.2932142 ],[0.17857856 0.10537893],[0.2250673  0.15362668],0.5,60665947.84941327,178934.14864133336,0.21849036855651405,2
1,501,[0.63393422 0.26706341],[0.1721325  0.05626191],[0.29138539 0.15362668],0.5,60665947.84941327,178934.14864133336,0.21849036855651405,2
2,498,[0.58758994 0.28367106],[0.18610257 0.07198691],[0.22925469 0.15362668],0.5,60665947.84941327,178934.14864133336,0.21849036855651405,2
3,502,[0.50028207 0.3165072 ],[0.187487   0.07872583],[0.22925469 0.15362668],0.8333333333333334,51301254.63854398,151683.98536102404,0.23826066332423998,4
4,511,[0.42079598 0.35063235],[0.1049987  0.07099703],[0.27022581 0.17250589],0.8333333333333334,51301254.63854398,151683.98536102404,0.23826066332423998,4
5,513,[0.41811698 0.34064493],[0.10133142 0.05764077],[0.268249   0.17250589],0.8333333333333334,51301254.63854398,151683.98536102404,0.23826066332423998,4
6,511,[0.4101815  0.33257522],[0.09569639 0.04508135],[0.29277892 0.17250589],0.8333333333333334,51301254.63854398,151683.98536102404,0.23826066332423998,4
7,514,[0.40065142 0.32733752],[0.09762279 0.03739495],[0.30196577 0.17250589],0.8333333333333334,51301254.63854398,151683.98536102404,0.23826066332423998,4
8,499,[0.39715809 0.32512868],[0.09377826 0.03397743],[0.3037331  0.17250589],0.8333333333333334,51301254.63854398,151683.98536102404,0.23826066332423998,4
9,502,[0.38424458 0.32199384],[0.091987   0.02793368],[0.31984608 0.17250589],0.8333333333333334,51301254.63854398,151683.98536102404,0.23826066332423998,4
10,503,[0.3784356 0.3206505],[0.09777881 0.02660204],[0.32349505 0.17250589],1.1666666666666667,53488635.88103426,159152.3483505028,0.2394651124125057,5
11,488,[0.3822395  0.32082574],[0.10140244 0.0281658 ],[0.32349505 0.17250589],1.3333333333333335,52515404.71564498,156426.64950004,0.244740692840792,5
