gen,nevals,avg,max,min,std,success_rate,valid_ratio,avg_cost,min_cost,avg_drift,min_drift,best_margins,hypervolume,hof_min_cost,hof_min_drift,hof_size
21,492,[0.57860046 0.72059301],[1.23948807 0.9910033 ],[0.40235345 0.59920634],[0.15661801 0.07392812],100.0,100.0,74520941.25087069,62186287.088336624,0.014411860262580203,0.011984126825705039,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.974205767166636,62186287.088336624,0.011984126825705039,8
22,479,[0.55928362 0.72584863],[1.23948807 0.99714645],[0.39413621 0.59920634],[0.15877269 0.0757351 ],100.0,100.0,73165160.46990703,61492676.52153768,0.014516972524506613,0.011984126825705039,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,3.9876683295388458,61492676.52153768,0.011984126825705039,14
23,482,[0.54044555 0.73184531],[1.23948807 0.99714645],[0.39413621 0.58151521],[0.15766961 0.08193763],100.0,100.0,71818105.44947064,61492676.52153768,0.014636906190186863,0.01163030419783431,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.027415290977689,61492676.52153768,0.01163030419783431,8
24,490,[0.53210515 0.72705346],[1.23948807 0.99714645],[0.37222456 0.57884349],[0.16136137 0.08004227],100.0,100.0,71219450.90849051,59115000.38468851,0.014541069118103963,0.01157686987212725,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.073502289113923,59115000.38468851,0.01157686987212725,5
25,481,[0.51398031 0.73146152],[1.17267516 0.99714645],[0.37222456 0.56252333],[0.1550989  0.08523786],100.0,100.0,69939985.7995795,59115000.38468851,0.014629230348460993,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.108222761572402,59115000.38468851,0.011250466626325232,9
26,487,[0.50620225 0.73378197],[1.17267516 0.99714645],[0.36367822 0.56252333],[0.15807994 0.08871091],100.0,100.0,69368092.83641239,58705072.22847975,0.014675639425381738,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.123175915430829,58705072.22847975,0.011250466626325232,10
27,485,[0.50074584 0.73120691],[1.17267516 0.99714645],[0.35252718 0.56252333],[0.16059408 0.0910139 ],100.0,100.0,68969724.57043101,58387977.38497901,0.014624138293355638,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.1447902234326195,58387977.38497901,0.011250466626325232,10
28,479,[0.48582128 0.73305594],[1.17267516 0.99714645],[0.35108555 0.56252333],[0.15313947 0.09447385],100.0,100.0,67894719.89999461,57739432.50944741,0.01466111883108586,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.149872470270853,57739432.50944741,0.011250466626325232,13
29,486,[0.4769179 0.7331963],[1.17267516 0.99984924],[0.35108555 0.56252333],[0.14832876 0.09558503],100.0,100.0,67252810.46109046,57739432.50944741,0.014663926026214632,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.15006452495504,57739432.50944741,0.011250466626325232,13
30,488,[0.46143818 0.73792047],[1.17267516 0.98922738],[0.34397645 0.56252333],[0.13892747 0.09664701],100.0,100.0,66147552.27196553,57739432.50944741,0.014758409344085016,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.161863075129387,57955736.50084324,0.011250466626325232,13
31,485,[0.45660101 0.73225692],[1.17267516 0.98922738],[0.34397645 0.56252333],[0.1405743  0.09140388],100.0,100.0,65775762.510640964,57559816.26612877,0.014645138434413212,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.164772699665652,57559816.26612877,0.011250466626325232,11
32,478,[0.45013206 0.73122555],[1.17267516 0.99699286],[0.33567994 0.56252333],[0.1424512  0.09203172],100.0,100.0,65324807.187116586,57253939.01023792,0.014624511064968882,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.180074338005017,57350082.980575755,0.011250466626325232,11
33,497,[0.4472754  0.72610096],[1.17267516 0.99699286],[0.33567994 0.56252333],[0.14397677 0.08923814],100.0,100.0,65113361.282355316,57086821.96347544,0.014522019211586058,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.1803220640589664,57350082.980575755,0.011250466626325232,11
34,489,[0.42325214 0.73389071],[1.17267516 0.99766   ],[0.32226327 0.56252333],[0.12012127 0.09298645],100.0,100.0,63396081.427339435,56117782.569202915,0.014677814109783359,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.202400673778547,56117782.569202915,0.011250466626325232,13
35,482,[0.4143196  0.72975049],[1.1681268  0.99889538],[0.31716249 0.56252333],[0.11028223 0.08655707],100.0,100.0,62747652.11547848,55841069.22587333,0.014595009746100673,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.212242335795259,55841069.22587333,0.011250466626325232,14
36,486,[0.41054245 0.72859615],[1.1681268  0.99889538],[0.31277833 0.56252333],[0.11180922 0.08876369],100.0,100.0,62486005.571158506,55524250.9557781,0.014571922955723397,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.221117610010237,55524250.9557781,0.011250466626325232,16
37,486,[0.39837656 0.72883238],[1.1378308  0.99889538],[0.31277833 0.56252333],[0.09979827 0.08752625],100.0,100.0,61601886.80609732,55517152.24206161,0.014576647560784192,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.222234890899943,55517152.24206161,0.011250466626325232,15
38,487,[0.39852791 0.71569497],[1.1378308  0.97188235],[0.30130063 0.56252333],[0.10065738 0.07380654],100.0,100.0,61604891.21388202,54717880.995876536,0.014313899373691003,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.240989647417176,54717880.995876536,0.011250466626325232,19
39,478,[0.38743411 0.71796809],[1.1378308  0.99143729],[0.30130063 0.56252333],[0.09835522 0.07404242],100.0,100.0,60803891.14199862,54717880.995876536,0.014359361738863721,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.242191180389295,54717880.995876536,0.011250466626325232,21
40,484,[0.38185746 0.72253859],[1.1378308  0.99143729],[0.30036043 0.56252333],[0.10030957 0.07968333],100.0,100.0,60395738.74517513,54585526.585555784,0.014450771828627754,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.245459126043443,54585526.585555784,0.011250466626325232,18
41,484,[0.37640185 0.72549332],[1.1378308  0.99143729],[0.29595581 0.56252333],[0.10059515 0.08380166],100.0,100.0,59995814.427608445,54095011.19763219,0.014509866468317,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.253084157991809,54095011.19763219,0.011250466626325232,22
42,483,[0.373494   0.72811029],[1.1378308  0.96796461],[0.29595581 0.56252333],[0.10189936 0.08613332],100.0,100.0,59789398.13461331,54095011.19763219,0.01456220576647495,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.254159992277779,54095011.19763219,0.011250466626325232,20
43,488,[0.37153851 0.72631583],[1.1378308 0.9565347],[0.29171502 0.56252333],[0.1026767 0.0850269],100.0,100.0,59647035.19268248,53866896.237729125,0.014526316506887892,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.261228188072336,53866896.237729125,0.011250466626325232,20
44,491,[0.36752534 0.72860093],[1.1378308  0.98324561],[0.29023017 0.56252333],[0.10388642 0.08653753],100.0,100.0,59354630.411072955,53866896.237729125,0.014572018576075756,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.264127756827338,54053015.96514743,0.011250466626325232,19
45,487,[0.3600542  0.73485152],[1.1378308  0.95976799],[0.28152725 0.56252333],[0.10248131 0.08779328],100.0,100.0,58819316.601134785,53137546.94784783,0.014697030490775101,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.279019808442084,53137546.94784783,0.011250466626325232,23
46,489,[0.35805604 0.73681399],[1.1378308  0.95976799],[0.28152725 0.56252333],[0.10351617 0.09060442],100.0,100.0,58672205.740721844,53137546.94784783,0.014736279843453506,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.279411858195726,53137546.94784783,0.011250466626325232,24
47,490,[0.35689033 0.73459681],[1.1378308  0.96696616],[0.28125141 0.56252333],[0.10419115 0.09015622],100.0,100.0,58580685.9754923,53137546.94784783,0.014691936170837732,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.280357717923335,53137546.94784783,0.011250466626325232,25
48,486,[0.35270912 0.73514673],[1.1378308  0.98008363],[0.27516391 0.56252333],[0.10448464 0.08716705],100.0,100.0,58268822.05226048,52671918.55302179,0.01470293454504844,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.291306738265693,52671918.55302179,0.011250466626325232,27
49,480,[0.34231404 0.73981139],[1.1378308  0.98008363],[0.27019043 0.56252333],[0.08754809 0.08906566],100.0,100.0,57518877.66121162,52495708.615070336,0.014796227709056876,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.299359149337762,52495708.615070336,0.011250466626325232,27
50,486,[0.34040004 0.73957902],[1.1378308  0.98008363],[0.27019043 0.56252333],[0.08821817 0.08788771],100.0,100.0,57381300.5561144,52495708.615070336,0.014791580403706043,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.2995394693665725,52495708.615070336,0.011250466626325232,30
51,487,[0.33808938 0.74159015],[1.1378308 0.9862356],[0.27019043 0.56252333],[0.08874024 0.08965605],100.0,100.0,57214292.8355258,52495708.615070336,0.014831802958990606,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.300299632114681,52495708.615070336,0.011250466626325232,24
52,481,[0.33787342 0.73852531],[1.1378308 0.9862356],[0.2637137  0.56252333],[0.08916118 0.08936534],100.0,100.0,57201921.130978666,52121733.14177925,0.014770506112537796,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.311270251914155,52121733.14177925,0.011250466626325232,26
53,486,[0.33289247 0.74139462],[1.1378308 0.9862356],[0.2637137  0.56252333],[0.08917143 0.08627308],100.0,100.0,56831771.08055632,52121733.14177925,0.014827892324020717,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.312262577803242,52121733.14177925,0.011250466626325232,31
54,490,[0.33147824 0.74180583],[1.1378308 0.9862356],[0.2637137  0.56252333],[0.08988083 0.08786628],100.0,100.0,56733755.96142197,52121733.14177925,0.014836116528344953,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.312536496934057,52121733.14177925,0.011250466626325232,33
55,494,[0.33062532 0.73964962],[1.1378308  0.98858495],[0.26357239 0.56252333],[0.09031875 0.0864904 ],100.0,100.0,56681984.53556427,51953445.624838494,0.014792992496275808,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.313172239109261,52027909.078565314,0.011250466626325232,34
56,480,[0.32968553 0.7393267 ],[1.1378308 0.9716435],[0.26357239 0.56252333],[0.0908801  0.08762349],100.0,100.0,56621761.888830476,51942018.84328568,0.014786533952160688,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.313894185143231,52027909.078565314,0.011250466626325232,28
57,490,[0.32867789 0.73882515],[1.1378308 0.9716435],[0.25862616 0.56252333],[0.09141599 0.08664305],100.0,100.0,56553101.58570842,51792271.0058178,0.014776503018343592,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.321910021022587,51792271.0058178,0.011250466626325232,33
58,485,[0.32774278 0.73735583],[1.1378308  0.97133802],[0.25598362 0.56252333],[0.09199064 0.08583798],100.0,100.0,56489150.40715934,51570275.2364471,0.014747116645121934,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.327231465773607,51570275.2364471,0.011250466626325232,26
59,486,[0.32764856 0.73456812],[1.1378308  0.98431164],[0.25598362 0.56252333],[0.0924203  0.08472521],100.0,100.0,56496191.88543397,51534237.36902103,0.01469136245371598,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.3273396856790365,51570275.2364471,0.011250466626325232,26
60,479,[0.32603919 0.73540328],[1.1378308  0.97644375],[0.24935057 0.56252333],[0.0928297  0.08609227],100.0,100.0,56384174.93213796,50754763.131914385,0.014708065655559214,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.338231234451832,50754763.131914385,0.011250466626325232,30
61,488,[0.32100012 0.7447684 ],[1.1378308  0.97644375],[0.24935057 0.56252333],[0.09418489 0.08990844],100.0,100.0,56034781.75906235,50754763.131914385,0.014895367909545331,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.338698243255267,50754763.131914385,0.011250466626325232,26
62,486,[0.3206295 0.74084  ],[1.1378308  0.97644375],[0.24729583 0.56252333],[0.09440335 0.08765191],100.0,100.0,56013687.67637295,50754763.131914385,0.014816800015909376,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.3420876006047795,50754763.131914385,0.011250466626325232,31
63,479,[0.31864872 0.74016207],[1.1378308  0.97644375],[0.24729583 0.56252333],[0.0948754  0.08557397],100.0,100.0,55875279.95621937,50717728.637889616,0.014803241407548306,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.342350573967504,50717728.637889616,0.011250466626325232,34
64,489,[0.31158401 0.74538735],[1.1378308  0.96627964],[0.24573763 0.56252333],[0.0843893  0.08775529],100.0,100.0,55368671.04027497,50717728.637889616,0.014907746987958673,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.345150262525402,50815887.38777873,0.011250466626325232,33
65,482,[0.30901852 0.74587989],[1.1378308  0.96627964],[0.24500426 0.56252333],[0.08493593 0.08541575],100.0,100.0,55190358.35571027,50717728.637889616,0.014917597759509595,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.347179644759956,50815887.38777873,0.011250466626325232,28
66,482,[0.30817466 0.74357024],[1.1378308  0.96314831],[0.24127455 0.56252333],[0.08524572 0.08367129],100.0,100.0,55128224.45907785,50300889.02792114,0.014871404772657392,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.353460512159498,50300889.02792114,0.011250466626325232,35
67,481,[0.30754625 0.74261581],[1.1378308  0.96314831],[0.23588596 0.56252333],[0.08568636 0.08442674],100.0,100.0,55080013.25585093,49971713.08341979,0.014852316261350805,0.011250466626325232,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.362891134587652,49971713.08341979,0.011250466626325232,29
68,481,[0.30178135 0.75019397],[1.1378308  0.96314831],[0.23472373 0.47711014],[0.08399743 0.08772289],100.0,100.0,54679955.15905915,49837535.84480739,0.015003879379969408,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.572890453415068,49837535.84480739,0.009542202707050093,13
69,492,[0.30123837 0.74808297],[1.1378308 0.9711069],[0.23472373 0.47711014],[0.08434974 0.08675891],100.0,100.0,54640830.81732428,49837535.84480739,0.014961659474231677,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.5731285205367485,49837535.84480739,0.009542202707050093,13
70,487,[0.30044831 0.74699936],[1.1378308  0.94492575],[0.22889594 0.47711014],[0.08478831 0.08520544],100.0,100.0,54579625.65013182,49326820.08982099,0.014939987198990916,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.582923960150762,49326820.08982099,0.009542202707050093,10
71,489,[0.30024608 0.74267725],[1.1378308  0.96477392],[0.22889594 0.47711014],[0.08494615 0.08379364],100.0,100.0,54548238.45016462,49326820.08982099,0.014853545082492071,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.583597281890075,49326820.08982099,0.009542202707050093,9
72,486,[0.29970796 0.7401983 ],[1.1378308  0.96477392],[0.22332491 0.47711014],[0.08540875 0.08395927],100.0,100.0,54492791.98019541,48684330.73718005,0.014803965934456204,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.592888428547899,48684330.73718005,0.009542202707050093,13
73,480,[0.29745234 0.74192697],[1.1378308  0.94492575],[0.22332491 0.47711014],[0.08630875 0.08479268],100.0,100.0,54326554.08589886,48684330.73718005,0.014838539303985373,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.59334865753801,48684330.73718005,0.009542202707050093,10
74,486,[0.29626544 0.74260027],[1.1378308  0.94492575],[0.22332491 0.47711014],[0.08713133 0.0867883 ],100.0,100.0,54223559.7780344,48684330.73718005,0.014852005491982784,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.59343865739352,48684330.73718005,0.009542202707050093,12
75,487,[0.29270005 0.75078464],[1.1378308  0.93640199],[0.22332491 0.47711014],[0.08875719 0.09247655],100.0,100.0,53962980.38115985,48684330.73718005,0.01501569272462909,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.597049445375897,48684330.73718005,0.009542202707050093,11
76,478,[0.29162658 0.74781106],[1.1378308  0.93640199],[0.22332491 0.47711014],[0.08900007 0.08883077],100.0,100.0,53868052.39645985,48684330.73718005,0.014956221207925061,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.597070534641118,48684330.73718005,0.009542202707050093,15
77,484,[0.28954876 0.74958702],[1.1378308  0.93559779],[0.220009   0.47711014],[0.08954034 0.08971129],100.0,100.0,53708900.47405783,48684330.73718005,0.014991740338524018,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.602638228900266,48684330.73718005,0.009542202707050093,15
78,493,[0.28866907 0.74982782],[1.1378308  0.93559779],[0.220009   0.47711014],[0.08994959 0.08988772],100.0,100.0,53636796.376801394,48684330.73718005,0.014996556344591735,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.602791381920417,48684330.73718005,0.009542202707050093,11
79,488,[0.28847488 0.74736966],[1.1378308  0.93359034],[0.21813859 0.47711014],[0.09013057 0.0874395 ],100.0,100.0,53620608.63315579,48517038.26814778,0.01494739326131513,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.605892109869345,48517038.26814778,0.009542202707050093,17
80,492,[0.28776967 0.74692784],[1.1378308  0.93809619],[0.21412956 0.47711014],[0.09049941 0.08800188],100.0,100.0,53555000.0012738,48229120.504891835,0.014938556857114546,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.6126672238887485,48229120.504891835,0.009542202707050093,15
81,482,[0.2858834  0.75210041],[1.1378308  0.95977444],[0.21412956 0.47711014],[0.09155713 0.0923791 ],100.0,100.0,53410710.97543906,48200449.634399585,0.015042008152716616,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.612772111097089,48229120.504891835,0.009542202707050093,13
82,476,[0.28062202 0.75243233],[1.1378308  0.96413649],[0.21412956 0.47711014],[0.08837241 0.08880431],100.0,100.0,53022320.826676555,48200449.634399585,0.015048646620874444,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.612891533706637,48229120.504891835,0.009542202707050093,15
83,481,[0.27892931 0.75438852],[1.1378308  0.96413649],[0.21403165 0.47711014],[0.08912683 0.09119873],100.0,100.0,52892014.056241244,48200449.634399585,0.01508777049425043,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.618508667678359,48248472.51495844,0.009542202707050093,5
84,482,[0.27873975 0.75103088],[1.1378308  0.95785656],[0.21272741 0.47711014],[0.08928311 0.08900452],100.0,100.0,52872436.28810462,47930063.486113034,0.015020617653717656,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.620636346241086,47930063.486113034,0.009542202707050093,7
85,485,[0.27641069 0.75407672],[1.1378308  0.94987676],[0.21005954 0.47711014],[0.08979969 0.08912017],100.0,100.0,52696687.50777014,47930063.486113034,0.015081534390290698,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.624851827602382,48031480.780849986,0.009542202707050093,10
86,488,[0.27691795 0.74887814],[1.1378308  0.93337754],[0.20941872 0.47711014],[0.08959506 0.0846472 ],100.0,100.0,52732633.93304733,47695229.995881185,0.014977562891889477,0.009542202707050093,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.626095523863182,47695229.995881185,0.009542202707050093,8
