Solution_ID,Check_Type,Story,Value
1,Seismic_Drift_X,1,1.847205161645969e-05
1,Seismic_Drift_X,2,8.1781908158728e-05
1,Seismic_Drift_X,3,8.713487964860502e-05
1,Seismic_Drift_X,4,0.00010406514602373587
1,Seismic_Drift_X,5,0.00011208957100703482
1,Seismic_Drift_X,6,9.529464717480291e-05
1,Seismic_Drift_Y,1,1.147999399592559e-05
1,Seismic_Drift_Y,2,0.00019065343098313982
1,Seismic_Drift_Y,3,0.0001986761621412178
1,Seismic_Drift_Y,4,0.000217426173724036
1,Seismic_Drift_Y,5,0.00023984032910956909
1,Seismic_Drift_Y,6,0.000199140243327378
1,Wind_Disp_X,1,0.00045692977538162605
1,Wind_Disp_X,2,0.0015240227497246657
1,Wind_Disp_X,3,0.0027215260874489094
1,Wind_Disp_X,4,0.003911989705650437
1,Wind_Disp_X,5,0.005048871698680234
1,Wind_Disp_X,6,0.0061008706825546695
1,Wind_Disp_Y,1,0.00043645249915062794
1,Wind_Disp_Y,2,0.0014561944330517365
1,Wind_Disp_Y,3,0.0025792970726972015
1,Wind_Disp_Y,4,0.0036346396732807886
1,Wind_Disp_Y,5,0.00461405289056838
1,Wind_Disp_Y,6,0.005576309874012179
2,Seismic_Drift_X,1,8.736812510707904e-06
2,Seismic_Drift_X,2,2.7822249448440374e-05
2,Seismic_Drift_X,3,4.4245116588150085e-05
2,Seismic_Drift_X,4,6.224082416919825e-05
2,Seismic_Drift_X,5,7.291736153453725e-05
2,Seismic_Drift_X,6,6.669648009997032e-05
2,Seismic_Drift_Y,1,7.2926611241942955e-06
2,Seismic_Drift_Y,2,0.0001048892300116292
2,Seismic_Drift_Y,3,0.00012281918074622306
2,Seismic_Drift_Y,4,0.0001332091619030924
2,Seismic_Drift_Y,5,0.00015532946782053982
2,Seismic_Drift_Y,6,0.00011571582094589686
2,Wind_Disp_X,1,0.0002864311624086954
2,Wind_Disp_X,2,0.001023483119581787
2,Wind_Disp_X,3,0.0020013719738462767
2,Wind_Disp_X,4,0.0030315985807379004
2,Wind_Disp_X,5,0.004009001323306548
2,Wind_Disp_X,6,0.004894971004988864
2,Wind_Disp_Y,1,0.00025066462492184674
2,Wind_Disp_Y,2,0.0009522575036545304
2,Wind_Disp_Y,3,0.0018791306587509953
2,Wind_Disp_Y,4,0.002820783917618952
2,Wind_Disp_Y,5,0.003669309443877802
2,Wind_Disp_Y,6,0.00440548345505111
3,Seismic_Drift_X,1,6.02621660433151e-06
3,Seismic_Drift_X,2,2.7127982083951634e-05
3,Seismic_Drift_X,3,5.3522992476098884e-05
3,Seismic_Drift_X,4,6.704408907422963e-05
3,Seismic_Drift_X,5,7.606866046198742e-05
3,Seismic_Drift_X,6,7.831420401890246e-05
3,Seismic_Drift_Y,1,2.0499495459605375e-05
3,Seismic_Drift_Y,2,4.509367486703299e-05
3,Seismic_Drift_Y,3,0.00010092342277889537
3,Seismic_Drift_Y,4,0.00012241514930768675
3,Seismic_Drift_Y,5,0.00013163486349598017
