name,b,d,h,PiM,M,rho_t,rho_c,PiVn,stirrup,stirrup_space,fck,fy,Cost,CO2,UnitWeight,dimension,PI_size,n_b,N_r,N_n,N_r_C,N_n_C
173,500,429,500,391.1733623,460.2039557,0.009977612,0.004671044,281.6324356,10.0,150,30,400,50990.80235,151.0407556,6.098783079,22,50,7,6,1,3,1
174,400,451,550,391.2592939,460.3050517,0.012135515,0.005684649,265.1972654,10.0,150,30,400,48744.04202,140.5311203,5.393546327,22,50,5,6,2,3,1
175,400,498,600,392.6952622,461.9944261,0.009589051,0.004681237,393.7869162,13.0,150,27,400,52401.44072,151.9000646,5.878236033,22,50,5,6,2,3,1
176,300,614,700,392.7800337,462.0941572,0.007336815,0.002990992,425.2575064,13.0,200,27,500,40333.87514,122.0504132,5.105560211,16,40,4,7,2,3,1
177,300,551,650,397.7676944,467.9619934,0.008545027,0.004211461,242.9994899,10.0,250,30,500,35683.41628,109.742582,4.729012335,22,50,3,4,2,2,1
178,500,517,600,398.1842433,468.4520509,0.007830333,0.003143031,280.1135298,10.0,200,24,400,51835.94769,162.8239437,7.254329641,16,40,8,10,2,4,1
179,400,567,650,398.5965728,468.9371445,0.008159224,0.003685278,272.482296,10.0,200,24,400,47159.99062,145.5169657,6.302435362,16,40,6,9,2,5,1
180,500,479,550,398.6387662,468.9867837,0.006456394,0.002954584,296.6369583,10.0,200,27,500,44753.5991,143.8270732,6.63079748,22,50,7,4,1,2,1
181,300,667,750,398.9466758,469.3490304,0.006093226,0.002946671,279.6938969,10.0,250,24,500,36444.77235,117.3418732,5.424008588,16,40,4,6,2,3,1
182,500,467,550,400.1655842,470.7830402,0.007342514,0.0032536,289.2055522,10.0,200,27,500,46711.66164,147.6793888,6.644253395,16,40,8,9,2,4,1
183,300,589,700,401.559984,472.4235106,0.010688515,0.004592117,302.4003812,13.0,250,27,400,44781.57522,130.7411571,5.136287087,16,40,4,10,3,5,2
184,500,464,550,401.6076036,472.4795336,0.007384681,0.00296462,389.7937256,13.0,200,30,500,49929.40412,154.0973858,6.666128822,16,40,8,9,2,4,1
185,300,601,700,401.6498464,472.529231,0.007459788,0.003041498,477.4611935,10.0,100,30,500,41376.17864,124.1264044,5.112654191,22,50,3,4,2,2,1
186,500,479,550,401.8605329,472.7770975,0.008885204,0.003844222,372.3866305,10.0,100,24,400,56169.5188,166.3851639,6.708981657,22,50,7,6,1,3,1
187,300,589,700,401.8863114,472.8074252,0.009933132,0.004721336,590.0541314,13.0,100,30,400,54424.71732,149.953227,5.20190397,16,40,4,9,3,5,2
188,500,464,550,401.9379994,472.8682346,0.009669444,0.004061467,397.0395498,13.0,150,27,400,59116.34375,172.2218614,6.729126364,16,40,8,11,2,5,1
189,500,479,550,403.284803,474.4527094,0.007121348,0.002938541,334.7660585,10.0,150,24,500,47708.02473,149.675173,6.651004056,22,50,7,5,1,2,1
190,400,579,650,403.4702092,474.6708344,0.006033214,0.002463046,312.3550323,10.0,200,24,500,41329.85959,134.0592997,6.262336177,22,50,5,4,1,2,1
191,300,664,750,404.5439781,475.9340919,0.00647882,0.002732322,562.6557907,13.0,150,24,500,44621.3144,133.6079758,5.479711242,16,40,4,7,2,3,1
192,400,526,600,404.6701852,476.0825708,0.007290351,0.002998374,346.1103617,13.0,250,27,500,42688.55989,132.7075528,5.811714533,22,50,5,4,1,2,1
193,500,492,550,405.241901,476.7551776,0.00673087,0.002768747,449.5936093,10.0,100,27,500,51132.12826,156.5036845,6.674285349,16,40,8,8,1,4,1
194,500,464,550,406.4337929,478.1574034,0.009875129,0.004687461,326.8337522,13.0,200,24,400,57524.44887,169.0152463,6.718389474,16,40,8,12,2,6,1
195,400,464,550,407.2224294,479.085211,0.012316459,0.005923586,373.4227629,13.0,150,30,400,54879.37832,152.7061841,5.435425607,16,40,6,12,2,6,1
196,300,642,750,410.4849505,482.9234712,0.009044358,0.003841999,246.1115186,10.0,250,27,400,41674.20593,127.6133018,5.459991735,16,40,4,9,3,4,1
197,400,567,650,416.1978072,489.644479,0.006723346,0.00298558,305.8813529,10.0,200,24,500,43396.60342,138.1250823,6.276539916,16,40,6,8,2,4,1
198,400,517,600,416.724763,490.264427,0.009966454,0.004574132,304.0066213,10.0,150,30,400,49469.55697,146.0326142,5.858357213,16,40,6,10,2,5,1
199,500,529,600,417.2191198,490.8460233,0.005858609,0.002368657,473.5792306,10.0,100,24,500,52006.06652,163.2951091,7.255128398,22,50,7,4,1,2,1
200,400,579,650,417.3770054,491.031771,0.007785588,0.003530398,250.9643849,10.0,250,24,400,45355.93441,141.9400564,6.290112645,22,50,5,5,1,3,1
201,300,651,750,417.592012,491.28472,0.008916248,0.003723714,242.3069457,10.0,250,24,400,41373.35782,127.0172903,5.457935468,22,50,3,5,2,2,1
202,300,642,750,421.3064907,495.6546949,0.009444214,0.003903467,427.6327421,10.0,100,27,400,48949.20013,142.072699,5.509588417,16,40,4,10,3,4,1
203,300,651,750,421.6338938,496.0398751,0.006324878,0.003146779,280.2393323,10.0,250,27,500,36565.51496,117.573932,5.424853239,22,50,3,4,2,2,1
204,300,564,650,422.5294856,497.0935125,0.009045716,0.004450469,396.5721134,13.0,200,30,500,41574.61135,121.4309388,4.769231177,16,40,4,8,2,4,1
205,300,701,800,424.2363517,499.1015903,0.005850093,0.002489193,266.4229514,10.0,300,24,500,36525.87823,120.5263443,5.769518025,22,50,3,4,2,2,1
206,400,526,600,425.9707923,501.1421086,0.009376261,0.004554703,415.9275461,13.0,150,27,400,53088.56803,153.2496906,5.882964079,22,50,5,5,1,3,1
207,300,692,800,426.5616213,501.8372015,0.008197506,0.00357592,235.8276235,10.0,300,24,400,42054.78346,131.3902311,5.807550274,16,40,4,9,3,4,1
208,500,479,550,426.8066639,502.1254869,0.009221313,0.003963339,268.4215292,10.0,200,27,400,51776.08532,157.6203388,6.679118421,22,50,7,6,1,3,1
209,300,614,700,427.3172293,502.7261522,0.008099329,0.003426275,527.1295386,13.0,150,27,500,44965.65923,131.2233602,5.137226416,16,40,4,8,2,4,1
210,300,592,700,427.5814935,503.0370512,0.011388157,0.005246088,226.9439548,10.0,250,27,400,43897.59209,128.9309965,5.130404965,16,40,4,11,3,5,2
211,400,529,600,427.8656917,503.371402,0.00755395,0.003083627,300.6759771,10.0,200,30,500,41621.88163,130.5675614,5.804496586,22,50,5,4,1,2,1
212,300,617,700,427.9983491,503.5274695,0.00772239,0.003446427,247.8769734,10.0,300,30,500,36315.90325,114.021524,5.078284635,16,40,4,7,2,4,1
213,500,517,600,428.2031785,503.7684452,0.008510649,0.003610103,255.7504787,10.0,250,24,400,52981.43825,165.0439127,7.262292913,16,40,8,11,2,5,1
214,400,576,650,428.281567,503.8606671,0.006288889,0.002576842,436.3509353,13.0,200,27,500,45528.06487,142.3986821,6.290969991,22,50,5,4,1,2,1
215,500,426,500,429.7914265,505.6369723,0.012169479,0.004959162,485.0948632,13.0,100,30,400,65019.24781,178.8557043,6.194603359,22,50,7,7,1,3,1
216,300,589,700,430.0164265,505.9016782,0.011392808,0.004753204,308.6085845,13.0,250,30,400,45969.70669,133.0748338,5.144462487,16,40,4,11,3,5,2
217,400,551,650,430.3184981,506.2570566,0.009031924,0.004338647,264.7932012,10.0,200,24,400,48937.7796,149.0024491,6.314685423,22,50,5,6,2,3,1
218,300,717,800,432.0230942,508.2624638,0.005630134,0.002800656,300.6604559,10.0,250,24,500,37926.9694,123.3025257,5.779093061,16,40,4,6,2,3,1
219,300,598,700,432.3286008,508.6218833,0.010087995,0.004714989,360.9485111,13.0,200,30,400,45770.0299,132.7171039,5.14299501,22,50,3,5,2,3,1
220,300,717,800,434.7479358,511.4681598,0.005967697,0.002531821,342.8952421,10.0,200,24,500,39200.92622,125.8347313,5.787777735,16,40,4,7,2,3,1
221,500,492,550,434.7710916,511.4954019,0.007125821,0.002943903,458.2366087,10.0,100,30,500,52221.84134,158.6440521,6.681783543,16,40,8,8,1,4,1
222,300,651,750,435.7919486,512.6964101,0.007186702,0.003151165,247.4198878,10.0,300,24,500,37181.22899,118.7652334,5.429138897,22,50,3,4,2,2,1
223,500,467,550,436.1921163,513.1671956,0.01045517,0.00427956,269.9008042,10.0,200,30,400,54220.3312,162.4275948,6.69591971,16,40,8,12,2,5,1
224,300,614,700,438.3537405,515.710283,0.008232512,0.003307467,370.6059963,13.0,250,30,500,40318.30403,121.9745917,5.105575818,16,40,4,8,2,3,1
225,300,642,750,439.7925512,517.4030014,0.010030499,0.004717732,319.6331795,10.0,150,24,400,47387.00282,138.9097614,5.499095634,16,40,4,10,3,5,2
226,400,517,600,440.247593,517.9383447,0.010448503,0.005190648,304.0066213,10.0,150,30,400,51234.77209,149.4997738,5.87050346,16,40,6,11,2,6,1
227,400,617,700,440.4147045,518.1349465,0.005745052,0.002765181,393.4288505,10.0,150,24,500,46446.79936,148.2313854,6.757241469,16,40,6,7,2,4,1
228,400,567,650,441.0237012,518.8514132,0.007319687,0.003152831,305.8813529,10.0,200,24,500,44742.23225,140.7681086,6.285799038,16,40,6,9,2,4,1
229,500,467,550,443.9782748,522.3273822,0.010729744,0.00495875,261.6969815,10.0,200,27,400,55950.74038,165.8263901,6.707826461,16,40,8,13,2,6,1
230,500,517,600,444.3017563,522.7079486,0.00906088,0.003703561,255.7504787,10.0,250,24,400,54274.31719,167.5833299,7.271189068,16,40,8,12,2,5,1
231,300,651,750,445.2131839,523.7802163,0.008835002,0.004284078,433.6275936,10.0,100,27,400,48389.09347,140.959815,5.505768973,22,50,3,5,2,3,1
232,300,589,700,446.6302888,525.4473986,0.009196873,0.003878859,414.1506646,13.0,200,30,500,43504.81145,128.27863,5.127379069,16,40,4,9,3,4,1
233,400,567,650,446.9020433,525.7671098,0.007107276,0.003165049,280.9071488,10.0,250,27,500,43292.00832,137.8912801,6.275897166,16,40,6,8,2,4,1
234,400,501,600,448.9894323,528.2228615,0.011151077,0.005344674,231.6407758,10.0,250,30,400,48831.50696,144.7029045,5.854174385,22,50,5,6,2,3,1
235,300,664,750,449.1617143,528.4255462,0.007049078,0.003140563,570.0553968,13.0,150,27,500,46135.81853,136.5826997,5.490132376,16,40,4,7,2,4,1
236,300,601,700,449.2332609,528.5097187,0.011180251,0.004518642,217.8478306,10.0,300,30,400,42081.26665,125.3413541,5.117966984,22,50,3,6,2,3,1
237,300,651,750,449.368591,528.6689306,0.009783563,0.004192514,242.3069457,10.0,250,24,400,43400.88661,130.9996752,5.471886666,22,50,3,6,2,3,1
238,400,567,650,449.9091911,529.3049307,0.009575942,0.003837921,254.1879033,10.0,250,27,400,48828.13935,148.7651107,6.313990663,16,40,6,11,2,5,1
239,400,617,700,450.5504854,530.0593946,0.00616804,0.002615859,393.4288505,10.0,150,24,500,46971.59151,149.2621596,6.760852505,16,40,6,8,2,4,1
240,500,526,600,451.2048931,530.829286,0.008190324,0.003482554,328.615193,13.0,250,24,400,55355.67292,169.7813397,7.278428804,22,50,7,6,1,3,1
241,500,517,600,451.3531601,531.0037178,0.006830426,0.003235285,280.1135298,10.0,250,24,500,48853.7958,156.9365748,7.233891067,16,40,8,9,2,5,1
242,400,514,600,452.0749111,531.8528366,0.008909043,0.003777343,345.4378879,13.0,250,30,500,46468.548,140.1406597,5.837700827,16,40,6,9,2,4,1
243,400,517,600,453.6954062,533.7593014,0.011525791,0.00488829,263.4015363,10.0,200,30,400,50753.65094,148.5101635,5.867313974,16,40,6,12,2,5,1
244,300,692,800,453.9446665,534.0525489,0.008596858,0.003690101,297.8888141,10.0,200,27,400,44814.95662,136.8615685,5.82640725,16,40,4,9,3,4,1
245,500,514,600,454.2527606,534.4150125,0.006849884,0.002964916,371.5995872,13.0,250,27,500,51434.5292,162.0882144,7.251424473,16,40,8,9,2,4,1
246,500,476,550,454.887164,535.1613694,0.010316351,0.004245787,407.307814,13.0,150,27,400,60737.9281,175.3925465,6.740323273,22,50,7,7,1,3,1
247,400,551,650,455.7011467,536.1189961,0.009170082,0.004582601,272.9803157,10.0,200,27,400,49592.14856,150.2877325,6.319188062,22,50,5,6,2,3,1
248,500,542,600,458.2700128,539.1411916,0.006238001,0.002914594,378.7958324,10.0,150,24,500,50999.6149,161.2311787,7.248439462,16,40,8,8,1,4,1
249,400,501,600,458.8768951,539.8551707,0.012113847,0.005042782,231.6407758,10.0,250,30,400,49860.56493,146.724136,5.861255217,22,50,5,7,2,3,1
250,300,642,750,463.0337327,544.7455679,0.009870634,0.004714578,434.3995783,10.0,100,30,400,50801.16889,145.7102564,5.522331607,16,40,4,10,3,5,2
251,300,592,700,464.4288573,546.3868909,0.012376528,0.00554641,233.1837788,10.0,250,30,400,45675.92554,132.4239226,5.142641479,16,40,4,12,3,5,2
252,300,692,800,464.8580038,546.8917692,0.008880003,0.003807948,265.2790823,10.0,250,27,400,44302.68704,135.8254363,5.82296366,16,40,4,10,3,4,1
253,300,701,800,465.1695986,547.2583513,0.008685694,0.003506049,238.8947457,10.0,300,24,400,42820.91164,132.8907783,5.812833445,22,50,3,5,2,2,1
254,400,579,650,465.8419796,548.0493877,0.007037653,0.00322972,482.8846086,10.0,100,24,500,49757.60628,150.7481494,6.31995907,22,50,5,5,1,2,1
255,400,551,650,466.6316085,548.9783629,0.009765782,0.004012036,254.7586177,10.0,250,30,400,48587.07887,148.2865314,6.312345788,22,50,5,6,2,3,1
256,300,601,700,466.831317,549.2133141,0.008753035,0.004043348,241.4490454,10.0,300,30,500,38015.04989,117.354666,5.089987802,22,50,3,5,2,2,1
257,500,464,550,467.4794123,549.9757792,0.010753216,0.005358206,528.366236,13.0,100,30,400,69589.77657,192.9530951,6.800759362,16,40,8,13,2,6,1
258,300,689,800,467.5605024,550.0711794,0.009411799,0.003871108,346.0634966,13.0,250,24,400,48368.58577,143.8941738,5.850716322,16,40,4,10,3,5,2
259,400,564,650,468.7144841,551.4288049,0.009919178,0.004865001,437.5952669,13.0,150,24,400,59079.82013,169.1071117,6.383972115,16,40,6,11,2,6,1
260,500,517,600,469.3050989,552.1236458,0.008987066,0.004119547,411.5311854,10.0,100,27,400,61916.12812,182.7727726,7.323283835,16,40,8,12,2,6,1
261,500,476,550,472.2851922,555.6296379,0.010076599,0.004500121,415.6697403,13.0,150,30,400,60764.89392,175.4455116,6.740508821,22,50,7,6,1,3,1
262,500,479,550,476.6094017,560.7169431,0.008250079,0.003798642,296.6369583,10.0,200,27,500,49662.21589,153.4683673,6.664573122,22,50,7,5,1,3,1
263,400,529,600,477.1569109,561.3610716,0.008481905,0.003804069,269.515305,10.0,250,30,500,43345.60377,133.9277293,5.816426499,22,50,5,5,1,3,1
264,400,626,700,477.7798273,562.0939145,0.006127076,0.002579566,568.7901244,13.0,150,24,500,51843.09322,158.9539828,6.794037844,22,50,5,4,1,2,1
265,300,667,750,479.6503591,564.2945402,0.007525532,0.003219528,267.9642484,10.0,300,30,500,38364.29569,121.093211,5.437267917,16,40,4,8,2,4,1
266,500,479,550,480.6415161,565.4606072,0.008142045,0.003598896,305.0515858,10.0,200,30,500,49089.46261,152.34339,6.660632071,22,50,7,5,1,3,1
267,300,664,750,480.6658786,565.4892689,0.007907288,0.003200877,570.0553968,13.0,150,27,500,47557.49635,139.3750982,5.499914782,16,40,4,8,2,4,1
268,400,564,650,487.644063,573.6988976,0.008002437,0.003552205,371.1145323,13.0,250,27,500,48472.94371,148.1457272,6.311334202,16,40,6,9,2,4,1
269,500,467,550,487.9549183,574.0646098,0.011911991,0.005283043,269.9008042,10.0,200,30,400,58684.04852,171.1950364,6.726634049,16,40,8,14,2,6,1
270,300,651,750,488.2333192,574.3921402,0.009961548,0.004415574,287.1010307,10.0,200,30,400,45057.57891,134.2807654,5.483212683,22,50,3,6,2,3,1
271,500,529,600,489.7464078,576.1722445,0.006455709,0.003226847,379.5356037,10.0,150,27,500,51297.70119,161.8081693,7.250513619,22,50,7,5,1,3,1
272,400,564,650,491.6801937,578.4472867,0.010333031,0.004791516,326.1979255,13.0,250,27,400,54730.67342,160.4368909,6.35439294,16,40,6,12,2,6,1
273,300,717,800,492.1333265,578.9803841,0.006651802,0.002993684,280.4941691,10.0,300,27,500,39184.39725,125.7523419,5.787799467,16,40,4,7,2,4,1
274,500,567,650,492.389883,579.2822153,0.008218963,0.003454604,351.735889,10.0,150,24,400,59852.7707,183.7024749,7.884166437,16,40,8,12,2,5,1
275,500,451,550,492.9656454,579.9595828,0.012546654,0.00554891,260.6536674,10.0,200,30,400,58946.43894,171.7040391,6.728456821,22,50,7,8,2,4,1
276,300,717,800,495.5092733,582.9520862,0.007070685,0.002967147,272.5039317,10.0,300,24,500,39840.13548,127.0403148,5.792311529,16,40,4,8,2,4,1
277,500,529,600,496.9804026,584.6828266,0.007143927,0.003238705,286.6151978,10.0,250,24,500,49777.09286,158.7449766,7.240258006,22,50,7,5,1,3,1
278,300,651,750,496.9985379,584.7041622,0.010539023,0.00480349,280.2393323,10.0,200,27,400,46522.54112,137.1581812,5.493292924,22,50,3,6,2,3,1
279,300,692,800,497.2358132,584.9833097,0.009703312,0.004770406,235.8276235,10.0,300,24,400,46410.49542,139.9455333,5.83752144,16,40,4,11,3,5,2
280,500,476,550,497.731628,585.5666212,0.010525919,0.005100716,352.4891704,13.0,200,30,400,59754.2732,173.3842005,6.733761872,22,50,7,7,1,4,1
281,300,701,800,499.3087479,587.4220564,0.008584553,0.004198805,301.7630906,10.0,200,27,400,45637.23997,138.4702889,5.832082583,22,50,3,5,2,3,1
282,400,598,700,504.3222836,593.3203337,0.008877897,0.003957292,345.8623395,13.0,250,27,400,53757.30601,162.5845474,6.807560042,22,50,5,6,2,3,1
283,500,529,600,504.5159922,593.5482262,0.008868898,0.004050592,337.9880409,10.0,150,27,400,57950.13384,174.8745916,7.296288263,22,50,7,6,1,3,1
284,400,617,700,505.0353449,594.1592293,0.007002976,0.002830072,342.0228023,10.0,200,27,500,47051.66087,149.3695044,6.76153892,16,40,6,9,2,4,1
285,300,614,750,506.565303,595.9591799,0.012621381,0.005581009,289.1083705,13.0,300,30,400,50234.10671,144.472614,5.518765758,16,40,4,13,4,6,2
286,400,598,700,507.0420641,596.5200755,0.009338258,0.004230323,384.6012142,13.0,200,24,400,56995.88421,168.9940922,6.829712818,22,50,5,6,2,3,1
287,500,579,650,507.4836238,597.0395574,0.005797615,0.002717473,404.6545884,10.0,150,24,500,52963.44256,170.162255,7.8367848,22,50,7,5,1,2,1
288,400,667,750,507.9569032,597.5963567,0.007869732,0.003185842,372.9251958,10.0,150,24,400,55056.90044,169.2109467,7.276328367,16,40,6,11,2,5,1
289,300,689,800,508.191187,597.8719847,0.009732716,0.004545914,317.1606833,13.0,300,27,400,48661.86677,144.4364752,5.852825931,16,40,4,11,3,5,2
290,500,517,600,510.49529,600.5826941,0.010477799,0.004304246,330.3210153,10.0,150,27,400,61417.67492,181.6938844,7.320124967,16,40,8,14,2,6,1
291,300,701,800,510.9800536,601.1530042,0.009431962,0.004411202,238.8947457,10.0,300,24,400,45519.38287,138.1909995,5.831401323,22,50,3,6,2,3,1
292,400,664,750,511.2076193,601.4207286,0.007649376,0.003468064,374.1682956,13.0,250,24,400,55195.4265,169.4859781,7.27727356,16,40,6,10,2,5,1
293,300,642,750,511.728867,602.0339612,0.008665681,0.004146249,283.131892,10.0,250,30,500,41562.82729,127.3945367,5.459225351,16,40,4,9,3,5,2
294,400,579,650,512.072761,602.4385424,0.007904526,0.003317701,320.9581889,10.0,200,27,500,46235.32506,143.6944041,6.296090136,22,50,5,5,1,2,1
295,400,648,750,512.8405864,603.3418663,0.007947106,0.003335965,502.76903,13.0,150,24,400,59921.93882,178.8974042,7.309449345,22,50,5,6,2,3,1
296,300,701,800,514.8638443,605.7221698,0.007272288,0.003472367,293.951157,10.0,250,24,500,41196.17099,129.7186524,5.801601906,22,50,3,5,2,2,1
297,400,592,700,515.0808564,605.9774781,0.010314846,0.004173462,339.7883968,10.0,150,27,400,56784.8311,168.5369029,6.828376308,16,40,6,13,3,5,1
298,300,692,800,517.393164,608.69784,0.007900037,0.003266621,270.7140376,10.0,300,27,500,41076.0356,129.4678166,5.800815619,16,40,4,9,3,4,1
299,500,579,650,518.6490608,610.1753657,0.007697026,0.003518163,313.7054811,10.0,200,24,400,57084.71916,178.2066343,7.86527975,22,50,7,6,1,3,1
300,400,614,700,519.0248863,610.6175133,0.009066903,0.004121222,355.1161814,13.0,250,27,400,55402.50946,165.8246019,6.818857121,16,40,6,11,2,5,1
301,500,514,600,519.3004239,610.9416752,0.009902439,0.004573606,380.6290622,13.0,200,30,400,62701.38521,184.2687116,7.328813085,16,40,8,13,2,6,1
302,400,551,650,519.507539,611.18534,0.010855957,0.005076109,323.9993198,10.0,150,30,400,55071.21674,161.0946267,6.356766421,22,50,5,7,2,3,1
303,500,567,650,519.9674417,611.726402,0.006674638,0.002683694,518.1292205,10.0,100,27,500,58821.93071,181.7829022,7.876787999,16,40,8,10,2,4,1
304,400,564,650,521.8853514,613.9827664,0.010505697,0.005211403,334.1241884,13.0,250,30,400,55769.36616,162.4770465,6.361540068,16,40,6,12,2,6,1
305,500,567,650,522.1302191,614.270846,0.008910257,0.003740744,440.8000407,10.0,100,24,400,66075.00461,196.0290782,7.926695588,16,40,8,13,2,6,1
306,400,629,700,522.599267,614.8226671,0.006599074,0.002807011,286.9228549,10.0,300,27,500,44487.48176,144.2788812,6.744042085,22,50,5,5,1,2,1
307,500,517,600,527.3700665,620.4353723,0.007774351,0.003716193,380.0082766,10.0,150,30,500,54806.54656,168.7085902,7.274634533,16,40,8,10,2,5,1
308,300,692,800,529.0832329,622.4508622,0.009901656,0.004652881,250.8331095,10.0,300,30,400,46540.86156,140.2015929,5.838418475,16,40,4,11,3,5,2
309,500,529,600,529.1805354,622.5653358,0.00770585,0.003173031,296.440478,10.0,250,27,500,50796.96672,160.748169,7.247275644,22,50,7,6,1,3,1
310,400,601,700,531.145251,624.8767659,0.009849311,0.00399138,269.4302114,10.0,250,27,400,52692.20783,160.4133713,6.800446006,22,50,5,7,2,3,1
311,400,667,750,533.6821066,627.8613019,0.006160227,0.002920477,294.3461096,10.0,300,24,500,46893.77417,153.0721261,7.220444153,16,40,6,8,2,4,1
312,400,551,650,534.3261988,628.6190575,0.009207638,0.003756557,313.1804601,10.0,200,30,500,48241.85699,147.6355479,6.309896857,22,50,5,6,2,3,1
313,400,567,650,535.7309785,630.2717394,0.008712298,0.003899328,322.2746295,10.0,200,30,500,48511.84564,148.1722212,6.311737325,16,40,6,10,2,5,1
314,300,670,800,536.5879693,631.2799639,0.011122559,0.00459893,308.4145977,13.0,300,27,400,50005.04116,147.0675,5.862087647,22,50,3,7,3,3,1
315,300,714,800,537.705868,632.5951389,0.007472385,0.003000852,349.7331179,13.0,350,30,500,42227.71697,131.7746886,5.808618677,16,40,4,8,2,4,1
316,400,601,700,537.8629713,632.7799663,0.00993012,0.004748549,336.024052,10.0,150,24,400,57216.85438,169.3769668,6.83137207,22,50,5,7,2,3,1
317,500,479,550,537.9700971,632.9059966,0.009127569,0.004501534,352.0773008,10.0,150,30,500,54350.02808,162.7211105,6.696706937,22,50,7,6,1,3,1
318,400,614,700,539.0232423,634.144991,0.009605542,0.004294886,404.0147568,13.0,200,27,400,58720.66932,172.3926118,6.841551645,16,40,6,12,2,6,1
319,300,651,750,539.7580386,635.0094572,0.008619336,0.004129501,261.5363204,10.0,300,30,500,40839.83223,125.9513047,5.454313336,22,50,3,5,2,3,1
320,300,689,800,545.1939372,641.404632,0.010748125,0.004377348,507.328006,13.0,150,30,400,56551.48886,160.1016747,5.906655661,16,40,4,12,3,5,2
321,500,564,650,546.8465465,643.3488782,0.007133653,0.003259792,546.9940836,13.0,150,24,500,62527.21433,189.1006214,7.90217521,16,40,8,10,2,5,1
322,400,601,700,549.0156768,645.9007963,0.009723804,0.004151177,277.8764596,10.0,250,30,400,52756.25737,160.5391747,6.800886724,22,50,5,7,2,3,1
323,500,526,600,550.1048179,647.1821387,0.009908541,0.004719118,338.3847533,13.0,250,27,400,61393.79695,181.6411634,7.31997646,22,50,7,7,1,4,1
324,400,551,650,552.2530255,649.7094417,0.012297084,0.005154611,280.723881,10.0,200,30,400,55926.7371,162.729859,6.362775657,22,50,5,8,2,3,1
325,300,701,800,553.4594503,651.128765,0.007430322,0.003568562,261.9605914,10.0,350,30,500,40343.28127,128.0106662,5.795822205,22,50,3,5,2,2,1
326,400,667,750,553.5573843,651.2439816,0.006598297,0.00292168,294.3461096,10.0,300,24,500,47804.40396,154.8607459,7.226710095,16,40,6,9,2,4,1
327,500,567,650,556.8538704,655.1222005,0.009437986,0.003795901,291.0156336,10.0,250,27,400,60034.51608,183.9753242,7.885645282,16,40,8,13,2,6,1
328,500,614,700,557.4414735,655.8134983,0.006026655,0.002649178,391.7424023,13.0,300,24,500,55919.42176,181.0248224,8.432003829,16,40,8,9,2,4,1
329,300,698,800,559.1245055,657.7935359,0.010223287,0.004766741,321.303566,13.0,300,27,400,49841.03574,146.7453676,5.860959144,22,50,3,6,2,3,1
330,400,617,700,561.9135494,661.074764,0.007391529,0.00354025,350.693909,10.0,200,30,500,49158.6262,153.5079152,6.776036712,16,40,6,9,2,5,1
331,300,701,800,561.9950222,661.1706143,0.007792365,0.003819694,343.055399,10.0,200,27,500,43723.30243,134.711015,5.818912993,22,50,3,5,2,3,1
332,400,564,650,563.2111831,662.6013919,0.00924804,0.004257807,435.1865538,13.0,200,30,500,53747.9027,158.554505,6.347500548,16,40,6,11,2,5,1
333,300,673,800,563.2530963,662.6507016,0.0109792,0.005127624,265.0889918,10.0,250,30,400,48906.85873,144.8636538,5.854658285,22,50,3,7,3,3,1
334,400,601,700,565.6720696,665.4965525,0.008095728,0.003582588,510.1626025,10.0,100,27,500,55311.69567,165.730535,6.818003483,22,50,5,6,2,3,1
335,400,617,700,567.3047998,667.4174115,0.009691911,0.004631211,314.349609,10.0,200,30,400,55661.98819,166.2815392,6.820785618,16,40,6,12,2,6,1
336,500,576,650,569.55446,670.0640706,0.006800623,0.00283424,569.3304813,13.0,150,27,500,60758.52518,185.6122771,7.890044026,22,50,7,5,1,3,1
337,400,617,700,570.5580312,671.2447425,0.008195057,0.003309552,402.5966356,10.0,150,27,500,52188.92215,159.5098161,6.796752373,16,40,6,10,2,4,1
338,500,614,700,571.2954465,672.11229,0.006092723,0.002857662,432.4912152,13.0,250,24,500,58019.16993,185.1863963,8.446350644,16,40,8,10,2,5,1
339,500,579,650,571.6479677,672.5270209,0.008782549,0.004082223,313.7054811,10.0,200,24,400,60795.31795,185.4948329,7.890811965,22,50,7,7,1,3,1
340,300,667,800,573.7409522,674.9893555,0.011906347,0.005866666,294.1572772,10.0,200,30,400,52628.52519,152.208644,5.88017154,16,40,4,13,4,7,2
341,300,701,800,577.5285006,679.4452948,0.010706995,0.004391843,276.1179543,10.0,250,30,400,48311.04045,143.6933731,5.850558526,22,50,3,6,2,3,1
342,500,551,650,579.1780986,681.3859984,0.009979847,0.004859014,272.5696592,10.0,250,24,400,62450.27023,188.715146,7.902281651,22,50,7,8,2,4,1
343,500,614,700,579.9704592,682.3181873,0.006284776,0.002532199,606.8904783,13.0,150,27,500,63480.27573,196.062221,8.483522633,16,40,8,10,2,4,1
344,400,639,750,580.4832093,682.9214227,0.0097676,0.004761729,665.4179929,13.0,100,24,400,73486.00255,205.7314348,7.40226095,16,40,6,13,3,7,2
345,400,664,750,583.7171428,686.7260503,0.009123737,0.00365489,348.780741,13.0,300,27,400,57248.26663,173.4825347,7.291495369,16,40,6,12,2,5,1
346,500,567,650,584.6744561,687.8523013,0.009955711,0.004186444,291.0156336,10.0,250,27,400,62035.24545,187.9050708,7.899412077,16,40,8,14,2,6,1
