name,b,d,h,PiM,M,rho_t,rho_c,PiVn,stirrup,stirrup_space,fck,fy,Cost,CO2,UnitWeight,dimension,PI_size,n_b,N_r,N_n,N_r_C,N_n_C
428,300,692,800,426.5616213,501.8372015,0.008197506,0.00357592,235.8276235,1.00E+01,300,24,400,42054.78346,131.3902311,5.807550274,16,40,4,9,3,4,1
429,500,479,550,426.8066639,502.1254869,0.009221313,0.003963339,268.4215292,10,200,27,400,51776.08532,157.6203388,6.679118421,22,50,7,6,1,3,1
430,300,614,700,427.3172293,502.7261522,0.008099329,0.003426275,527.1295386,13,150,27,500,44965.65923,131.2233602,5.137226416,16,40,4,8,2,4,1
431,300,592,700,427.5814935,503.0370512,0.011388157,0.005246088,226.9439548,10,250,27,400,43897.59209,128.9309965,5.130404965,16,40,4,11,3,5,2
432,400,529,600,427.8656917,503.371402,0.00755395,0.003083627,300.6759771,10,200,30,500,41621.88163,130.5675614,5.804496586,22,50,5,4,1,2,1
433,400,498,600,427.8975014,503.4088252,0.01076823,0.004767133,400.7856377,13,150,30,400,54359.50337,155.7460071,5.891709243,22,50,5,6,2,3,1
434,300,617,700,427.9983491,503.5274695,0.00772239,0.003446427,247.8769734,1.00E+01,300,30,500,36315.90325,114.021524,5.078284635,16,40,4,7,2,4,1
435,500,517,600,428.2031785,503.7684452,0.008510649,0.003610103,255.7504787,10,250,24,400,52981.43825,165.0439127,7.262292913,16,40,8,11,2,5,1
436,400,576,650,428.281567,503.8606671,0.006288889,0.002576842,436.3509353,13,200,27,500,45528.06487,142.3986821,6.290969991,22,50,5,4,1,2,1
437,400,579,650,428.3873574,503.9851264,0.006207606,0.002947538,482.8846086,10,100,24,500,47756.11265,146.8169017,6.306187017,22,50,5,4,1,2,1
438,400,576,650,429.5938673,505.4045498,0.006196646,0.003011263,523.3596033,13,150,24,500,49092.82219,149.4767185,6.315291668,22,50,5,4,1,2,1
439,500,426,500,429.7914265,505.6369723,0.012169479,0.004959162,485.0948632,1.30E+01,100,30,400,65019.24781,178.8557043,6.194603359,22,50,7,7,1,3,1
440,300,639,750,429.9070681,505.7730213,0.009985643,0.004303701,456.6555282,13,150,24,400,51648.56234,147.4105942,5.528064948,16,40,4,10,3,5,2
441,300,589,700,430.0164265,505.9016782,0.011392808,0.004753204,308.6085845,13,250,30,400,45969.70669,133.0748338,5.144462487,16,40,4,11,3,5,2
442,300,648,750,430.1034,506.004,0.009008644,0.00413719,463.0872962,13,150,24,400,49665.37373,143.5009393,5.514457818,22,50,3,5,2,3,1
443,400,551,650,430.3184981,506.2570566,0.009031924,0.004338647,264.7932012,10,200,24,400,48937.7796,149.0024491,6.314685423,22,50,5,6,2,3,1
444,300,651,750,430.4147655,506.3703123,0.007024955,0.003143404,272.984598,10,250,24,500,37622.74759,119.6505029,5.432127939,22,50,3,4,2,2,1
445,300,717,800,432.0230942,508.2624638,0.005630134,0.002800656,300.6604559,10,250,24,500,37926.9694,123.3025257,5.779093061,16,40,4,6,2,3,1
446,300,598,700,432.3286008,508.6218833,0.010087995,0.004714989,360.9485111,13,200,30,400,45770.0299,132.7171039,5.14299501,22,50,3,5,2,3,1
447,400,517,600,432.3428784,508.6386804,0.008452722,0.003460891,446.124419,10,100,30,500,48701.05303,144.6123775,5.852827113,16,40,6,9,2,4,1
448,300,598,700,432.7252199,509.088494,0.010445824,0.005021039,434.0193548,13,150,27,400,49473.96632,140.0640221,5.168286541,22,50,3,5,2,3,1
449,300,642,750,433.4491628,509.9401915,0.009830504,0.004036924,427.6327421,10,100,27,400,49727.00216,143.6004243,5.514940386,16,40,4,10,3,4,1
450,400,579,650,433.7951517,510.3472373,0.006260258,0.003041299,312.3550323,10,200,24,500,42779.01862,136.9056755,6.272307678,22,50,5,4,1,2,1
451,400,614,700,433.8701768,510.4355021,0.005599639,0.002739622,761.6308639,1.30E+01,100,24,500,57902.54337,171.0387983,6.835235398,16,40,6,7,2,4,1
452,300,601,700,434.2170278,510.8435621,0.010532601,0.004996037,258.7155741,10,200,27,400,43486.85116,128.1446313,5.127523364,22,50,3,5,2,3,1
453,400,548,650,434.2350904,510.8648122,0.009316136,0.004296874,425.1812167,13,150,24,400,55794.20991,162.6392962,6.361403167,22,50,5,6,2,3,1
454,300,717,800,434.7479358,511.4681598,0.005967697,0.002531821,342.8952421,10,200,24,500,39200.92622,125.8347313,5.787777735,16,40,4,7,2,3,1
455,500,492,550,434.7710916,511.4954019,0.007125821,0.002943903,458.2366087,10,100,30,500,52221.84134,158.6440521,6.681783543,16,40,8,8,1,4,1
456,300,667,750,434.7824295,511.5087406,0.006904199,0.0032057,515.4311556,10,100,24,500,44693.00587,133.7128652,5.480302021,16,40,4,7,2,4,1
457,500,476,550,435.5245534,512.3818276,0.009860475,0.004464106,398.4669191,13,150,24,400,60298.62517,174.5296866,6.737300478,22,50,7,6,1,3,1
458,300,651,750,435.7919486,512.6964101,0.007186702,0.003151165,247.4198878,10,300,24,500,37181.22899,118.7652334,5.429138897,22,50,3,4,2,2,1
459,400,551,650,436.1103948,513.0710527,0.009741193,0.003978073,264.7932012,10,200,24,400,49534.92118,150.1753289,6.318794287,22,50,5,6,2,3,1
460,500,467,550,436.1921163,513.1671956,0.01045517,0.00427956,269.9008042,1.00E+01,200,30,400,54220.3312,162.4275948,6.69591971,16,40,8,12,2,5,1
461,300,601,700,437.4697634,514.6703099,0.008157377,0.003979641,353.1204333,10,150,27,500,40379.52447,122.0838422,5.106026906,22,50,3,4,2,2,1
462,400,514,600,438.3104815,515.65939,0.008386427,0.003772987,396.6061855,13,200,30,500,47377.17759,141.9705883,5.843830256,16,40,6,9,2,4,1
463,300,614,700,438.3537405,515.710283,0.008232512,0.003307467,370.6059963,13,250,30,500,40318.30403,121.9745917,5.105575818,16,40,4,8,2,3,1
464,500,464,550,439.0134128,516.486368,0.009870725,0.004859471,343.6028888,13,200,30,400,57826.58275,169.6086846,6.720468423,16,40,8,12,2,6,1
465,300,642,750,439.7925512,517.4030014,0.010030499,0.004717732,319.6331795,10,150,24,400,47387.00282,138.9097614,5.499095634,16,40,4,10,3,5,2
466,300,648,750,440.1787288,517.857328,0.009561009,0.004043864,463.0872962,1.30E+01,150,24,400,50358.74599,144.8628312,5.519228835,22,50,3,5,2,3,1
467,400,517,600,440.247593,517.9383447,0.010448503,0.005190648,304.0066213,1.00E+01,150,30,400,51234.77209,149.4997738,5.87050346,16,40,6,11,2,6,1
468,400,617,700,440.4147045,518.1349465,0.005745052,0.002765181,393.4288505,10,150,24,500,46446.79936,148.2313854,6.757241469,16,40,6,7,2,4,1
469,500,526,600,440.6125714,518.3677311,0.006041915,0.002795453,510.1398723,13,150,24,500,54562.63269,168.3529341,7.27262127,22,50,7,4,1,2,1
470,400,551,650,440.7784317,518.5628608,0.00951762,0.00435428,264.7932012,1.00E+01,200,24,400,49796.30994,150.6887375,6.320592874,22,50,5,6,2,3,1
471,400,567,650,441.0237012,518.8514132,0.007319687,0.003152831,305.8813529,10,200,24,500,44742.23225,140.7681086,6.285799038,16,40,6,9,2,4,1
472,500,479,550,441.0791526,518.9166501,0.00726364,0.003525908,437.7141034,10,100,27,500,52559.56987,159.2946574,6.684142002,22,50,7,5,1,3,1
473,500,464,550,441.5643444,519.4874641,0.010543146,0.004464451,343.6028888,13,200,30,400,58326.63642,170.5908686,6.723909237,16,40,8,12,2,5,1
474,300,714,800,443.0691031,521.2577683,0.005915651,0.002796816,415.4827401,13,250,24,500,41535.90771,130.4737213,5.803701429,16,40,4,7,2,3,1
475,400,514,600,443.5128117,521.7797784,0.011213145,0.004721554,345.4378879,13,200,30,400,53408.24026,153.8165423,5.885329323,16,40,6,12,2,5,1
476,500,467,550,443.9782748,522.3273822,0.010729744,0.00495875,261.6969815,10,200,27,400,55950.74038,165.8263901,6.707826461,16,40,8,13,2,6,1
477,500,517,600,444.3017563,522.7079486,0.00906088,0.003703561,255.7504787,10,250,24,400,54274.31719,167.5833299,7.271189068,16,40,8,12,2,5,1
478,500,514,600,444.9213691,523.4369048,0.006729111,0.003179868,362.0529066,13,250,24,500,51622.59472,162.4576047,7.25271853,16,40,8,9,2,4,1
479,400,579,650,445.0073239,523.5380281,0.008422777,0.003947868,278.2491171,10,200,24,400,48301.94127,147.7535628,6.31031029,22,50,5,5,1,3,1
480,300,651,750,445.2131839,523.7802163,0.008835002,0.004284078,433.6275936,10,100,27,400,48389.09347,140.959815,5.505768973,22,50,3,5,2,3,1
481,500,514,600,446.4611718,525.2484375,0.006772518,0.002828504,678.609373,13,100,27,500,62760.81665,184.6385586,7.328535212,16,40,8,9,2,4,1
482,300,589,700,446.6302888,525.4473986,0.009196873,0.003878859,414.1506646,13,200,30,500,43504.81145,128.27863,5.127379069,16,40,4,9,3,4,1
483,500,464,550,446.7431622,525.5801908,0.010452242,0.00474575,528.366236,13,100,30,400,67943.19058,189.7189417,6.789429388,16,40,8,12,2,6,1
484,400,567,650,446.9020433,525.7671098,0.007107276,0.003165049,280.9071488,10,250,27,500,43292.00832,137.8912801,6.275897166,16,40,6,8,2,4,1
485,300,692,800,447.0107091,525.8949519,0.008370914,0.004155878,290.1771764,10,200,24,400,45201.81952,137.621428,5.82906921,16,40,4,9,3,5,2
486,500,517,600,447.2222002,526.143765,0.00648338,0.003065533,472.438813,10,100,27,500,54770.3273,168.7372978,7.27411438,16,40,8,9,2,4,1
487,400,501,600,448.9894323,528.2228615,0.011151077,0.005344674,231.6407758,10,250,30,400,48831.50696,144.7029045,5.854174385,22,50,5,6,2,3,1
488,300,664,750,449.1617143,528.4255462,0.007049078,0.003140563,570.0553968,13,150,27,500,46135.81853,136.5826997,5.490132376,16,40,4,7,2,4,1
489,300,601,700,449.2332609,528.5097187,0.011180251,0.004518642,217.8478306,10,300,30,400,42081.26665,125.3413541,5.117966984,22,50,3,6,2,3,1
490,300,651,750,449.368591,528.6689306,0.009783563,0.004192514,242.3069457,10,250,24,400,43400.88661,130.9996752,5.471886666,22,50,3,6,2,3,1
491,400,526,600,449.6358686,528.9833748,0.008158423,0.003283608,493.1369543,13,150,30,500,49019.64086,145.2576787,5.854966247,22,50,5,5,1,2,1
492,400,567,650,449.9091911,529.3049307,0.009575942,0.003837921,254.1879033,10,250,27,400,48828.13935,148.7651107,6.313990663,16,40,6,11,2,5,1
493,300,598,700,450.3242856,529.7932772,0.011074895,0.00468682,599.0702387,13,100,30,400,55442.02984,151.9298469,5.208962436,22,50,3,6,2,3,1
494,400,567,650,450.367313,529.8438977,0.007052529,0.00331405,369.9713005,10,150,27,500,46384.60359,144.0412522,6.29697175,16,40,6,8,2,4,1
495,400,617,700,450.5504854,530.0593946,0.00616804,0.002615859,393.4288505,10,150,24,500,46971.59151,149.2621596,6.760852505,16,40,6,8,2,4,1
496,500,514,600,450.9253418,530.5004021,0.006718034,0.002989658,678.609373,13,100,27,500,62973.82509,185.0569406,7.330000899,16,40,8,9,2,4,1
497,500,526,600,451.2048931,530.829286,0.008190324,0.003482554,328.615193,13,250,24,400,55355.67292,169.7813397,7.278428804,22,50,7,6,1,3,1
498,500,517,600,451.3531601,531.0037178,0.006830426,0.003235285,280.1135298,10,250,24,500,48853.7958,156.9365748,7.233891067,16,40,8,9,2,5,1
499,400,514,600,452.0749111,531.8528366,0.008909043,0.003777343,345.4378879,13,250,30,500,46468.548,140.1406597,5.837700827,16,40,6,9,2,4,1
500,400,548,650,452.34196,532.1670118,0.010137659,0.004334703,425.1812167,1.30E+01,150,24,400,57257.84424,165.5141038,6.371474271,22,50,5,6,2,3,1
501,500,529,600,453.1298527,533.0939444,0.008148367,0.00354671,411.2578863,10,100,24,400,59132.98767,177.2935012,7.304167944,22,50,7,6,1,3,1
502,300,651,750,453.6384981,533.6923507,0.009746834,0.004402293,221.8551776,10,300,24,400,42964.74383,130.1249647,5.468934615,22,50,3,5,2,3,1
503,400,517,600,453.6954062,533.7593014,0.011525791,0.00488829,263.4015363,10,200,30,400,50753.65094,148.5101635,5.867313974,16,40,6,12,2,5,1
504,300,692,800,453.9446665,534.0525489,0.008596858,0.003690101,297.8888141,10,200,27,400,44814.95662,136.8615685,5.82640725,16,40,4,9,3,4,1
505,500,514,600,454.2527606,534.4150125,0.006849884,0.002964916,371.5995872,13,250,27,500,51434.5292,162.0882144,7.251424473,16,40,8,9,2,4,1
506,500,476,550,454.887164,535.1613694,0.010316351,0.004245787,407.307814,13,150,27,400,60737.9281,175.3925465,6.740323273,22,50,7,7,1,3,1
507,300,589,700,455.4176439,535.7854634,0.012004571,0.005447761,590.0541314,13,100,30,400,58266.0707,157.4982482,5.228335893,16,40,4,11,3,5,2
508,400,551,650,455.7011467,536.1189961,0.009170082,0.004582601,272.9803157,10,200,27,400,49592.14856,150.2877325,6.319188062,22,50,5,6,2,3,1
509,400,514,600,455.9669127,536.431662,0.008662623,0.00413424,481.8866816,13,150,30,500,51312.96644,149.7764913,5.870707395,16,40,6,9,2,5,1
510,400,548,650,456.0073485,536.4792335,0.009756364,0.004183476,316.9440837,13,250,27,400,51627.36267,154.3328846,6.333062787,22,50,5,6,2,3,1
511,400,551,650,456.3443808,536.8757422,0.009963341,0.004598844,238.827938,10,250,24,400,49930.31338,150.9248549,6.321588434,22,50,5,6,2,3,1
512,400,579,650,458.1500513,539.0000603,0.006837985,0.003195764,312.3550323,10,200,24,500,44096.6227,139.4936568,6.281373964,22,50,5,4,1,2,1
513,500,542,600,458.2700128,539.1411916,0.006238001,0.002914594,378.7958324,10,150,24,500,50999.6149,161.2311787,7.248439462,16,40,8,8,1,4,1
514,400,567,650,458.3829845,539.2740994,0.007216898,0.003394813,314.3062057,10,200,27,500,44987.52202,141.2498962,6.287486849,16,40,6,8,2,4,1
515,400,501,600,458.8768951,539.8551707,0.012113847,0.005042782,231.6407758,10,250,30,400,49860.56493,146.724136,5.861255217,22,50,5,7,2,3,1
516,500,479,550,458.9665167,539.9606079,0.00780707,0.003626571,437.7141034,10,100,27,500,53758.17364,161.6489034,6.692389461,22,50,7,5,1,3,1
517,300,601,700,459.6363717,540.7486726,0.008533851,0.003994028,300.4520825,10,200,30,500,39282.99435,119.8875964,5.098597096,22,50,3,5,2,2,1
518,300,598,700,460.1626975,541.3678795,0.01146346,0.004788821,599.0702387,13,100,30,400,56125.84672,153.2729706,5.213667703,22,50,3,6,2,3,1
519,300,592,700,460.4062801,541.6544472,0.012026659,0.005676453,307.5766929,10,150,30,400,48134.66548,137.3246545,5.159366105,16,40,4,11,3,6,2
520,400,526,600,460.5024888,541.7676339,0.007942714,0.003778013,493.1369543,13,150,30,500,49475.25519,146.1525768,5.858101278,22,50,5,5,1,2,1
521,400,564,650,460.6682774,541.9626793,0.007419713,0.003298404,520.836555,13,150,27,500,51952.37201,155.1076844,6.334928942,16,40,6,9,2,4,1
522,300,651,750,461.2843592,542.6874814,0.010010987,0.004470152,242.3069457,10,250,24,400,44167.30808,132.5050473,5.477160327,22,50,3,6,2,3,1
523,300,648,750,461.5842695,543.040317,0.009661132,0.00421213,470.3085986,13,150,27,400,50764.14568,145.6590999,5.522018345,22,50,3,5,2,3,1
524,400,548,650,461.6375948,543.1030528,0.009436433,0.004623855,578.7983446,13,100,27,400,62460.38147,175.8852905,6.40685831,22,50,5,6,2,3,1
525,500,479,550,461.6865801,543.1606825,0.010047219,0.004646526,268.4215292,10,200,27,400,54584.37976,163.13627,6.698441981,22,50,7,6,1,3,1
526,300,642,750,463.0337327,544.7455679,0.009870634,0.004714578,434.3995783,10,100,30,400,50801.16889,145.7102564,5.522331607,16,40,4,10,3,5,2
527,300,592,700,464.4288573,546.3868909,0.012376528,0.00554641,233.1837788,10,250,30,400,45675.92554,132.4239226,5.142641479,16,40,4,12,3,5,2
528,300,692,800,464.8580038,546.8917692,0.008880003,0.003807948,265.2790823,10,250,27,400,44302.68704,135.8254363,5.82296366,16,40,4,10,3,4,1
529,400,614,700,465.0268259,547.0903835,0.006323354,0.002841595,456.014767,13,200,24,500,49683.89685,154.6429717,6.779370626,16,40,6,8,2,4,1
530,300,648,750,465.1473242,547.2321462,0.007399466,0.003462629,771.3454314,13,100,27,500,52120.18829,148.4751672,5.530935085,22,50,3,4,2,2,1
531,300,701,800,465.1695986,547.2583513,0.008685694,0.003506049,238.8947457,10,300,24,400,42820.91164,132.8907783,5.812833445,22,50,3,5,2,2,1
532,400,579,650,465.8419796,548.0493877,0.007037653,0.00322972,482.8846086,10,100,24,500,49757.60628,150.7481494,6.31995907,22,50,5,5,1,2,1
533,300,701,800,466.1692892,548.4344578,0.006431178,0.002998363,335.2434654,10,200,24,500,40157.00165,127.7062403,5.794373677,22,50,3,4,2,2,1
534,400,551,650,466.6316085,548.9783629,0.009765782,0.004012036,254.7586177,10,250,30,400,48587.07887,148.2865314,6.312345788,22,50,5,6,2,3,1
535,300,601,700,466.831317,549.2133141,0.008753035,0.004043348,241.4490454,10,300,30,500,38015.04989,117.354666,5.089987802,22,50,3,5,2,2,1
536,300,701,800,467.3245921,549.7936377,0.008323669,0.00391142,459.1203908,10,100,24,400,50290.19159,147.752815,5.863709917,22,50,3,5,2,3,1
537,500,464,550,467.4794123,549.9757792,0.010753216,0.005358206,528.366236,13,100,30,400,69589.77657,192.9530951,6.800759362,16,40,8,13,2,6,1
538,300,689,800,467.5605024,550.0711794,0.009411799,0.003871108,346.0634966,13,250,24,400,48368.58577,143.8941738,5.850716322,16,40,4,10,3,5,2
539,400,498,600,467.6922774,550.2262087,0.012249343,0.005410671,334.6849575,13,200,30,400,54869.47553,156.675867,5.895413145,22,50,5,7,2,3,1
540,500,514,600,467.8281979,550.3861152,0.006869591,0.003298048,371.5995872,13,250,27,500,52139.11011,163.472122,7.256272615,16,40,8,9,2,5,1
541,400,564,650,468.7144841,551.4288049,0.009919178,0.004865001,437.5952669,13,150,24,400,59079.82013,169.1071117,6.383972115,16,40,6,11,2,6,1
542,500,517,600,469.3050989,552.1236458,0.008987066,0.004119547,411.5311854,10,100,27,400,61916.12812,182.7727726,7.323283835,16,40,8,12,2,6,1
543,400,551,650,469.8107686,552.7185513,0.009810941,0.004089504,323.9993198,10,150,30,400,51592.04894,154.2609949,6.332826657,22,50,5,6,2,3,1
544,400,501,600,470.3361267,553.3366197,0.012159901,0.005534456,255.2498446,10,200,30,400,51684.32513,150.3317804,5.873735133,22,50,5,7,2,3,1
545,500,476,550,472.2851922,555.6296379,0.010076599,0.004500121,415.6697403,13,150,30,400,60764.89392,175.4455116,6.740508821,22,50,7,6,1,3,1
546,400,526,600,472.705881,556.1245659,0.008349261,0.00382809,405.8654739,13,200,30,500,47443.21933,142.0895338,5.844313908,22,50,5,5,1,3,1
547,500,517,600,474.1384057,557.8098891,0.007215178,0.003524702,310.5673436,10,200,24,500,51366.98562,161.9028286,7.251102765,16,40,8,9,2,5,1
548,400,614,700,474.5688191,558.3162578,0.006630408,0.002784231,557.8867993,13,150,24,500,53425.15623,162.075764,6.804884875,16,40,6,8,2,4,1
549,300,701,800,474.6332489,558.3920576,0.008879185,0.003651613,260.9173102,10,250,24,400,44114.78211,135.4512629,5.821684542,22,50,3,5,2,3,1
550,500,479,550,475.2477447,559.1149937,0.010505629,0.004823969,381.2832453,10,100,27,400,61008.218,175.8891289,6.742276204,22,50,7,7,1,3,1
551,500,479,550,476.6094017,560.7169431,0.008250079,0.003798642,296.6369583,10,200,27,500,49662.21589,153.4683673,6.664573122,22,50,7,5,1,3,1
552,400,529,600,477.1569109,561.3610716,0.008481905,0.003804069,269.515305,10,250,30,500,43345.60377,133.9277293,5.816426499,22,50,5,5,1,3,1
553,300,701,800,477.5213357,561.7898067,0.008479925,0.004111299,238.8947457,10,300,24,400,43473.67492,134.1729079,5.817325036,22,50,3,5,2,3,1
554,400,626,700,477.7798273,562.0939145,0.006127076,0.002579566,568.7901244,13,150,24,500,51843.09322,158.9539828,6.794037844,22,50,5,4,1,2,1
555,400,529,600,477.9718843,562.3198639,0.008354113,0.003932257,300.6759771,10,200,30,500,44332.71474,135.8920633,5.823149525,22,50,5,5,1,3,1
556,300,589,700,478.4215649,562.8488999,0.012506546,0.006135219,308.6085845,13,250,30,400,49396.27382,139.8051497,5.168040312,16,40,4,12,3,6,2
557,400,548,650,478.5484158,562.9981363,0.009584836,0.004575767,324.6454881,13,250,30,400,52003.36225,155.0714068,6.335649998,22,50,5,6,2,3,1
558,400,529,600,478.9225035,563.4382394,0.008420337,0.003908173,269.515305,10,250,30,500,43415.53774,134.0650906,5.816907707,22,50,5,5,1,3,1
559,400,551,650,478.9415992,563.460705,0.010339411,0.004546104,316.2557545,10,150,27,400,53278.9885,157.574409,6.344434299,22,50,5,6,2,3,1
560,300,667,750,479.6503591,564.2945402,0.007525532,0.003219528,267.9642484,10,300,30,500,38364.29569,121.093211,5.437267917,16,40,4,8,2,4,1
561,300,714,800,480.0233919,564.7334022,0.006701174,0.002961405,486.5608812,13,200,24,500,45076.07536,137.4777893,5.827923564,16,40,4,7,2,4,1
562,500,479,550,480.6415161,565.4606072,0.008142045,0.003598896,305.0515858,10,200,30,500,49089.46261,152.34339,6.660632071,22,50,7,5,1,3,1
563,300,664,750,480.6658786,565.4892689,0.007907288,0.003200877,570.0553968,13,150,27,500,47557.49635,139.3750982,5.499914782,16,40,4,8,2,4,1
564,500,517,600,480.7139766,565.5458548,0.007206107,0.003326839,472.438813,10,100,27,500,56746.80243,172.6194053,7.287714284,16,40,8,9,2,5,1
565,500,467,550,483.227474,568.5029106,0.01182535,0.005147652,379.9350869,10,100,30,400,63768.40071,181.3233077,6.761234125,16,40,8,14,2,6,1
566,500,476,550,483.3855869,568.6889258,0.007948373,0.003876899,636.8017348,13,100,30,500,61581.12577,177.2013058,6.745711185,22,50,7,5,1,3,1
567,300,651,750,486.6617617,572.5432491,0.010574134,0.004353336,331.3687528,10,150,27,400,47639.57867,139.3973623,5.500856638,22,50,3,6,2,3,1
568,300,714,800,486.8369686,572.7493748,0.006641405,0.002865732,849.908392,13,100,27,500,54611.68247,156.4603332,5.892850195,16,40,4,7,2,3,1
569,400,564,650,487.644063,573.6988976,0.008002437,0.003552205,371.1145323,13,250,27,500,48472.94371,148.1457272,6.311334202,16,40,6,9,2,4,1
570,500,467,550,487.9549183,574.0646098,0.011911991,0.005283043,269.9008042,10,200,30,400,58684.04852,171.1950364,6.726634049,16,40,8,14,2,6,1
571,300,651,750,488.2333192,574.3921402,0.009961548,0.004415574,287.1010307,10,200,30,400,45057.57891,134.2807654,5.483212683,22,50,3,6,2,3,1
572,500,529,600,489.7464078,576.1722445,0.006455709,0.003226847,379.5356037,10,150,27,500,51297.70119,161.8081693,7.250513619,22,50,7,5,1,3,1
573,500,529,600,490.7073729,577.3027916,0.007267748,0.002969801,317.7758699,10,200,24,500,50588.68995,160.3677604,7.245764693,22,50,7,5,1,2,1
574,300,692,800,491.3773352,578.0909826,0.009257906,0.004410341,243.5392612,10,300,27,400,45111.22859,137.3935693,5.82858133,16,40,4,10,3,5,2
575,400,576,650,491.4154449,578.1358175,0.007465333,0.003194255,379.0105862,13,250,27,500,46968.1308,145.1814217,6.301003134,22,50,5,5,1,2,1
576,300,598,700,491.423437,578.14522,0.012400174,0.005393596,313.3241656,13,250,30,400,48271.88233,137.5880516,5.160326881,22,50,3,6,2,3,1
577,400,564,650,491.6801937,578.4472867,0.010333031,0.004791516,326.1979255,13,250,27,400,54730.67342,160.4368909,6.35439294,16,40,6,12,2,6,1
578,300,717,800,492.1333265,578.9803841,0.006651802,0.002993684,280.4941691,10,300,27,500,39184.39725,125.7523419,5.787799467,16,40,4,7,2,4,1
579,500,567,650,492.389883,579.2822153,0.008218963,0.003454604,351.735889,10,150,24,400,59852.7707,183.7024749,7.884166437,16,40,8,12,2,5,1
580,500,529,600,492.485822,579.3950847,0.008962218,0.004159281,261.6866601,10,250,24,400,55405.91569,169.8008684,7.278989305,22,50,7,6,1,3,1
581,300,689,800,492.5964545,579.5252405,0.010143185,0.004081685,400.9350251,13,200,24,400,51840.29561,150.7637799,5.874467406,16,40,4,11,3,5,2
582,500,451,550,492.9656454,579.9595828,0.012546654,0.00554891,260.6536674,10,200,30,400,58946.43894,171.7040391,6.728456821,22,50,7,8,2,4,1
583,300,717,800,495.5092733,582.9520862,0.007070685,0.002967147,272.5039317,10,300,24,500,39840.13548,127.0403148,5.792311529,16,40,4,8,2,4,1
584,500,479,550,496.1068992,583.6551756,0.00837558,0.003859936,446.1287309,10,100,30,500,55250.39451,164.5798595,6.702657265,22,50,7,5,1,3,1
585,500,526,600,496.1903756,583.753383,0.006718567,0.003213944,519.9094326,13,150,27,500,56800.56632,172.7485871,7.288020241,22,50,7,5,1,3,1
586,500,529,600,496.9804026,584.6828266,0.007143927,0.003238705,286.6151978,10,250,24,500,49777.09286,158.7449766,7.240258006,22,50,7,5,1,3,1
587,300,651,750,496.9985379,584.7041622,0.010539023,0.00480349,280.2393323,10,200,27,400,46522.54112,137.1581812,5.493292924,22,50,3,6,2,3,1
588,300,692,800,497.2358132,584.9833097,0.009703312,0.004770406,235.8276235,10,300,24,400,46410.49542,139.9455333,5.83752144,16,40,4,11,3,5,2
589,500,476,550,497.731628,585.5666212,0.010525919,0.005100716,352.4891704,13,200,30,400,59754.2732,173.3842005,6.733761872,22,50,7,7,1,4,1
590,500,529,600,497.922702,585.7914141,0.007281679,0.003144467,473.5792306,10,100,24,500,56525.12786,172.1712551,7.286223553,22,50,7,5,1,3,1
591,500,529,600,498.5791664,586.5637251,0.006629527,0.003299702,483.4045108,10,100,27,500,55503.88047,170.1653649,7.279196464,22,50,7,5,1,3,1
592,300,701,800,499.3087479,587.4220564,0.008584553,0.004198805,301.7630906,10,200,27,400,45637.23997,138.4702889,5.832082583,22,50,3,5,2,3,1
593,300,698,800,501.1870565,589.6318312,0.007006941,0.003382296,823.0843242,13,100,24,500,54858.75472,156.9240803,5.894608723,22,50,3,4,2,2,1
594,300,639,750,503.902068,592.8259623,0.008521905,0.004050439,767.3675158,13,100,30,500,55273.30277,154.6899207,5.552572861,16,40,4,9,3,4,1
595,300,642,750,504.088131,593.0448601,0.008557273,0.004006341,510.0334214,10,100,30,500,47775.8425,139.7680403,5.501514675,16,40,4,9,3,4,1
596,400,598,700,504.3222836,593.3203337,0.008877897,0.003957292,345.8623395,13,250,27,400,53757.30601,162.5845474,6.807560042,22,50,5,6,2,3,1
597,500,529,600,504.5159922,593.5482262,0.008868898,0.004050592,337.9880409,10,150,27,400,57950.13384,174.8745916,7.296288263,22,50,7,6,1,3,1
598,400,617,700,505.0353449,594.1592293,0.007002976,0.002830072,342.0228023,10,200,27,500,47051.66087,149.3695044,6.76153892,16,40,6,9,2,4,1
599,500,479,550,505.1508729,594.2951446,0.011144058,0.005508803,381.2832453,10,100,27,400,63470.69603,180.7258224,6.75922024,22,50,7,7,1,4,1
600,300,698,800,505.8820616,595.1553666,0.009353455,0.004306451,313.5250643,13,300,24,400,47676.87738,142.4946208,5.846067813,22,50,3,6,2,3,1
601,400,548,650,506.2141877,595.5461032,0.010638569,0.004786716,586.499749,13,100,30,400,64785.22251,180.4516433,6.422855281,22,50,5,7,2,3,1
602,300,614,750,506.565303,595.9591799,0.012621381,0.005581009,289.1083705,13,300,30,400,50234.10671,144.472614,5.518765758,16,40,4,13,4,6,2
603,400,598,700,507.0420641,596.5200755,0.009338258,0.004230323,384.6012142,13,200,24,400,56995.88421,168.9940922,6.829712818,22,50,5,6,2,3,1
604,500,579,650,507.4836238,597.0395574,0.005797615,0.002717473,404.6545884,10,150,24,500,52963.44256,170.162255,7.8367848,22,50,7,5,1,2,1
605,400,667,750,507.9569032,597.5963567,0.007869732,0.003185842,372.9251958,10,150,24,400,55056.90044,169.2109467,7.276328367,16,40,6,11,2,5,1
