name,h,b,PI_Pn_max,PI_Vn_z,PI_Vn_y,PI_Mn_z,PI_Mn_y,required_rebar,MainRebar_size,rho,side_rebars_top,side_rebars_bottom,side_rebars_left,side_rebars_right,spacing_h,spacing_b,Stirrup_size,Stirrup_verticle_size,fck,fy,Cover_size,aggregate,Cost,CO2,UnitWeight,PM_Volume
436,1150,800,14171.38424,1056.564971,546.3951708,0,0,16,32,0.013986917,4,4,6,6,324.0,124.4,13,400,27,500,60,25,182492.7359,545.3126574,22.40913402,180343192.1
437,950,800,14149.69922,755.9249419,551.2124377,0,0,26,32,0.027513738,7,7,8,8,128.6666667,88.85714286,13,350,30,400,60,25,232264.6511,610.6158392,19.07263862,180502235.1
438,900,900,16157.57311,792.3283898,792.3283898,0,0,12,32,0.011914781,3,3,5,5,361.0,180.5,13,300,40,400,60,25,150624.3215,460.4524844,19.66042767,180695189.8
439,950,900,13860.82956,748.2113869,678.7044087,0,0,38,25,0.021816616,10,10,11,11,89.44444444,75.5,10,200,27,400,50,25,223508.2833,612.7199199,21.19668937,181075129.1
440,900,850,13917.66635,675.9199946,609.5337851,0,0,24,32,0.025231301,6,6,8,8,144.4,96.0,13,400,27,500,60,25,219042.8257,585.6313925,19.09670717,181701761.3
441,1100,750,15240.21901,1001.332167,483.5934603,0,0,16,32,0.015597532,4,4,6,6,307.3333333,114.4,13,450,35,400,60,25,173439.7967,508.2213083,20.16255839,181836849.7
442,850,850,15891.96492,625.904065,625.904065,0,0,16,32,0.01781033,4,4,6,6,226.0,135.6,10,400,40,500,60,25,162284.8006,465.4408662,17.72917261,184342115.6
443,1200,800,14405.98533,1974.592977,1079.514033,0,0,18,29,0.012384747,5,5,6,6,256.25,125.0,13,100,27,500,60,25,205856.8932,600.0358346,23.48769413,184507370.7
444,1050,1000,14738.29887,839.1529044,765.9453554,0,0,14,32,0.010723303,6,6,3,3,175.6,414.0,10,250,27,400,60,25,180413.5308,567.602025,25.38398468,184933864.6
445,900,900,14652.04006,824.1876062,824.1876062,0,0,24,29,0.019570959,10,10,4,4,80.55555556,241.6666667,13,250,30,500,60,25,200977.2596,559.4095693,20.00674862,185747515.7
446,1050,750,16163.8004,1011.89393,539.3727479,0,0,14,29,0.011742575,3,3,6,6,437.5,115.0,13,450,40,500,60,25,142075.526,439.0034432,19.08450325,186681086.6
447,1000,700,15028.43993,1036.537389,560.3241566,0,0,26,29,0.024533595,8,8,7,7,118.7142857,88.5,10,150,35,500,60,25,201440.1523,537.9774611,17.48071578,186982994.4
448,1050,800,14710.32148,1328.62796,861.294028,0,0,18,32,0.01723388,4,4,7,7,290.6666667,103.6666667,13,150,30,500,60,25,202049.2466,567.8431278,20.7032741,188139805.1
449,900,850,16142.06814,710.6360056,636.9638882,0,0,22,25,0.014116634,5,5,8,8,188.75,100.7142857,10,400,40,500,50,25,149888.1424,449.720919,18.62107811,188276066.4
450,900,650,15464.62948,1117.328811,662.3615069,0,0,32,29,0.036131001,11,11,7,7,72.5,79.16666667,13,150,40,500,60,25,229231.0235,569.3935004,15.02725124,188466295.3
451,1100,900,14509.48284,872.461186,595.1436541,0,0,28,25,0.013883301,6,6,10,10,191.0,83.88888889,10,350,27,400,50,25,192336.0444,578.7808393,24.08659176,188890104.8
452,1100,750,14573.04643,1062.9647,538.1944989,0,0,30,25,0.017849958,7,7,10,10,158.1666667,66.55555556,13,350,30,500,50,25,190246.7805,541.2940692,20.27803928,189308176.8
453,950,900,14909.22148,750.482918,679.1381799,0,0,18,32,0.016931531,5,5,6,6,193.0,144.4,13,450,30,500,60,25,188337.8062,543.5693614,20.95487579,190647953.2
454,1050,850,14277.24861,1039.684679,724.5946486,0,0,28,29,0.020722192,7,7,9,9,145.8333333,84.375,13,200,27,400,60,25,232399.0444,637.9743915,22.11962351,191210374.4
455,1050,900,15103.29273,998.5392261,759.480615,0,0,20,29,0.013979256,4,4,8,8,291.6666667,103.5714286,13,250,30,400,60,25,192498.6406,570.1756472,23.05244692,191226825.2
456,850,750,15030.66645,706.6390119,565.1138444,0,0,32,29,0.033155506,10,10,8,8,75.66666667,83.0,10,200,35,500,60,25,223616.5676,568.7627332,16.19646729,191543556.3
457,1150,850,14587.94371,1872.250795,1198.603318,0,0,24,25,0.012052146,4,4,10,10,333.0,77.66666667,13,100,27,500,50,25,207248.301,606.3404997,23.89959656,191603871.6
458,900,850,14707.24674,770.2651135,696.7617803,0,0,28,29,0.02417589,11,11,5,5,72.5,168.75,13,300,30,500,60,25,215391.6477,578.5276721,19.07139994,192527465.5
459,1000,800,16406.7825,882.8855436,576.7202417,0,0,18,29,0.014861697,9,9,2,2,103.125,625.0,13,450,40,400,60,25,163604.4831,483.8255383,19.52006071,192640205.1
460,950,750,15964.41737,750.6869778,471.9292258,0,0,22,32,0.024832912,9,9,4,4,97.25,192.6666667,10,400,40,400,60,25,198978.8293,535.4850256,17.75172482,194656479.3
461,900,850,15395.30686,1187.83658,1086.545126,0,0,28,29,0.02417589,8,8,8,8,103.5714286,96.42857143,13,100,35,400,60,25,236369.5436,620.273685,19.21427544,194940017.2
462,1050,900,15308.86115,1009.738634,768.8430856,0,0,14,32,0.011914781,4,4,5,5,290.6666667,180.5,13,300,30,500,60,25,174964.2795,535.674015,22.93196154,194983001.5
463,1050,700,16011.84333,1105.580804,534.0731024,0,0,24,29,0.021567995,8,8,6,6,125.0,105.0,13,250,40,400,60,25,194560.4802,531.5801783,18.23811003,195004251.9
464,1000,1000,14856.45871,863.432511,863.432511,0,0,24,25,0.011780972,7,7,7,7,141.5,141.5,13,350,27,500,50,25,182255.3402,561.1225078,24.24685602,195139354.4
465,1050,800,14413.70332,1038.064391,652.564411,0,0,22,32,0.021063631,7,7,6,6,145.3333333,124.4,13,250,27,500,60,25,218098.4015,599.1349742,20.81433392,195642248.8
466,900,800,15464.97929,648.317357,515.870478,0,0,22,32,0.024574236,10,10,3,3,80.88888889,314.0,10,450,35,500,60,25,199078.7489,537.1898655,17.92489889,196456478.5
467,900,900,14293.76629,810.2889315,810.2889315,0,0,38,25,0.02302865,11,11,10,10,74.9,83.22222222,13,250,27,500,50,25,223072.354,602.8164207,20.15875911,196807462.9
468,1000,750,16378.16492,1082.966085,655.1329178,0,0,16,32,0.017157285,7,7,3,3,137.0,286.0,13,250,40,500,60,25,172570.814,491.4320328,18.43170454,197188100.8
469,950,850,14825.46929,1004.071712,836.2286595,0,0,34,25,0.020668373,8,8,11,11,114.1428571,69.9,13,200,30,500,50,25,210950.2298,578.5856634,20.0176305,197685332.9
470,1100,950,15092.6703,964.8168085,737.9794363,0,0,16,29,0.010113223,4,4,6,6,310.3333333,156.2,10,250,27,500,60,25,174643.2923,555.2540334,25.22931267,198269625.7
471,950,750,14459.56443,731.4358344,471.0208875,0,0,32,32,0.036120599,10,10,8,8,85.77777778,81.71428571,13,400,30,400,60,25,264574.3768,664.4052357,18.20286267,198650475.1
472,1000,950,14704.44264,810.3442985,737.9794363,0,0,26,29,0.018077386,10,10,5,5,92.33333333,195.25,10,200,27,400,60,25,219981.0134,625.0737747,23.35677793,199834062.9
473,950,950,14702.89544,873.9318584,873.9318584,0,0,24,29,0.017565071,8,8,6,6,111.5714286,156.2,10,150,27,500,60,25,209019.7739,593.9881728,22.18894463,200225586.4
474,1050,750,14802.50571,1086.574277,613.9430335,0,0,36,25,0.022439948,12,12,8,8,82.27272727,86.42857143,10,150,30,500,50,25,213460.0352,579.3670411,19.57527633,201221915.1
475,900,800,14762.45341,662.6242644,532.3835864,0,0,32,29,0.029356438,9,9,9,9,91.375,78.875,10,300,30,500,60,25,227832.6224,593.7186822,18.1226108,201769381.8
476,1000,950,15416.14562,1349.233757,1245.707091,0,0,18,32,0.015238378,8,8,3,3,117.4285714,386.0,13,100,30,400,60,25,224116.7238,633.8454074,23.38347576,202245344.3
477,1000,900,16191.19063,831.5868592,680.7334484,0,0,24,25,0.013089969,9,9,5,5,106.875,188.75,10,300,35,400,50,25,170525.5816,517.7002881,21.86705351,203289906.2
478,950,850,15798.44208,743.9960095,601.4251104,0,0,26,29,0.021267512,7,7,8,8,130.1666667,97.28571429,10,300,35,400,60,25,204450.2118,565.5534794,19.97362402,205026485.4
479,1100,900,14980.65694,1023.370277,716.4851263,0,0,26,25,0.012891637,3,3,12,12,474.5,68.09090909,13,350,27,500,50,25,189083.5199,572.5054504,24.06390467,205575866.0
480,1100,800,14642.06984,1339.366369,806.5529617,0,0,34,25,0.018965581,11,11,8,8,95.5,93.57142857,10,100,27,500,50,25,221041.3312,613.2249552,21.75379618,205737272.9
481,1100,900,14968.37267,1124.907173,797.0216173,0,0,20,32,0.016247429,6,6,6,6,184.4,144.4,13,200,27,400,60,25,222518.3887,638.3737347,24.29343184,206176810.7
482,1150,900,15301.03533,1216.715266,798.4957633,0,0,18,29,0.011487302,8,8,3,3,139.2857143,362.5,13,250,27,500,60,25,190267.7209,584.0733816,25.10645537,206491600.6
483,900,800,15473.97078,695.2003913,556.9939258,0,0,28,32,0.0312763,9,9,7,7,91.0,104.6666667,10,250,35,400,60,25,239773.2925,617.2030497,18.20468906,206738930.4
484,900,850,14842.47603,1145.60369,1048.923555,0,0,30,32,0.031539126,10,10,7,7,80.22222222,112.0,13,100,30,400,60,25,280136.9873,706.2398164,19.51543432,207074194.1
485,1000,800,14734.36938,850.8242482,571.6735614,0,0,26,32,0.026138051,7,7,8,8,137.0,88.85714286,13,350,27,500,60,25,235762.3506,625.6082613,20.01642618,213166551.9
486,1000,850,16201.57731,800.2840119,584.2473306,0,0,24,29,0.018649972,6,6,8,8,166.2,97.28571429,10,350,35,400,60,25,196845.8882,559.2201402,20.89857638,214551207.8
487,1100,850,15657.63338,1163.577771,746.0978659,0,0,20,29,0.014128767,4,4,8,8,310.3333333,97.28571429,10,150,30,500,60,25,191501.8419,566.1840176,22.81566657,214853972.2
488,950,950,16505.07276,802.1901551,802.1901551,0,0,20,29,0.014637559,10,10,2,2,86.11111111,775.0,13,350,35,400,60,25,184728.4111,546.1788903,22.02206232,215091757.6
489,1200,800,15047.75727,1196.377153,581.2956412,0,0,18,32,0.015079645,4,4,7,7,342.6666667,104.6666667,10,200,27,500,60,25,200133.147,588.1260897,23.45012066,215213919.9
490,1150,800,14829.02691,1047.087333,541.3147467,0,0,40,25,0.021342341,13,13,9,9,83.25,81.125,13,350,27,400,50,25,236583.078,651.5936264,22.78121766,215557815.1
491,950,750,15667.6294,947.7296864,629.8201994,0,0,30,32,0.033863062,9,9,8,8,96.5,81.71428571,13,200,35,400,60,25,259682.5911,654.993568,18.16866946,216462762.0
492,1000,700,16537.48646,1263.040313,703.1762596,0,0,26,29,0.024533595,8,8,7,7,118.7142857,88.5,10,100,40,500,60,25,207441.1179,549.9193825,17.52158695,216769385.2
493,1100,900,15803.99767,894.8787677,607.3830154,0,0,28,25,0.013883301,7,7,9,9,159.1666667,94.375,10,400,30,400,50,25,191543.3533,577.2033839,24.08119293,217142953.5
494,1050,750,16115.8789,985.3695325,531.1171505,0,0,20,32,0.020425339,5,5,7,7,218.0,95.33333333,13,400,35,500,60,25,196107.2937,545.1536556,19.45622647,218354395.9
495,1050,950,15271.30764,1167.439508,990.1260731,0,0,26,29,0.017216558,7,7,8,8,145.8333333,110.7142857,13,150,27,400,60,25,237689.2787,669.8512226,24.56984385,218421942.4
496,1150,950,15628.00472,1075.687208,761.1628735,0,0,20,29,0.012091897,7,7,5,5,162.5,193.75,13,300,27,400,60,25,202964.9466,620.621596,26.51610345,218438065.4
497,950,950,15568.77983,757.2418843,757.2418843,0,0,28,29,0.020492583,9,9,7,7,96.875,129.1666667,13,350,30,400,60,25,225786.3253,626.8230804,22.30457723,218480791.5
498,900,850,16793.66361,733.9565507,658.6971047,0,0,26,29,0.022449041,8,8,7,7,104.4285714,113.5,10,250,40,400,60,25,202085.9949,552.3146878,18.98005849,218517824.6
499,1000,850,17290.7825,1084.749234,816.0129146,0,0,18,29,0.013987479,7,7,4,4,137.5,225.0,13,200,40,400,60,25,177155.6774,520.8324151,20.76231164,218635131.2
500,1100,750,17015.0009,1014.590573,481.5241724,0,0,26,25,0.015469964,8,8,7,7,136.4285714,100.8333333,10,400,40,400,50,25,170252.7705,501.900259,20.14079496,219186138.8
501,950,950,16714.95273,946.2817923,946.2817923,0,0,14,32,0.012475865,5,5,4,4,194.5,259.3333333,10,150,35,500,60,25,173332.0982,523.8919742,21.94338173,219691508.4
502,850,850,16022.58261,610.0140003,610.0140003,0,0,30,29,0.02742643,9,9,8,8,85.125,97.28571429,10,350,35,500,60,25,216910.8631,572.7516459,18.10500334,220586206.2
503,1100,800,15580.24006,1063.881292,602.6276346,0,0,24,29,0.018014178,5,5,9,9,232.75,78.875,10,200,30,500,60,25,203808.2661,579.0992723,21.63596966,221446716.1
504,1100,800,16448.83828,1158.629792,658.9456698,0,0,30,25,0.016734336,10,10,7,7,106.1111111,109.1666667,10,150,35,400,50,25,198797.5463,569.354093,21.60122917,222333327.0
505,950,850,16333.09326,863.0972276,707.1260993,0,0,32,25,0.019452586,9,9,9,9,99.875,87.375,13,350,35,500,50,25,196177.2606,549.3845896,19.91648037,223569143.7
506,900,800,16709.27507,732.6065387,586.1590792,0,0,26,32,0.029042279,8,8,7,7,104.0,104.6666667,10,250,40,400,60,25,227275.2829,592.6549966,18.11869165,225164337.8
507,1100,950,15624.74267,923.6186559,702.6978613,0,0,20,32,0.015392301,8,8,4,4,131.7142857,257.3333333,13,400,27,400,60,25,218009.7293,640.4455024,25.52767706,226030648.0
508,1100,800,15492.51096,1258.027244,741.2944589,0,0,40,25,0.022312448,11,11,11,11,95.5,65.5,10,100,30,400,50,25,243925.8702,658.173783,21.91126213,226419466.3
509,950,950,17792.97311,842.5591125,842.5591125,0,0,12,32,0.010693598,3,3,5,5,386.0,193.0,13,350,40,400,60,25,157071.6829,491.8567336,21.83175947,227544045.2
510,1250,850,16404.08346,1200.621726,578.6853477,0,0,18,29,0.011189983,8,8,3,3,153.5714286,337.5,13,450,30,400,60,25,185993.7477,581.0901749,25.70982266,227828694.4
511,1250,850,15567.18518,1220.822144,603.8251876,0,0,30,25,0.013859968,7,7,10,10,183.1666667,77.66666667,13,350,27,400,50,25,210735.2784,629.7561798,25.87987709,228671030.0
512,1000,800,17133.53957,941.2431415,623.0675367,0,0,32,25,0.019634954,8,8,10,10,121.2857143,72.11111111,13,350,40,400,50,25,195577.2606,546.6845896,19.73990037,228912344.0
513,1050,900,16102.62148,855.2467865,638.5728117,0,0,18,32,0.015319004,7,7,4,4,146.3333333,242.6666667,10,350,30,500,60,25,194106.5387,573.1211391,23.06408777,229009477.9
514,900,800,16251.63006,1077.997764,892.4965622,0,0,26,32,0.029042279,7,7,8,8,120.3333333,88.85714286,13,150,35,500,60,25,240357.3879,618.6883854,18.20779079,229445229.8
515,1050,900,15976.32242,945.960769,715.0201422,0,0,22,32,0.018723227,6,6,7,7,174.4,120.3333333,13,300,30,400,60,25,224956.3177,633.8662276,23.27595115,230698197.3
516,1000,750,16933.54622,894.8653865,518.86462,0,0,24,32,0.025735927,7,7,7,7,138.0,96.33333333,10,250,40,400,60,25,217423.8884,579.3977073,18.74069388,230725029.7
517,1100,800,16843.9384,1159.60784,657.9500754,0,0,20,29,0.015011815,6,6,6,6,185.0,125.0,13,300,35,500,60,25,184575.682,541.3569594,21.50354149,231955534.1
518,1050,750,17253.55945,1086.103853,591.7748657,0,0,28,25,0.017453293,7,7,9,9,149.8333333,74.875,13,350,40,500,50,25,179320.9013,512.2187045,19.34062307,233305839.2
519,1050,800,15267.84059,1227.192623,793.2489953,0,0,32,29,0.025162661,9,9,9,9,110.125,78.875,10,100,27,500,60,25,251284.1662,664.4832544,21.0422304,234741789.4
520,1050,800,17732.22908,1072.729562,653.2783302,0,0,18,29,0.014153997,8,8,3,3,125.0,312.5,13,350,40,500,60,25,169166.2329,502.9254206,20.47790603,235143123.0
521,950,900,15390.73938,1042.063248,955.3232369,0,0,26,32,0.024456656,6,6,9,9,155.6,91.0,10,100,27,500,60,25,250726.6336,666.4311844,21.38329702,236163033.5
522,950,800,17334.50615,1157.837386,872.1539664,0,0,20,32,0.021164414,6,6,6,6,155.6,125.6,10,100,40,500,60,25,204399.5298,556.1332055,18.88022662,236596029.3
523,1200,900,16054.71694,1156.318747,687.1714371,0,0,26,25,0.011817333,11,11,4,4,104.9,249.6666667,13,400,27,500,50,25,195464.8461,603.2762895,26.17728887,236968079.3
524,1050,850,15906.64922,995.8554977,684.6314648,0,0,26,32,0.023429065,9,9,6,6,109.75,135.6,10,150,30,400,60,25,247520.1555,667.580293,22.22392616,237228351.6
525,1000,950,16230.54643,853.5528791,777.5000878,0,0,30,25,0.01550128,11,11,6,6,85.5,161.0,10,250,30,500,50,25,199054.2207,583.9208752,23.21291704,237364517.5
526,1100,850,17217.72773,1325.630334,857.1367974,0,0,14,32,0.012042212,4,4,5,5,307.3333333,168.0,13,200,35,500,60,25,180103.3858,543.8928366,22.73697139,237752121.1
527,1000,850,16710.25686,820.8277839,601.4251104,0,0,28,29,0.021758301,6,6,10,10,166.2,75.66666667,10,300,35,400,60,25,218320.2029,601.4234969,21.04627244,238485864.4
528,1000,800,16702.57929,1127.14027,774.5307398,0,0,22,32,0.022116812,6,6,7,7,164.4,103.6666667,13,200,35,500,60,25,217732.5013,590.3748329,19.89187631,238759068.1
529,1150,800,16074.98286,1102.250849,569.8813097,0,0,32,25,0.017073873,10,10,8,8,111.6666667,93.57142857,10,250,30,500,50,25,204282.4004,588.1038178,22.55908569,239101171.7
530,900,850,16412.66596,799.5946324,722.1949912,0,0,36,29,0.031083287,11,11,9,9,72.5,84.375,13,250,35,400,60,25,258547.3515,663.3464636,19.3682024,239340453.5
531,1000,900,16171.3934,851.8426939,702.8619977,0,0,26,29,0.019081685,6,6,9,9,165.0,90.625,13,400,30,500,60,25,214086.3935,603.303481,22.16667412,239592449.2
532,950,900,16099.86197,804.9031567,730.398126,0,0,24,32,0.022575375,8,8,6,6,110.2857143,144.4,13,350,30,500,60,25,227962.0407,621.4526303,21.22737634,241346635.9
533,1150,800,17019.55264,1030.21395,506.5242398,0,0,18,32,0.015735281,4,4,7,7,326.0,104.6666667,10,400,35,400,60,25,191353.4821,562.6225565,22.47035888,241416363.6
534,1100,900,15699.82458,862.2718582,586.5131721,0,0,30,29,0.020015753,8,8,9,9,133.0,91.375,10,350,27,400,60,25,239367.7846,671.1549197,24.41022178,242694097.4
535,1200,800,15556.46647,1018.265679,467.1380182,0,0,26,32,0.021781709,8,8,7,7,146.8571429,104.6666667,10,350,27,400,60,25,245474.7306,677.0638973,23.76243713,243612528.5
536,1050,950,17599.11039,1202.806292,1014.140194,0,0,14,32,0.011287687,5,5,4,4,219.5,259.3333333,10,100,35,400,60,25,188988.189,574.1235948,24.23492987,244333174.6
537,900,800,16629.97529,771.8630648,624.1744482,0,0,34,29,0.031191215,11,11,8,8,72.5,89.28571429,13,350,35,500,60,25,240788.9627,619.2365346,18.21157317,245193643.1
538,850,750,17117.55922,662.8937347,523.5288527,0,0,30,32,0.037846951,9,9,8,8,84.0,81.71428571,13,500,40,500,60,25,244138.3431,609.0005144,16.33786584,245277565.8
539,1100,750,16962.18993,975.6143343,467.1108798,0,0,26,29,0.020816383,10,10,5,5,103.4444444,145.25,10,400,35,500,60,25,204401.3485,568.9702415,20.37577615,246491105.4
540,1150,950,16314.94537,935.3455573,647.3444883,0,0,20,29,0.012091897,7,7,5,5,163.5,195.25,10,450,27,500,60,25,195141.496,605.0529293,26.46281977,246898835.0
541,1100,750,17678.66235,1196.164811,601.2483049,0,0,26,25,0.015469964,5,5,10,10,238.75,67.22222222,10,200,40,500,50,25,175339.2053,512.0222644,20.17543747,247286190.4
542,1100,900,17604.35798,985.5839822,670.8617851,0,0,18,29,0.012009452,5,5,6,6,232.75,146.2,10,300,35,400,60,25,178814.3477,552.2451689,23.99348789,247879520.2
543,850,850,15930.43263,695.3911014,695.3911014,0,0,32,32,0.03562066,9,9,9,9,84.0,84.0,13,300,30,500,60,25,267909.7847,673.0506975,18.45557073,247937803.4
544,1200,850,16657.58402,1266.697019,685.2901742,0,0,20,32,0.015769563,8,8,4,4,146.0,224.0,13,250,30,400,60,25,221667.5095,642.704485,24.97761086,249511448.2
545,1150,800,17462.7384,1205.791729,624.1744482,0,0,20,29,0.014359127,7,7,5,5,162.5,156.25,13,350,35,500,60,25,186426.1106,553.0713124,22.43610988,252184255.5
546,1000,850,18045.04333,882.8855436,647.3322966,0,0,24,29,0.018649972,9,9,5,5,103.125,168.75,13,450,40,400,60,25,198629.4628,562.7694537,20.91072388,253698247.2
547,950,900,15789.75241,702.7712419,635.6661844,0,0,28,32,0.026337937,9,9,7,7,97.25,121.3333333,10,300,27,500,60,25,249989.6369,664.6415751,21.37915392,254109465.3
548,1050,900,18544.37311,1254.48866,962.7596165,0,0,12,32,0.010212669,2,2,6,6,878.0,145.6,10,100,40,400,60,25,171673.6418,529.448632,22.90867337,254762264.4
549,1150,900,16811.21128,1682.728971,1147.722562,0,0,24,29,0.015316402,7,7,7,7,162.5,120.8333333,13,100,30,400,60,25,243692.2774,689.5924547,25.47247678,254994993.5
550,1050,850,17360.34725,876.0803772,581.3843673,0,0,22,29,0.016281722,3,3,10,10,440.5,75.66666667,10,450,35,500,60,25,188857.9412,552.1233904,21.82091597,255413757.0
551,1150,850,16563.27983,1682.728971,1050.991078,0,0,28,29,0.018920262,8,8,8,8,139.2857143,96.42857143,13,100,30,400,60,25,258579.286,707.1410723,24.25285777,255609099.6
552,900,900,16296.9223,768.8430856,768.8430856,0,0,28,32,0.027801156,9,9,7,7,90.25,120.3333333,13,300,30,500,60,25,250608.3979,656.8369095,20.3484069,256126686.3
553,1100,800,18286.7943,1031.124951,556.718429,0,0,14,32,0.01279485,3,3,6,6,464.0,125.6,10,400,40,500,60,25,163003.3286,498.8197228,21.35555429,258358749.4
554,1050,750,17028.13261,891.878334,467.1108798,0,0,30,29,0.025162661,8,8,9,9,125.8571429,72.625,10,400,35,500,60,25,221776.1713,595.4856092,19.63308383,259679613.9
555,1050,1000,17072.07357,990.6084392,908.1871388,0,0,26,25,0.012154972,7,7,8,8,150.8333333,122.1428571,10,200,30,500,50,25,194572.2804,595.4760839,25.48123565,260019665.5
556,950,800,17722.60393,783.7852547,562.9230728,0,0,28,32,0.029630179,10,10,6,6,85.77777778,124.4,13,500,40,400,60,25,242065.5026,629.7965478,19.14026631,260951185.9
557,1000,800,18041.70615,1022.506527,685.6075281,0,0,20,32,0.020106193,4,4,8,8,274.0,88.85714286,13,300,40,500,60,25,199816.3597,555.044697,19.76897728,261802645.9
558,1100,850,16514.24837,924.3062206,565.7311777,0,0,32,29,0.022606027,8,8,10,10,133.0,75.66666667,10,300,30,400,60,25,246060.185,673.1635318,23.19156929,262533585.5
559,1000,1000,16861.62983,915.4297564,915.4297564,0,0,28,29,0.018494556,8,8,8,8,117.8571429,117.8571429,13,250,30,400,60,25,238373.3343,671.4492283,24.63272042,263101320.9
560,1000,950,16669.09922,721.4868781,652.4412124,0,0,26,32,0.02201099,7,7,8,8,138.0,111.1428571,10,450,30,400,60,25,243159.8097,670.4492048,23.51667936,264324614.3
561,1000,1000,18110.73443,946.6291165,946.6291165,0,0,22,25,0.010799225,8,8,5,5,121.2857143,212.25,13,350,35,500,50,25,174627.1606,546.1395652,24.19436737,265215317.5
562,1000,850,16042.59066,748.7129826,551.4591584,0,0,36,29,0.027974959,12,12,8,8,75.54545455,97.28571429,10,350,27,500,60,25,258432.7595,680.1864255,21.32234874,266981671.4
563,950,850,18047.90417,813.1688438,658.6971047,0,0,30,29,0.024539437,7,7,10,10,130.1666667,75.66666667,10,250,40,400,60,25,226261.567,608.4275468,20.12361558,267270640.8
564,1050,850,18660.42908,943.64112,627.1329343,0,0,18,29,0.013321409,6,6,5,5,176.2,170.25,10,400,40,500,60,25,168897.5687,512.9327788,21.68353101,267686115.5
565,1000,850,18296.46361,847.0289312,617.4704331,0,0,26,29,0.020204137,6,6,9,9,166.2,85.125,10,350,40,400,60,25,207110.3667,579.3811877,20.96920511,268692618.2
566,1300,900,16811.90069,1312.732972,668.8621695,0,0,22,29,0.012420031,4,4,9,9,377.0,91.375,10,200,27,400,60,25,218593.4002,667.0189539,28.40569821,271756591.8
567,1100,900,17096.20165,1048.957845,730.398126,0,0,20,32,0.016247429,4,4,8,8,307.3333333,103.1428571,13,350,30,500,60,25,214659.1202,622.7337904,24.23990421,271987962.4
568,1150,900,16491.83984,1439.535187,971.1670498,0,0,34,25,0.016125325,8,8,11,11,143.5714286,75.5,10,100,27,500,50,25,235290.9439,672.7056844,25.41571346,272421474.3
569,1150,950,16664.04861,939.330518,650.5814507,0,0,28,29,0.016928655,9,9,7,7,122.625,130.1666667,10,350,27,400,60,25,237655.6132,688.5949635,26.75525254,273043679.8
570,1250,900,16698.03487,1421.257382,810.2889315,0,0,34,25,0.014835299,10,10,9,9,122.1111111,93.625,13,200,27,400,50,25,239997.0495,700.1428345,27.51768813,273143378.1
571,1050,900,16198.83847,826.7599644,618.7541211,0,0,38,29,0.026560587,10,10,11,11,97.22222222,72.5,13,450,27,400,60,25,278543.9009,739.0183321,23.64495896,274272294.3
572,1350,900,17022.78013,1328.875983,617.6118058,0,0,16,32,0.010590916,3,3,7,7,586.0,120.3333333,13,450,27,400,60,25,206492.1495,652.3074904,29.35733433,274505572.8
573,1200,800,17948.03627,1338.550353,646.717812,0,0,20,32,0.016755161,8,8,4,4,146.8571429,209.3333333,10,150,35,400,60,25,216248.1769,619.8720133,23.56075274,274733642.4
574,1100,850,18004.37851,1422.144727,930.270924,0,0,18,32,0.015482844,5,5,6,6,232.0,135.6,10,100,35,500,60,25,208367.6705,599.4927914,22.93122559,276426371.4
575,1150,1000,17754.90721,1257.866476,986.4764099,0,0,16,32,0.011189533,6,6,4,4,194.4,274.0,13,200,30,400,60,25,211885.2923,649.9878446,27.89912173,276694704.6
576,1000,900,17738.09663,964.6341876,798.9602255,0,0,30,29,0.022017329,8,8,9,9,118.7142857,91.375,10,150,35,400,60,25,239613.2096,653.5713155,22.34197082,276939372.8
577,1200,900,16773.88458,1162.43728,690.650778,0,0,30,29,0.018347774,12,12,5,5,93.18181818,181.25,13,300,27,400,60,25,253287.3394,716.9268337,26.57494709,279311765.1
578,1250,950,17058.93518,1094.731807,644.8333537,0,0,30,25,0.012401024,8,8,9,9,157.8571429,100.625,10,400,27,400,50,25,215588.0705,664.5132362,28.78782067,279580395.3
579,900,850,18117.13278,962.7596165,873.4222962,0,0,30,32,0.031539126,9,9,8,8,91.0,96.85714286,10,100,40,400,60,25,267289.5776,680.6734712,19.42793364,280545684.5
580,1150,850,19293.56222,1080.283368,594.5667267,0,0,16,29,0.010811578,7,7,3,3,163.5,340.5,10,450,40,400,60,25,165138.5222,522.785541,23.61213605,281025142.3
581,1150,850,18268.52812,1155.563497,660.2510354,0,0,16,32,0.013164157,4,4,6,6,326.0,135.6,10,250,35,500,60,25,186864.9253,565.5593142,23.76136245,282213375.3
582,1000,850,17869.40468,1278.289164,983.3983879,0,0,24,32,0.022708171,8,8,6,6,117.4285714,134.4,13,150,35,500,60,25,240343.2753,645.0872872,21.19670631,282580357.5
583,850,850,17470.28123,580.2451425,580.2451425,0,0,32,32,0.03562066,9,9,9,9,84.75,84.75,10,450,35,500,60,25,261768.7966,660.8301312,18.41374591,284642897.0
584,1200,850,16760.55052,1420.850456,800.5009267,0,0,28,29,0.018131918,8,8,8,8,146.4285714,96.42857143,13,200,27,500,60,25,244161.9671,686.9846077,25.13212821,284798864.4
585,1150,800,19031.22306,1080.283368,527.448918,0,0,22,29,0.01579504,10,10,3,3,109.0,315.5,10,450,40,400,60,25,191194.9495,562.296037,22.4693091,284910391.4
