name,h,b,PI_Pn_max,PI_Vn_z,PI_Vn_y,PI_Mn_z,PI_Mn_y,required_rebar,MainRebar_size,rho,side_rebars_top,side_rebars_bottom,side_rebars_left,side_rebars_right,spacing_h,spacing_b,Stirrup_size,Stirrup_verticle_size,fck,fy,Cover_size,aggregate,Cost,CO2,UnitWeight,PM_Volume
586,1100,900,17243.54837,956.209094,656.2193424,0,0,32,29,0.021350137,11,11,7,7,93.1,121.8333333,10,250,30,400,60,25,252112.5057,696.2516499,24.49774286,286871222.3
587,1150,800,18993.9943,1316.68567,685.6075281,0,0,14,32,0.012238552,2,2,7,7,972.0,103.6666667,13,300,40,500,60,25,172964.2795,526.674015,22.34336154,287059889.2
588,1100,950,18709.54776,932.4125265,698.6785355,0,0,20,29,0.012641528,6,6,6,6,186.2,156.2,10,450,35,400,60,25,191204.4877,587.6802827,25.34354664,290122690.4
589,1100,800,19066.33553,1180.448777,661.8636081,0,0,18,32,0.016450522,7,7,4,4,154.6666667,209.3333333,10,200,40,500,60,25,193116.6095,558.0991799,21.56240157,291265560.9
590,1200,950,17935.54562,1266.697019,834.2900856,0,0,18,32,0.012698648,5,5,6,6,255.5,154.4,13,250,30,400,60,25,219603.0587,663.0152139,27.72257063,291778079.5
591,900,900,18802.4008,740.3614727,740.3614727,0,0,28,29,0.022832785,7,7,9,9,121.8333333,91.375,10,300,40,500,60,25,214914.6904,586.614527,20.10311274,293527267.6
592,900,850,18647.02948,757.8455269,681.0684202,0,0,32,29,0.027629589,8,8,10,10,103.5714286,75.0,13,450,40,500,60,25,232424.2888,611.8920984,19.18884481,294443497.5
593,1150,850,17335.05765,1039.764697,589.7800695,0,0,34,29,0.022974604,9,9,10,10,122.625,75.66666667,10,250,30,400,60,25,261376.9842,711.9126974,24.27407159,298680001.5
594,900,900,18037.25545,701.5935324,701.5935324,0,0,28,32,0.027801156,8,8,8,8,104.0,104.0,10,300,35,500,60,25,246184.1244,648.0326052,20.31827422,299399805.6
595,950,950,19224.66361,853.9545704,853.9545704,0,0,26,29,0.019028827,11,11,4,4,78.1,260.3333333,10,200,40,400,60,25,215872.7447,607.3603198,22.23633839,299542140.0
596,1100,850,17286.02619,1004.063404,625.8534071,0,0,38,29,0.026844657,13,13,8,8,77.58333333,97.28571429,10,200,30,400,60,25,280367.8848,740.64006,23.4273903,301039726.9
597,1250,900,18049.88402,1118.064196,586.8188127,0,0,20,32,0.014297737,7,7,5,5,179.6666667,182.0,10,450,30,400,60,25,220213.8144,660.8956318,27.38261967,303233115.0
598,1150,850,17564.14214,1380.837009,836.2286595,0,0,38,25,0.019082564,11,11,10,10,99.9,77.66666667,13,200,30,500,50,25,241890.4861,673.8985035,24.13928073,303242710.7
599,1200,950,17537.22044,1113.215723,723.0023402,0,0,24,29,0.013905681,7,7,7,7,170.8333333,129.1666667,13,450,27,500,60,25,223218.7275,669.9340904,27.74794584,303921747.3
600,1000,900,17490.3223,882.8314534,730.398126,0,0,28,32,0.02502104,7,7,9,9,137.0,90.25,13,350,30,500,60,25,256855.7593,687.3411587,22.46087871,304226699.5
601,950,900,19160.65076,1237.157242,1133.830898,0,0,34,25,0.01952013,8,8,11,11,114.1428571,74.9,13,150,40,500,50,25,221001.9207,608.1265282,21.17854929,304440948.7
602,950,900,18340.08006,849.7732567,770.4380868,0,0,26,32,0.024456656,9,9,6,6,96.5,144.4,13,350,35,500,60,25,240460.0502,646.0006834,21.31337374,304718312.9
603,1100,850,19648.96492,1214.673108,763.9030071,0,0,16,32,0.013762528,6,6,4,4,184.4,224.0,13,300,40,500,60,25,186662.2891,556.6220682,22.78251894,305635472.6
604,1000,900,18484.26856,1143.843226,959.1450233,0,0,38,25,0.020725785,9,9,12,12,106.125,68.09090909,13,200,35,500,50,25,234648.5376,643.925026,22.30752427,310156432.8
605,1050,950,17989.41197,964.1830161,804.9031567,0,0,24,32,0.019350321,9,9,5,5,109.0,193.0,13,350,30,500,60,25,240255.1393,674.5298967,24.58847902,313065853.5
606,1050,900,19800.26235,1132.29943,860.2364664,0,0,26,25,0.013505524,7,7,8,8,149.8333333,107.0,13,300,40,500,50,25,186922.4011,559.168824,23.01422455,313749077.8
607,1100,1000,19474.20651,1159.752918,978.1833741,0,0,26,25,0.011602473,8,8,7,7,135.5714286,141.5,13,250,35,400,50,25,203003.9524,622.2951111,26.68861873,318051687.2
608,1050,850,17472.84123,860.9236154,577.5469503,0,0,36,32,0.032440244,11,11,9,9,87.2,84.0,13,450,30,400,60,25,304051.4363,778.4626124,22.61332942,318073904.5
609,1250,850,19344.17956,1249.007634,593.9098317,0,0,18,29,0.011189983,6,6,5,5,216.2,170.25,10,400,35,500,60,25,183114.1063,575.3596885,25.6902101,318332556.0
610,1200,900,18196.58286,1191.996704,704.8705624,0,0,32,25,0.01454441,8,8,10,10,150.7142857,83.88888889,10,250,30,500,50,25,217822.2455,647.1761095,26.3311646,319199642.0
611,1050,950,20150.00278,1309.98853,1105.699214,0,0,20,29,0.013243506,3,3,9,9,437.5,96.875,13,150,40,400,60,25,206895.843,609.3680799,24.35795767,320779424.7
612,1100,950,18216.95571,1179.522612,917.0159214,0,0,36,25,0.016910487,11,11,9,9,94.9,99.875,13,250,30,500,50,25,236328.0713,676.580433,25.65330339,322945069.0
613,1000,1000,17520.18241,894.0096467,894.0096467,0,0,28,32,0.022518936,10,10,6,6,91.33333333,164.4,13,300,27,500,60,25,267197.6626,728.0015461,24.83122886,323407999.9
614,1050,950,17925.42603,920.1431147,765.538548,0,0,30,32,0.024187901,9,9,8,8,109.75,111.1428571,10,200,30,400,60,25,278121.2044,748.9144085,24.84900509,323537419.8
615,1350,900,18090.92727,1273.796525,582.3900089,0,0,18,32,0.011914781,6,6,5,5,235.6,182.0,10,450,27,500,60,25,215189.8215,669.2928719,29.41744853,325740757.4
616,1100,900,17416.0392,1241.916362,892.3672611,0,0,46,25,0.02280828,15,15,10,10,67.78571429,83.22222222,13,200,27,500,50,25,273403.2047,738.3302739,24.64353533,326180532.9
617,1100,850,18788.22618,1361.195005,884.1283845,0,0,34,29,0.024018904,9,9,10,10,115.625,75.0,13,150,35,400,60,25,273052.5606,726.6130944,23.37612778,327130029.2
618,950,900,18733.40545,752.4006457,678.7608858,0,0,28,32,0.026337937,6,6,10,10,155.6,80.88888889,10,350,35,500,60,25,249044.2794,662.7603135,21.37271531,327913149.1
619,1200,850,19332.77225,1540.988335,858.8262918,0,0,22,29,0.014246507,6,6,7,7,205.0,112.5,13,200,35,500,60,25,213368.5315,626.5014651,24.92024203,328397578.9
620,950,900,19413.86313,1353.231629,1243.268671,0,0,46,25,0.026409587,13,13,12,12,66.58333333,68.09090909,13,100,40,400,50,25,278232.4319,720.8324358,21.57154231,328551824.8
621,1350,900,18787.49767,1431.748129,672.2035639,0,0,28,25,0.011312319,8,8,8,8,171.2857143,107.0,13,400,30,400,50,25,214674.4871,668.4143402,29.41353987,328923972.7
622,1300,900,17952.91029,1740.175997,955.3232369,0,0,20,32,0.013747824,4,4,8,8,376.0,104.0,10,100,27,500,60,25,242748.3679,714.7753932,28.57105845,331031652.2
623,1150,1000,18820.92148,1046.657563,805.2365023,0,0,18,32,0.012588225,5,5,6,6,244.5,165.6,10,300,30,500,60,25,212332.6643,650.5551289,27.90304508,332321954.4
624,1150,850,18121.09214,1016.812433,573.1946854,0,0,26,32,0.021391755,6,6,9,9,195.6,84.75,10,350,30,500,60,25,246874.7306,683.3638973,24.17445713,332925913.9
625,1050,900,20215.53553,1276.058057,980.7086918,0,0,18,32,0.015319004,4,4,7,7,290.6666667,120.3333333,13,200,40,500,60,25,205899.4049,596.5889428,23.1444062,334150682.9
626,1200,900,18335.69651,1059.16624,607.3830154,0,0,42,25,0.019089539,12,12,11,11,95.90909091,75.5,10,400,30,400,50,25,252448.8797,715.0974369,26.56967303,336152788.5
627,1050,950,18313.815,1023.923308,858.9787278,0,0,42,25,0.020668373,12,12,11,11,81.72727273,79.9,13,300,30,500,50,25,252495.1546,698.6235239,24.67255924,338503584.4
628,1100,800,19669.01691,1135.640065,631.5245487,0,0,44,25,0.024543693,13,13,11,11,79.58333333,65.5,10,200,40,400,50,25,248701.0911,667.2822025,21.94485487,340156541.9
629,1200,850,19340.15686,1252.741545,661.5473398,0,0,28,29,0.018131918,6,6,10,10,206.2,75.66666667,10,200,35,400,60,25,236462.0295,671.661732,25.07968575,340649692.2
630,1050,900,19339.05468,975.6691434,733.5592376,0,0,24,32,0.020425339,8,8,6,6,125.4285714,145.6,10,250,35,500,60,25,234010.3485,651.5607629,23.33849243,342062535.3
631,1050,1000,18685.56197,964.1830161,882.8314534,0,0,24,32,0.018382805,8,8,6,6,124.5714286,164.4,13,350,30,500,60,25,244752.8389,694.0223188,25.82656658,343046386.0
632,1150,900,18312.55315,1273.871375,836.3602231,0,0,48,25,0.022765164,14,14,12,12,76.84615385,68.09090909,13,200,30,400,50,25,285152.3586,770.5499552,25.75905221,343949891.6
633,1250,950,19137.56,1339.215205,817.5235895,0,0,28,25,0.011574289,10,10,6,6,122.1111111,159.8,13,350,30,500,50,25,213702.4978,660.9580815,28.77444356,344558096.1
634,1050,950,20753.96492,1010.316952,837.1170886,0,0,16,32,0.012900214,4,4,6,6,290.6666667,154.4,13,450,40,500,60,25,187934.429,571.7036266,24.22862937,347709998.1
635,1100,900,20564.48852,1684.346315,1222.911937,0,0,20,32,0.016247429,6,6,6,6,184.4,144.4,13,100,40,400,60,25,240856.6818,674.866938,24.41832963,348055416.7
636,1250,1000,19404.85201,1457.790537,988.100685,0,0,22,29,0.011625149,8,8,5,5,153.5714286,206.25,13,200,30,400,60,25,233852.4284,713.44842,30.34955496,348977973.4
637,1200,850,18413.12619,1179.310265,625.8534071,0,0,38,29,0.024607602,11,11,10,10,103.1,75.66666667,10,200,30,400,60,25,287784.4223,772.4669697,25.43282939,352946957.5
638,1000,950,20637.37211,877.8445892,795.6892467,0,0,24,29,0.016686817,7,7,7,7,138.5,130.1666667,10,350,40,500,60,25,205198.1954,595.9212315,23.25537586,355255345.2
639,1050,1000,21078.20278,1105.580804,1012.078305,0,0,20,29,0.012581331,6,6,6,6,175.0,165.0,13,250,40,400,60,25,201732.1994,609.6344291,25.5302441,355564881.4
640,1100,1000,18370.68059,1227.369757,1046.879439,0,0,32,29,0.019215123,12,12,6,6,84.09090909,165.0,13,200,27,500,60,25,271611.8985,757.1434415,27.1604539,355959255.1
641,1100,900,19473.64948,974.1734234,662.1643918,0,0,44,25,0.021816616,12,12,12,12,86.81818182,68.63636364,10,350,35,400,50,25,253361.4817,698.64438,24.50650096,356493864.5
642,950,900,20112.23918,1003.631873,913.735062,0,0,42,25,0.024113102,13,13,10,10,67.08333333,83.88888889,10,150,40,500,50,25,242155.5992,649.4338087,21.32476168,357657355.5
643,1100,950,20007.21826,1173.351341,904.5523659,0,0,32,25,0.015031544,10,10,8,8,105.4444444,114.1428571,13,300,35,500,50,25,218501.5724,641.4999701,25.53082148,359277128.2
644,1050,850,20299.44497,1041.738695,705.6616838,0,0,38,25,0.020899951,11,11,10,10,90.5,78.33333333,10,250,40,500,50,25,224720.3244,622.6618817,22.067412,359524142.8
645,1000,1000,18801.20675,988.100685,988.100685,0,0,34,29,0.022457675,7,7,12,12,137.5,75.0,13,250,30,500,60,25,269166.7699,731.932371,24.8446066,359698230.3
646,1250,900,18341.32555,1329.58559,744.5732707,0,0,30,29,0.017613863,6,6,11,11,215.0,72.5,13,300,27,500,60,25,257234.6555,733.8179929,27.63679257,360163287.4
647,1150,900,18811.065,1007.045865,631.7549022,0,0,42,25,0.019919519,15,15,8,8,71.78571429,107.8571429,10,400,30,500,50,25,248694.7453,698.5907095,25.50914325,360948692.0
648,1050,800,20084.93628,1041.738695,631.5245487,0,0,44,25,0.02571244,14,14,10,10,69.61538462,72.77777778,10,250,40,500,50,25,243158.2483,648.2199455,20.98713832,362283769.4
649,1150,900,18939.35341,1541.700914,1039.877577,0,0,32,29,0.02042187,8,8,10,10,139.2857143,80.55555556,13,150,30,500,60,25,272177.3467,745.2166835,25.66936101,365770585.6
650,1200,850,19848.83641,1240.385252,652.7949655,0,0,32,29,0.020722192,10,10,8,8,113.8888889,96.42857143,13,350,35,400,60,25,256608.3811,711.2224419,25.21833737,367541568.0
651,1100,950,21241.22306,1418.062459,1105.699214,0,0,22,29,0.013905681,8,8,5,5,132.1428571,193.75,13,150,40,400,60,25,221654.9539,648.0114458,25.55165737,367574424.3
652,1150,800,20747.2008,2023.687437,1159.912739,0,0,28,29,0.020102778,11,11,5,5,97.5,156.25,13,100,40,500,60,25,252937.3375,684.3675949,22.89198131,369893200.2
653,1250,1000,18767.24691,1888.939604,1336.746375,0,0,40,25,0.015707963,9,9,13,13,137.375,70.75,13,100,27,400,50,25,295283.4807,834.6714277,30.77072809,369957368.9
654,1100,850,20553.52444,989.4484764,594.5667267,0,0,32,29,0.022606027,8,8,10,10,133.0,75.66666667,10,450,40,400,60,25,243717.3423,668.5012748,23.17561274,369989213.9
655,1100,900,20035.20468,957.5817134,648.317357,0,0,24,32,0.019496914,9,9,5,5,116.0,182.0,10,450,35,500,60,25,233998.8085,660.5737983,24.37337508,370896798.9
656,1150,900,18869.28547,1048.102712,662.4201282,0,0,40,29,0.025527337,14,14,8,8,75.0,103.5714286,13,400,30,400,60,25,297519.2047,794.585922,25.84483757,371185296.2
657,1250,1000,19834.53338,1226.299516,806.5580064,0,0,20,29,0.010568318,5,5,7,7,270.25,138.5,10,300,30,500,60,25,210906.3888,668.051066,30.19255511,371836736.2
658,1250,900,18471.69027,1066.944017,561.0795388,0,0,32,32,0.02287638,11,11,7,7,107.8,121.3333333,10,450,27,400,60,25,295201.8718,808.1839507,27.8986041,375801736.0
659,1150,850,21123.57211,1268.179985,729.2628825,0,0,24,29,0.016217367,8,8,6,6,139.2857143,135.0,13,350,40,500,60,25,211852.7673,614.6858296,23.9331749,377106875.2
660,1150,950,19075.00315,993.4451533,688.890345,0,0,48,25,0.021566998,13,13,13,13,83.75,67.08333333,10,350,30,400,50,25,277170.1482,766.2113565,27.02713775,378508068.3
661,1250,850,19248.19214,1338.9967,669.6303599,0,0,26,32,0.019680415,9,9,6,6,134.75,135.6,10,200,30,500,60,25,258941.7228,724.445212,26.21156937,380035047.3
662,1250,950,20914.02276,1443.526216,879.9484316,0,0,20,29,0.011124545,5,5,7,7,270.25,130.1666667,10,150,35,400,60,25,213756.9671,661.1737167,28.77452355,381198247.2
663,1050,850,20556.38528,1028.950087,694.7704424,0,0,38,29,0.028122974,12,12,9,9,80.09090909,85.125,10,200,40,400,60,25,276659.616,724.7266051,22.42467075,381445104.1
664,1100,950,21465.13957,1124.048026,855.7699697,0,0,32,25,0.015031544,9,9,9,9,118.625,99.875,13,350,40,400,50,25,216665.7585,637.8467003,25.51831818,385830475.6
665,1200,850,20301.87377,1430.23983,782.9200137,0,0,28,29,0.018131918,7,7,9,9,170.8333333,84.375,13,250,35,500,60,25,240390.1136,679.4786193,25.10643901,386604423.4
666,1000,1000,21353.54622,1203.8852,1203.8852,0,0,24,32,0.019301945,7,7,7,7,137.0,137.0,13,150,40,400,60,25,254427.1722,703.2342421,24.74249924,391109450.3
667,1150,850,20290.46645,1168.016356,669.0605965,0,0,32,29,0.021623156,10,10,8,8,108.3333333,96.42857143,13,400,35,500,60,25,251600.8034,692.7233624,24.20676854,392094827.4
668,1250,850,20518.01002,1670.295857,872.3422465,0,0,34,25,0.015707963,10,10,9,9,122.1111111,87.375,13,200,35,500,50,25,234476.0752,676.6060958,26.0426399,392328161.9
669,1200,900,19480.24214,1133.978003,661.1971987,0,0,26,32,0.019361519,5,5,10,10,255.5,80.22222222,13,500,30,500,60,25,256626.2209,723.3513631,26.59828396,393476695.7
670,1000,950,20037.63529,1401.512136,1292.825583,0,0,42,29,0.02920193,12,12,11,11,75.0,77.5,13,100,35,400,60,25,327188.6874,836.2949277,24.0927024,395047241.2
671,1050,950,21407.10417,983.4519712,813.1688438,0,0,30,29,0.019865259,8,8,9,9,125.8571429,97.625,10,250,40,400,60,25,242448.0271,678.7906024,24.60369413,397570101.5
672,950,900,20962.95922,818.0700051,738.5054464,0,0,30,32,0.028219218,10,10,7,7,85.77777778,120.3333333,13,500,40,500,60,25,262580.2915,689.3739919,21.4657823,397575304.6
673,1300,950,19326.36052,1185.446109,647.3444883,0,0,28,29,0.014975349,8,8,8,8,161.5714286,111.5714286,10,450,27,500,60,25,248010.4353,737.8150593,30.10315408,397751213.0
674,1300,1000,19363.94691,1201.740242,727.3072295,0,0,40,25,0.015103811,11,11,11,11,115.5,85.5,10,350,27,400,50,25,263962.0439,782.3817687,31.70736211,398502897.2
675,1100,950,18855.23847,1023.121203,787.5942435,0,0,32,32,0.024627681,9,9,9,9,116.0,97.25,10,200,27,500,60,25,294727.4827,791.1759165,26.05544204,399302232.9
676,1000,1000,20583.23006,829.7379555,829.7379555,0,0,26,32,0.020910441,6,6,9,9,165.6,103.5,10,350,35,500,60,25,248674.7306,691.4638973,24.70419713,402202847.0
677,1350,1000,19763.97339,1540.464502,907.2578687,0,0,30,25,0.010908308,8,8,9,9,171.2857143,106.125,13,300,27,500,50,25,237357.2897,740.4639825,32.67344576,402802219.6
678,1150,800,21042.58528,1470.809514,789.6933647,0,0,38,29,0.027282342,14,14,7,7,75.46153846,105.1666667,10,100,40,400,60,25,289710.677,756.2202165,23.14603477,403758364.5
679,1150,950,22196.42908,1177.914904,819.9664649,0,0,18,29,0.010882707,4,4,7,7,327.0,130.1666667,10,300,40,500,60,25,187425.3727,589.9631087,26.40954729,406365001.9
680,1150,1000,19085.41153,938.0081381,716.7210865,0,0,34,32,0.023777759,9,9,10,10,122.25,92.0,10,350,27,400,60,25,311195.2296,844.7077468,28.58338596,410143662.1
681,1050,900,21509.31514,927.8431632,686.9871225,0,0,30,29,0.020968884,7,7,10,10,146.8333333,81.22222222,10,450,40,500,60,25,234252.8637,651.9402272,23.34042401,410992098.9
682,1050,800,21087.52984,1071.057776,651.9030074,0,0,32,32,0.030638008,10,10,8,8,96.88888889,88.85714286,13,350,40,500,60,25,276754.0789,714.2448428,21.21820595,411707907.7
683,1150,900,20656.7044,1048.121028,651.3617099,0,0,30,32,0.023311528,9,9,8,8,122.25,104.0,10,350,35,400,60,25,276646.9033,753.5105492,25.70143167,413925836.4
684,1100,1000,21216.43993,1075.613188,901.899502,0,0,26,29,0.015612287,8,8,7,7,132.1428571,137.5,13,400,35,500,60,25,231128.342,677.3769585,26.88257059,414193681.9
685,1300,950,19400.6875,1410.05537,806.9555134,0,0,36,29,0.01925402,9,9,11,11,140.625,77.5,13,250,27,400,60,25,300315.1454,840.8403734,30.46226826,415781073.4
686,1200,850,19054.48578,1143.979196,610.7352314,0,0,42,29,0.027197876,13,13,10,10,85.41666667,75.0,13,400,27,500,60,25,306583.6833,809.3469695,25.56230629,417363086.6
687,950,900,20306.70701,1115.927796,1021.250585,0,0,36,32,0.033863062,10,10,10,10,86.44444444,80.88888889,10,100,35,500,60,25,313216.6814,789.1714501,21.81328404,417726683.5
688,1100,1000,19084.65235,1126.576175,956.0407785,0,0,46,29,0.027621739,13,13,12,12,77.08333333,75.0,13,200,27,400,60,25,343463.2483,898.2707744,27.65485499,418879727.2
689,1250,950,20131.58762,1361.851786,833.3969493,0,0,28,32,0.018963315,6,6,10,10,215.6,86.44444444,10,150,30,400,60,25,286084.3153,803.2359851,29.27219993,422553463.1
690,1200,950,19281.4428,1393.237202,940.2756465,0,0,36,32,0.025397296,13,13,7,7,85.66666667,129.6666667,10,100,27,400,60,25,339715.9068,899.1329086,28.54851859,423739454.0
691,1050,1000,19313.9215,1293.175852,1196.307436,0,0,34,32,0.026042307,9,9,10,10,109.0,91.33333333,13,150,27,500,60,25,321611.8523,845.3568261,26.35441724,424758024.3
692,1200,950,22669.40278,1308.549607,844.0269855,0,0,20,29,0.011588068,5,5,7,7,256.25,129.1666667,13,350,40,400,60,25,205216.9089,634.6410009,27.62390013,426556195.1
693,1050,1000,22237.54622,1307.94699,1203.8852,0,0,24,32,0.018382805,7,7,7,7,145.3333333,137.0,13,150,40,400,60,25,259121.8045,722.6165604,25.92443022,430261636.8
694,1100,1000,22509.28852,1120.719247,937.9366218,0,0,20,32,0.014622686,4,4,8,8,309.3333333,118.2857143,10,200,40,400,60,25,224447.6942,664.3010525,26.83647716,430730580.2
695,1250,850,20041.95247,1378.858423,695.3911014,0,0,30,32,0.022708171,9,9,8,8,134.0,96.0,13,300,30,500,60,25,285390.3044,776.4319176,26.39345724,432037093.1
696,1250,850,22148.23202,1322.157587,627.1499174,0,0,36,25,0.016631961,10,10,10,10,122.7777778,78.33333333,10,350,40,400,50,25,229001.0703,665.5137009,26.00588584,432685831.7
697,1350,1000,21033.38402,1406.550602,798.0579631,0,0,20,32,0.011914781,7,7,5,5,196.3333333,207.0,10,250,30,400,60,25,243387.2496,752.1907678,32.71525472,432806438.4
698,1150,1000,19569.01742,986.1781223,758.5268065,0,0,48,25,0.020488648,12,12,14,14,91.36363636,65.76923077,10,350,27,500,50,25,281946.3018,787.2619021,28.38211749,435497708.5
699,1000,1000,20006.9628,779.5988622,779.5988622,0,0,34,32,0.027344422,10,10,9,9,92.0,103.5,10,350,30,500,60,25,298666.7688,789.6561099,25.04818674,436394340.2
700,1400,1000,20333.75361,1541.91352,834.9225643,0,0,28,29,0.013210397,8,8,8,8,175.0,117.8571429,13,300,27,400,60,25,270706.7578,816.1127411,34.05259129,437371117.5
701,1350,900,20496.23762,1452.448656,684.2641745,0,0,28,32,0.018534104,10,10,6,6,130.2222222,144.4,13,350,30,400,60,25,284139.6563,804.8881136,29.89143164,437553575.5
702,1200,900,22602.33553,1496.383865,899.9742767,0,0,18,32,0.013404129,5,5,6,6,255.5,144.4,13,250,40,500,60,25,214386.2793,640.5858229,26.30709205,438110163.3
703,1050,950,22155.84497,955.3694405,788.2609702,0,0,38,25,0.018699956,11,11,10,10,90.5,89.44444444,10,400,40,500,50,25,230284.2516,654.8180968,24.52021618,439007256.9
704,1350,900,21848.12731,1501.938456,696.4814731,0,0,24,29,0.013047306,7,7,7,7,196.8333333,121.8333333,10,250,35,400,60,25,230287.6666,699.0612792,29.52102613,439569202.0
705,1150,950,20146.25401,964.4489399,664.9032914,0,0,44,29,0.026602173,13,13,11,11,81.75,78.1,10,400,30,400,60,25,318952.3275,848.2533066,27.31470356,445266175.8
706,1100,1000,20539.20247,1013.013467,850.4424046,0,0,30,32,0.021934029,10,10,7,7,102.4444444,137.0,13,400,30,500,60,25,285160.2642,783.5041375,27.25435819,448892330.7
707,1050,950,21331.20584,1127.093909,946.2817923,0,0,30,32,0.024187901,11,11,6,6,87.8,155.6,10,150,35,500,60,25,281738.2247,756.112279,24.87363976,449571700.3
708,1150,850,21123.59415,1341.656521,795.2413778,0,0,50,25,0.025108637,16,16,11,11,66.6,69.9,13,250,35,500,50,25,283908.5496,756.3316402,24.42866536,451720516.2
709,1250,900,20488.93786,1472.838697,836.3602231,0,0,46,25,0.020071286,13,13,12,12,91.58333333,68.09090909,13,250,30,500,50,25,281702.5284,781.9539279,27.80494381,454200696.1
710,1200,850,22319.40393,1188.073227,603.4024077,0,0,28,32,0.022077388,9,9,7,7,128.5,113.0,10,400,40,400,60,25,262151.7987,721.9762771,25.25684544,454479886.3
711,1250,1000,22361.75417,1553.375301,1051.809975,0,0,32,25,0.012566371,9,9,9,9,137.375,106.125,13,200,35,400,50,25,243410.8183,732.2333694,30.41529594,458964756.6
712,1350,900,20085.99241,1321.070014,612.8335378,0,0,28,32,0.018534104,7,7,9,9,196.3333333,91.0,10,350,27,500,60,25,279253.5081,795.1646787,29.85815323,461066689.5
713,1050,1000,21750.05545,910.7728152,829.7379555,0,0,28,32,0.021446606,6,6,10,10,175.6,92.0,10,350,35,500,60,25,265348.8937,734.3624961,25.96859427,465575411.8
714,1150,1000,23349.04333,1812.14535,1448.103877,0,0,24,29,0.013784762,8,8,6,6,139.2857143,165.0,13,100,40,400,60,25,254976.1743,735.1394096,28.19422971,466651779.2
715,1200,850,21353.70528,1575.776991,882.3891155,0,0,36,32,0.028385214,11,11,9,9,102.2,84.0,13,150,35,400,60,25,331709.8619,859.1048792,25.73409465,467801198.6
716,1300,1000,21354.14837,1320.591453,806.4233636,0,0,32,29,0.01625895,11,11,7,7,112.5,137.5,13,400,30,400,60,25,278963.7261,811.9335786,31.81035324,470741637.3
717,1200,950,20754.69123,1266.697019,834.2900856,0,0,36,32,0.025397296,10,10,10,10,113.5555556,85.77777778,13,250,30,400,60,25,332085.1447,883.9476921,28.49654727,475903500.3
718,1250,900,23411.25777,1534.549398,847.716348,0,0,22,29,0.012916833,5,5,8,8,268.75,103.5714286,13,300,40,500,60,25,216176.7413,653.1738027,27.35427766,479784292.3
719,1050,1000,21817.80528,930.2417136,848.1970563,0,0,36,32,0.027574208,11,11,9,9,87.8,103.5,10,250,35,400,60,25,317891.6359,837.6306095,26.32995613,487017055.6
720,1400,1000,21091.28807,1519.915978,820.9659605,0,0,36,25,0.01262247,11,11,9,9,125.5,106.875,10,250,27,500,50,25,260158.2949,795.286578,33.98029972,487426664.2
721,1050,950,22869.53628,975.9335487,806.7213333,0,0,44,25,0.021652581,12,12,12,12,82.27272727,73.18181818,10,350,40,500,50,25,253961.4817,701.34438,24.68308096,488092850.8
722,1200,950,23676.45777,1204.274828,763.3196224,0,0,22,29,0.012746874,6,6,7,7,206.2,130.1666667,10,450,40,500,60,25,209342.9829,642.5866235,27.65272163,488337076.4
723,1450,1000,21294.43029,1552.766344,773.0905309,0,0,20,32,0.011093072,5,5,7,7,318.0,137.0,13,500,27,500,60,25,250190.9201,785.8100721,35.0615068,488408363.7
724,1200,950,22481.30761,1177.646261,753.7068968,0,0,30,29,0.017382101,10,10,7,7,114.5555556,130.1666667,10,350,35,500,60,25,251896.2454,726.2065567,27.945421,491040692.4
725,1200,1000,21468.3223,1102.730155,779.5988622,0,0,28,32,0.01876578,10,10,6,6,114.2222222,165.6,10,350,30,500,60,25,277877.3545,789.414133,29.50379349,492267238.5
726,1150,1000,23695.23202,1318.120935,1024.635851,0,0,36,25,0.015366486,13,13,7,7,83.75,142.5,10,150,40,400,50,25,245337.2104,715.5926199,28.12957209,496438354.6
727,1200,900,23205.01691,1246.747704,718.7599679,0,0,44,25,0.019998564,12,12,12,12,95.90909091,68.63636364,10,300,40,400,50,25,262029.4283,733.9655937,26.6354588,498231116.0
728,1350,950,23146.69208,2265.849404,1292.825583,0,0,26,29,0.013390656,6,6,9,9,235.0,96.875,13,100,35,400,60,25,278966.4983,809.2208896,31.40572784,509093355.4
729,1200,900,23771.64738,1369.984802,807.7063736,0,0,24,32,0.017872172,9,9,5,5,127.75,180.5,13,350,40,500,60,25,247450.5385,705.414741,26.53491414,513494482.9
730,1350,900,21435.95283,1300.657986,586.8188127,0,0,34,32,0.022505697,9,9,10,10,147.25,80.88888889,10,450,30,400,60,25,315173.898,865.677297,30.10542776,516012644.7
731,1250,950,24325.55945,1510.421734,917.4835118,0,0,28,25,0.011574289,11,11,5,5,110.5,201.25,10,200,40,500,50,25,214125.2664,661.7993911,28.77732294,516922366.3
732,1300,950,23186.58502,2396.169115,1484.924302,0,0,34,25,0.013513936,11,11,8,8,114.9,114.1428571,13,100,35,500,50,25,271198.9417,784.3226,30.26010214,517174439.3
733,1400,1000,22322.86082,1554.918818,831.0089752,0,0,24,32,0.013787104,6,6,8,8,244.4,117.4285714,13,350,30,400,60,25,274836.7359,824.1692737,34.08115951,519402718.4
734,1200,900,21464.64296,1243.344476,741.3197214,0,0,36,32,0.026808257,13,13,7,7,85.66666667,121.3333333,10,200,30,500,60,25,322831.7706,853.4854776,27.05357639,520519577.3
