name,h,b,PI_Pn_max,PI_Vn_z,PI_Vn_y,PI_Mn_z,PI_Mn_y,required_rebar,MainRebar_size,rho,side_rebars_top,side_rebars_bottom,side_rebars_left,side_rebars_right,spacing_h,spacing_b,Stirrup_size,Stirrup_verticle_size,fck,fy,Cover_size,aggregate,Cost,CO2,UnitWeight,PM_Volume,original_name
377,950,650,9663.180258,961.5056731,517.4625771,0,0,14,29,0.014975349,6,6,3,3,155.0,237.5,13,200,27,500,60,25,135421.8491,391.6266263,15.12933302,66819127.15,189
378,650,950,9663.180258,517.4625771,961.5056731,0,0,14,29,0.014975349,3,3,6,6,237.5,155.0,13,200,27,500,60,25,135421.8491,391.6266263,15.12933302,66819127.15,189
379,900,600,10804.30139,665.6373825,298.5061538,0,0,10,29,0.012231849,3,3,4,4,365.5,143.6666667,10,450,40,400,60,25,97975.00309,302.0759323,13.09041855,67525184.3,190
380,600,900,10804.30139,298.5061538,665.6373825,0,0,10,29,0.012231849,4,4,3,3,143.6666667,365.5,10,450,40,400,60,25,97975.00309,302.0759323,13.09041855,67525184.3,190
381,850,800,9847.506108,838.7992637,761.1194183,0,0,18,25,0.01299372,3,3,8,8,349.5,92.71428571,13,150,27,400,50,25,143197.9541,419.7337142,16.61951618,69224189.75,191
382,800,850,9847.506108,761.1194183,838.7992637,0,0,18,25,0.01299372,8,8,3,3,92.71428571,349.5,13,150,27,400,50,25,143197.9541,419.7337142,16.61951618,69224189.75,191
383,750,700,9780.645615,602.6249527,536.1244592,0,0,18,32,0.027574208,5,5,6,6,143.0,104.4,13,200,30,400,60,25,167089.6626,435.0215555,13.22044387,69515298.84,192
384,700,750,9780.645615,536.1244592,602.6249527,0,0,18,32,0.027574208,6,6,5,5,104.4,143.0,13,200,30,400,60,25,167089.6626,435.0215555,13.22044387,69515298.84,192
385,900,650,9571.499719,906.3407486,536.1280553,0,0,20,29,0.022581875,7,7,5,5,120.8333333,118.75,13,150,27,400,60,25,167644.1522,448.4272151,14.60347887,69545493.16,193
386,650,900,9571.499719,536.1280553,906.3407486,0,0,20,29,0.022581875,5,5,7,7,118.75,120.8333333,13,150,27,400,60,25,167644.1522,448.4272151,14.60347887,69545493.16,193
387,700,700,10333.57773,408.2603499,408.2603499,0,0,14,32,0.022978506,3,3,6,6,264.0,105.6,10,400,35,500,60,25,130261.9847,355.3524485,12.16289656,69648388.84,194
388,700,700,10333.57773,408.2603499,408.2603499,0,0,14,32,0.022978506,6,6,3,3,105.6,264.0,10,400,35,500,60,25,130261.9847,355.3524485,12.16289656,69648388.84,194
389,700,700,10718.50845,511.3800495,511.3800495,0,0,22,25,0.022039234,6,6,7,7,109.8,91.5,13,300,40,400,50,25,131445.5641,357.8001882,12.17070688,70105920.36,195
390,700,700,10718.50845,511.3800495,511.3800495,0,0,22,25,0.022039234,7,7,6,6,91.5,109.8,13,300,40,400,50,25,131445.5641,357.8001882,12.17070688,70105920.36,195
391,750,750,9964.657214,497.4086062,497.4086062,0,0,16,32,0.02287638,4,4,6,6,192.6666667,115.6,10,200,30,400,60,25,152752.4497,414.3434878,13.98438779,71310839.35,196
392,750,750,9964.657214,497.4086062,497.4086062,0,0,16,32,0.02287638,6,6,4,4,115.6,192.6666667,10,200,30,400,60,25,152752.4497,414.3434878,13.98438779,71310839.35,196
393,850,600,10367.16901,570.2444059,288.619074,0,0,16,32,0.025231301,7,7,3,3,113.0,214.0,10,400,35,400,60,25,144514.1287,387.407229,12.72082374,71606616.06,197
394,600,850,10367.16901,288.619074,570.2444059,0,0,16,32,0.025231301,3,3,7,7,214.0,113.0,10,400,35,400,60,25,144514.1287,387.407229,12.72082374,71606616.06,197
395,900,600,10432.97474,736.3609859,352.0690786,0,0,22,25,0.019998564,8,8,5,5,107.0,112.25,13,350,35,400,50,25,134850.1649,374.6153439,13.34385175,72071218.59,198
396,600,900,10432.97474,352.0690786,736.3609859,0,0,22,25,0.019998564,5,5,8,8,112.25,107.0,13,350,35,400,50,25,134850.1649,374.6153439,13.34385175,72071218.59,198
397,850,600,9937.641316,557.122073,286.8397939,0,0,16,32,0.025231301,5,5,5,5,169.5,107.0,10,400,30,500,60,25,144514.1287,387.407229,12.72082374,72235690.45,199
398,600,850,9937.641316,286.8397939,557.122073,0,0,16,32,0.025231301,5,5,5,5,107.0,169.5,10,400,30,500,60,25,144514.1287,387.407229,12.72082374,72235690.45,199
399,900,750,10003.75581,646.2085597,463.0636826,0,0,16,25,0.011635528,4,4,6,6,251.6666667,121.0,10,300,27,500,50,25,120985.3004,374.7236682,16.35270042,72289450.53,200
400,750,900,10003.75581,463.0636826,646.2085597,0,0,16,25,0.011635528,6,6,4,4,121.0,251.6666667,10,300,27,500,50,25,120985.3004,374.7236682,16.35270042,72289450.53,200
401,750,600,10837.02908,539.3727479,356.4755925,0,0,18,29,0.026420794,6,6,5,5,115.0,106.25,13,450,40,500,60,25,133520.5861,353.6785834,11.26546778,72331093.75,201
402,600,750,10837.02908,356.4755925,539.3727479,0,0,18,29,0.026420794,5,5,6,6,106.25,115.0,13,450,40,500,60,25,133520.5861,353.6785834,11.26546778,72331093.75,201
403,800,600,10865.37104,818.8310723,509.860017,0,0,20,25,0.020453077,6,6,6,6,129.8,89.8,13,200,40,500,50,25,127185.1783,347.5111554,11.91116409,72745864.95,202
404,600,800,10865.37104,509.860017,818.8310723,0,0,20,25,0.020453077,6,6,6,6,89.8,129.8,13,200,40,500,50,25,127185.1783,347.5111554,11.91116409,72745864.95,202
405,900,600,10514.4009,875.7085424,441.203672,0,0,18,25,0.016362462,5,5,6,6,188.75,91.0,10,150,35,500,50,25,122540.268,350.5129188,13.25894211,72945164.17,203
406,600,900,10514.4009,441.203672,875.7085424,0,0,18,25,0.016362462,6,6,5,5,91.0,188.75,10,150,35,500,50,25,122540.268,350.5129188,13.25894211,72945164.17,203
407,800,750,10794.12708,544.670237,482.1849561,0,0,16,25,0.013089969,5,5,5,5,163.75,151.25,10,300,35,400,50,25,114574.2753,346.9057284,14.58410103,73047520.22,204
408,750,800,10794.12708,482.1849561,544.670237,0,0,16,25,0.013089969,5,5,5,5,151.25,163.75,10,300,35,400,50,25,114574.2753,346.9057284,14.58410103,73047520.22,204
409,800,600,9512.7752,511.0054241,300.8818416,0,0,24,32,0.040212386,8,8,6,6,88.85714286,84.4,13,400,27,400,60,25,194419.4158,479.4028069,12.37424835,73087187.52,205
410,600,800,9512.7752,300.8818416,511.0054241,0,0,24,32,0.040212386,6,6,8,8,84.4,88.85714286,13,400,27,400,60,25,194419.4158,479.4028069,12.37424835,73087187.52,205
411,900,650,10730.41736,783.2628885,439.554441,0,0,14,25,0.011747408,3,3,6,6,374.5,99.8,13,350,35,500,50,25,108235.1459,331.4759957,14.19540471,73182923.8,206
412,650,900,10730.41736,439.554441,783.2628885,0,0,14,25,0.011747408,6,6,3,3,99.8,374.5,13,350,35,500,50,25,108235.1459,331.4759957,14.19540471,73182923.8,206
413,800,750,9953.491206,546.3951708,486.5041519,0,0,14,32,0.01876578,4,4,5,5,207.3333333,143.0,13,400,27,500,60,25,142310.8294,401.4176493,14.77486368,73989013.92,207
414,750,800,9953.491206,486.5041519,546.3951708,0,0,14,32,0.01876578,5,5,4,4,143.0,207.3333333,13,400,27,500,60,25,142310.8294,401.4176493,14.77486368,73989013.92,207
415,750,600,10501.42851,805.2922862,565.8647577,0,0,18,32,0.032169909,5,5,6,6,143.0,84.4,13,150,35,500,60,25,163902.9234,413.6199447,11.47380433,75132674.66,208
416,600,750,10501.42851,565.8647577,805.2922862,0,0,18,32,0.032169909,6,6,5,5,84.4,143.0,13,150,35,500,60,25,163902.9234,413.6199447,11.47380433,75132674.66,208
417,850,650,11298.84426,753.8020799,466.9918919,0,0,10,32,0.01455652,5,5,2,2,168.0,472.0,13,250,40,400,60,25,117192.8884,342.5409185,13.50957939,75275339.44,209
418,650,850,11298.84426,466.9918919,753.8020799,0,0,10,32,0.01455652,2,2,5,5,472.0,168.0,13,250,40,400,60,25,117192.8884,342.5409185,13.50957939,75275339.44,209
419,850,750,10043.30726,647.8828268,520.4210137,0,0,20,25,0.015399964,5,5,7,7,174.75,99.83333333,13,350,27,500,50,25,135617.3844,395.9172456,15.59095823,75358524.49,210
420,750,850,10043.30726,520.4210137,647.8828268,0,0,20,25,0.015399964,7,7,5,5,99.83333333,174.75,13,350,27,500,50,25,135617.3844,395.9172456,15.59095823,75358524.49,210
421,950,650,10368.17786,1004.071712,541.6217465,0,0,18,25,0.014308873,6,6,5,5,159.8,124.75,13,200,30,500,50,25,132640.8956,386.1751678,15.11016837,75920064.74,211
422,650,950,10368.17786,541.6217465,1004.071712,0,0,18,25,0.014308873,5,5,6,6,124.75,159.8,13,200,30,500,50,25,132640.8956,386.1751678,15.11016837,75920064.74,211
423,850,700,10050.07533,1180.032317,888.2202493,0,0,18,29,0.019982113,5,5,6,6,168.75,105.0,13,100,27,500,60,25,167279.357,449.9745374,14.83026594,76818522.35,212
424,700,850,10050.07533,888.2202493,1180.032317,0,0,18,29,0.019982113,6,6,5,5,105.0,168.75,13,100,27,500,60,25,167279.357,449.9745374,14.83026594,76818522.35,212
425,750,750,11545.57171,506.5963474,506.5963474,0,0,10,29,0.011742575,3,3,4,4,290.5,193.6666667,10,350,40,500,60,25,100761.4632,312.1389879,13.6268771,78018852.0,213
426,750,750,11545.57171,506.5963474,506.5963474,0,0,10,29,0.011742575,4,4,3,3,193.6666667,290.5,10,350,40,500,60,25,100761.4632,312.1389879,13.6268771,78018852.0,213
427,850,800,10306.96403,941.600422,857.2839622,0,0,18,25,0.01299372,9,9,2,2,87.375,649.0,13,150,27,500,50,25,143197.9541,419.7337142,16.61951618,78239564.0,214
428,800,850,10306.96403,857.2839622,941.600422,0,0,18,25,0.01299372,2,2,9,9,649.0,87.375,13,150,27,500,50,25,143197.9541,419.7337142,16.61951618,78239564.0,214
429,750,700,10875.02773,695.6222319,620.411274,0,0,14,32,0.021446606,4,4,5,5,190.6666667,130.5,13,200,35,500,60,25,142093.6434,385.9254493,13.04844906,78400588.97,215
430,700,750,10875.02773,620.411274,695.6222319,0,0,14,32,0.021446606,5,5,4,4,130.5,190.6666667,13,200,35,500,60,25,142093.6434,385.9254493,13.04844906,78400588.97,215
431,950,700,10330.18818,721.7449449,412.9650138,0,0,12,32,0.014512741,5,5,3,3,193.0,261.0,13,450,27,500,60,25,134717.6011,399.6821109,16.21721561,79094452.17,216
432,700,950,10330.18818,412.9650138,721.7449449,0,0,12,32,0.014512741,3,3,5,5,261.0,193.0,13,450,27,500,60,25,134717.6011,399.6821109,16.21721561,79094452.17,216
433,800,700,11566.07973,745.7999815,593.6762893,0,0,14,25,0.012271846,6,6,3,3,131.0,277.5,10,150,40,500,50,25,108883.9086,327.7470336,13.62484481,79321007.49,217
434,700,800,11566.07973,593.6762893,745.7999815,0,0,14,25,0.012271846,3,3,6,6,277.5,131.0,10,150,40,500,50,25,108883.9086,327.7470336,13.62484481,79321007.49,217
435,1000,700,10348.86515,809.0165907,423.8336306,0,0,10,32,0.011489253,3,3,4,4,414.0,176.0,10,250,27,500,60,25,125691.2065,389.0705715,16.95983242,79387916.6,218
436,700,1000,10348.86515,423.8336306,809.0165907,0,0,10,32,0.011489253,4,4,3,3,176.0,414.0,10,250,27,500,60,25,125691.2065,389.0705715,16.95983242,79387916.6,218
437,850,700,10395.60721,644.8864652,455.0250302,0,0,16,32,0.021626829,3,3,7,7,336.0,87.0,13,300,30,400,60,25,156683.7598,428.6927949,14.75863503,79498358.84,219
438,700,850,10395.60721,455.0250302,644.8864652,0,0,16,32,0.021626829,7,7,3,3,87.0,336.0,13,300,30,400,60,25,156683.7598,428.6927949,14.75863503,79498358.84,219
439,750,650,10638.46127,472.5768426,359.6972689,0,0,20,32,0.032994778,6,6,6,6,115.6,95.6,10,300,35,400,60,25,168747.986,430.4686334,12.37014702,79680141.81,220
440,650,750,10638.46127,359.6972689,472.5768426,0,0,20,32,0.032994778,6,6,6,6,95.6,115.6,10,300,35,400,60,25,168747.986,430.4686334,12.37014702,79680141.81,220
441,800,750,10461.90721,578.1760542,514.8889092,0,0,16,32,0.021446606,5,5,5,5,155.5,143.0,13,300,30,400,60,25,157083.7598,430.4927949,14.87635503,79691400.89,221
442,750,800,10461.90721,514.8889092,578.1760542,0,0,16,32,0.021446606,5,5,5,5,143.0,155.5,13,300,30,400,60,25,157083.7598,430.4927949,14.87635503,79691400.89,221
443,800,750,10563.62671,512.3138583,453.730915,0,0,16,29,0.017613863,3,3,7,7,315.5,96.83333333,10,350,30,500,60,25,134731.0524,386.4726762,14.72286302,80034652.04,222
444,750,800,10563.62671,453.730915,512.3138583,0,0,16,29,0.017613863,7,7,3,3,96.83333333,315.5,10,350,30,500,60,25,134731.0524,386.4726762,14.72286302,80034652.04,222
445,750,700,9891.503607,402.5935689,352.3571694,0,0,28,29,0.035227726,9,9,7,7,72.625,88.5,10,400,27,400,60,25,189432.752,478.6774696,13.37480669,80103901.52,223
446,700,750,9891.503607,352.3571694,402.5935689,0,0,28,29,0.035227726,7,7,9,9,88.5,72.625,10,400,27,400,60,25,189432.752,478.6774696,13.37480669,80103901.52,223
447,950,650,10569.33099,988.5714625,528.8943425,0,0,12,32,0.015629105,3,3,5,5,386.0,118.0,13,200,30,500,60,25,138558.5566,397.7876123,15.15091636,81120098.16,224
448,650,950,10569.33099,528.8943425,988.5714625,0,0,12,32,0.015629105,5,5,3,3,118.0,386.0,13,200,30,500,60,25,138558.5566,397.7876123,15.15091636,81120098.16,224
449,900,700,11272.13865,725.6437854,456.433805,0,0,12,29,0.012581331,3,3,5,5,362.5,131.25,13,350,35,400,60,25,120084.2995,363.8801673,15.31164204,81213577.72,225
450,700,900,11272.13865,456.433805,725.6437854,0,0,12,29,0.012581331,5,5,3,3,131.25,362.5,13,350,35,400,60,25,120084.2995,363.8801673,15.31164204,81213577.72,225
451,850,750,10645.91881,616.0266731,489.8214682,0,0,14,32,0.017661911,4,4,5,5,224.0,143.0,13,350,30,400,60,25,146583.495,417.4502539,15.66643151,81233874.66,226
452,750,850,10645.91881,489.8214682,616.0266731,0,0,14,32,0.017661911,5,5,4,4,143.0,224.0,13,350,30,400,60,25,146583.495,417.4502539,15.66643151,81233874.66,226
453,800,600,11241.55967,827.1665149,513.6933826,0,0,18,32,0.030159289,6,6,5,5,124.4,105.5,13,150,40,400,60,25,166997.5557,425.802263,12.18485531,82199186.58,227
454,600,800,11241.55967,513.6933826,827.1665149,0,0,18,32,0.030159289,5,5,6,6,105.5,124.4,13,150,40,400,60,25,166997.5557,425.802263,12.18485531,82199186.58,227
455,900,750,10386.54875,618.7541211,439.9766352,0,0,18,29,0.017613863,5,5,6,6,181.25,115.0,13,450,27,400,60,25,152909.8507,437.44322,16.57232973,82392182.41,228
456,750,900,10386.54875,439.9766352,618.7541211,0,0,18,29,0.017613863,6,6,5,5,115.0,181.25,13,450,27,400,60,25,152909.8507,437.44322,16.57232973,82392182.41,228
457,900,650,10147.38694,971.1670498,583.988794,0,0,26,25,0.021816616,7,7,8,8,125.8333333,72.14285714,10,100,27,500,50,25,162612.8497,438.5048167,14.56896794,82904173.38,229
458,650,900,10147.38694,583.988794,971.1670498,0,0,26,25,0.021816616,8,8,7,7,72.14285714,125.8333333,10,100,27,500,50,25,162612.8497,438.5048167,14.56896794,82904173.38,229
459,850,650,11604.97311,633.4046175,378.4156604,0,0,12,32,0.017467824,4,4,4,4,226.0,159.3333333,10,300,40,400,60,25,124366.9728,356.4943606,13.5593168,83152647.4,230
460,650,850,11604.97311,378.4156604,633.4046175,0,0,12,32,0.017467824,4,4,4,4,159.3333333,226.0,10,300,40,400,60,25,124366.9728,356.4943606,13.5593168,83152647.4,230
461,800,800,10867.68099,672.5487121,672.5487121,0,0,12,32,0.015079645,5,5,3,3,155.5,311.0,13,250,30,500,60,25,137524.4567,400.2477536,15.66135397,83814220.82,231
462,800,800,10867.68099,672.5487121,672.5487121,0,0,12,32,0.015079645,3,3,5,5,311.0,155.5,13,250,30,500,60,25,137524.4567,400.2477536,15.66135397,83814220.82,231
463,950,750,10977.23438,846.4187766,560.7323079,0,0,16,25,0.011023132,3,3,7,7,402.5,100.8333333,10,150,30,400,50,25,130356.1885,400.9017355,17.27899104,83945713.37,232
464,750,950,10977.23438,560.7323079,846.4187766,0,0,16,25,0.011023132,7,7,3,3,100.8333333,402.5,10,150,30,400,50,25,130356.1885,400.9017355,17.27899104,83945713.37,232
465,900,600,10551.71,672.3747134,320.2671196,0,0,28,25,0.025452718,12,12,4,4,68.63636364,151.6666667,10,300,30,500,50,25,155337.8408,414.794414,13.48499323,84484129.12,233
466,600,900,10551.71,320.2671196,672.3747134,0,0,28,25,0.025452718,4,4,12,12,151.6666667,68.63636364,10,300,30,500,50,25,155337.8408,414.794414,13.48499323,84484129.12,233
467,800,700,11737.57311,675.8829653,532.6805235,0,0,12,32,0.01723388,4,4,4,4,209.3333333,176.0,10,150,40,400,60,25,130145.8883,369.5004025,13.77116917,84789410.48,234
468,700,800,11737.57311,532.6805235,675.8829653,0,0,12,32,0.01723388,4,4,4,4,176.0,209.3333333,10,150,40,400,60,25,130145.8883,369.5004025,13.77116917,84789410.48,234
469,750,600,11463.93553,556.4298689,369.5627076,0,0,18,32,0.032169909,6,6,5,5,114.4,105.5,13,400,40,500,60,25,154264.9001,394.4402781,11.40816202,85235431.4,235
470,600,750,11463.93553,369.5627076,556.4298689,0,0,18,32,0.032169909,5,5,6,6,105.5,114.4,13,400,40,500,60,25,154264.9001,394.4402781,11.40816202,85235431.4,235
471,750,750,11179.34401,493.4370178,493.4370178,0,0,16,32,0.02287638,6,6,4,4,115.6,192.6666667,10,250,35,400,60,25,151198.7751,411.2516753,13.97380608,85541310.22,236
472,750,750,11179.34401,493.4370178,493.4370178,0,0,16,32,0.02287638,4,4,6,6,192.6666667,115.6,10,250,35,400,60,25,151198.7751,411.2516753,13.97380608,85541310.22,236
473,800,750,10314.11267,495.2766478,438.9804617,0,0,20,32,0.026808257,6,6,6,6,124.4,114.4,13,450,27,400,60,25,179046.5511,473.5527779,15.02769124,85607098.11,237
474,750,800,10314.11267,438.9804617,495.2766478,0,0,20,32,0.026808257,6,6,6,6,114.4,124.4,13,450,27,400,60,25,179046.5511,473.5527779,15.02769124,85607098.11,237
475,800,700,11120.40651,620.9490679,489.0594144,0,0,26,25,0.022790572,6,6,9,9,129.8,68.625,13,300,35,400,50,25,152996.5557,414.3483917,13.92849515,85817601.4,238
476,700,800,11120.40651,489.0594144,620.9490679,0,0,26,25,0.022790572,9,9,6,6,68.625,129.8,13,300,35,400,50,25,152996.5557,414.3483917,13.92849515,85817601.4,238
477,750,650,10948.14489,483.5934603,368.9460642,0,0,22,32,0.036294256,8,8,5,5,81.71428571,118.0,13,450,35,400,60,25,181849.9284,456.2185128,12.46025767,85904538.87,239
478,650,750,10948.14489,368.9460642,483.5934603,0,0,22,32,0.036294256,5,5,8,8,118.0,81.71428571,13,450,35,400,60,25,181849.9284,456.2185128,12.46025767,85904538.87,239
479,850,750,10446.2664,501.8035658,392.9944057,0,0,18,32,0.022708171,8,8,3,3,96.85714286,289.0,10,450,27,400,60,25,167208.713,457.848466,15.80865782,86172432.91,240
480,750,850,10446.2664,392.9944057,501.8035658,0,0,18,32,0.022708171,3,3,8,8,289.0,96.85714286,10,450,27,400,60,25,167208.713,457.848466,15.80865782,86172432.91,240
481,800,600,11604.56492,651.9030074,387.7304398,0,0,16,32,0.026808257,5,5,5,5,155.5,105.5,13,350,40,500,60,25,145290.7063,382.9286186,12.03613866,87136153.84,241
482,600,800,11604.56492,387.7304398,651.9030074,0,0,16,32,0.026808257,5,5,5,5,105.5,155.5,13,350,40,500,60,25,145290.7063,382.9286186,12.03613866,87136153.84,241
483,850,600,11633.66814,636.9638882,327.896007,0,0,22,25,0.02117495,8,8,5,5,100.7142857,113.75,10,400,40,500,50,25,128563.336,356.0805544,12.61105948,87207637.64,242
484,600,850,11633.66814,327.896007,636.9638882,0,0,22,25,0.02117495,5,5,8,8,113.75,100.7142857,10,400,40,500,50,25,128563.336,356.0805544,12.61105948,87207637.64,242
485,800,700,11303.93443,608.9285,478.698,0,0,22,25,0.01928433,6,6,7,7,129.8,91.5,13,400,35,500,50,25,135482.6414,379.889972,13.80814218,87281105.79,243
486,700,800,11303.93443,478.698,608.9285,0,0,22,25,0.01928433,7,7,6,6,91.5,129.8,13,400,35,500,50,25,135482.6414,379.889972,13.80814218,87281105.79,243
487,850,700,12120.17171,694.7704424,485.6406033,0,0,10,29,0.011101174,4,4,3,3,227.0,265.5,10,250,40,500,60,25,105383.7064,327.8632518,14.40583012,87922684.35,244
488,700,850,12120.17171,485.6406033,694.7704424,0,0,10,29,0.011101174,3,3,4,4,265.5,227.0,10,250,40,500,60,25,105383.7064,327.8632518,14.40583012,87922684.35,244
489,750,650,11737.16492,538.1515266,412.385828,0,0,16,32,0.026395823,7,7,3,3,95.33333333,236.0,13,450,40,500,60,25,144355.8997,382.5743533,12.20226546,88029029.32,245
490,650,750,11737.16492,412.385828,538.1515266,0,0,16,32,0.026395823,3,3,7,7,236.0,95.33333333,13,450,40,500,60,25,144355.8997,382.5743533,12.20226546,88029029.32,245
491,750,600,10729.56197,527.4226297,355.2565273,0,0,24,32,0.042893212,8,8,6,6,81.71428571,84.4,13,350,30,500,60,25,192585.045,469.728409,11.67178072,88687724.6,246
492,600,750,10729.56197,355.2565273,527.4226297,0,0,24,32,0.042893212,6,6,8,8,84.4,81.71428571,13,350,30,500,60,25,192585.045,469.728409,11.67178072,88687724.6,246
493,800,750,12102.76978,631.5245487,561.3402607,0,0,16,25,0.013089969,6,6,4,4,131.0,201.6666667,10,200,40,400,50,25,117348.6943,352.4268222,14.60299694,88882167.05,247
494,750,800,12102.76978,561.3402607,631.5245487,0,0,16,25,0.013089969,4,4,6,6,201.6666667,131.0,10,200,40,400,50,25,117348.6943,352.4268222,14.60299694,88882167.05,247
495,800,600,10730.48181,1097.225673,718.6111701,0,0,22,32,0.036861354,7,7,6,6,103.6666667,84.4,13,100,30,500,60,25,200051.3097,490.9332616,12.41172945,89055118.48,248
496,600,800,10730.48181,718.6111701,1097.225673,0,0,22,32,0.036861354,6,6,7,7,84.4,103.6666667,13,100,30,500,60,25,200051.3097,490.9332616,12.41172945,89055118.48,248
497,750,750,11956.36222,568.6844618,568.6844618,0,0,16,29,0.01878812,4,4,6,6,191.6666667,115.0,13,300,40,400,60,25,135868.1956,381.2055911,13.86814013,89237332.81,249
498,750,750,11956.36222,568.6844618,568.6844618,0,0,16,29,0.01878812,6,6,4,4,115.0,191.6666667,13,300,40,400,60,25,135868.1956,381.2055911,13.86814013,89237332.81,249
499,900,750,10734.37049,605.5887484,429.8069792,0,0,22,25,0.015998851,8,8,5,5,107.8571429,151.25,10,400,27,500,50,25,142379.8736,416.7074641,16.50001857,89819028.3,250
500,750,900,10734.37049,429.8069792,605.5887484,0,0,22,25,0.015998851,5,5,8,8,151.25,107.8571429,10,400,27,500,50,25,142379.8736,416.7074641,16.50001857,89819028.3,250
501,900,700,10710.52424,635.552787,399.4484423,0,0,16,32,0.020425339,6,6,4,4,144.4,174.0,13,500,27,500,60,25,156052.2762,434.4641425,15.55930401,90147197.22,251
502,700,900,10710.52424,399.4484423,635.552787,0,0,16,32,0.020425339,4,4,6,6,174.0,144.4,13,500,27,500,60,25,156052.2762,434.4641425,15.55930401,90147197.22,251
503,750,750,10850.06,514.2138035,514.2138035,0,0,28,25,0.02443461,6,6,10,10,119.8,66.55555556,13,400,30,500,50,25,158567.1803,425.7387997,14.02446813,90373862.61,252
504,750,750,10850.06,514.2138035,514.2138035,0,0,28,25,0.02443461,10,10,6,6,66.55555556,119.8,13,400,30,500,50,25,158567.1803,425.7387997,14.02446813,90373862.61,252
505,800,650,11921.9943,591.2348701,399.9753589,0,0,14,32,0.021652823,5,5,4,4,155.5,157.3333333,13,500,40,500,60,25,134129.0975,369.0720029,12.87920872,90435185.35,253
506,650,800,11921.9943,399.9753589,591.2348701,0,0,14,32,0.021652823,4,4,5,5,157.3333333,155.5,13,500,40,500,60,25,134129.0975,369.0720029,12.87920872,90435185.35,253
507,900,600,11926.17104,821.1515475,397.9738076,0,0,20,25,0.018180513,8,8,4,4,107.0,149.6666667,13,350,40,500,50,25,127221.9853,359.6324013,13.2913631,90576576.85,254
508,600,900,11926.17104,397.9738076,821.1515475,0,0,20,25,0.018180513,4,4,8,8,149.6666667,107.0,13,350,40,500,50,25,127221.9853,359.6324013,13.2913631,90576576.85,254
509,850,800,11298.47337,633.5065485,567.5743654,0,0,14,29,0.013598938,6,6,3,3,135.0,312.5,13,400,30,500,60,25,133597.0866,400.5453489,16.55435118,90985113.63,255
510,800,850,11298.47337,567.5743654,633.5065485,0,0,14,29,0.013598938,3,3,6,6,312.5,135.0,13,400,30,500,60,25,133597.0866,400.5453489,16.55435118,90985113.63,255
511,750,750,10645.33544,469.2883492,469.2883492,0,0,24,29,0.02818218,7,7,7,7,95.83333333,95.83333333,13,450,27,500,60,25,174008.6541,456.0440444,14.13078494,91556016.65,256
512,750,750,10645.33544,469.2883492,469.2883492,0,0,24,29,0.02818218,7,7,7,7,95.83333333,95.83333333,13,450,27,500,60,25,174008.6541,456.0440444,14.13078494,91556016.65,256
513,950,750,10834.07375,624.6857513,393.8821943,0,0,18,29,0.016686817,4,4,7,7,260.3333333,96.83333333,10,450,27,400,60,25,153380.9507,445.9107089,17.43800599,92063670.32,257
514,750,950,10834.07375,393.8821943,624.6857513,0,0,18,29,0.016686817,7,7,4,4,96.83333333,260.3333333,10,450,27,400,60,25,153380.9507,445.9107089,17.43800599,92063670.32,257
515,1000,700,11193.85548,780.7071994,399.3013862,0,0,20,25,0.014024967,5,5,7,7,213.75,92.5,10,300,30,400,50,25,138447.1722,414.0985233,17.04767742,92148159.02,258
516,700,1000,11193.85548,399.3013862,780.7071994,0,0,20,25,0.014024967,7,7,5,5,92.5,213.75,10,300,30,400,50,25,138447.1722,414.0985233,17.04767742,92148159.02,258
517,850,750,11752.28385,593.4060085,466.9818917,0,0,20,25,0.015399964,6,6,6,6,141.0,121.0,10,350,35,400,50,25,132214.0971,389.1447038,15.56777924,92916500.71,259
518,750,850,11752.28385,466.9818917,593.4060085,0,0,20,25,0.015399964,6,6,6,6,121.0,141.0,10,350,35,400,50,25,132214.0971,389.1447038,15.56777924,92916500.71,259
519,900,800,11485.09143,997.3332035,827.0010335,0,0,16,25,0.010908308,4,4,6,6,251.6666667,131.0,10,100,30,500,50,25,137121.564,415.8708329,17.49756196,94075527.24,260
520,800,900,11485.09143,827.0010335,997.3332035,0,0,16,25,0.010908308,6,6,4,4,131.0,251.6666667,10,100,30,500,50,25,137121.564,415.8708329,17.49756196,94075527.24,260
521,900,650,12291.65307,770.965385,422.7121168,0,0,10,32,0.013747824,4,4,3,3,242.6666667,239.0,10,250,40,500,60,25,115751.3614,346.1982798,14.24723351,94080294.06,261
522,650,900,12291.65307,422.7121168,770.965385,0,0,10,32,0.013747824,3,3,4,4,239.0,242.6666667,10,250,40,500,60,25,115751.3614,346.1982798,14.24723351,94080294.06,261
523,850,750,10884.97537,551.4591584,436.1945853,0,0,20,29,0.020722192,8,8,4,4,97.28571429,193.6666667,10,350,27,500,60,25,158436.1631,440.6453169,15.74822022,94186858.43,262
524,750,850,10884.97537,436.1945853,551.4591584,0,0,20,29,0.020722192,4,4,8,8,193.6666667,97.28571429,10,350,27,500,60,25,158436.1631,440.6453169,15.74822022,94186858.43,262
525,800,750,11105.07357,685.3186244,614.932724,0,0,26,25,0.0212712,7,7,8,8,108.1666667,85.57142857,13,250,30,500,50,25,158419.3791,433.1718102,14.88539428,94347827.09,263
