name,h,b,PI_Pn_max,PI_Vn_z,PI_Vn_y,PI_Mn_z,PI_Mn_y,required_rebar,MainRebar_size,rho,side_rebars_top,side_rebars_bottom,side_rebars_left,side_rebars_right,spacing_h,spacing_b,Stirrup_size,Stirrup_verticle_size,fck,fy,Cover_size,aggregate,Cost,CO2,UnitWeight,PM_Volume,original_name
1,600,600,5493.279088,312.1862083,312.1862083,0,0,6,32,0.013404129,2,2,3,3,422.0,211.0,13,450,27,500,60,25,70739.67549,212.0909966,8.764110466,15881155.86,1
2,600,600,5493.279088,312.1862083,312.1862083,0,0,6,32,0.013404129,3,3,2,2,211.0,422.0,13,450,27,500,60,25,70739.67549,212.0909966,8.764110466,15881155.86,1
3,600,600,5557.725067,361.9254216,361.9254216,0,0,8,32,0.017872172,3,3,3,3,211.0,211.0,13,250,27,400,60,25,86794.20251,243.7165195,8.874330473,16654986.07,2
4,600,600,5557.725067,361.9254216,361.9254216,0,0,8,32,0.017872172,3,3,3,3,211.0,211.0,13,250,27,400,60,25,86794.20251,243.7165195,8.874330473,16654986.07,2
5,600,600,5802.637093,308.9326946,308.9326946,0,0,8,29,0.014678219,2,2,4,4,431.0,143.6666667,10,250,30,400,60,25,74592.92266,219.666857,8.790603937,17044161.34,3
6,600,600,5802.637093,308.9326946,308.9326946,0,0,8,29,0.014678219,4,4,2,2,143.6666667,431.0,10,250,30,400,60,25,74592.92266,219.666857,8.790603937,17044161.34,3
7,600,600,5920.713288,287.7151707,287.7151707,0,0,12,25,0.016362462,4,4,4,4,151.6666667,151.6666667,10,350,30,400,50,25,78092.14973,226.5085683,8.814766712,18294143.97,4
8,600,600,5920.713288,287.7151707,287.7151707,0,0,12,25,0.016362462,4,4,4,4,151.6666667,151.6666667,10,350,30,400,50,25,78092.14973,226.5085683,8.814766712,18294143.97,4
9,600,600,5892.292118,402.1590039,402.1590039,0,0,8,32,0.017872172,3,3,3,3,214.0,214.0,10,150,27,500,60,25,86683.71898,243.4966572,8.873577995,19319184.93,5
10,600,600,5892.292118,402.1590039,402.1590039,0,0,8,32,0.017872172,3,3,3,3,214.0,214.0,10,150,27,500,60,25,86683.71898,243.4966572,8.873577995,19319184.93,5
11,600,600,5850.305832,298.0657038,298.0657038,0,0,12,29,0.022017329,3,3,5,5,215.5,107.75,10,250,27,400,60,25,95121.87977,259.9889521,8.931861392,19479371.89,6
12,600,600,5850.305832,298.0657038,298.0657038,0,0,12,29,0.022017329,5,5,3,3,107.75,215.5,10,250,27,400,60,25,95121.87977,259.9889521,8.931861392,19479371.89,6
13,650,600,5949.31486,314.8857078,270.3030007,0,0,10,29,0.016936407,3,3,4,4,240.5,143.6666667,10,350,27,400,60,25,86080.69525,248.2862597,9.559538398,19776966.56,7
14,600,650,5949.31486,270.3030007,314.8857078,0,0,10,29,0.016936407,4,4,3,3,143.6666667,240.5,10,350,27,400,60,25,86080.69525,248.2862597,9.559538398,19776966.56,7
15,600,600,6586.559102,390.6795359,390.6795359,0,0,8,29,0.014678219,2,2,4,4,431.0,143.6666667,10,150,35,400,60,25,77749.59496,225.9486349,8.812103288,21131870.42,8
16,600,600,6586.559102,390.6795359,390.6795359,0,0,8,29,0.014678219,4,4,2,2,143.6666667,431.0,10,150,35,400,60,25,77749.59496,225.9486349,8.812103288,21131870.42,8
17,650,600,6362.040494,435.8158244,379.4801701,0,0,6,32,0.012373042,3,3,2,2,236.0,422.0,13,300,30,500,60,25,75709.81506,228.0055743,9.487935081,21281812.63,9
18,600,650,6362.040494,379.4801701,435.8158244,0,0,6,32,0.012373042,2,2,3,3,422.0,236.0,13,300,30,500,60,25,75709.81506,228.0055743,9.487935081,21281812.63,9
19,600,600,6703.295313,337.1509173,337.1509173,0,0,12,25,0.016362462,4,4,4,4,149.6666667,149.6666667,13,400,35,400,50,25,79778.82034,229.8650428,8.826254228,22393417.86,10
20,600,600,6703.295313,337.1509173,337.1509173,0,0,12,25,0.016362462,4,4,4,4,149.6666667,149.6666667,13,400,35,400,50,25,79778.82034,229.8650428,8.826254228,22393417.86,10
21,650,650,6303.600067,683.6240095,683.6240095,0,0,8,32,0.015228359,3,3,3,3,236.0,236.0,13,100,27,400,60,25,105881.3459,294.2499347,10.44177469,22553054.91,11
22,650,650,6303.600067,683.6240095,683.6240095,0,0,8,32,0.015228359,3,3,3,3,236.0,236.0,13,100,27,400,60,25,105881.3459,294.2499347,10.44177469,22553054.91,11
23,600,600,6861.335362,340.774814,340.774814,0,0,8,29,0.014678219,3,3,3,3,212.5,212.5,13,450,35,500,60,25,74303.56103,219.0910274,8.788633163,23196412.39,12
24,600,600,6861.335362,340.774814,340.774814,0,0,8,29,0.014678219,3,3,3,3,212.5,212.5,13,450,35,500,60,25,74303.56103,219.0910274,8.788633163,23196412.39,12
25,700,600,6473.509356,470.1152493,360.9343544,0,0,12,25,0.014024967,5,5,3,3,138.75,227.5,10,200,27,500,50,25,86150.99111,254.5936627,10.24960191,24254258.03,13
26,600,700,6473.509356,360.9343544,470.1152493,0,0,12,25,0.014024967,3,3,5,5,227.5,138.75,10,200,27,500,50,25,86150.99111,254.5936627,10.24960191,24254258.03,13
27,600,600,7283.186556,445.8671826,445.8671826,0,0,6,32,0.013404129,2,2,3,3,422.0,211.0,13,200,40,400,60,25,76296.73402,223.149543,8.801958282,24701481.11,14
28,600,600,7283.186556,445.8671826,445.8671826,0,0,6,32,0.013404129,3,3,2,2,211.0,422.0,13,200,40,400,60,25,76296.73402,223.149543,8.801958282,24701481.11,14
29,650,600,7050.659102,331.0443998,282.7134684,0,0,8,29,0.013549125,4,4,2,2,160.3333333,431.0,10,450,35,400,60,25,75025.48281,226.5516517,9.483524168,24841943.73,15
30,600,650,7050.659102,282.7134684,331.0443998,0,0,8,29,0.013549125,2,2,4,4,431.0,160.3333333,10,450,35,400,60,25,75025.48281,226.5516517,9.483524168,24841943.73,15
31,700,600,6759.840494,536.1244592,413.3932701,0,0,6,32,0.011489253,2,2,3,3,522.0,211.0,13,250,30,500,60,25,79929.75173,242.4272483,10.20665024,24956542.68,16
32,600,700,6759.840494,413.3932701,536.1244592,0,0,6,32,0.011489253,3,3,2,2,211.0,522.0,13,250,30,500,60,25,79929.75173,242.4272483,10.20665024,24956542.68,16
33,650,650,6792.990494,324.8212893,324.8212893,0,0,6,32,0.011421269,3,3,2,2,239.0,478.0,10,450,30,500,60,25,74198.60562,231.5242675,10.2251146,25163178.4,17
34,650,650,6792.990494,324.8212893,324.8212893,0,0,6,32,0.011421269,2,2,3,3,478.0,239.0,10,450,30,500,60,25,74198.60562,231.5242675,10.2251146,25163178.4,17
35,600,600,6653.03041,345.5670701,345.5670701,0,0,12,32,0.026808257,2,2,6,6,422.0,84.4,13,300,30,400,60,25,110456.5276,290.1585746,9.037241805,25687499.65,18
36,600,600,6653.03041,345.5670701,345.5670701,0,0,12,32,0.026808257,6,6,2,2,84.4,422.0,13,300,30,400,60,25,110456.5276,290.1585746,9.037241805,25687499.65,18
37,650,600,6737.592009,361.35301,311.6539702,0,0,10,32,0.020621736,3,3,4,4,236.0,140.6666667,13,400,30,400,60,25,98951.88758,273.6113269,9.647984173,25755833.4,19
38,600,650,6737.592009,311.6539702,361.35301,0,0,10,32,0.020621736,4,4,3,3,140.6666667,236.0,13,400,30,400,60,25,98951.88758,273.6113269,9.647984173,25755833.4,19
39,750,600,6631.785067,401.6861454,260.8658743,0,0,8,32,0.014297737,2,2,4,4,578.0,142.6666667,10,400,27,400,60,25,89413.82168,267.0015616,10.96209458,26218927.27,20
40,600,750,6631.785067,260.8658743,401.6861454,0,0,8,32,0.014297737,4,4,2,2,142.6666667,578.0,10,400,27,400,60,25,89413.82168,267.0015616,10.96209458,26218927.27,20
41,700,650,6691.455067,416.8268914,364.4976617,0,0,8,32,0.014140619,2,2,4,4,522.0,157.3333333,13,350,27,400,60,25,93000.96855,275.1439839,11.10152148,26300781.27,21
42,650,700,6691.455067,364.4976617,416.8268914,0,0,8,32,0.014140619,4,4,2,2,157.3333333,522.0,13,350,27,400,60,25,93000.96855,275.1439839,11.10152148,26300781.27,21
43,650,650,6888.646366,318.2827981,318.2827981,0,0,10,29,0.015633606,5,5,2,2,120.25,481.0,10,400,30,400,60,25,88390.04182,259.4078594,10.32273883,26516814.45,22
44,650,650,6888.646366,318.2827981,318.2827981,0,0,10,29,0.015633606,2,2,5,5,481.0,120.25,10,400,30,400,60,25,88390.04182,259.4078594,10.32273883,26516814.45,22
45,600,600,7095.238653,350.1922606,350.1922606,0,0,12,29,0.022017329,5,5,3,3,107.75,215.5,10,200,35,400,60,25,96305.63188,262.3446188,8.939923649,26581608.7,23
46,600,600,7095.238653,350.1922606,350.1922606,0,0,12,29,0.022017329,3,3,5,5,215.5,107.75,10,200,35,400,60,25,96305.63188,262.3446188,8.939923649,26581608.7,23
47,650,600,6602.565808,379.8834463,329.8620396,0,0,16,25,0.020138414,3,3,7,7,252.5,75.83333333,10,250,27,500,50,25,97404.35279,270.5695825,9.637341574,26791324.74,24
48,600,650,6602.565808,329.8620396,379.8834463,0,0,16,25,0.020138414,7,7,3,3,75.83333333,252.5,10,250,27,500,50,25,97404.35279,270.5695825,9.637341574,26791324.74,24
49,750,600,7157.640494,602.6249527,413.3932701,0,0,6,32,0.010723303,3,3,2,2,286.0,422.0,13,250,30,500,60,25,82746.53112,254.0566393,10.91580883,28368318.39,25
50,600,750,7157.640494,413.3932701,602.6249527,0,0,6,32,0.010723303,2,2,3,3,422.0,286.0,13,250,30,500,60,25,82746.53112,254.0566393,10.91580883,28368318.39,25
51,700,600,7112.75564,488.3478577,373.7123351,0,0,12,29,0.018871996,4,4,4,4,177.0,143.6666667,10,150,30,400,60,25,103900.6021,289.5066096,10.37159953,29398335.44,26
52,600,700,7112.75564,373.7123351,488.3478577,0,0,12,29,0.018871996,4,4,4,4,143.6666667,177.0,10,150,30,400,60,25,103900.6021,289.5066096,10.37159953,29398335.44,26
53,750,600,6910.198763,457.7426101,305.0041877,0,0,16,25,0.017453293,5,5,5,5,151.25,113.75,10,250,27,400,50,25,102697.5828,293.1511103,11.05334085,29706404.82,27
54,600,750,6910.198763,305.0041877,457.7426101,0,0,16,25,0.017453293,5,5,5,5,113.75,151.25,10,250,27,400,50,25,102697.5828,293.1511103,11.05334085,29706404.82,27
55,800,600,6989.805067,531.2281365,315.4160273,0,0,8,32,0.013404129,2,2,4,4,622.0,140.6666667,13,350,27,400,60,25,95298.66811,284.736406,11.69214905,29793035.34,28
56,600,800,6989.805067,315.4160273,531.2281365,0,0,8,32,0.013404129,4,4,2,2,140.6666667,622.0,13,350,27,400,60,25,95298.66811,284.736406,11.69214905,29793035.34,28
57,600,600,7792.182622,457.6464526,457.6464526,0,0,12,25,0.016362462,5,5,3,3,112.25,224.5,13,250,40,500,50,25,82904.66576,236.0854752,8.847543625,29961126.47,29
58,600,600,7792.182622,457.6464526,457.6464526,0,0,12,25,0.016362462,3,3,5,5,224.5,112.25,13,250,40,500,50,25,82904.66576,236.0854752,8.847543625,29961126.47,29
59,750,600,7253.296366,411.4185239,265.7462676,0,0,10,29,0.014678219,3,3,4,4,290.5,143.6666667,10,450,30,400,60,25,90363.97805,268.8579925,10.96865916,30153537.21,30
60,600,750,7253.296366,265.7462676,411.4185239,0,0,10,29,0.014678219,4,4,3,3,143.6666667,290.5,10,450,30,400,60,25,90363.97805,268.8579925,10.96865916,30153537.21,30
61,750,650,7112.87986,413.7939077,314.8857078,0,0,10,29,0.013549125,5,5,2,2,145.25,481.0,10,350,27,400,60,25,94409.15601,284.4378966,11.85867762,30264201.9,31
62,650,750,7112.87986,314.8857078,413.7939077,0,0,10,29,0.013549125,2,2,5,5,481.0,145.25,10,350,27,400,60,25,94409.15601,284.4378966,11.85867762,30264201.9,31
63,600,600,7427.301761,308.1251977,308.1251977,0,0,12,32,0.026808257,4,4,4,4,140.6666667,140.6666667,13,500,35,400,60,25,107789.1395,284.8504723,9.019074854,30438988.82,32
64,600,600,7427.301761,308.1251977,308.1251977,0,0,12,32,0.026808257,4,4,4,4,140.6666667,140.6666667,13,500,35,400,60,25,107789.1395,284.8504723,9.019074854,30438988.82,32
65,700,700,7142.71486,395.8643006,395.8643006,0,0,10,29,0.013479997,5,5,2,2,132.75,531.0,10,250,27,400,60,25,96243.86131,288.5909601,11.92867121,30704771.0,33
66,700,700,7142.71486,395.8643006,395.8643006,0,0,10,29,0.013479997,2,2,5,5,531.0,132.75,10,250,27,400,60,25,96243.86131,288.5909601,11.92867121,30704771.0,33
67,650,600,7606.601558,354.1602118,303.7576236,0,0,8,32,0.016497389,3,3,3,3,239.0,214.0,10,400,35,500,60,25,84305.5529,244.7881067,9.547355032,30852767.37,34
68,600,650,7606.601558,303.7576236,354.1602118,0,0,8,32,0.016497389,3,3,3,3,214.0,239.0,10,400,35,500,60,25,84305.5529,244.7881067,9.547355032,30852767.37,34
69,650,600,7545.427084,428.6609124,371.9599603,0,0,16,25,0.020138414,7,7,3,3,83.16666667,224.5,13,300,35,400,50,25,99519.07661,274.7778829,9.65174446,31029035.99,35
70,600,650,7545.427084,371.9599603,428.6609124,0,0,16,25,0.020138414,3,3,7,7,224.5,83.16666667,13,300,35,400,50,25,99519.07661,274.7778829,9.65174446,31029035.99,35
71,600,600,7859.569785,353.2193238,353.2193238,0,0,16,25,0.021816616,6,6,4,4,89.8,149.6666667,13,400,40,400,50,25,95035.17966,259.830928,8.931231529,31708232.82,36
72,600,600,7859.569785,353.2193238,353.2193238,0,0,16,25,0.021816616,4,4,6,6,149.6666667,89.8,13,400,40,400,50,25,95035.17966,259.830928,8.931231529,31708232.82,36
73,700,650,7486.718571,448.585121,393.0719256,0,0,12,25,0.012946124,5,5,3,3,138.75,252.5,10,250,30,500,50,25,87841.22351,264.9852251,11.06608355,32347920.84,37
74,650,700,7486.718571,393.0719256,448.585121,0,0,12,25,0.012946124,3,3,5,5,252.5,138.75,10,250,30,500,50,25,87841.22351,264.9852251,11.06608355,32347920.84,37
75,700,600,7769.098878,463.6416427,350.1922606,0,0,10,29,0.015726663,3,3,4,4,265.5,143.6666667,10,200,35,400,60,25,91457.69088,265.010481,10.28613401,32361664.42,38
76,600,700,7769.098878,350.1922606,463.6416427,0,0,10,29,0.015726663,4,4,3,3,143.6666667,265.5,10,200,35,400,60,25,91457.69088,265.010481,10.28613401,32361664.42,38
77,750,600,7890.55088,498.2161342,328.4730577,0,0,6,32,0.010723303,3,3,2,2,286.0,422.0,13,400,35,400,60,25,79276.8427,247.1519593,10.8921776,32415135.17,39
78,600,750,7890.55088,328.4730577,498.2161342,0,0,6,32,0.010723303,2,2,3,3,422.0,286.0,13,400,35,400,60,25,79276.8427,247.1519593,10.8921776,32415135.17,39
79,800,650,7360.604072,520.7080588,356.9287029,0,0,12,25,0.011327858,5,5,3,3,162.25,249.5,13,400,27,400,50,25,93881.25593,290.0568897,12.60216481,32433070.2,40
80,650,800,7360.604072,356.9287029,520.7080588,0,0,12,25,0.011327858,3,3,5,5,249.5,162.25,13,400,27,400,50,25,93881.25593,290.0568897,12.60216481,32433070.2,40
81,650,600,7089.64226,385.5242155,334.937557,0,0,20,25,0.025173018,5,5,7,7,124.75,74.83333333,13,400,27,500,50,25,112952.0261,301.1151826,9.744302945,32527518.79,41
82,600,650,7089.64226,334.937557,385.5242155,0,0,20,25,0.025173018,7,7,5,5,74.83333333,124.75,13,400,27,500,50,25,112952.0261,301.1151826,9.744302945,32527518.79,41
83,700,600,7084.367776,352.3571694,261.627156,0,0,16,29,0.025162661,4,4,6,6,177.0,86.2,10,400,27,400,60,25,118983.4775,318.991002,10.47576501,32653652.19,42
84,600,700,7084.367776,261.627156,352.3571694,0,0,16,29,0.025162661,6,6,4,4,86.2,177.0,10,400,27,400,60,25,118983.4775,318.991002,10.47576501,32653652.19,42
85,650,600,8119.715408,415.9316763,358.6620684,0,0,8,32,0.016497389,3,3,3,3,236.0,211.0,13,350,40,400,60,25,87205.56942,250.5591396,9.567106361,32993542.71,43
86,600,650,8119.715408,358.6620684,415.9316763,0,0,8,32,0.016497389,3,3,3,3,211.0,236.0,13,350,40,400,60,25,87205.56942,250.5591396,9.567106361,32993542.71,43
87,650,600,8175.657371,623.7005488,548.177685,0,0,8,29,0.013549125,3,3,3,3,240.5,215.5,10,100,40,500,60,25,84711.97289,245.827767,9.549496569,33073824.61,44
88,600,650,8175.657371,548.177685,623.7005488,0,0,8,29,0.013549125,3,3,3,3,215.5,240.5,10,100,40,500,60,25,84711.97289,245.827767,9.549496569,33073824.61,44
89,750,600,7183.376804,449.6349919,298.0657038,0,0,14,29,0.020549507,4,4,5,5,193.6666667,107.75,10,250,27,400,60,25,113326.2034,314.0222913,11.12648903,33082755.51,45
90,600,750,7183.376804,298.0657038,449.6349919,0,0,14,29,0.020549507,5,5,4,4,107.75,193.6666667,10,250,27,400,60,25,113326.2034,314.0222913,11.12648903,33082755.51,45
91,650,600,7364.068812,473.0472317,413.3932701,0,0,14,32,0.028870431,6,6,3,3,94.4,211.0,13,200,30,400,60,25,129209.7465,333.1784943,9.855816132,33402715.81,46
92,600,650,7364.068812,413.3932701,473.0472317,0,0,14,32,0.028870431,3,3,6,6,211.0,94.4,13,200,30,400,60,25,129209.7465,333.1784943,9.855816132,33402715.81,46
93,750,600,7336.530221,585.5324361,403.3326197,0,0,12,29,0.017613863,4,4,4,4,193.6666667,143.6666667,10,150,27,500,60,25,106711.6272,301.1245494,11.08071893,33903548.08,47
94,600,750,7336.530221,403.3326197,585.5324361,0,0,12,29,0.017613863,4,4,4,4,143.6666667,193.6666667,10,150,27,500,60,25,106711.6272,301.1245494,11.08071893,33903548.08,47
95,650,650,7540.241428,484.4307212,484.4307212,0,0,16,25,0.018589306,5,5,5,5,124.75,124.75,13,250,30,500,50,25,103994.5839,290.2101424,10.4296981,34205138.57,48
96,650,650,7540.241428,484.4307212,484.4307212,0,0,16,25,0.018589306,5,5,5,5,124.75,124.75,13,250,30,500,50,25,103994.5839,290.2101424,10.4296981,34205138.57,48
97,700,700,7387.558763,449.7198837,449.7198837,0,0,16,25,0.016028534,7,7,3,3,91.5,274.5,13,300,27,400,50,25,108561.0251,312.8513604,12.01324093,34326325.76,49
98,700,700,7387.558763,449.7198837,449.7198837,0,0,16,25,0.016028534,3,3,7,7,274.5,91.5,13,300,27,400,50,25,108561.0251,312.8513604,12.01324093,34326325.76,49
99,650,600,7552.680987,528.8943425,464.2629201,0,0,12,32,0.024746084,3,3,5,5,236.0,105.5,13,200,30,500,60,25,116711.7369,308.6304412,9.769818728,34632481.31,50
100,600,650,7552.680987,464.2629201,528.8943425,0,0,12,32,0.024746084,5,5,3,3,105.5,236.0,13,200,30,500,60,25,116711.7369,308.6304412,9.769818728,34632481.31,50
101,700,700,7801.213353,598.4145359,598.4145359,0,0,8,29,0.010783998,3,3,3,3,262.5,262.5,13,200,30,500,60,25,92344.51651,281.0965287,11.90139391,34749112.29,51
102,700,700,7801.213353,598.4145359,598.4145359,0,0,8,29,0.010783998,3,3,3,3,262.5,262.5,13,200,30,500,60,25,92344.51651,281.0965287,11.90139391,34749112.29,51
103,750,700,7560.40486,402.5935689,352.3571694,0,0,10,29,0.012581331,4,4,3,3,193.6666667,265.5,10,400,27,400,60,25,97052.44499,297.2280417,12.73914814,34945314.03,52
104,700,750,7560.40486,352.3571694,402.5935689,0,0,10,29,0.012581331,3,3,4,4,265.5,193.6666667,10,400,27,400,60,25,97052.44499,297.2280417,12.73914814,34945314.03,52
105,700,600,7406.358177,399.4484423,300.8818416,0,0,12,32,0.022978506,3,3,5,5,261.0,105.5,13,500,27,500,60,25,113005.9189,307.2798633,10.43455344,35472717.92,53
106,600,700,7406.358177,300.8818416,399.4484423,0,0,12,32,0.022978506,5,5,3,3,105.5,261.0,13,500,27,500,60,25,113005.9189,307.2798633,10.43455344,35472717.92,53
107,600,600,8267.97683,422.8374097,422.8374097,0,0,16,25,0.021816616,5,5,5,5,112.25,112.25,13,300,40,500,50,25,96771.76045,263.2867238,8.943058971,35929372.05,54
108,600,600,8267.97683,422.8374097,422.8374097,0,0,16,25,0.021816616,5,5,5,5,112.25,112.25,13,300,40,500,50,25,96771.76045,263.2867238,8.943058971,35929372.05,54
109,650,650,8062.113653,338.4467775,338.4467775,0,0,12,29,0.018760327,5,5,3,3,120.25,240.5,10,400,35,400,60,25,98654.52038,279.5689069,10.39336755,36120989.69,55
110,650,650,8062.113653,338.4467775,338.4467775,0,0,12,29,0.018760327,3,3,5,5,240.5,120.25,10,400,35,400,60,25,98654.52038,279.5689069,10.39336755,36120989.69,55
111,750,650,7522.592582,489.6690454,379.8834463,0,0,14,25,0.01409689,2,2,7,7,605.0,84.16666667,10,250,27,500,50,25,98316.01819,292.1589316,11.88543183,36375139.14,56
112,650,750,7522.592582,379.8834463,489.6690454,0,0,14,25,0.01409689,7,7,2,2,84.16666667,605.0,10,250,27,500,50,25,98316.01819,292.1589316,11.88543183,36375139.14,56
113,600,600,7837.390626,296.1995361,296.1995361,0,0,24,25,0.032724923,8,8,6,6,65.0,91.0,10,400,35,400,50,25,123420.8437,315.5298598,9.126699262,37009719.81,57
114,600,600,7837.390626,296.1995361,296.1995361,0,0,24,25,0.032724923,6,6,8,8,91.0,65.0,10,400,35,400,50,25,123420.8437,315.5298598,9.126699262,37009719.81,57
115,700,600,8546.677338,445.8250851,333.0747261,0,0,12,25,0.014024967,6,6,2,2,111.0,455.0,10,300,40,400,50,25,83890.3534,250.0949936,10.23420524,37264660.78,58
116,600,700,8546.677338,333.0747261,445.8250851,0,0,12,25,0.014024967,2,2,6,6,455.0,111.0,10,300,40,400,50,25,83890.3534,250.0949936,10.23420524,37264660.78,58
117,850,600,7640.405832,542.8702685,281.8707937,0,0,12,29,0.015541644,4,4,4,4,227.0,143.6666667,10,300,27,400,60,25,107360.2743,314.4633572,12.46508504,37560354.33,59
118,600,850,7640.405832,281.8707937,542.8702685,0,0,12,29,0.015541644,4,4,4,4,143.6666667,227.0,10,300,27,400,60,25,107360.2743,314.4633572,12.46508504,37560354.33,59
119,700,650,8277.584507,413.6077301,359.017689,0,0,8,32,0.014140619,2,2,4,4,522.0,157.3333333,13,500,35,400,60,25,91018.28946,271.1984525,11.08801792,37654853.33,60
120,650,700,8277.584507,359.017689,413.6077301,0,0,8,32,0.014140619,4,4,2,2,157.3333333,522.0,13,500,35,400,60,25,91018.28946,271.1984525,11.08801792,37654853.33,60
121,650,650,7782.477857,370.3935536,370.3935536,0,0,18,25,0.020912969,5,5,6,6,126.25,101.0,10,300,30,500,50,25,106974.8924,295.9438214,10.45053119,37906466.81,61
122,650,650,7782.477857,370.3935536,370.3935536,0,0,18,25,0.020912969,6,6,5,5,101.0,126.25,10,300,30,500,50,25,106974.8924,295.9438214,10.45053119,37906466.81,61
123,650,600,8068.018204,405.0681767,350.1922606,0,0,16,29,0.02709825,5,5,5,5,120.25,107.75,10,200,35,400,60,25,119542.8578,314.0801688,9.78960065,37984346.81,62
124,600,650,8068.018204,350.1922606,405.0681767,0,0,16,29,0.02709825,5,5,5,5,107.75,120.25,10,200,35,400,60,25,119542.8578,314.0801688,9.78960065,37984346.81,62
125,700,600,8706.057371,582.3231173,446.9594967,0,0,8,29,0.012581331,3,3,3,3,265.5,215.5,10,150,40,500,60,25,83371.64504,249.1845145,10.23034208,38630360.47,63
126,600,700,8706.057371,446.9594967,582.3231173,0,0,8,29,0.012581331,3,3,3,3,215.5,265.5,10,150,40,500,60,25,83371.64504,249.1845145,10.23034208,38630360.47,63
127,900,600,7739.41486,630.4326374,298.0657038,0,0,10,29,0.012231849,2,2,5,5,731.0,107.75,10,250,27,400,60,25,100737.0914,307.5724879,13.10923049,38766047.67,64
128,600,900,7739.41486,298.0657038,630.4326374,0,0,10,29,0.012231849,5,5,2,2,107.75,731.0,10,250,27,400,60,25,100737.0914,307.5724879,13.10923049,38766047.67,64
129,800,650,7745.578763,541.3147467,373.2689958,0,0,16,25,0.015103811,3,3,7,7,324.5,83.16666667,13,350,27,400,50,25,110067.9264,321.874094,12.71347824,38937884.32,65
130,650,800,7745.578763,373.2689958,541.3147467,0,0,16,25,0.015103811,7,7,3,3,83.16666667,324.5,13,350,27,400,50,25,110067.9264,321.874094,12.71347824,38937884.32,65
131,750,600,7577.898867,585.2072007,402.6211416,0,0,14,32,0.02502104,3,3,6,6,286.0,84.4,13,200,27,400,60,25,135051.695,356.8519718,11.2755526,38941632.36,66
132,600,750,7577.898867,402.6211416,585.2072007,0,0,14,32,0.02502104,6,6,3,3,84.4,286.0,13,200,27,400,60,25,135051.695,356.8519718,11.2755526,38941632.36,66
133,850,650,7888.58986,1028.219761,685.4518811,0,0,10,29,0.011955111,3,3,4,4,337.5,158.3333333,13,100,27,400,60,25,121779.4943,351.9568698,13.54003457,39067023.62,67
134,650,850,7888.58986,685.4518811,1028.219761,0,0,10,29,0.011955111,4,4,3,3,158.3333333,337.5,13,100,27,400,60,25,121779.4943,351.9568698,13.54003457,39067023.62,67
135,700,600,8682.701389,501.5536915,379.150692,0,0,10,29,0.015726663,2,2,5,5,525.0,106.25,13,300,40,400,60,25,92285.49531,266.6578118,10.29177199,39306599.44,68
136,600,700,8682.701389,379.150692,501.5536915,0,0,10,29,0.015726663,5,5,2,2,106.25,525.0,13,300,40,400,60,25,92285.49531,266.6578118,10.29177199,39306599.44,68
137,750,650,7766.130808,664.3051859,528.5017787,0,0,16,25,0.016110732,4,4,6,6,199.6666667,99.8,13,200,27,500,50,25,112528.819,320.2452703,11.98276679,39345800.45,69
138,650,750,7766.130808,528.5017787,664.3051859,0,0,16,25,0.016110732,6,6,4,4,99.8,199.6666667,13,200,27,500,50,25,112528.819,320.2452703,11.98276679,39345800.45,69
139,700,600,7950.480987,475.1018711,362.5325419,0,0,12,32,0.022978506,5,5,3,3,132.0,214.0,10,200,30,500,60,25,115123.3555,311.4935621,10.4489748,39374406.92,70
140,600,700,7950.480987,362.5325419,475.1018711,0,0,12,32,0.022978506,3,3,5,5,214.0,132.0,10,200,30,500,60,25,115123.3555,311.4935621,10.4489748,39374406.92,70
141,900,600,7905.589356,808.6878047,412.7215458,0,0,12,25,0.010908308,5,5,3,3,188.75,227.5,10,150,27,500,50,25,99655.72898,305.564091,13.10147616,39578742.07,71
142,600,900,7905.589356,412.7215458,808.6878047,0,0,12,25,0.010908308,3,3,5,5,227.5,188.75,10,150,27,500,50,25,99655.72898,305.564091,13.10147616,39578742.07,71
143,600,600,7948.641316,718.6111701,718.6111701,0,0,16,32,0.035744343,5,5,5,5,105.5,105.5,13,100,30,500,60,25,148789.4872,365.7951924,9.300071373,39901461.44,72
144,600,600,7948.641316,718.6111701,718.6111701,0,0,16,32,0.035744343,5,5,5,5,105.5,105.5,13,100,30,500,60,25,148789.4872,365.7951924,9.300071373,39901461.44,72
145,750,600,7764.378177,760.6792876,538.2735416,0,0,12,32,0.021446606,3,3,5,5,286.0,105.5,13,150,27,500,60,25,126408.8948,339.9757853,11.21581212,40179095.05,73
146,600,750,7764.378177,538.2735416,760.6792876,0,0,12,32,0.021446606,5,5,3,3,105.5,286.0,13,150,27,500,60,25,126408.8948,339.9757853,11.21581212,40179095.05,73
147,650,650,7632.224719,314.8857078,314.8857078,0,0,20,29,0.031267212,5,5,7,7,120.25,80.16666667,10,350,27,400,60,25,140179.2416,361.142043,10.67906178,40308545.78,74
148,650,650,7632.224719,314.8857078,314.8857078,0,0,20,29,0.031267212,7,7,5,5,80.16666667,120.25,10,350,27,400,60,25,140179.2416,361.142043,10.67906178,40308545.78,74
149,650,650,8777.723562,364.7951101,364.7951101,0,0,14,25,0.016265642,5,5,4,4,126.25,168.3333333,10,400,40,400,50,25,90588.2142,263.7286017,10.33785556,40574104.5,75
