Solution_ID,Check_Type,Story,Value
1,Seismic_Drift_X,1,0.0
1,Seismic_Drift_X,2,0.0
1,Seismic_Drift_X,3,0.0
1,Seismic_Drift_X,4,0.0
1,Seismic_Drift_X,5,0.0
1,Seismic_Drift_Y,1,1.3857124729104333e-08
1,Seismic_Drift_Y,2,3.3651992126619e-08
1,Seismic_Drift_Y,3,4.603319937585152e-08
1,Seismic_Drift_Y,4,5.0999297994974356e-08
1,Seismic_Drift_Y,5,0.0
1,Wind_Disp_X,1,0.0011236948729683013
1,Wind_Disp_X,2,0.0037242014630588095
1,Wind_Disp_X,3,0.007164472788027456
1,Wind_Disp_X,4,0.010743519361465287
1,Wind_Disp_Y,1,0.0007420320854872974
1,Wind_Disp_Y,2,0.0022781325256754424
1,Wind_Disp_Y,3,0.004083925102626112
1,Wind_Disp_Y,4,0.005757613914847943
2,Seismic_Drift_X,1,0.0
2,Seismic_Drift_X,2,0.0
2,Seismic_Drift_X,3,0.0
2,Seismic_Drift_X,4,0.0
2,Seismic_Drift_X,5,0.0
2,Seismic_Drift_Y,1,0.001087147101913611
2,Seismic_Drift_Y,2,0.0022132490505059506
2,Seismic_Drift_Y,3,0.002189835079382941
2,Seismic_Drift_Y,4,0.001738787931230802
2,Seismic_Drift_Y,5,0.0
2,Wind_Disp_X,1,0.0004106941836718543
2,Wind_Disp_X,2,0.001133376665697655
2,Wind_Disp_X,3,0.001768280431967473
2,Wind_Disp_X,4,0.002259303721160446
2,Wind_Disp_Y,1,0.005016336418654832
2,Wind_Disp_Y,2,0.015011313504330645
2,Wind_Disp_Y,3,0.024748886573816756
2,Wind_Disp_Y,4,0.03242635365430443
3,Seismic_Drift_X,1,0.0
3,Seismic_Drift_X,2,0.0
3,Seismic_Drift_X,3,0.0
3,Seismic_Drift_X,4,0.0
3,Seismic_Drift_X,5,0.0
3,Seismic_Drift_Y,1,5.193361437207485e-08
3,Seismic_Drift_Y,2,1.410251894994552e-07
3,Seismic_Drift_Y,3,2.2682318345738415e-07
3,Seismic_Drift_Y,4,2.7660609642035557e-07
3,Seismic_Drift_Y,5,0.0
3,Wind_Disp_X,1,0.0009632581402802263
3,Wind_Disp_X,2,0.003040322034754802
3,Wind_Disp_X,3,0.005568734030737794
3,Wind_Disp_X,4,0.008098106057367828
3,Wind_Disp_Y,1,0.0007497721035011899
3,Wind_Disp_Y,2,0.002010750960043825
3,Wind_Disp_Y,3,0.0032791057812000023
3,Wind_Disp_Y,4,0.004480153456841402
4,Seismic_Drift_X,1,0.0
4,Seismic_Drift_X,2,0.0
4,Seismic_Drift_X,3,0.0
4,Seismic_Drift_X,4,0.0
4,Seismic_Drift_X,5,0.0
4,Seismic_Drift_Y,1,0.0
4,Seismic_Drift_Y,2,0.0
4,Seismic_Drift_Y,3,0.0
4,Seismic_Drift_Y,4,0.0
4,Seismic_Drift_Y,5,0.0
4,Wind_Disp_X,1,0.0001515146843701868
4,Wind_Disp_X,2,0.0004924375014443756
4,Wind_Disp_X,3,0.0009587837202141454
4,Wind_Disp_X,4,0.0014339856313805638
4,Wind_Disp_Y,1,0.0005199068953075244
4,Wind_Disp_Y,2,0.001582830232262727
4,Wind_Disp_Y,3,0.0028696808597727824
4,Wind_Disp_Y,4,0.0040376227830438045
5,Seismic_Drift_X,1,0.0
5,Seismic_Drift_X,2,0.0
5,Seismic_Drift_X,3,0.0
5,Seismic_Drift_X,4,0.0
5,Seismic_Drift_X,5,0.0
5,Seismic_Drift_Y,1,0.0
5,Seismic_Drift_Y,2,0.0
5,Seismic_Drift_Y,3,0.0
5,Seismic_Drift_Y,4,0.0
5,Seismic_Drift_Y,5,0.0
5,Wind_Disp_X,1,0.00032742095776841675
5,Wind_Disp_X,2,0.0010220444104177128
5,Wind_Disp_X,3,0.0017945755566386597
5,Wind_Disp_X,4,0.0025478359432151145
5,Wind_Disp_Y,1,0.0006051048549423326
5,Wind_Disp_Y,2,0.001786941102193697
5,Wind_Disp_Y,3,0.003049264737935944
5,Wind_Disp_Y,4,0.004241149472190009
6,Seismic_Drift_X,1,0.0
6,Seismic_Drift_X,2,0.0
6,Seismic_Drift_X,3,0.0
6,Seismic_Drift_X,4,0.0
6,Seismic_Drift_X,5,0.0
6,Seismic_Drift_Y,1,0.0
6,Seismic_Drift_Y,2,0.0
6,Seismic_Drift_Y,3,0.0
6,Seismic_Drift_Y,4,0.0
6,Seismic_Drift_Y,5,0.0
6,Wind_Disp_X,1,0.00015160637485801451
6,Wind_Disp_X,2,0.00048453218931621025
6,Wind_Disp_X,3,0.0008976467690920701
6,Wind_Disp_X,4,0.0013024659543795967
6,Wind_Disp_Y,1,0.00044648519396326206
6,Wind_Disp_Y,2,0.001328007519847406
6,Wind_Disp_Y,3,0.002266093428014685
6,Wind_Disp_Y,4,0.0029995681399171458
