gen,nevals,avg,max,min,std,success_rate,valid_ratio,avg_cost,min_cost,avg_dcr,min_dcr,best_margins,hypervolume,hof_min_cost,hof_min_dcr,hof_size
0,200,[0.68129817 0.22533222],[1.01133573 0.33556395],[0.35809112 0.13210235],[0.12688222 0.03017857],100.0,24.5,71451794.28720981,57067306.40359994,0.21623474557139025,0.17027140034301994,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,4.726845015115454,57067306.40359994,0.17027140034301994,6
