gen,nevals,avg,max,min,std,success_rate,valid_ratio,avg_cost,min_cost,avg_drift,min_drift,best_margins,hypervolume,hof_min_cost,hof_min_drift,hof_size
0,500,[0.8956037  0.43365706],[1.2742391  0.90556338],[0.37567005 0.31390501],[0.2256148  0.07737869],100.0,7.6,85586678.58729634,64394581.79746218,0.008613675135009206,0.0067256117168378315,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.0095348991752635,64394581.79746218,0.0067256117168378315,7
1,485,[0.88637473 0.43843796],[1.2742391  0.86262002],[0.37004389 0.31143368],[0.20813076 0.08438447],100.0,11.200000000000001,81141270.2854418,58435648.487325415,0.008938990309734315,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.255218745707468,58435648.487325415,0.006559075022817403,6
2,482,[0.83114632 0.46608054],[1.2742391  0.86262002],[0.37004389 0.32079515],[0.19830312 0.09278794],100.0,21.2,76527633.5915675,58435648.487325415,0.009405055603628054,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.277038763678474,58435648.487325415,0.006559075022817403,7
3,489,[0.74528198 0.50656689],[1.2742391  0.84508542],[0.35166538 0.32495203],[0.16740043 0.09926308],100.0,34.0,73495575.08990052,57713247.300344974,0.009765302100075252,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.2810586420283325,57713247.300344974,0.006559075022817403,9
4,483,[0.71280473 0.51665751],[1.2742391  0.84344482],[0.47502201 0.32795375],[0.15279261 0.09467595],100.0,51.0,70851296.86360507,55902975.47528623,0.010043201457892541,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.369173966396105,55902975.47528623,0.006559075022817403,9
5,483,[0.68414904 0.52069441],[1.20989659 0.79400528],[0.4620607  0.32795375],[0.13879535 0.09067712],100.0,80.4,68377829.90491879,54701011.65741888,0.010385696572228936,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.401301043829646,54855272.28855645,0.006559075022817403,10
6,487,[0.64307485 0.51510575],[1.19011118 0.87057773],[0.407478   0.32795375],[0.13893965 0.0888376 ],100.0,100.0,65663613.796926014,52171168.09277293,0.010302115008827108,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.512028262167101,52171168.09277293,0.006559075022817403,14
7,479,[0.60343111 0.51173915],[1.19011118 0.82235458],[0.407478   0.32795375],[0.14536533 0.09225993],100.0,100.0,63359662.14641815,52171168.09277293,0.010234783095275545,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.518111012059123,52171168.09277293,0.006559075022817403,10
8,489,[0.58118426 0.5050987 ],[1.19011118 0.8675811 ],[0.39928061 0.32795375],[0.15401863 0.09300645],100.0,100.0,62062312.46198305,51146101.732828304,0.010101973980472941,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.536266862316811,51146101.732828304,0.006559075022817403,13
9,481,[0.56198262 0.49694009],[1.19011118 0.8675811 ],[0.37086016 0.32795375],[0.1597324 0.0912772],100.0,100.0,60921367.716383256,49548248.32928362,0.009938801868102495,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.597603296798425,49548248.32928362,0.006559075022817403,14
10,479,[0.54169697 0.49110514],[1.19011118 0.90514556],[0.3375161  0.32795375],[0.1644014 0.0872742],100.0,100.0,59705989.171987735,48320520.16277763,0.009822102867266988,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.6621239745360095,48320520.16277763,0.006559075022817403,18
11,489,[0.52167922 0.49224024],[1.19011118 0.90514556],[0.29574884 0.32795375],[0.16538201 0.09054145],100.0,100.0,58519362.54103519,45500216.360247344,0.00984480471857804,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.734369438069766,45500216.360247344,0.006559075022817403,23
12,490,[0.50418259 0.48866164],[1.19011118 0.90514556],[0.29574884 0.32795375],[0.16614531 0.08921797],100.0,100.0,57446234.74010313,45500216.360247344,0.009773232712591139,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.74741838055422,45500216.360247344,0.006559075022817403,19
13,476,[0.48510176 0.49039721],[1.19011118 0.89080436],[0.29574884 0.32795375],[0.17086784 0.09043748],100.0,100.0,56282252.09951029,45500216.360247344,0.009807944230784382,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.751264178199191,45500216.360247344,0.006559075022817403,19
14,487,[0.46273964 0.49585928],[1.19011118 0.90417582],[0.27730929 0.32795375],[0.16967526 0.09957861],100.0,100.0,54947907.12001505,43936951.7420761,0.00991718569437174,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.7902866115548886,43936951.7420761,0.006559075022817403,19
15,483,[0.43500195 0.50660662],[1.19011118 0.89695615],[0.27730929 0.32795375],[0.16239437 0.10619477],100.0,100.0,53325265.61041571,43936951.7420761,0.010132132306018114,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.7939715171899895,43936951.7420761,0.006559075022817403,19
16,484,[0.42513736 0.51083729],[1.19011118 0.94967372],[0.24567467 0.32795375],[0.16847127 0.11970024],100.0,100.0,52752063.16907191,41992193.26366618,0.010216745773968106,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.857366635344852,41992193.26366618,0.006559075022817403,17
17,490,[0.41785055 0.51041761],[1.19011118 0.94967372],[0.23296779 0.32795375],[0.17290967 0.11747851],100.0,100.0,52301885.45854938,41114822.79181649,0.010208352221648582,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.8798184149355865,41114822.79181649,0.006559075022817403,23
18,485,[0.4062478  0.50906527],[1.19011118 0.94967372],[0.22370074 0.32795375],[0.17343223 0.11402728],100.0,100.0,51589767.613064975,40566486.39196785,0.010181305445045719,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.8991263066738115,40957302.36830625,0.006559075022817403,26
19,486,[0.3929975  0.51102304],[1.19011118 0.96125496],[0.21491619 0.32795375],[0.17341234 0.11405931],100.0,100.0,50789733.12495227,40566486.39196785,0.010220460847860416,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.915292865094553,40729751.99271536,0.006559075022817403,23
20,493,[0.37779661 0.51624215],[1.17627187 0.96125496],[0.2064941  0.32795375],[0.16919105 0.11856935],100.0,100.0,49883226.30462057,39872891.742939845,0.01032484303477054,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.930409927518261,39872891.742939845,0.006559075022817403,27
21,487,[0.36646743 0.52588471],[1.17627187 0.98190703],[0.19122769 0.32795375],[0.17341065 0.12985514],100.0,100.0,49210707.1740842,38950739.093499586,0.010517694103518075,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.958673037000108,38950739.093499586,0.006559075022817403,32
22,490,[0.35655322 0.53208734],[1.17627187 0.98190703],[0.19122769 0.32795375],[0.17738275 0.13355969],100.0,100.0,48628774.96540905,38906437.16001799,0.01064174688214539,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.964192652470714,38906437.16001799,0.006559075022817403,29
23,487,[0.34693538 0.53908355],[1.17627187 0.98190703],[0.17661516 0.32795375],[0.17900781 0.13913635],100.0,100.0,48063351.60124669,37944193.01213277,0.010781671022167072,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,4.993934649854773,37944193.01213277,0.006559075022817403,28
24,485,[0.34385485 0.53032005],[1.17627187 0.99589846],[0.16733727 0.32795375],[0.18088416 0.12945027],100.0,100.0,47882525.10080223,37433673.226909325,0.01060640104697248,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,5.011131159754212,37433673.226909325,0.006559075022817403,29
25,487,[0.34192807 0.52358534],[1.17627187 0.99589846],[0.16733727 0.32795375],[0.18287545 0.12378489],100.0,100.0,47758606.540464394,37433673.226909325,0.01047170670232265,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,5.016471190182945,37433673.226909325,0.006559075022817403,23
26,489,[0.33620027 0.52719185],[1.17627187 0.99589846],[0.15880799 0.32795375],[0.18571882 0.12649398],100.0,100.0,47427406.70092632,36805843.8318181,0.010543836915516394,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,5.031392694700816,36805843.8318181,0.006559075022817403,24
27,478,[0.3306491  0.52665014],[1.17627187 0.99589846],[0.15194825 0.32795375],[0.18774291 0.12609431],100.0,100.0,47105752.490972206,36643020.12115789,0.010533002792151545,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,5.044189422042432,36643020.12115789,0.006559075022817403,30
28,487,[0.32849426 0.52655189],[1.17627187 0.99705061],[0.15194825 0.32795375],[0.18984739 0.13169467],100.0,100.0,46977064.4295518,36592321.72410847,0.010531037717008064,0.006559075022817403,S:0.00 D:0.00 W:0.00 F:0.00 SCWB:0.00,5.050009474604836,36592321.72410847,0.006559075022817403,23
