gen,best_obj1,best_obj2
3,0.6503104496430591,0.19642304392891452
4,0.6503104496430591,0.1692989177163566
5,0.5670240692588994,0.1668289214200299
6,0.5670240692588994,0.1668289214200299
7,0.5670240692588994,0.1668289214200299
8,0.555294217431928,0.1668289214200299
9,0.555294217431928,0.1668289214200299
10,0.555294217431928,0.1668289214200299
11,0.555294217431928,0.1668289214200299
12,0.555294217431928,0.1663770402518956
13,0.555294217431928,0.16407359738624325
14,0.555294217431928,0.16407359738624325
15,0.555294217431928,0.16407359738624325
16,0.555294217431928,0.16407359738624325
17,0.555294217431928,0.16407359738624325
18,0.555294217431928,0.16407359738624325
19,0.555294217431928,0.16407359738624325
20,0.5471511700317241,0.16407359738624325
21,0.5471511700317241,0.16407359738624325
22,0.5471511700317241,0.16407359738624325
23,0.5471511700317241,0.16407359738624325
24,0.5471511700317241,0.16407359738624325
25,0.5471511700317241,0.16407359738624325
26,0.5471511700317241,0.16407359738624325
27,0.5471511700317241,0.16407359738624325
28,0.5197502237167858,0.16407359738624325
29,0.5197502237167858,0.16407359738624325
30,0.5197502237167858,0.16407359738624325
31,0.5197502237167858,0.16407359738624325
32,0.5197502237167858,0.16230825141407723
33,0.5197502237167858,0.16230825141407723
34,0.5197502237167858,0.16230825141407723
35,0.5175547434570186,0.16230825141407723
36,0.5175547434570186,0.15119817032963376
37,0.5175547434570186,0.15119817032963376
38,0.5175547434570186,0.15119817032963376
39,0.5175547434570186,0.15119817032963376
40,0.5175547434570186,0.15119817032963376
41,0.5175547434570186,0.15119817032963376
42,0.5175547434570186,0.15119817032963376
43,0.5175547434570186,0.15119817032963376
44,0.5175547434570186,0.15119817032963376
45,0.5175547434570186,0.15119817032963376
46,0.5142175259332107,0.15119817032963376
47,0.5142175259332107,0.15119817032963376
48,0.5142175259332107,0.15119817032963376
49,0.5085111187580228,0.15119817032963376
50,0.5085111187580228,0.15119817032963376
51,0.5085111187580228,0.15119817032963376
52,0.4838029158914971,0.15119817032963376
53,0.4838029158914971,0.15119817032963376
54,0.4838029158914971,0.15119817032963376
55,0.4838029158914971,0.15119817032963376
56,0.4838029158914971,0.15119817032963376
57,0.4838029158914971,0.15119817032963376
58,0.4838029158914971,0.15119817032963376
59,0.4838029158914971,0.15119817032963376
60,0.4838029158914971,0.15119817032963376
61,0.4838029158914971,0.15119817032963376
62,0.4838029158914971,0.15119817032963376
63,0.4838029158914971,0.15119817032963376
64,0.4838029158914971,0.15119817032963376
65,0.4838029158914971,0.15119817032963376
66,0.4838029158914971,0.15119817032963376
67,0.4838029158914971,0.15119817032963376
68,0.4838029158914971,0.15119817032963376
69,0.4838029158914971,0.15119817032963376
70,0.4838029158914971,0.15119817032963376
71,0.4838029158914971,0.15119817032963376
72,0.4838029158914971,0.15119817032963376
73,0.4838029158914971,0.15119817032963376
74,0.4838029158914971,0.15119817032963376
75,0.4838029158914971,0.15119817032963376
76,0.4838029158914971,0.15119817032963376
77,0.4838029158914971,0.14603664610462525
78,0.4838029158914971,0.14603664610462525
79,0.4838029158914971,0.14603664610462525
80,0.4838029158914971,0.14603664610462525
81,0.4838029158914971,0.14603664610462525
82,0.4838029158914971,0.14603664610462525
83,0.4838029158914971,0.14603664610462525
84,0.4838029158914971,0.14603664610462525
85,0.4838029158914971,0.14603664610462525
86,0.4838029158914971,0.14603664610462525
87,0.4838029158914971,0.14603664610462525
88,0.4838029158914971,0.14603664610462525
89,0.4838029158914971,0.14603664610462525
90,0.4838029158914971,0.14603664610462525
91,0.4838029158914971,0.14603664610462525
92,0.4838029158914971,0.14603664610462525
93,0.4838029158914971,0.14603664610462525
94,0.4838029158914971,0.14603664610462525
95,0.4838029158914971,0.14603664610462525
96,0.4838029158914971,0.14603664610462525
97,0.4838029158914971,0.14603664610462525
98,0.4838029158914971,0.14603664610462525
99,0.4838029158914971,0.14603664610462525
100,0.4838029158914971,0.14603664610462525
