gen,nevals,avg,std,min,valid_ratio,avg_cost,avg_co2,avg_dcr,hof_size
0,200,[0.61997387 0.29880715],[0.18243774 0.11424282],[0.27697915 0.15751821],0.0,0.0,0.0,0.0,0
1,161,[0.62739888 0.26722513],[0.16974867 0.05846658],[0.28117451 0.15751821],0.0,0.0,0.0,0.0,0
2,179,[0.60147677 0.27326518],[0.17655617 0.06798042],[0.31550373 0.15751821],0.0,0.0,0.0,0.0,0
3,181,[0.54105357 0.2978217 ],[0.18250754 0.07687741],[0.31576466 0.15751821],0.0,0.0,0.0,0.0,0
4,171,[0.47877891 0.33706485],[0.1737027  0.08506178],[0.30680831 0.15751821],0.5,39513222.59756007,118848.29106480001,0.3056654344352641,1
5,153,[0.40564396 0.3665954 ],[0.08797984 0.07379278],[0.32320686 0.20808781],0.5,39513222.59756007,118848.29106480001,0.3056654344352641,1
6,167,[0.3926855  0.38035511],[0.08843795 0.07711538],[0.31360697 0.20808781],0.5,39513222.59756007,118848.29106480001,0.3056654344352641,1
7,178,[0.39883128 0.37679326],[0.08971797 0.07625682],[0.30732571 0.20808781],0.5,39513222.59756007,118848.29106480001,0.3056654344352641,1
8,159,[0.40281971 0.37184463],[0.08920067 0.07516562],[0.30732571 0.20808781],0.5,39513222.59756007,118848.29106480001,0.3056654344352641,1
9,171,[0.40652169 0.36963806],[0.09493587 0.07396264],[0.31523602 0.20808781],0.5,39513222.59756007,118848.29106480001,0.3056654344352641,1
10,170,[0.40114684 0.35490941],[0.09780441 0.06253245],[0.31523602 0.20972798],0.5,39513222.59756007,118848.29106480001,0.3056654344352641,1
11,163,[0.40275424 0.35205819],[0.09873348 0.06531839],[0.31523602 0.20972798],0.5,39513222.59756007,118848.29106480001,0.3056654344352641,1
12,178,[0.40562908 0.34316936],[0.09996479 0.05865632],[0.3159447  0.20972798],0.5,39513222.59756007,118848.29106480001,0.3056654344352641,1
13,156,[0.40259747 0.36277535],[0.10182874 0.0692484 ],[0.3159447  0.20972798],0.5,39513222.59756007,118848.29106480001,0.3056654344352641,1
14,169,[0.39753521 0.38792871],[0.11349412 0.07766536],[0.32930356 0.20972798],1.0,54250962.99802005,159801.30927979996,0.2636735790693395,2
15,161,[0.39735778 0.39137514],[0.1143726  0.07839418],[0.32930356 0.20972798],1.0,54250962.99802005,159801.30927979996,0.2636735790693395,2
16,169,[0.40203463 0.38701282],[0.11579927 0.07730043],[0.32930356 0.20972798],1.0,54250962.99802005,159801.30927979996,0.2636735790693395,2
17,172,[0.40257615 0.38337911],[0.11698011 0.07650181],[0.32930356 0.20972798],1.0,54250962.99802005,159801.30927979996,0.2636735790693395,2
18,172,[0.39602681 0.38450535],[0.10948208 0.07422617],[0.32930356 0.21209039],1.0,54250962.99802005,159801.30927979996,0.2636735790693395,2
19,167,[0.39677874 0.38571889],[0.10925269 0.07596318],[0.32930356 0.21209039],1.0,54250962.99802005,159801.30927979996,0.2636735790693395,2
20,167,[0.3972704  0.38402262],[0.11086282 0.07282993],[0.33001223 0.21209039],1.0,54250962.99802005,159801.30927979996,0.2636735790693395,2
21,157,[0.38978488 0.39040958],[0.10932259 0.07063698],[0.33001223 0.21209039],1.0,54250962.99802005,159801.30927979996,0.2636735790693395,2
22,167,[0.39532335 0.38683078],[0.11544876 0.07251029],[0.33001223 0.1892125 ],1.0,54250962.99802005,159801.30927979996,0.2636735790693395,2
23,168,[0.39748312 0.38355169],[0.11513464 0.07262956],[0.33001223 0.1892125 ],1.0,54250962.99802005,159801.30927979996,0.2636735790693395,2
24,164,[0.40227017 0.37960278],[0.11649901 0.07329645],[0.33001223 0.1892125 ],1.0,54250962.99802005,159801.30927979996,0.2636735790693395,2
25,160,[0.40447369 0.37770018],[0.11761044 0.07357211],[0.33001223 0.1892125 ],1.0,54250962.99802005,159801.30927979996,0.2636735790693395,2
26,168,[0.40930192 0.37524473],[0.11947488 0.07308337],[0.33001223 0.1892125 ],1.0,54250962.99802005,159801.30927979996,0.2636735790693395,2
27,165,[0.41298279 0.37250214],[0.12059474 0.07246972],[0.33001223 0.1892125 ],1.0,54250962.99802005,159801.30927979996,0.2636735790693395,2
28,174,[0.41861094 0.3673814 ],[0.12202344 0.07140812],[0.33001223 0.1892125 ],1.0,54250962.99802005,159801.30927979996,0.2636735790693395,2
29,172,[0.42280923 0.36482646],[0.12296142 0.07035542],[0.33001223 0.1892125 ],1.0,54250962.99802005,159801.30927979996,0.2636735790693395,2
30,182,[0.42488976 0.36040587],[0.12168784 0.06834058],[0.33001223 0.1892125 ],1.0,54250962.99802005,159801.30927979996,0.2636735790693395,2
31,155,[0.43066008 0.35276256],[0.12033976 0.06415309],[0.33516529 0.1892125 ],1.5,47158076.84392003,139926.0651345333,0.2792215919814791,3
32,164,[0.4324991  0.34384709],[0.11798126 0.05730521],[0.34042426 0.1892125 ],1.5,47158076.84392003,139926.0651345333,0.2792215919814791,3
33,161,[0.43632598 0.32286423],[0.11713585 0.03854947],[0.34558602 0.1892125 ],4.0,42563603.06642006,125912.83579114993,0.2906959674880575,6
34,150,[0.42210471 0.31879292],[0.10875548 0.03093072],[0.35349633 0.1892125 ],4.0,42563603.06642006,125912.83579114993,0.2906959674880575,6
35,180,[0.42038394 0.32564642],[0.11128961 0.03358494],[0.35349633 0.1892125 ],4.5,42866492.661711164,127340.23302368882,0.2875772295795699,7
36,172,[0.39692801 0.34101337],[0.09280307 0.03012372],[0.36052765 0.1892125 ],4.5,42866492.661711164,127340.23302368882,0.2875772295795699,7
37,174,[0.39703426 0.34138128],[0.09235577 0.02942245],[0.36052765 0.1892125 ],4.5,42866492.661711164,127340.23302368882,0.2875772295795699,7
38,171,[0.40120875 0.33979732],[0.09461152 0.02961275],[0.35930188 0.1892125 ],5.0,42104677.147476055,125165.19302115994,0.2923566483346671,7
39,174,[0.40469258 0.33839246],[0.0967636  0.02975718],[0.34714912 0.1892125 ],6.0,42377658.09777672,126458.60157079995,0.29176925198692133,8
40,163,[0.39851723 0.34220048],[0.09489466 0.03003405],[0.36052765 0.1892125 ],6.5,41668309.75831698,124435.73080689226,0.29559396949608946,8
41,168,[0.39766697 0.342835  ],[0.09483029 0.03001108],[0.36052765 0.1892125 ],6.5,41668309.75831698,124435.73080689226,0.29559396949608946,8
42,175,[0.40226361 0.34190395],[0.10171299 0.03050104],[0.35656191 0.1892125 ],7.5,42329717.08489339,126307.00969519996,0.29793733349931983,8
43,170,[0.40796342 0.34086884],[0.10676121 0.03074375],[0.35656191 0.1892125 ],8.0,42510632.71011755,127459.28927809995,0.29845097617622324,8
44,181,[0.40748838 0.34074678],[0.10711398 0.0307348 ],[0.35656191 0.1892125 ],8.5,42005665.7289577,125955.81894710583,0.3007385840477007,8
45,175,[0.40327367 0.34232213],[0.10663563 0.02937499],[0.35656191 0.1892125 ],8.5,42005665.7289577,125955.81894710583,0.3007385840477007,8
