gen,nevals,avg,std,min,valid_ratio,avg_cost,avg_co2,avg_dcr,hof_size
46,180,[0.41095702 0.34080076],[0.1200977  0.03065721],[0.35656191 0.1892125 ],10.0,44146050.89303405,133170.06344217993,0.296989297407267,8
47,159,[0.41544684 0.33949797],[0.12326684 0.0314665 ],[0.35656191 0.1892125 ],10.5,44406242.40053147,134078.0714575809,0.29728532005216896,8
48,180,[0.41808062 0.33863121],[0.12429207 0.03184368],[0.35656191 0.1892125 ],10.5,44406242.40053147,134078.0714575809,0.29728532005216896,8
49,166,[0.42142705 0.33781955],[0.12622633 0.03195128],[0.35361686 0.1892125 ],11.0,44734382.655620046,135145.31471176355,0.29731181794323314,8
50,176,[0.4247762 0.3367814],[0.12753783 0.03204216],[0.35361686 0.1892125 ],11.5,44820510.91871831,135427.45696793034,0.2982246061714348,8
51,175,[0.42661407 0.33647109],[0.12821437 0.03224797],[0.35361686 0.1892125 ],11.5,44820510.91871831,135427.45696793034,0.2982246061714348,8
52,173,[0.42517994 0.33802504],[0.13016297 0.03292034],[0.35361686 0.1892125 ],11.5,44820510.91871831,135427.45696793034,0.2982246061714348,8
53,167,[0.43000033 0.33709094],[0.13311962 0.03308135],[0.35361686 0.1892125 ],12.0,45191385.21624171,136547.0209054166,0.29823060008134505,8
54,175,[0.43132996 0.33662116],[0.13287684 0.03308142],[0.35361686 0.1892125 ],12.5,44721463.79789604,135138.54318878392,0.2999252671714989,8
55,186,[0.4340525  0.33594849],[0.13390844 0.03294268],[0.35361686 0.1892125 ],13.5,44410200.6257882,134427.42294754068,0.30160301254985344,9
56,169,[0.43462858 0.33577052],[0.13362029 0.03284798],[0.35361686 0.1892125 ],13.5,44410200.6257882,134427.42294754068,0.30160301254985344,9
57,176,[0.43594284 0.33518174],[0.132979   0.03258202],[0.35361686 0.1892125 ],13.5,44410200.6257882,134427.42294754068,0.30160301254985344,9
58,167,[0.43962004 0.33367254],[0.13311372 0.0327373 ],[0.35361686 0.1892125 ],14.000000000000002,44284265.52019147,134226.69369361422,0.30116642124023046,10
59,169,[0.44099049 0.33309224],[0.13235084 0.03243371],[0.35361686 0.1892125 ],14.000000000000002,44284265.52019147,134226.69369361422,0.30116642124023046,10
60,175,[0.44319949 0.33210973],[0.13104941 0.03185789],[0.35361686 0.1892125 ],14.499999999999998,43835848.611688316,132890.08731502062,0.30245686325562104,11
61,174,[0.43675964 0.33319825],[0.12707216 0.03053796],[0.35696593 0.1892125 ],14.499999999999998,43835848.611688316,132890.08731502062,0.30245686325562104,11
62,165,[0.43989933 0.33114905],[0.12628249 0.0298293 ],[0.35696593 0.1892125 ],14.499999999999998,43835848.611688316,132890.08731502062,0.30245686325562104,11
63,180,[0.4305336  0.33502922],[0.12506933 0.02662182],[0.35696593 0.22168172],16.0,43467712.00804254,131837.00827741245,0.30456088186771446,12
64,165,[0.42823055 0.33567208],[0.12443867 0.02642759],[0.35696593 0.22168172],16.5,43718440.16247519,132501.73616589085,0.30341420114919465,12
65,162,[0.42711098 0.33563362],[0.1232119 0.0253409],[0.3593823  0.22168172],18.5,43175486.43780437,130954.73484154587,0.3041127413162685,14
66,168,[0.4179878  0.33219538],[0.12375573 0.02235828],[0.36454917 0.22168172],20.5,42389213.69755419,128775.71117231213,0.3064694149182025,10
67,165,[0.4101092  0.33422978],[0.12086952 0.0199983 ],[0.36454917 0.22168172],21.0,42117807.622134335,127957.53173161899,0.3072634875069267,10
68,177,[0.41306842 0.33314784],[0.12141508 0.02074911],[0.36454917 0.22168172],24.5,41105996.34091188,124942.70916640808,0.30775130110821347,12
69,170,[0.41665225 0.33205281],[0.1231828  0.02195941],[0.36454917 0.22168172],26.5,41026932.18117362,124870.12533888295,0.30617301853212264,13
70,166,[0.41773603 0.33159434],[0.12339263 0.02261147],[0.36454917 0.22168172],27.500000000000004,40873882.28816078,124318.65943693083,0.30579377390456064,12
71,166,[0.41877214 0.33091887],[0.12330966 0.02324862],[0.36454917 0.22168172],28.999999999999996,40528556.7716097,123272.81128325511,0.3053161444179057,11
72,174,[0.41914959 0.33075646],[0.1232071 0.0232348],[0.36454917 0.22168172],30.0,40261043.838934705,122447.67216039992,0.30598392653486944,12
73,179,[0.42443624 0.32973294],[0.12761772 0.02398701],[0.36454917 0.22168172],32.0,40542018.99175505,123340.54895866869,0.3051034572981051,12
74,170,[0.42453646 0.32972206],[0.12757717 0.02398287],[0.36407613 0.22168172],33.0,40244053.82879762,122451.69143701206,0.30615304569273705,13
75,173,[0.424527   0.32970805],[0.12758163 0.02397614],[0.36407613 0.22168172],35.0,39666574.29885033,120743.10294195994,0.30813804359345837,14
76,183,[0.42911556 0.32902185],[0.13148817 0.0242139 ],[0.36407613 0.22168172],48.0,37643917.44460505,114737.54314805412,0.3157685401799404,15
77,161,[0.40145897 0.33063225],[0.09992601 0.023668  ],[0.36407613 0.22168172],100.0,32291348.59408946,98839.73499908393,0.3306322528816051,15
78,161,[0.37068281 0.33868998],[0.05307876 0.01374137],[0.36407613 0.22168172],100.0,30529947.994333062,93631.00253917192,0.33868998345025786,16
79,173,[0.37068281 0.33868998],[0.05307876 0.01374137],[0.36407613 0.22168172],100.0,30529947.994333062,93631.00253917192,0.33868998345025786,16
80,171,[0.37068281 0.33868998],[0.05307876 0.01374137],[0.36407613 0.22168172],100.0,30529947.994333062,93631.00253917192,0.33868998345025786,16
81,166,[0.37068281 0.33868998],[0.05307876 0.01374137],[0.36407613 0.22168172],100.0,30529947.994333062,93631.00253917192,0.33868998345025786,16
82,175,[0.37068281 0.33868998],[0.05307876 0.01374137],[0.36407613 0.22168172],100.0,30529947.994333062,93631.00253917192,0.33868998345025786,16
83,181,[0.37068281 0.33868998],[0.05307876 0.01374137],[0.36407613 0.22168172],100.0,30529947.994333062,93631.00253917192,0.33868998345025786,16
84,170,[0.37068281 0.33868998],[0.05307876 0.01374137],[0.36407613 0.22168172],100.0,30529947.994333062,93631.00253917192,0.33868998345025786,16
85,168,[0.37068281 0.33868998],[0.05307876 0.01374137],[0.36407613 0.22168172],100.0,30529947.994333062,93631.00253917192,0.33868998345025786,16
86,162,[0.37068281 0.33868998],[0.05307876 0.01374137],[0.36407613 0.22168172],100.0,30529947.994333062,93631.00253917192,0.33868998345025786,16
87,176,[0.37068281 0.33868998],[0.05307876 0.01374137],[0.36407613 0.22168172],100.0,30529947.994333062,93631.00253917192,0.33868998345025786,16
88,165,[0.36919077 0.33915188],[0.04888359 0.01216451],[0.36407613 0.22168172],100.0,30439441.21804306,93392.89877866593,0.33915187807837277,16
89,168,[0.36919077 0.33915188],[0.04888359 0.01216451],[0.36407613 0.22168172],100.0,30439441.21804306,93392.89877866593,0.33915187807837277,16
90,159,[0.36919077 0.33915188],[0.04888359 0.01216451],[0.36407613 0.22168172],100.0,30439441.21804306,93392.89877866593,0.33915187807837277,16
91,170,[0.36919077 0.33915188],[0.04888359 0.01216451],[0.36407613 0.22168172],100.0,30439441.21804306,93392.89877866593,0.33915187807837277,16
92,161,[0.36919077 0.33915188],[0.04888359 0.01216451],[0.36407613 0.22168172],100.0,30439441.21804306,93392.89877866593,0.33915187807837277,16
93,177,[0.36919077 0.33915188],[0.04888359 0.01216451],[0.36407613 0.22168172],100.0,30439441.21804306,93392.89877866593,0.33915187807837277,16
94,159,[0.36919077 0.33915188],[0.04888359 0.01216451],[0.36407613 0.22168172],100.0,30439441.21804306,93392.89877866593,0.33915187807837277,16
95,163,[0.36919077 0.33915188],[0.04888359 0.01216451],[0.36407613 0.22168172],100.0,30439441.21804306,93392.89877866593,0.33915187807837277,16
96,168,[0.36589776 0.33974792],[0.01560979 0.00886786],[0.36407613 0.25451373],100.0,30245188.511324264,92851.88410505991,0.3397479220046325,16
97,165,[0.36589776 0.33974792],[0.01560979 0.00886786],[0.36407613 0.25451373],100.0,30245188.511324264,92851.88410505991,0.3397479220046325,16
98,181,[0.36589776 0.33974792],[0.01560979 0.00886786],[0.36407613 0.25451373],100.0,30245188.511324264,92851.88410505991,0.3397479220046325,16
99,169,[0.36589776 0.33974792],[0.01560979 0.00886786],[0.36407613 0.25451373],100.0,30245188.511324264,92851.88410505991,0.3397479220046325,16
100,169,[0.36589776 0.33974792],[0.01560979 0.00886786],[0.36407613 0.25451373],100.0,30245188.511324264,92851.88410505991,0.3397479220046325,16
