gen,nevals,avg,std,min,valid_ratio,avg_cost,avg_co2,avg_dcr,hof_size
17,81,[0.3756599  0.36341498],[0.0614508  0.02712808],[0.34995307 0.21209039],1.0,38510522.99956,111572.18404079997,0.3169026253276783,1
18,88,[0.37683091 0.36412616],[0.06309603 0.02913654],[0.34995307 0.21209039],1.0,38510522.99956,111572.18404079997,0.3169026253276783,1
19,91,[0.38066844 0.36291237],[0.06770453 0.03035191],[0.34995307 0.21209039],2.0,41935043.03731996,124022.09428903995,0.30294655328334946,2
20,68,[0.3774659  0.36420831],[0.06636236 0.03020887],[0.34995307 0.21209039],2.0,41935043.03731996,124022.09428903995,0.30294655328334946,2
21,69,[0.3774659  0.36420831],[0.06636236 0.03020887],[0.34995307 0.21209039],2.0,41935043.03731996,124022.09428903995,0.30294655328334946,2
22,87,[0.38483909 0.36279718],[0.08036099 0.03112954],[0.34995307 0.21209039],2.0,41935043.03731996,124022.09428903995,0.30294655328334946,2
23,83,[0.38548498 0.36224314],[0.08033756 0.03133714],[0.34995307 0.21209039],2.0,41935043.03731996,124022.09428903995,0.30294655328334946,2
24,81,[0.3867082  0.36158642],[0.0802642  0.03136324],[0.34581865 0.21209039],2.0,41935043.03731996,124022.09428903995,0.30294655328334946,2
25,83,[0.38994236 0.36070075],[0.08568768 0.0325955 ],[0.34581865 0.21209039],2.0,41935043.03731996,124022.09428903995,0.30294655328334946,2
26,89,[0.3869336  0.36281049],[0.08341102 0.03333666],[0.34581865 0.21209039],2.0,41935043.03731996,124022.09428903995,0.30294655328334946,2
27,79,[0.38903513 0.36105131],[0.08385909 0.03403131],[0.34581865 0.21209039],2.0,41935043.03731996,124022.09428903995,0.30294655328334946,2
28,82,[0.3959858  0.35797889],[0.08859035 0.03542368],[0.34581865 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
29,82,[0.3959858  0.35797889],[0.08859035 0.03542368],[0.34581865 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
30,85,[0.39669543 0.35792009],[0.08834309 0.0353859 ],[0.34581865 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
31,96,[0.39974246 0.35698337],[0.09086912 0.03535079],[0.34581865 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
32,79,[0.40354607 0.35641155],[0.09589754 0.03516578],[0.34581865 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
33,85,[0.40440199 0.35557497],[0.09560398 0.03507753],[0.34581865 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
34,79,[0.40676627 0.35439607],[0.09570032 0.03503563],[0.34581865 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
35,91,[0.41212977 0.35312298],[0.10462255 0.03603819],[0.34581865 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
36,92,[0.41356243 0.35235012],[0.10440669 0.03615088],[0.34581865 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
37,91,[0.41397349 0.35220956],[0.10420067 0.0360465 ],[0.34581865 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
38,85,[0.41671246 0.35171135],[0.10502241 0.03575056],[0.34581865 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
39,93,[0.41806803 0.34951381],[0.10426856 0.03509031],[0.34581865 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
40,84,[0.4188233  0.34865709],[0.10384715 0.03476865],[0.34581865 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
41,86,[0.41976718 0.34795511],[0.10327572 0.03424048],[0.34581865 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
42,86,[0.42083219 0.34693402],[0.10302609 0.03402697],[0.34731983 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
43,82,[0.41866918 0.35033307],[0.10444364 0.03607283],[0.34731983 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
44,84,[0.41957648 0.34972207],[0.1039406  0.03584271],[0.34731983 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
45,85,[0.4200901 0.3486942],[0.10363927 0.03549951],[0.34731983 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
46,77,[0.4207079  0.34816634],[0.10329272 0.03518998],[0.34731983 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
47,86,[0.4227132 0.3459161],[0.10248991 0.03477264],[0.34731983 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
48,83,[0.42413496 0.34449776],[0.10165809 0.03413697],[0.34731983 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
49,84,[0.42533634 0.34366809],[0.10111988 0.03288726],[0.3508913  0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
50,78,[0.41855578 0.34381215],[0.09654297 0.03066225],[0.35283434 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
51,74,[0.42311355 0.34599804],[0.09979268 0.03209613],[0.35634861 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
52,86,[0.42256285 0.34731755],[0.10010948 0.03255475],[0.35634861 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
53,83,[0.41778345 0.34353095],[0.10006905 0.0293573 ],[0.35634861 0.21209039],3.0,41761125.305226624,125044.59918767998,0.2971644734251682,2
54,74,[0.42252618 0.342343  ],[0.10573617 0.03044181],[0.35634861 0.21209039],4.0,44575925.716429956,134715.67133500002,0.28919199277084306,3
55,94,[0.42715091 0.34005322],[0.10572801 0.03088552],[0.35634861 0.21209039],4.0,44575925.716429956,134715.67133500002,0.28919199277084306,3
56,88,[0.42869604 0.33891675],[0.1048003  0.03085892],[0.35634861 0.21209039],4.0,44575925.716429956,134715.67133500002,0.28919199277084306,3
57,86,[0.43646563 0.33566657],[0.11955769 0.03337311],[0.35992008 0.21209039],6.0,49468145.81412663,150193.67001085336,0.27234874097643497,5
58,82,[0.43652755 0.33129742],[0.11964893 0.03088068],[0.36474612 0.21209039],6.0,49468145.81412663,150193.67001085336,0.27234874097643497,5
59,93,[0.43885356 0.32574993],[0.12136894 0.02678121],[0.36474612 0.21209039],6.0,49468145.81412663,150193.67001085336,0.27234874097643497,5
60,76,[0.43607596 0.32414711],[0.12378681 0.02552898],[0.36474612 0.21209039],6.0,49468145.81412663,150193.67001085336,0.27234874097643497,5
61,77,[0.43802123 0.32326001],[0.12312858 0.02535099],[0.36528628 0.21209039],7.000000000000001,47268237.233137116,143365.3569351886,0.27988352542458567,6
62,89,[0.43028438 0.32464342],[0.11918963 0.02429381],[0.36528628 0.21209039],7.000000000000001,47268237.233137116,143365.3569351886,0.27988352542458567,6
63,76,[0.43609133 0.32299815],[0.12452866 0.02613218],[0.36826039 0.21209039],9.0,47520239.952573285,144501.29941638227,0.27427945085196853,6
64,89,[0.43188482 0.32349773],[0.1226814  0.02632053],[0.36826039 0.21209039],9.0,47520239.952573285,144501.29941638227,0.27427945085196853,6
65,82,[0.43325873 0.32317257],[0.12231565 0.02623085],[0.36826039 0.21209039],9.0,47520239.952573285,144501.29941638227,0.27427945085196853,6
66,85,[0.43338866 0.32307711],[0.12225342 0.02619833],[0.36826039 0.21209039],9.0,47520239.952573285,144501.29941638227,0.27427945085196853,6
67,86,[0.43341294 0.32305791],[0.12224072 0.02618895],[0.36826039 0.21209039],9.0,47520239.952573285,144501.29941638227,0.27427945085196853,6
68,88,[0.43450069 0.32273793],[0.12179177 0.02609508],[0.36826039 0.21209039],9.0,47520239.952573285,144501.29941638227,0.27427945085196853,6
69,79,[0.43780804 0.32204028],[0.1240462  0.02644659],[0.36826039 0.21209039],10.0,47584585.13835195,144823.94320512007,0.2743739899299905,6
70,93,[0.43899977 0.32176046],[0.12357258 0.02634791],[0.36826039 0.21209039],10.0,47584585.13835195,144823.94320512007,0.2743739899299905,6
71,81,[0.43899977 0.32176046],[0.12357258 0.02634791],[0.36826039 0.21209039],10.0,47584585.13835195,144823.94320512007,0.2743739899299905,6
72,82,[0.44299427 0.32107167],[0.12647893 0.02659078],[0.36826039 0.21209039],10.0,47584585.13835195,144823.94320512007,0.2743739899299905,6
73,86,[0.45183012 0.31920137],[0.13976534 0.028693  ],[0.36826039 0.20616782],11.0,49582942.99004359,150988.65876281456,0.26817342906719266,7
74,76,[0.45801314 0.31721232],[0.14086709 0.02995116],[0.36826039 0.20616782],12.0,49459412.95010328,150458.73723872667,0.26493429243938055,6
75,84,[0.46520795 0.31574064],[0.14436274 0.03103731],[0.36826039 0.20616782],14.000000000000002,49428722.85835423,150804.98903416004,0.26537596474671854,7
76,82,[0.46534527 0.31570196],[0.14427696 0.03101341],[0.36826039 0.20616782],14.000000000000002,49428722.85835423,150804.98903416004,0.26537596474671854,7
77,83,[0.47227767 0.31420191],[0.14716194 0.03167413],[0.36826039 0.20616782],15.0,49298284.739154615,150512.37079666668,0.2638170587520944,7
78,83,[0.47443745 0.31331399],[0.14630427 0.03176437],[0.36826039 0.20616782],16.0,48557298.86570495,148229.58032011002,0.2642322666466834,6
79,70,[0.47519004 0.31325024],[0.14590318 0.03172028],[0.36826039 0.20616782],16.0,48557298.86570495,148229.58032011002,0.2642322666466834,6
80,85,[0.47770992 0.31278065],[0.14590501 0.03155825],[0.36826039 0.20616782],16.0,48557298.86570495,148229.58032011002,0.2642322666466834,6
81,77,[0.48058886 0.31182967],[0.14502456 0.03124902],[0.36826039 0.20616782],16.0,48557298.86570495,148229.58032011002,0.2642322666466834,6
82,81,[0.48213538 0.31111979],[0.14470013 0.03150094],[0.3706887  0.20616782],17.0,48207890.60170819,147222.4389766777,0.2634571848474804,6
83,86,[0.49030302 0.30972512],[0.14833234 0.0314318 ],[0.37160462 0.20616782],20.0,47872829.78131196,146561.22329234402,0.2682345942779628,7
84,86,[0.48480649 0.3105823 ],[0.14905282 0.03103878],[0.37630039 0.20616782],22.0,47560131.63479633,145739.26848942915,0.2691734121585052,7
85,85,[0.48915672 0.30880529],[0.15233564 0.0310317 ],[0.37630039 0.20616782],25.0,47083469.47986396,143929.89400464966,0.2712826147222394,9
86,84,[0.48918882 0.30901418],[0.15449965 0.03127264],[0.37630039 0.20616782],26.0,47156502.664304584,144184.13954542464,0.2716416771233981,9
87,72,[0.49134175 0.30809662],[0.15367407 0.0314225 ],[0.37630039 0.20616782],27.0,46879401.53154663,143263.59917934227,0.27125395016493,10
88,91,[0.49773461 0.30656427],[0.15373673 0.03152472],[0.37630039 0.20616782],28.999999999999996,46732363.76274204,143000.16267267038,0.2715281315859988,9
89,84,[0.49656123 0.30740842],[0.15305252 0.02991085],[0.37630039 0.20616782],28.999999999999996,46732363.76274204,143000.16267267038,0.2715281315859988,9
90,86,[0.49881677 0.3062565 ],[0.15309238 0.03059212],[0.37964461 0.20616782],30.0,46675066.16649464,142713.3839976747,0.2704390716844044,10
91,89,[0.49488074 0.30658593],[0.15480455 0.03064181],[0.37964461 0.20616782],30.0,46675066.16649464,142713.3839976747,0.2704390716844044,10
92,86,[0.49553714 0.30627399],[0.15433444 0.03045036],[0.37964461 0.20616782],30.0,46675066.16649464,142713.3839976747,0.2704390716844044,10
93,80,[0.49725716 0.30540865],[0.15315205 0.03012331],[0.38665848 0.20616782],31.0,46587372.8668374,142580.6452076465,0.2710418120226796,10
94,85,[0.49366755 0.30454413],[0.15210709 0.02943697],[0.38665848 0.20616782],31.0,46587372.8668374,142580.6452076465,0.2710418120226796,10
95,84,[0.48405796 0.30519474],[0.14848027 0.02953231],[0.38884164 0.20616782],32.0,46140792.58039622,141189.91827567003,0.2725073094820163,9
96,85,[0.48159157 0.30514059],[0.14858544 0.02981444],[0.38884164 0.20616782],33.0,46273877.73357331,141641.8497300316,0.27196354744072454,9
97,91,[0.48225845 0.30501848],[0.14831212 0.02976   ],[0.38884164 0.20616782],34.0,45961899.05325409,140617.9306206895,0.2731493890526487,10
98,80,[0.48327354 0.30465281],[0.14800122 0.02971402],[0.38884164 0.20616782],35.0,45730233.82071883,139794.6621988527,0.2736450086893169,10
99,88,[0.48409165 0.30442727],[0.1476412  0.02961977],[0.38884164 0.20616782],36.0,45449468.914841086,138911.94269534008,0.2745616893269079,11
100,83,[0.48876927 0.30283168],[0.14909154 0.0306796 ],[0.38884164 0.20616782],37.0,45595886.60492971,139403.97136769307,0.27336685425411916,11
