gen,nevals,avg,max,min,std,success_rate,valid_ratio,avg_cost,max_cost,min_cost,std_cost,avg_co2,max_co2,min_co2,std_co2,avg_dcr,max_dcr,min_dcr,std_dcr,best_margins,min_AM_str,min_AM_drift,min_AM_wind,min_AM_defl,min_AM_hier,min_NM_str,min_NM_drift,min_NM_wind,min_NM_defl,min_NM_hier,hof_avg_cost,hof_max_cost,hof_min_cost,hof_std_cost,hof_avg_co2,hof_max_co2,hof_min_co2,hof_std_co2,hof_avg_dcr,hof_max_dcr,hof_min_dcr,hof_std_dcr,hof_size,sep1,sep2,sep3,sep4,sep5
28,88,[0.40876477 0.54484145],[0.74907971 0.58987052],[0.34215196 0.37676384],[0.07928577 0.03773359],100.0,19.0,37874883.97812419,52405576.156560056,31247356.699759983,5189328.091183158,114377.63863517896,157055.59434080016,94077.88448540005,15540.470231411786,0.49333749998913556,0.5451652324591004,0.3767638402831517,0.04088487455768322,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36332077.38799998,52405576.156560056,31247356.699759983,6572311.066111707,109235.6647215556,157055.59434080016,94077.88448540005,19672.303822871083,0.47972767394133087,0.5432195066219607,0.3767638402831517,0.05082641957588801,9,|,|,|,|,|
29,82,[0.4184419  0.54127316],[0.74907971 0.60520481],[0.33868245 0.37676384],[0.07764671 0.03782967],100.0,22.0,37621424.88804906,52405576.156560056,31247356.699759983,5104255.110321363,113757.80077979094,157055.59434080016,94077.88448540005,15321.355022657839,0.49552109961183616,0.5451652324591004,0.3767638402831517,0.038883040195715424,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,35885629.600731984,52405576.156560056,31247356.699759983,6377271.055519705,107910.94620230005,157055.59434080016,94077.88448540005,19081.234140556553,0.48311731211744097,0.5432195066219607,0.3767638402831517,0.04927879114688462,10,|,|,|,|,|
30,88,[0.41399439 0.54669651],[0.74907971 0.59865746],[0.34345259 0.37676384],[0.07600096 0.03917857],100.0,26.0,37141207.282486126,52405576.156560056,31247356.699759983,5080811.40788965,112286.58117204616,157055.59434080016,94077.88448540005,15326.099514175397,0.5014738670433416,0.5462821225362209,0.3767638402831517,0.03887498372608966,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,35885629.600731984,52405576.156560056,31247356.699759983,6377271.055519705,107910.94620230005,157055.59434080016,94077.88448540005,19081.234140556553,0.48311731211744097,0.5432195066219607,0.3767638402831517,0.04927879114688462,10,|,|,|,|,|
31,75,[0.40196291 0.55113285],[0.74907971 0.59865746],[0.34893573 0.37676384],[0.0737334  0.03952912],100.0,27.0,37104633.58749627,52405576.156560056,31247356.699759983,4989321.109136622,112179.37408776296,157055.59434080016,94077.88448540005,15049.536503556543,0.5031911557705242,0.5478406626772764,0.3767638402831517,0.03914035897287951,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,35885629.600731984,52405576.156560056,31247356.699759983,6377271.055519705,107910.94620230005,157055.59434080016,94077.88448540005,19081.234140556553,0.48311731211744097,0.5432195066219607,0.3767638402831517,0.04927879114688462,10,|,|,|,|,|
32,85,[0.38728064 0.55313783],[0.74907971 0.57504587],[0.34893573 0.37676384],[0.07401483 0.03680411],100.0,34.0,35603654.24415644,52405576.156560056,29518560.097159967,5335068.701936715,107780.69532333531,157055.59434080016,90099.6913194,15953.746160542185,0.5162015219897228,0.5696477992658223,0.3767638402831517,0.0432688181919994,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,34479703.182104595,52405576.156560056,29518560.097159967,6155119.438331478,103897.7283017539,157055.59434080016,90099.6913194,18270.53276438837,0.5017072949206572,0.5696477992658223,0.3767638402831517,0.054992118488862894,13,|,|,|,|,|
33,89,[0.38770844 0.55283594],[0.74907971 0.57504587],[0.34893573 0.37676384],[0.07385556 0.03666555],100.0,34.0,35603654.24415644,52405576.156560056,29518560.097159967,5335068.701936715,107780.69532333531,157055.59434080016,90099.6913194,15953.746160542185,0.5162015219897228,0.5696477992658223,0.3767638402831517,0.0432688181919994,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,34479703.182104595,52405576.156560056,29518560.097159967,6155119.438331478,103897.7283017539,157055.59434080016,90099.6913194,18270.53276438837,0.5017072949206572,0.5696477992658223,0.3767638402831517,0.054992118488862894,13,|,|,|,|,|
34,84,[0.39036162 0.55160119],[0.74907971 0.57504587],[0.34893573 0.37676384],[0.07473264 0.03660385],100.0,37.0,35227849.72948539,52405576.156560056,29518560.097159967,5291961.379646352,106686.17007460541,157055.59434080016,90099.6913194,15815.947348210284,0.5191906106246031,0.5714988837832566,0.3767638402831517,0.04303347849040917,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,34479703.182104595,52405576.156560056,29518560.097159967,6155119.438331478,103897.7283017539,157055.59434080016,90099.6913194,18270.53276438837,0.5017072949206572,0.5696477992658223,0.3767638402831517,0.054992118488862894,13,|,|,|,|,|
35,87,[0.39227028 0.55022062],[0.74907971 0.57504587],[0.34893573 0.37676384],[0.07477364 0.0366865 ],100.0,42.0,34736774.61709617,52405576.156560056,29518560.097159967,5219244.335322505,105319.04534548098,157055.59434080016,90099.6913194,15598.334568487562,0.5234171214783556,0.5749614767438812,0.3767638402831517,0.04337275572263549,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,34479703.182104595,52405576.156560056,29518560.097159967,6155119.438331478,103897.7283017539,157055.59434080016,90099.6913194,18270.53276438837,0.5017072949206572,0.5696477992658223,0.3767638402831517,0.054992118488862894,13,|,|,|,|,|
36,86,[0.39398921 0.54900033],[0.74907971 0.57496148],[0.35137658 0.37676384],[0.07436995 0.03597954],100.0,51.0,33828119.62034507,52405576.156560056,29518560.097159967,5127315.963498308,102669.9511981961,157055.59434080016,90099.6913194,15269.160738709637,0.5315272178721143,0.5749614767438812,0.3767638402831517,0.04308375723682652,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,34479703.182104595,52405576.156560056,29518560.097159967,6155119.438331478,103897.7283017539,157055.59434080016,90099.6913194,18270.53276438837,0.5017072949206572,0.5696477992658223,0.3767638402831517,0.054992118488862894,13,|,|,|,|,|
37,78,[0.39053233 0.54905868],[0.74907971 0.57496148],[0.35137658 0.37676384],[0.07385747 0.03592626],100.0,99.0,31806225.666946642,52405576.156560056,29518560.097159967,4237928.825885299,96713.67132029212,157055.59434080016,90099.6913194,12575.531325426955,0.5489342025256829,0.5749614767438812,0.3767638402831517,0.036085789575802205,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,33920917.54358132,52405576.156560056,29518560.097159967,5911240.96946721,102187.96343362672,157055.59434080016,90099.6913194,17562.237139224282,0.509560169220056,0.5696477992658223,0.3767638402831517,0.05506959874813241,15,|,|,|,|,|
