ID,Cost,CO2,Max_Drift_Ratio,Max_Drift_Ratio_Percent,Mean_DCR,N_types,Fit1(CostCO2),Fit2(MaxDrift)
1,31827803.066545542,98913.21619370473,0.019454663700164385,1.9454663700164385,0.09082464775052995,19,0.07216605497382289,0.9727331850082193
2,31804694.39079204,99202.2834182849,0.017445277536592713,1.7445277536592714,0.087860397957267,19,0.07288775529363949,0.8722638768296357
3,31945089.12651684,98894.2538969547,0.01711651083430352,1.711651083430352,0.08934395137245671,19,0.07305749132519515,0.855825541715176
4,31975554.731234543,99105.99818767537,0.017046162019290132,1.7046162019290132,0.08644087303195276,20,0.07397045160687206,0.8523081009645066
5,32025252.32737936,99406.72502822406,0.016697124454934386,1.6697124454934387,0.08878539744964627,19,0.07531920526361294,0.8348562227467193
6,32035271.116784047,100142.05416522527,0.015435814343183094,1.5435814343183094,0.09121706614425204,20,0.07771298590066553,0.7717907171591547
7,32044254.089619245,100159.69813432751,0.015434520518007588,1.5434520518007588,0.09070609257553248,19,0.07784131725658008,0.7717260259003794
8,32255829.05337137,100346.49577516443,0.014769918353057826,1.4769918353057827,0.09101262057358606,20,0.08014443587063899,0.7384959176528912
9,32264812.026206568,100364.13974426666,0.014768652417017181,1.476865241701718,0.09013948824268564,19,0.08027276722655355,0.738432620850859
10,32337027.667892057,101109.81065392986,0.014162259251110757,1.4162259251110758,0.09486101452902829,19,0.08320342508511921,0.7081129625555378
11,32508428.45234055,101750.40649618994,0.014146335760802362,1.4146335760802362,0.09520537682528882,20,0.08660792295972831,0.7073167880401181
12,32477250.841948077,101892.28173254704,0.013808899309975043,1.3808899309975042,0.09445846320902977,20,0.08680128796004005,0.6904449654987521
13,32567604.393884066,102049.58140087023,0.012734769788155456,1.2734769788155456,0.09295921493659724,19,0.08802865569214527,0.6367384894077728
14,32707999.12960887,101741.55187954003,0.012524760203767245,1.2524760203767245,0.08827079979796723,20,0.08819839172370095,0.6262380101883622
15,32768059.10280237,102011.55182688785,0.01249328023637736,1.249328023637736,0.09170815008087288,20,0.08953454066020401,0.624664011818868
16,32904185.037689768,101889.60564899654,0.012350578723973521,1.235057872397352,0.09229659711326137,19,0.09025487501602077,0.617528936198676
17,32707827.567940086,102832.0524794874,0.012332028012483802,1.2332028012483802,0.09038677209635494,20,0.0916265185670661,0.6166014006241901
18,32973227.983718466,102177.2495654466,0.012275819143966759,1.227581914396676,0.09216085921733048,20,0.09171935530843839,0.613790957198338
19,32848222.30366489,102524.0229581572,0.012190945178094567,1.2190945178094568,0.09342080760696661,20,0.09179625459862178,0.6095472589047283
20,33097615.07674105,103759.77352589244,0.011526020016899072,1.1526020016899072,0.09125241218499743,19,0.09770489192371064,0.5763010008449536
21,33119097.708623555,103953.87384751087,0.011491170078578746,1.1491170078578745,0.09019955794548212,19,0.09848952084947299,0.5745585039289373
22,33378232.986521874,104234.21508317941,0.01082243435807946,1.082243435807946,0.09150866464690463,20,0.10147249083018717,0.541121717903973
23,33940626.41490788,106141.57060793012,0.010771461440408994,1.0771461440408994,0.08693193087558053,20,0.11203137792975798,0.5385730720204497
24,33989783.70852838,106029.62154507154,0.010681622278442613,1.0681622278442613,0.0934313602355679,19,0.11207792481183951,0.5340811139221306
25,34217818.38616588,105900.05235237713,0.010676543280315254,1.0676543280315254,0.09199104107220062,20,0.1135195721649264,0.5338271640157627
26,34163723.47573439,106128.12025578119,0.010669971254410673,1.0669971254410673,0.091508066086214,20,0.11379816865004563,0.5334985627205336
27,34147336.76542738,106339.0804868816,0.010660275402054342,1.0660275402054342,0.09152279285963717,20,0.11432873841122022,0.5330137701027171
28,34206294.800995186,106211.73702289417,0.010605570628226573,1.0605570628226573,0.0901892491829273,20,0.11440634547458098,0.5302785314113286
29,34297981.5870284,106412.52348364648,0.010501922970524052,1.0501922970524051,0.0880105813530682,20,0.11578128610334418,0.5250961485262026
30,34227499.9662899,106851.55161815096,0.01015814039970925,1.015814039970925,0.09428219098052693,20,0.116590452349638,0.5079070199854625
31,34805074.96984637,108208.90827571566,0.009618304667511348,0.9618304667511348,0.087144363699961,20,0.12554275381971702,0.48091523337556735
32,35011239.058634296,108889.93322855177,0.009194136060899263,0.9194136060899263,0.09036624092057818,20,0.12935629242483343,0.45970680304496314
33,35409980.91297643,109569.77047340915,0.00918872550376071,0.9188725503760711,0.08919999740342743,20,0.13472770605632278,0.4594362751880355
34,35558100.66602591,110085.85432008421,0.009046574711287763,0.9046574711287763,0.08030766196167834,20,0.13755184030877984,0.45232873556438813
35,36515769.7659863,112092.43837562423,0.00884590250316749,0.884590250316749,0.0815998424610387,20,0.1516280760338976,0.4422951251583745
36,36934899.15147826,113698.55601708955,0.008660260466266131,0.8660260466266131,0.07981223038202208,20,0.16007787336457185,0.43301302331330654
37,37694780.55314834,115164.2480581561,0.00851212445568427,0.8512124455684269,0.08401151857279504,19,0.17084919893571926,0.42560622278421345
38,38226951.218882084,117768.7404629304,0.008399787468982926,0.8399787468982925,0.0853796366176403,20,0.18335543759854725,0.4199893734491463
39,38983826.87341679,120013.60609152514,0.008288922723899568,0.8288922723899568,0.07799486544917177,19,0.19655281455353452,0.4144461361949784
40,39646123.99764193,121942.16237902334,0.008285754510986313,0.8285754510986313,0.08055116327268572,19,0.20798849357602914,0.41428772554931564
41,39814685.827611774,122230.59301359033,0.008262802828513011,0.8262802828513012,0.08277594288953631,20,0.2102624451779243,0.41314014142565053
42,40236073.61010534,122485.25967897323,0.008166491963685412,0.8166491963685413,0.07910438209712535,19,0.2144803742986445,0.40832459818427064
43,40288193.5383789,123449.2287697515,0.008090145274262269,0.8090145274262269,0.07774709884190749,20,0.21793460280422644,0.40450726371311346
44,40440035.87984073,123326.05666089953,0.007950066232399305,0.7950066232399305,0.07377720290003198,20,0.21877852583515633,0.39750331161996527
45,40333033.50294769,123650.82870015907,0.0077828965346972406,0.778289653469724,0.07714163903343883,19,0.2189322215334569,0.389144826734862
46,41176946.43699592,125693.83470118575,0.007645257778005438,0.7645257778005438,0.07451547991948729,20,0.2322005536584139,0.3822628889002719
47,42302370.55950529,128981.30532450324,0.007478751595755669,0.7478751595755669,0.07848847201467399,20,0.25166537571542646,0.37393757978778347
48,43591972.97630819,131969.54055861355,0.007395750939310985,0.7395750939310985,0.0763912627976989,19,0.2715204510164736,0.3697875469655493
49,44779450.27759,135879.31794967043,0.007348438636507923,0.7348438636507924,0.0834728405716568,19,0.2934455554755121,0.3674219318253962
50,45097863.99400149,136303.5107090674,0.0073178081924138,0.7317808192413799,0.07304174671280163,20,0.2973616124500674,0.36589040962068997
51,48290991.14562878,144639.48296705468,0.007266372661664249,0.7266372661664249,0.06775362622531725,20,0.3494704530628802,0.36331863308321244
52,50517110.04808923,150502.20039496952,0.007176624587759899,0.7176624587759899,0.06723594802464086,20,0.385959692854558,0.35883122938799494
53,52914288.77351848,156664.16415695645,0.007035734591589088,0.7035734591589088,0.0627783516954271,20,0.42477715475653643,0.3517867295794544
54,53146424.8865866,160643.61467234767,0.006999825224515817,0.6999825224515817,0.07819612315415915,20,0.43917452683350144,0.34999126122579083
55,54114845.42923064,164171.67106798003,0.006666626984266333,0.6666626984266333,0.06784723570449307,20,0.4581228279743953,0.33333134921331664
56,58359876.79148751,169477.01965486322,0.006447741484052379,0.6447741484052378,0.06316388515613744,20,0.5092305283904388,0.3223870742026189
57,91050067.16512913,264145.6148379176,0.006166750557251402,0.6166750557251401,0.05615924073088983,17,1.0720382977315686,0.30833752786257007
