name,b,d,h,PiM,M,rho_t,rho_c,PiVn,stirrup,stirrup_space,fck,fy,Cost,CO2,UnitWeight,dimension,PI_size,n_b,N_r,N_n,N_r_C,N_n_C
488,400,751,850,645.6036436,759.5336984,0.007981415,0.003411217,408.0093256,10,150,21,400,62423.15955,191.8068803,8.246721342,22,50,5,7,2,3,1
489,450,601,700,645.9514344,759.942864,0.010804952,0.004599669,288.9482589,10,250,27,400,62256.90079,186.3066637,7.671015807,22,50,6,8,2,4,1
490,450,667,750,646.9826159,761.1560187,0.006791209,0.002867753,456.8834312,10,150,27,500,58075.61656,182.7583302,8.159328328,16,40,7,10,2,5,1
491,450,767,850,648.0560875,762.4189265,0.006788105,0.002971377,300.9781387,10,350,21,400,60789.43102,197.1005759,9.213028457,16,40,7,12,2,5,1
492,200,939,1100,649.7807576,764.4479501,0.008315759,0.003717512,1056.746828,13,100,27,500,58915.44709,160.9639622,5.462301077,16,40,2,9,5,4,2
493,500,617,700,649.814613,764.4877799,0.007166041,0.00304635,345.7538278,10,250,27,500,57609.15476,184.289593,8.443777573,16,40,8,11,2,5,1
494,300,839,950,653.0849596,768.3352466,0.006584483,0.002873474,581.0929118,13,200,27,500,52654.24934,161.5319382,6.914667335,16,40,4,9,3,4,1
495,350,848,950,653.8542757,769.2403244,0.005371939,0.002465998,732.7984662,13,150,21,500,59957.25892,185.6138243,8.056835939,22,50,4,5,2,2,1
496,350,848,950,654.0719095,769.4963641,0.005568727,0.002263114,451.4060123,13,300,21,500,52302.24531,170.3807105,8.00469846,22,50,4,5,2,2,1
497,400,651,750,657.4891927,773.5166973,0.008241738,0.003477722,296.9583125,10,300,27,500,51616.81602,162.344673,7.252954404,22,50,5,6,2,3,1
498,200,1001,1100,657.5670389,773.6082811,0.006911993,0.003360105,424.85255,10,200,27,500,40360.71598,124.0808848,5.335818365,22,50,2,4,2,2,1
499,300,792,900,657.9857794,774.100917,0.009929207,0.00463676,403.1398651,10,150,27,400,57040.30925,167.031272,6.60014129,16,40,4,12,3,6,2
500,300,801,900,659.4735411,775.8512249,0.006959575,0.003417585,627.9073751,1.00E+01,100,27,500,53306.26724,159.7947506,6.574182597,22,50,3,5,2,3,1
501,250,898,1000,660.607717,777.1855495,0.006663408,0.003279344,592.7930126,13,200,27,500,48284.24916,145.8374405,6.079853566,22,50,2,4,2,2,1
502,550,626,700,660.9775387,777.6206338,0.006424013,0.002747571,446.4938414,13,250,21,500,64088.28937,204.2096144,9.292879244,22,50,8,6,1,3,1
503,400,701,800,661.7479494,778.5269993,0.006843898,0.003028508,319.7661706,10,300,27,500,51219.34063,165.6266287,7.710075588,22,50,5,6,2,3,1
504,600,664,750,662.0795348,778.9170998,0.006777197,0.002789538,404.4807502,13,300,21,400,73880.60266,236.6170727,10.85487253,16,40,10,14,2,6,1
505,350,801,900,664.3141108,781.5460127,0.008109183,0.00398933,286.4114228,10,300,21,400,55870.18856,173.7525982,7.627095496,22,50,4,6,2,3,1
506,300,892,1000,665.7304953,783.2123474,0.006149528,0.002928564,303.4104059,10,350,21,500,46891.94336,153.0671644,7.220435261,16,40,4,9,3,4,1
507,550,564,650,665.7369714,783.2199664,0.008132948,0.003313846,426.0638442,13,250,27,500,64858.69425,200.1418018,8.665864112,16,40,9,13,2,5,1
508,300,764,900,666.0230927,783.5565796,0.010965964,0.0049874,351.6847054,13,300,27,400,57235.26549,167.3799509,6.601575686,16,40,4,14,4,6,2
509,500,729,800,668.4072092,786.3614226,0.005162079,0.002186323,638.2100509,10,100,21,500,66375.71407,211.8698297,9.653184294,22,50,7,5,1,3,1
510,450,729,800,668.5884531,786.5746507,0.005832918,0.00260282,617.3306904,10,100,21,500,63249.55073,197.5989233,8.711975589,22,50,6,5,1,3,1
511,550,679,750,669.4111602,787.5425414,0.005429392,0.002285715,373.9059675,10,250,21,500,60812.50665,203.2683419,9.902894286,22,50,8,6,1,3,1
512,600,614,700,671.2969533,789.7611216,0.008282318,0.003543206,374.0228624,13,300,21,400,75368.99102,233.4455023,10.17533245,16,40,10,15,2,7,1
513,200,1017,1150,674.0445501,792.9935883,0.007246992,0.003325036,265.237164,10,450,27,500,38369.02154,122.1065625,5.552295942,16,40,2,8,4,4,2
514,200,1189,1350,674.9009489,794.0011163,0.007270661,0.003008016,308.3829087,13,550,21,400,45858.54818,144.9837016,6.523431042,16,40,2,10,5,4,2
515,550,576,650,682.0045314,802.3582723,0.007153611,0.003564203,435.1290324,13,250,27,500,63317.87286,197.10677,8.655285274,22,50,8,6,1,3,1
516,450,714,800,683.1878166,803.7503725,0.008377553,0.003947988,411.4977478,13,250,21,400,68656.51446,208.1192564,8.749451084,16,40,7,14,2,7,1
517,400,826,900,683.4140963,804.0165839,0.005025342,0.002399058,394.8295097,13,400,21,500,53590.69468,178.4409157,8.646020135,22,50,5,5,1,3,1
518,200,1014,1150,687.2016087,808.4724808,0.007265065,0.00358405,468.1988181,13,300,27,500,43761.68223,132.8279474,5.589051244,16,40,2,8,4,4,2
519,400,739,850,690.7364457,812.6311126,0.008746906,0.003596261,584.3544801,13,150,27,400,70692.91924,208.2182623,8.303168025,16,40,6,14,3,6,1
520,200,1173,1300,690.7983476,812.7039383,0.007185969,0.003490286,318.6384414,10,300,21,400,45604.4516,142.4579251,6.29174196,22,50,2,5,3,3,2
521,550,614,700,692.0508945,814.1775229,0.006721017,0.003073408,463.8354616,13,250,27,500,65585.66791,207.1593176,9.303159157,16,40,9,12,2,6,1
522,450,664,750,692.6837465,814.9220547,0.009266401,0.004448606,722.8817348,13,100,27,400,80514.33136,227.1706321,8.312806364,16,40,7,14,2,7,1
523,250,864,1000,695.6620185,818.4259041,0.00829201,0.00376291,570.3487338,13,200,27,500,51589.25271,152.3397572,6.102565699,16,40,3,10,4,5,2
524,250,992,1100,696.1481214,818.9977899,0.006297991,0.003135029,375.79434,10,250,21,500,46046.49113,146.382768,6.639649626,16,40,3,8,3,4,2
525,200,1173,1300,698.1190259,821.316501,0.007645543,0.003066879,244.9366777,10,500,21,400,43533.04721,138.3341266,6.277638736,22,50,2,5,3,2,1
526,400,742,850,698.9428489,822.2857045,0.008865916,0.003710263,425.8834298,10,150,27,400,65162.72422,197.1963131,8.265548922,16,40,6,14,3,6,1
527,200,1242,1400,699.6558713,823.1245544,0.004988317,0.002081524,367.0892076,13,550,21,500,41349.73821,138.1573444,6.722339058,22,50,1,4,4,2,2
528,400,729,800,700.9347555,824.6291242,0.006597423,0.003078233,404.1079787,10,200,27,500,53687.81933,170.5282191,7.726916801,22,50,5,5,1,3,1
529,550,564,650,703.1830692,827.2741991,0.010784791,0.00516981,500.9248556,13,150,27,400,81502.99455,232.9831764,8.77998641,16,40,9,17,2,8,1
530,600,626,700,705.6118245,830.1315582,0.00613329,0.002769882,838.3300286,13,100,21,500,82505.9904,247.8514394,10.22338921,22,50,9,6,1,3,1
531,300,989,1100,706.5549173,831.2410792,0.006911366,0.003131626,394.9943922,13,350,21,400,56935.65233,178.9676132,7.979114685,16,40,4,11,3,5,2
532,350,901,1000,709.0867716,834.2197313,0.006782451,0.003128773,286.7859675,10,400,21,400,55830.26006,180.7546162,8.431648308,22,50,4,6,2,3,1
533,350,748,850,709.4141149,834.6048411,0.007272511,0.003631149,382.7949865,13,350,27,500,51934.0632,162.5135865,7.197509823,22,50,4,6,2,3,1
534,200,1117,1300,709.7298527,834.9762973,0.008848924,0.003787601,391.1553508,10,200,21,400,50996.31119,153.1238009,6.328638102,16,40,2,11,6,5,3
535,450,679,750,711.0079649,836.4799587,0.006788301,0.003230402,465.1032231,10,150,27,500,59006.13895,184.5775246,8.165754206,22,50,6,6,1,3,1
536,200,1067,1200,712.1642275,837.8402677,0.007025634,0.003071183,318.1830459,10,350,27,500,40310.32325,127.9768874,5.795511428,16,40,2,8,4,4,2
537,350,889,1000,714.4923385,840.5792217,0.007522398,0.003191435,380.5175628,13,350,21,400,60987.39193,190.9755212,8.466885706,16,40,5,12,3,5,1
538,200,1064,1250,715.8424838,842.167628,0.006731698,0.003091265,491.2855448,13,300,27,500,44924.74117,139.1804974,6.056895476,22,50,1,5,5,2,2
539,200,1142,1300,718.7082974,845.5391734,0.006256566,0.002621944,337.5329107,13,550,21,500,41481.9829,134.3499533,6.263405009,22,50,1,4,4,2,2
540,600,629,700,724.2701622,852.0825438,0.008382369,0.003522491,512.5922753,10,100,21,400,82073.61549,246.7603216,10.22107037,22,50,9,8,1,4,1
541,250,1023,1150,725.8123826,853.8969207,0.006132301,0.002761529,749.0959576,10,100,21,500,55470.51891,167.6595936,6.991288391,22,50,2,5,3,2,1
542,450,648,750,725.8883434,853.9862863,0.007804511,0.003648271,447.4313268,13,250,27,500,61284.52328,189.0556034,8.181423444,22,50,6,7,2,3,1
543,500,614,700,726.1270015,854.2670606,0.010383406,0.00499614,443.8952267,13,200,27,400,75522.4803,219.6216544,8.566636987,16,40,8,16,2,8,1
544,250,1070,1200,727.9338236,856.3927336,0.007184455,0.003322296,342.594608,13,450,21,400,51626.62145,162.4126171,7.252889771,22,50,2,6,3,3,2
545,400,814,900,729.0763741,857.7369107,0.005944823,0.002744994,456.6210401,13,300,21,500,58703.28225,188.5393872,8.681045841,16,40,6,10,2,5,1
546,400,814,900,735.080655,864.8007706,0.005978232,0.002806804,591.6761448,13,200,21,500,62903.58243,196.8917591,8.709669988,16,40,6,10,2,5,1
547,350,767,850,735.2181312,864.9625073,0.007576853,0.003729411,475.5635854,10,150,27,500,55932.56627,170.4343454,7.224841081,16,40,5,10,2,5,1
548,300,939,1050,738.5406757,868.8713832,0.008110686,0.00396603,909.1776663,13,100,21,400,76431.99785,214.6685519,7.767142687,16,40,4,12,3,6,2
549,450,739,850,741.2400198,872.0470821,0.008736776,0.0038924,386.6702675,13,300,21,400,71151.5053,217.5541692,9.284055071,16,40,7,15,3,7,1
550,350,839,950,744.4775607,875.8559538,0.008745412,0.004314934,836.383515,13,100,21,400,80155.70033,225.5057414,8.195224889,16,40,5,13,3,7,2
551,200,1042,1250,744.7032571,876.121479,0.010635074,0.004299219,233.565957,10,500,27,400,47363.95701,143.8293233,6.074065237,16,40,2,13,7,5,3
552,200,1073,1200,748.0422366,880.0496901,0.007152478,0.003079744,771.4359607,10,100,27,500,51058.53823,149.3575674,5.868737421,22,50,2,5,3,2,1
553,250,914,1050,752.1095287,884.8347396,0.008201023,0.003381487,408.3807737,13,350,27,500,48351.65867,148.3983628,6.368027733,16,40,3,10,4,4,2
554,350,792,900,752.5314989,885.3311752,0.007247159,0.003548558,491.0643542,10,150,27,500,57412.63532,176.9022357,7.637383204,16,40,5,11,3,5,1
555,500,701,800,754.3346195,887.4524935,0.008413733,0.003905615,295.1565169,10,350,21,400,69425.7071,217.6101165,9.674850344,22,50,7,8,2,4,1
556,400,701,800,758.4153461,892.2533484,0.010456028,0.004892783,347.2943762,10,200,27,400,65205.95294,193.151642,7.806171789,22,50,5,8,2,4,1
557,250,1098,1200,761.78592,896.2187294,0.005365162,0.002605031,885.9398985,13,150,21,500,58365.15309,175.9473408,7.298445016,22,50,2,4,2,2,1
558,200,1217,1350,763.199868,897.8821977,0.005982002,0.002606328,497.8609523,10,200,21,500,46412.27684,146.1566787,6.527009548,16,40,2,8,4,4,2
559,350,789,900,765.8995999,901.0583528,0.010153555,0.00429234,388.8162395,13,300,27,400,63767.83786,189.3489592,7.681210033,16,40,5,15,3,6,2
560,600,667,750,767.1888254,902.5750887,0.006044017,0.002899294,491.1736366,10,150,21,500,73592.105,236.089603,10.85278109,16,40,10,12,2,6,1
561,450,667,750,773.9010362,910.4718072,0.008307762,0.003875991,325.9182875,10,300,27,500,59689.18846,185.8171688,8.170730891,16,40,7,13,2,6,1
562,250,1064,1200,774.2772916,910.9144607,0.008303924,0.003738566,717.2792665,13,150,21,400,66811.17402,192.5510132,7.356522172,16,40,3,12,4,6,2
563,200,1089,1250,775.2088288,912.0103868,0.007517505,0.003011502,1225.556225,13,100,27,500,64700.57231,178.4936608,6.191694549,16,40,2,9,5,4,2
564,550,626,700,776.6094692,913.658199,0.007175539,0.003265934,535.2184598,13,200,27,500,69673.60275,215.2365936,9.331157722,22,50,8,7,1,3,1
565,350,917,1000,779.0499202,916.5293179,0.005973723,0.002508332,303.882228,10,450,21,500,52413.19102,174.0356092,8.408155775,16,40,5,10,2,4,1
566,500,648,750,780.7294027,918.5051797,0.009391935,0.004677246,468.4757441,13,200,27,400,76359.343,226.3397629,9.147226263,22,50,7,9,2,4,1
567,600,614,700,780.8639681,918.6634918,0.009189879,0.004063103,728.268574,13,100,27,400,95292.662,272.9880117,10.31131441,16,40,10,17,2,8,1
568,200,1292,1450,780.907256,918.7144189,0.007214109,0.002983515,756.8578512,10,100,21,400,62047.2821,181.1769701,7.093775428,16,40,2,10,5,5,3
569,500,651,750,781.3228409,919.2033422,0.010011846,0.004167216,518.1949743,10,100,27,400,78808.05045,231.2012712,9.163934818,22,50,7,9,2,4,1
570,400,851,950,783.1549241,921.3587343,0.00592709,0.002372145,529.1755143,10,150,21,500,61804.28791,198.727261,9.162146469,22,50,5,6,2,3,1
571,550,679,750,784.6869201,923.1610825,0.006402528,0.003093593,480.5630381,10,150,21,500,69597.50467,220.616932,9.963089235,22,50,8,7,1,3,1
572,450,814,900,785.0993206,923.6462595,0.007511859,0.003265234,371.8908103,13,400,21,400,69272.82611,218.384236,9.788603049,16,40,7,14,2,6,1
573,200,1173,1300,785.4653606,924.0768948,0.006418374,0.003033551,331.7994706,10,350,21,500,42609.35818,136.5553645,6.271186586,22,50,2,5,3,2,1
574,350,942,1050,789.931904,929.3316517,0.007533023,0.003228559,315.6899842,10,350,21,400,61337.29676,195.1427633,8.87187062,16,40,5,13,3,6,2
575,350,842,950,791.7220912,931.4377543,0.006825414,0.003130319,315.4079999,10,400,27,500,52911.09004,171.4699311,8.009177231,16,40,5,11,3,5,1
576,200,1008,1250,795.0895905,935.3995183,0.011337489,0.005573055,291.4960186,13,500,27,400,51698.95905,152.3963681,6.103751662,22,50,1,7,7,4,4
577,500,717,800,796.1541998,936.6519998,0.008842817,0.004320698,374.2958183,10,200,21,400,75696.09184,230.0076234,9.717775049,16,40,8,16,2,8,1
578,350,948,1050,796.2312969,936.7427022,0.007015046,0.003112766,405.7712593,13,350,21,400,62655.16021,197.8029989,8.880744015,22,50,4,7,2,3,1
579,250,1120,1250,798.1762156,939.0308419,0.007515984,0.003056718,358.6037018,13,450,21,400,54022.11861,169.6595764,7.556775794,22,50,2,6,3,3,2
580,250,1073,1200,800.271826,941.4962659,0.006161149,0.002840441,280.0693257,10,500,21,500,45844.72497,150.9861356,7.213294937,22,50,2,5,3,3,2
581,500,726,800,801.8269631,943.3258389,0.00633423,0.003002199,497.0252989,13,250,21,500,67502.63952,213.9697166,9.661246713,22,50,7,6,1,3,1
582,200,1217,1400,803.2551175,945.0060206,0.008407486,0.003577489,282.7993002,10,400,21,400,49505.26962,154.1537243,6.778517041,16,40,2,11,6,5,3
583,450,817,900,804.0012852,945.8838649,0.005969776,0.002463579,451.2243566,10,200,21,500,63827.86018,207.7188567,9.751057104,16,40,7,11,2,5,1
584,350,798,900,809.2671259,952.0789717,0.010287626,0.004156556,435.6195525,13,250,27,400,65298.56692,192.3860688,7.691660001,22,50,4,8,2,4,1
585,450,689,800,812.9800492,956.4471167,0.010557379,0.005022362,384.2884774,13,300,27,400,73904.46719,218.3879256,8.785667847,16,40,7,17,3,8,2
586,450,692,800,816.0351659,960.0413717,0.010938504,0.004726591,528.3575505,10,100,27,400,80143.43774,230.7939165,8.828185947,16,40,7,18,3,8,2
587,200,1142,1350,816.3791105,960.4460124,0.009651634,0.00388481,246.1964829,10,550,27,400,48739.01196,150.5858156,6.543401975,16,40,2,13,7,5,3
588,200,1092,1300,819.2313406,963.8015772,0.010631481,0.004562346,313.38592,10,300,27,400,52091.17409,155.2031154,6.336364842,16,40,2,13,7,6,3
589,350,948,1050,822.27024,967.376753,0.007056122,0.003511626,945.0435903,13,100,21,400,81651.32719,235.5760602,9.010201965,22,50,4,7,2,4,1
590,500,767,850,822.3576505,967.4795888,0.008068317,0.00358198,364.2533163,10,250,21,400,74584.93588,232.8668703,10.28504881,16,40,8,16,2,7,1
591,350,839,950,833.5177971,980.609173,0.009756458,0.004179043,458.0010082,13,250,27,400,67898.65334,201.0626144,8.111885054,16,40,5,15,3,7,2
592,200,1239,1400,836.8775887,984.5618691,0.006334476,0.002844477,1375.360083,13,100,21,500,70081.32758,195.2291133,6.918305596,16,40,2,9,5,4,2
593,200,1351,1450,837.7101505,985.5413536,0.004999396,0.002391448,552.6788386,10,200,21,500,47656.53124,152.6674984,6.995415762,22,50,2,4,2,2,1
594,250,967,1100,838.1849944,986.0999934,0.007942998,0.003908679,283.601235,10,450,27,500,47522.95914,149.215368,6.649991965,16,40,3,10,4,5,2
595,500,748,850,839.1163789,987.1957399,0.008563679,0.003435432,412.802919,13,300,21,400,76857.44538,237.3851927,10.30053712,22,50,7,9,2,4,1
596,250,1070,1200,840.4421504,988.755471,0.006313096,0.002612127,386.7816715,13,500,27,500,47760.59496,154.8041745,7.226328667,22,50,2,5,3,2,1
597,450,864,950,841.1056057,989.5360067,0.007063059,0.003171029,681.4359717,13,150,21,400,82343.81668,248.9072093,10.3951242,16,40,7,14,2,7,1
598,500,814,900,843.0671054,991.8436534,0.005440707,0.002421262,1043.469167,13,100,21,500,86702.93567,262.2563178,10.9418692,16,40,8,11,2,5,1
599,300,898,1000,848.4949731,998.2293802,0.007462416,0.003393646,621.9564181,13,200,27,500,58185.75596,175.44239,7.297624641,22,50,3,6,2,3,1
600,550,748,850,850.3043323,1000.358038,0.007476456,0.003261056,405.8596739,13,350,21,400,78868.086,249.9344747,11.29165624,22,50,8,9,2,4,1
601,450,848,950,851.4833514,1001.745119,0.007098004,0.003270703,411.5436862,13,350,21,400,72088.3357,228.503283,10.32526438,22,50,6,8,2,4,1
602,350,1017,1100,852.0644197,1002.428729,0.005101556,0.002409711,337.020966,10,450,21,500,55108.96282,186.43797,9.231459377,16,40,5,9,2,5,1
603,300,1051,1150,852.5504457,1003.000524,0.005561141,0.002575828,318.1863429,10,450,21,500,50959.81522,170.1708625,8.283176085,22,50,3,5,2,3,1
604,500,776,850,854.6009784,1005.412916,0.005801646,0.002833256,994.7568468,13,100,21,500,83996.9698,251.8212213,10.34854305,22,50,7,6,1,3,1
605,250,1017,1150,860.9285879,1012.857162,0.007498229,0.003336935,564.5151853,10,150,27,500,54598.53269,165.827908,6.985611165,16,40,3,10,4,5,2
606,350,892,1000,864.7009413,1017.295225,0.008649879,0.004161707,412.9523968,10,200,27,400,66415.06431,201.6428228,8.504215273,16,40,5,14,3,7,2
607,200,1217,1400,865.2740559,1017.969478,0.008593238,0.004156706,349.2588504,10,300,27,400,52431.68498,159.9399031,6.798549616,16,40,2,12,6,6,3
608,450,864,950,866.1520792,1019.002446,0.005415505,0.002689133,1082.818415,13,100,21,500,84524.24154,253.4125031,10.40952345,16,40,7,11,2,6,1
609,600,701,800,867.4287026,1020.504356,0.008289827,0.00333772,461.1545622,10,150,21,400,86264.14696,267.0676307,11.62977609,22,50,9,10,2,4,1
610,250,1214,1350,874.4903047,1028.812123,0.00714197,0.003169549,450.0863219,13,350,21,400,59890.3208,186.3233255,8.171813392,16,40,3,12,4,5,2
611,400,939,1050,874.9756461,1029.383113,0.007153802,0.003153623,381.3327555,13,450,21,400,69655.14854,222.1723547,10.13615253,16,40,6,14,3,6,1
612,350,817,950,875.895396,1030.465172,0.011243052,0.004774333,378.231063,10,200,27,400,69216.458,203.5870531,8.121126209,16,40,5,17,4,8,2
613,550,776,850,876.6571801,1031.361388,0.007214601,0.003010777,491.6810295,13,250,21,400,81312.47079,254.8094873,11.30827537,22,50,8,8,1,4,1
614,200,1142,1300,876.8033651,1031.533371,0.007683411,0.003500322,270.6580657,10,550,27,500,43651.63329,138.5618338,6.278468863,16,40,2,10,5,5,3
615,350,851,950,878.0261092,1032.971893,0.009881628,0.004022836,460.8087847,10,150,27,400,67821.57382,200.8993299,8.111386937,22,50,4,8,2,4,1
616,300,873,1000,879.6742421,1034.910873,0.011049,0.005085006,272.9569294,10,400,27,400,60223.06291,179.2354155,7.312209054,22,50,3,8,3,4,2
617,350,842,950,883.5129138,1039.426957,0.0080723,0.003282792,333.1215335,10,350,27,500,56617.4093,178.7626983,8.034644794,16,40,5,12,3,5,1
618,200,1192,1400,885.3566553,1041.596065,0.009575625,0.004076426,295.2745338,10,400,27,400,52127.69292,159.3045754,6.796561642,16,40,2,13,7,6,3
619,500,779,850,894.2864554,1052.101712,0.006390998,0.002752619,406.6617049,10,250,21,500,67344.52425,218.6404664,10.23524219,22,50,7,7,1,3,1
620,600,651,750,896.842641,1055.108989,0.009527986,0.003816749,560.4786647,10,100,27,400,90681.12863,269.7687853,10.97006034,22,50,9,10,2,4,1
621,300,1073,1200,906.6266212,1066.619554,0.007706244,0.003335177,690.0307271,10,100,21,400,72446.36843,215.7425832,8.775041693,22,50,3,7,3,3,1
622,550,717,800,908.1594872,1068.422926,0.00871932,0.003955559,594.0161284,10,100,27,400,88710.68218,263.8825912,10.72653205,16,40,9,17,2,8,1
623,400,814,900,908.6514148,1069.001664,0.007522595,0.003184278,535.6156548,13,250,27,500,65390.01704,201.7141134,8.726945455,16,40,6,12,2,6,1
624,400,814,900,908.7428998,1069.109294,0.007462775,0.003258755,535.6156548,13,250,27,500,65427.09844,201.7869471,8.727200608,16,40,6,12,2,6,1
625,500,698,800,910.4865605,1071.160659,0.009802564,0.004696605,504.6235639,13,200,27,400,82779.2638,244.0346448,9.76620271,22,50,7,10,2,5,1
626,450,879,950,911.6557637,1072.536193,0.005586258,0.002465489,744.3534662,10,100,21,500,73743.32804,231.9517012,10.3361156,22,50,6,6,1,3,1
627,250,1042,1200,913.2395383,1074.399457,0.010378751,0.004200358,496.5536678,10,150,27,400,64113.80149,187.0638551,7.338474954,16,40,3,15,5,6,2
628,350,951,1050,920.5843471,1083.040408,0.00859137,0.003700638,318.7061306,10,350,21,400,65417.8229,203.1539155,8.899958146,22,50,4,8,2,4,1
629,300,1142,1250,924.1967403,1087.290283,0.005241187,0.002456078,345.7362546,10,450,21,500,54298.96728,182.8254186,8.995931384,16,40,4,9,3,5,2
630,450,848,950,927.4929959,1091.16823,0.00630469,0.002571209,640.6775416,13,200,21,500,73020.70672,230.4730881,10.33130415,22,50,6,7,2,3,1
631,350,873,1000,927.6921894,1091.402576,0.009770095,0.00431855,472.7215853,10,150,27,400,70901.75834,210.5100982,8.534939276,22,50,4,9,3,4,1
632,350,939,1050,930.1850717,1094.335378,0.008637387,0.003644703,379.6452633,13,450,27,400,66505.96866,205.3303466,8.907339345,16,40,5,15,3,7,2
633,200,1242,1400,931.6189069,1096.022243,0.006877618,0.003037319,344.24013,10,400,27,500,45975.57197,147.2208439,6.754229587,16,40,2,9,5,4,2
634,250,1167,1300,932.8359997,1097.454117,0.006332788,0.002912776,319.8807502,10,450,21,500,50767.57743,165.7458425,7.821955838,16,40,3,10,4,5,2
635,250,1170,1300,936.8244099,1102.146365,0.00604772,0.002860251,749.9133445,13,200,21,500,60311.67341,184.7570293,7.886908402,22,50,2,5,3,3,2
636,350,1067,1150,941.5208646,1107.671605,0.005276427,0.002298369,528.1778018,10,200,21,500,62441.43911,204.5124392,9.683968622,16,40,5,10,2,5,1
637,450,814,900,942.7306993,1109.09494,0.006458957,0.003225036,508.0290384,13,300,27,500,68228.23219,216.3858949,9.781270403,16,40,7,12,2,6,1
638,400,914,1000,942.7313863,1109.095749,0.006439045,0.002648451,411.6192304,13,450,21,500,63557.25261,206.1317971,9.634339251,16,40,6,12,2,5,1
639,450,851,950,942.9937302,1109.404389,0.008311599,0.00360166,419.8743214,10,200,21,400,77046.60701,238.2486618,10.3593639,22,50,6,9,2,4,1
640,350,898,1000,946.8110729,1113.89538,0.007238157,0.002994758,502.1278285,13,300,27,500,60978.18516,190.9807745,8.466759032,22,50,4,6,2,3,1
641,300,1067,1200,947.2735586,1114.439481,0.008641795,0.003532762,309.063286,10,400,21,400,63211.07936,197.2955151,8.712329117,16,40,4,15,4,6,2
642,400,898,1000,949.7024464,1117.296996,0.008295924,0.003948644,563.3384369,13,200,21,400,78677.77448,236.0056029,9.737907756,22,50,5,8,2,4,1
643,550,817,900,950.2745779,1117.970092,0.007496459,0.003161802,449.8986384,10,200,21,400,84766.11539,267.1188803,11.96450527,16,40,9,17,2,7,1
644,250,1245,1400,951.5514413,1119.472284,0.00735419,0.003085541,308.6669308,10,450,21,400,57220.81881,183.4969567,8.441186564,22,50,2,7,4,3,2
645,450,751,850,953.2422481,1121.461468,0.010694015,0.004355948,337.471768,10,300,27,400,74640.54523,224.3193891,9.308301012,22,50,6,10,2,4,1
646,350,917,1050,958.8629431,1128.074051,0.009527196,0.004178182,381.3135678,10,250,27,400,69694.27131,211.6023327,8.929251489,16,40,5,16,4,7,2
647,400,951,1050,963.6415334,1133.695922,0.007754458,0.003172985,345.9438149,10,350,21,400,70302.1698,223.4026326,10.14071471,22,50,5,8,2,4,1
648,300,1123,1250,963.7777149,1133.856135,0.007610536,0.003066261,722.1850015,10,100,21,400,74595.30474,223.0223762,9.134687983,22,50,3,7,3,3,1
649,450,801,900,968.4477161,1139.350254,0.006836153,0.003260745,548.671107,10,150,27,500,70131.92444,220.1557327,9.794286228,22,50,6,7,2,4,1
650,300,1120,1250,969.9602671,1141.129726,0.0074053,0.003405685,447.3141752,13,350,21,400,66262.34387,206.4326601,9.077953481,22,50,3,7,3,4,2
651,550,814,900,974.4343059,1146.393301,0.005934614,0.002404647,661.6177064,13,200,21,500,82050.33093,261.9264743,11.94543343,16,40,9,13,2,6,1
652,350,892,1000,975.8324071,1148.038126,0.007948658,0.003299452,377.9236387,10,300,27,500,60176.79744,189.3266856,8.461461952,16,40,5,13,3,6,2
653,350,920,1050,979.8192544,1152.728535,0.009379341,0.003807223,697.5999608,13,150,27,400,79063.16655,230.2770899,8.992977644,22,50,4,9,3,4,1
654,250,1242,1400,984.4218378,1158.143339,0.007438424,0.00350614,507.5682266,13,300,21,400,64476.85902,197.9065734,8.490686885,22,50,2,7,4,3,2
655,600,664,750,985.5203151,1159.435665,0.007848017,0.003647429,479.1039914,13,300,27,500,79851.05792,248.3439843,10.89595457,16,40,10,16,2,8,1
656,600,679,750,987.195747,1161.406761,0.00751721,0.003078027,531.2567386,10,150,27,500,78992.77796,246.688875,10.88996557,22,50,9,8,1,4,1
657,300,1148,1250,987.5025238,1161.767675,0.005585138,0.00226677,959.1632261,13,150,21,500,69766.68569,213.5927017,9.101314937,22,50,3,6,2,3,1
658,300,1051,1150,989.010918,1163.542257,0.006356847,0.002814845,381.6762437,10,350,27,500,54473.39346,177.0973726,8.307283998,22,50,3,6,2,3,1
659,450,798,900,990.8961967,1165.760231,0.009403815,0.004123773,656.9237603,13,150,27,400,86121.31516,251.7299796,9.90385002,22,50,6,9,2,4,1
660,400,992,1100,990.9482422,1165.821461,0.007413735,0.003362787,414.2833492,10,250,21,400,75034.76588,236.8125384,10.6329951,16,40,6,15,3,7,2
661,350,998,1100,993.0014227,1168.236968,0.008182401,0.003830502,518.0070914,13,250,21,400,73823.23614,223.3736616,9.359747418,22,50,4,8,2,4,1
662,600,776,850,1004.913167,1182.250785,0.005992647,0.002412927,575.7066757,13,250,21,500,81628.42826,264.0627143,12.28764519,22,50,9,8,1,3,1
663,250,1145,1300,1005.423129,1182.85074,0.008809759,0.003924477,365.7810083,10,300,27,400,59871.84919,183.6730287,7.884479297,22,50,2,7,4,4,2
664,500,698,800,1012.518341,1191.198048,0.011299693,0.005491043,504.6235639,13,200,27,400,88993.37621,256.2401373,9.808961322,22,50,7,11,2,6,1
