gen,nevals,avg,std,min,valid_ratio,avg_cost,avg_co2,avg_dcr,hof_size
21,834,[0.37267916 0.35820046],[0.12303725 0.0399017 ],[0.3087745  0.17250589],2.6,51275897.06506156,154554.1175995384,0.26064347264304355,6
22,838,[0.37620725 0.35666094],[0.12422728 0.03980373],[0.3087745  0.17250589],2.9000000000000004,50894665.58321382,153269.25747379306,0.2630483511536674,6
23,854,[0.37846408 0.35537501],[0.12468628 0.03937179],[0.30965775 0.17250589],3.0,50771483.809794694,152996.17589646662,0.26403665020628764,6
24,826,[0.37912919 0.35592907],[0.12759957 0.04030831],[0.30965775 0.17250589],3.4000000000000004,50421752.96601298,151639.4849839529,0.2636719558831696,5
25,836,[0.38181414 0.35480501],[0.12953622 0.04066938],[0.31104795 0.17250589],3.9,50123673.56255593,150494.3774907281,0.2617645309203142,6
26,841,[0.38452453 0.35380705],[0.13041595 0.04102194],[0.3103092  0.17250589],4.0,49897305.031684026,149711.0257852799,0.261751206044314,6
27,822,[0.38839776 0.3524161 ],[0.13133869 0.04120632],[0.3103092  0.17250589],4.3,49591828.40598144,149095.23433967432,0.2633473534899284,6
28,835,[0.38974364 0.35188178],[0.13173885 0.04106046],[0.31287177 0.17250589],4.3,49591828.40598144,149095.23433967432,0.2633473534899284,6
29,839,[0.39146857 0.35111874],[0.13253079 0.04051175],[0.31368441 0.17250589],4.6,49726899.38952178,149382.17383015645,0.2644726573644485,6
30,837,[0.39244409 0.35022318],[0.13299097 0.04032564],[0.31711708 0.17250589],5.0,49296519.61549204,148090.87475354387,0.26613265959220134,7
31,829,[0.39324355 0.34896666],[0.13415109 0.03950924],[0.31877816 0.17250589],5.2,49168313.40544235,147757.97499675374,0.26722280956733235,7
32,837,[0.39503141 0.3482494 ],[0.13394515 0.03968639],[0.31877816 0.17250589],5.5,48501844.01077532,145851.479040509,0.26830114908799735,7
33,847,[0.39795011 0.34730634],[0.13524049 0.04026817],[0.31877816 0.17250589],5.800000000000001,48226928.682817295,145160.3511651654,0.2676580601596226,7
34,858,[0.40060552 0.34635528],[0.13560359 0.04062272],[0.31877816 0.17250589],6.0,47890487.84065005,144221.56685229324,0.26786393159136956,8
35,837,[0.40265293 0.34573154],[0.13569513 0.04069715],[0.31877816 0.17250589],6.1,47630287.06413121,143437.60228668188,0.26834118004126034,9
36,847,[0.4064904  0.34478862],[0.13630452 0.04088583],[0.31877816 0.17250589],6.3,47589245.86626038,143341.822894311,0.2679652648964071,9
37,825,[0.41194482 0.34340924],[0.13811338 0.04129059],[0.31877816 0.17250589],6.7,47721236.29606872,143704.24531984466,0.2673217842042807,10
38,854,[0.40942821 0.34376675],[0.13842004 0.04055594],[0.32174972 0.17250589],6.800000000000001,47673459.86820182,143549.50729388223,0.2677931257359495,10
39,809,[0.41171992 0.34219343],[0.14074265 0.04094319],[0.32204446 0.17250589],7.5,47513189.988888055,143116.64676090656,0.2676668823342222,10
40,861,[0.41301505 0.34074306],[0.14093825 0.04100879],[0.32204446 0.17250589],8.3,47360708.494049214,142666.7759246987,0.2677709437958414,12
41,852,[0.40292773 0.33952292],[0.13791462 0.03766131],[0.32121703 0.17250589],8.7,47116023.71365891,141962.01619382517,0.2680425299190235,12
42,864,[0.40155588 0.33941772],[0.13690904 0.03760672],[0.32219164 0.17250589],8.9,47173911.67058072,142133.73722290326,0.2677621180003542,12
43,847,[0.40486066 0.33848087],[0.13679995 0.03765422],[0.32011151 0.17250589],9.2,47029550.337392226,141750.72642819988,0.26858713851414373,12
44,858,[0.39917459 0.33982179],[0.13399855 0.03670447],[0.32540566 0.17250589],9.9,47143241.073986314,142069.20546022215,0.26919387016937124,12
45,815,[0.39664563 0.33933346],[0.13356434 0.035922  ],[0.32965097 0.17250589],10.2,47118278.405118085,141968.26170113322,0.2689621521168549,12
46,860,[0.39717096 0.3372412 ],[0.13554114 0.03507293],[0.32992186 0.17250589],10.9,47256638.02892078,142393.388422554,0.2685957769925254,12
47,815,[0.39891759 0.33676827],[0.1363111  0.03532552],[0.32992186 0.17250589],11.3,47154438.40780253,142047.6888015291,0.26937861709382904,12
48,823,[0.40133586 0.33597377],[0.13715089 0.03591936],[0.32992186 0.17250589],11.700000000000001,46933711.52011151,141418.99362899817,0.2704685821794464,14
49,848,[0.40320531 0.33555187],[0.13740175 0.03604859],[0.32992186 0.17250589],12.4,46476128.756861664,140148.60308342573,0.2725340275437316,15
50,834,[0.40508114 0.33520773],[0.13767267 0.03617073],[0.32992186 0.17250589],12.9,46275942.19504842,139717.37083436272,0.273627989746289,15
51,868,[0.40776773 0.33468971],[0.13944887 0.03640088],[0.32992186 0.17250589],13.3,46477174.14531824,140378.57759366604,0.27395420033451956,15
52,844,[0.41035645 0.33435058],[0.14044223 0.03665738],[0.32992186 0.17250589],14.099999999999998,46282884.10959551,139860.05588022404,0.2753796056592607,16
53,857,[0.41244094 0.33387241],[0.14022575 0.0371207 ],[0.32992186 0.17250589],14.6,46063987.108350456,139223.93346303553,0.274998879699232,14
54,863,[0.40744885 0.33582148],[0.13626983 0.03714676],[0.33085846 0.17250589],14.899999999999999,45961775.19277642,138874.44007893416,0.2754878977788949,15
55,852,[0.40576726 0.33714016],[0.13606787 0.03715047],[0.32465732 0.17250589],15.2,45956721.75587636,138870.8797164657,0.2755569737366389,15
56,836,[0.40899798 0.33410345],[0.13871929 0.03646239],[0.32465732 0.17250589],16.2,45879866.511549175,138767.4911598073,0.27623911156946157,16
57,845,[0.41036644 0.33466754],[0.14005765 0.03769273],[0.32465732 0.17250589],17.0,45595192.17153369,137940.92533168462,0.27697185200528296,16
58,833,[0.40831846 0.33379135],[0.14223136 0.03748291],[0.32465732 0.17250589],17.8,45212036.718035996,136852.16501234597,0.27807231677515837,13
59,829,[0.41112179 0.33304819],[0.14304769 0.03770121],[0.32465732 0.17250589],18.5,45143653.86871701,136593.54573884964,0.27837145339941516,13
60,836,[0.41334487 0.33248384],[0.14398603 0.03810292],[0.32465732 0.17029316],19.2,45026004.097882956,136293.766396977,0.27873351079016634,11
61,831,[0.4164426 0.3316375],[0.14513843 0.03846947],[0.32465732 0.17029316],20.3,44742762.491895206,135459.21454584427,0.2798625034331545,11
62,833,[0.42019633 0.33058245],[0.14619766 0.03889882],[0.32465732 0.17029316],21.2,44719901.46851381,135478.26483672258,0.27992286208765427,11
63,847,[0.42192068 0.33016203],[0.14622741 0.03897293],[0.32465732 0.17029316],21.8,44574316.800482966,135075.7468227522,0.2803546738868017,12
64,834,[0.42490637 0.32948411],[0.14632565 0.03900889],[0.32465732 0.17029316],22.6,44430096.093887284,134687.5080977822,0.2811729359928162,12
65,860,[0.42893389 0.32846024],[0.14623542 0.03921109],[0.32465732 0.17029316],23.400000000000002,44369843.06204294,134477.34179823752,0.2813791446418629,12
66,856,[0.43121704 0.32797685],[0.1455717  0.03938308],[0.32686117 0.17029316],24.2,44251521.079197556,134126.13712665444,0.2811592888217006,12
67,819,[0.42697049 0.32825739],[0.14599978 0.03825271],[0.32931381 0.17029316],25.6,43999895.78194754,133536.23482372647,0.28195934734236344,14
68,837,[0.4287345  0.32797575],[0.1465506  0.03893957],[0.32931381 0.17029316],26.200000000000003,43915388.75539439,133288.7004531465,0.28174547789429516,14
69,836,[0.43105852 0.3289883 ],[0.1478963  0.04044594],[0.32931381 0.17029316],27.3,43761753.624055564,132855.01175542705,0.2826705332390064,14
70,854,[0.42990023 0.32989749],[0.14751479 0.04039281],[0.32931381 0.17029316],27.900000000000002,43599063.63092032,132378.2862888544,0.2832022623706115,14
71,803,[0.43136802 0.3291297 ],[0.14703479 0.04012816],[0.32931381 0.17029316],28.299999999999997,43486665.797390416,132063.27210654554,0.28352433814892164,15
72,827,[0.43464926 0.32781296],[0.14693734 0.03974855],[0.32931381 0.17029316],29.4,43370771.567932144,131721.51398539043,0.2841635375891994,15
73,810,[0.43399104 0.32742821],[0.1459793  0.03871548],[0.32991636 0.17029316],30.099999999999998,43231011.0194314,131316.44011636937,0.28512461210064055,15
74,833,[0.4320635  0.32780234],[0.14738896 0.03858608],[0.32991636 0.17029316],31.8,42763491.723753616,129909.69127531191,0.287039791495259,15
75,835,[0.42953017 0.32813943],[0.14554616 0.03829506],[0.33603385 0.17029316],33.1,42434678.35689743,128927.2008706247,0.2880082302411636,15
76,843,[0.42086815 0.33060638],[0.14406334 0.03739805],[0.33603385 0.17029316],34.0,42222101.475756615,128280.84188694229,0.28855685949241516,15
77,834,[0.42260634 0.33019105],[0.14512766 0.03749322],[0.33603385 0.17029316],35.099999999999994,42065773.62219273,127867.16353969452,0.28941781761783103,16
78,852,[0.42416567 0.32982665],[0.14570896 0.03753362],[0.33603385 0.17029316],36.3,41855518.502250716,127277.5611165443,0.2905373317405752,16
79,865,[0.42575606 0.3294629 ],[0.14584634 0.03756049],[0.33603385 0.17029316],37.5,41649341.101135604,126658.88392564154,0.29180171215545,16
80,827,[0.42871804 0.32861001],[0.14658248 0.03791337],[0.33603385 0.17029316],39.300000000000004,41446431.25502466,126030.22087376381,0.292640477863303,16
81,856,[0.42979355 0.32821483],[0.14714032 0.03822943],[0.33603385 0.17029316],39.900000000000006,41403635.159069404,125919.74938632576,0.292566757011109,16
82,806,[0.43142024 0.32772656],[0.14704049 0.03820699],[0.33603385 0.17029316],41.6,41083802.99382493,124935.27281539033,0.29401159017684153,17
83,852,[0.43270054 0.32734577],[0.14691047 0.03820764],[0.33603385 0.17029316],42.9,40875151.96246977,124285.44847655845,0.2949518376999224,15
84,840,[0.43581556 0.32648511],[0.14793173 0.03849662],[0.33603385 0.17029316],44.9,40713064.58315254,123809.11190100841,0.29568360393482274,16
85,851,[0.4383449  0.32569575],[0.14822956 0.03862773],[0.33603385 0.17029316],46.6,40555439.80180851,123346.10890298536,0.29635128682544515,17
86,813,[0.43960439 0.32536703],[0.14800582 0.03862043],[0.33603385 0.17029316],47.9,40370034.15985681,122771.4431451006,0.29729023363825996,17
87,843,[0.44352176 0.32442221],[0.14897167 0.03867804],[0.33603385 0.17029316],50.4,40200131.40845478,122307.2895299928,0.29831725530926484,17
88,815,[0.44777511 0.32304615],[0.14943543 0.03895298],[0.33603385 0.17029316],54.0,39862532.34011706,121293.02443495402,0.2995066367207628,16
89,869,[0.45133299 0.3220182 ],[0.14917484 0.03887839],[0.33603385 0.17029316],57.699999999999996,39466190.70116585,120100.05168914588,0.3013408355873506,18
90,818,[0.45406283 0.32114317],[0.14840555 0.03877953],[0.33603385 0.17029316],61.5,39016094.82790103,118751.53029150693,0.3032495665638778,18
91,821,[0.45870058 0.31968057],[0.14668525 0.03850902],[0.33603385 0.17029316],67.5,38419853.362504914,116959.54273971195,0.30586151739869893,19
92,826,[0.46382207 0.31816743],[0.14435977 0.03792548],[0.34125487 0.17029316],80.5,37215704.68107043,113369.80142133214,0.3115170767478492,19
93,842,[0.41500891 0.32594655],[0.11868114 0.03651897],[0.34125487 0.17029316],100.0,33104597.208082695,101026.5607611748,0.3259465503635288,24
94,848,[0.35994702 0.3418107 ],[0.0619249  0.02371169],[0.34125487 0.17029316],100.0,29896548.914093345,91867.4826804712,0.34181069752270715,26
95,872,[0.35603746 0.34314919],[0.05474288 0.02294063],[0.34125487 0.17029316],100.0,29671843.62200386,91208.48839807881,0.3431491912328652,24
96,854,[0.34915621 0.34652246],[0.03928375 0.01827478],[0.33663852 0.17029316],100.0,29281323.65349236,90034.52666659724,0.3465224550364299,26
97,847,[0.3493365  0.34636626],[0.03965998 0.01851163],[0.33663852 0.17029316],100.0,29291820.924708806,90064.53539203682,0.3463662626725086,32
98,831,[0.34314375 0.35060912],[0.01814164 0.01063569],[0.34125487 0.17029316],100.0,28952816.447359715,88972.95097448843,0.3506091211521738,39
99,817,[0.34314375 0.35060912],[0.01814164 0.01063569],[0.34125487 0.17029316],100.0,28952816.447359715,88972.95097448843,0.3506091211521738,39
100,834,[0.34314375 0.35060912],[0.01814164 0.01063569],[0.34125487 0.17029316],100.0,28952816.447359715,88972.95097448843,0.3506091211521738,39
