gen,nevals,avg,std,min,valid_ratio,avg_cost,avg_co2,avg_dcr,hof_size
0,1000,[0.62907015 0.30146426],[0.18547576 0.11036558],[0.18653165 0.14968675],0.5,61609429.31697599,183447.15270856008,0.2143631886255705,3
1,839,[0.63278857 0.27096956],[0.17623041 0.05994418],[0.24929865 0.14968675],0.5,61609429.31697599,183447.15270856008,0.21436318862557052,3
2,848,[0.60075568 0.27754941],[0.18500949 0.06383067],[0.28836165 0.14968675],0.5,61609429.31697599,183447.15270856008,0.21436318862557052,3
3,829,[0.52407066 0.30188571],[0.19530511 0.06970036],[0.28836165 0.15362668],0.6,57941082.48438001,173011.6093011334,0.22568585660300924,4
4,864,[0.4203455  0.34273662],[0.10926241 0.07007038],[0.28422017 0.17250589],0.7000000000000001,58099867.21368573,173459.2977669144,0.225528178164367,5
5,859,[0.40055502 0.3531823 ],[0.1100957  0.05902846],[0.28381879 0.17250589],0.7000000000000001,58099867.21368573,173459.2977669144,0.225528178164367,5
6,846,[0.377939   0.35631727],[0.10941491 0.04502784],[0.28375838 0.17250589],0.7000000000000001,58099867.21368573,173459.2977669144,0.225528178164367,5
7,857,[0.37119521 0.358428  ],[0.10542202 0.03994543],[0.2891256  0.17250589],0.7000000000000001,58099867.21368573,173459.2977669144,0.225528178164367,5
8,804,[0.3644018  0.36098469],[0.10490759 0.03778587],[0.29035943 0.17250589],0.8,56481887.53803,168629.9166313001,0.2338248500577193,5
9,834,[0.35656643 0.36256432],[0.10483839 0.03595046],[0.29505237 0.17250589],0.8999999999999999,57775149.72374222,172919.76370422228,0.23156737468132876,5
10,846,[0.36144301 0.36004352],[0.10632974 0.03611047],[0.29592808 0.17250589],1.0,56426004.23169999,169346.83373780007,0.23459882852061362,6
11,843,[0.35922743 0.35703789],[0.10566443 0.03401841],[0.29855758 0.17250589],1.0,56426004.23169999,169346.83373780007,0.23459882852061362,6
12,832,[0.3553485  0.35575026],[0.10757653 0.03309516],[0.29936404 0.17250589],1.0,56426004.23169999,169346.83373780007,0.23459882852061362,6
13,843,[0.3584413  0.35572104],[0.10858262 0.03462805],[0.29936404 0.17250589],1.0999999999999999,55645403.81002908,167275.03416963643,0.23573500900317032,6
14,828,[0.35897534 0.35562462],[0.1088388  0.03523274],[0.29936404 0.17250589],1.0999999999999999,55645403.81002908,167275.03416963643,0.23573500900317032,6
15,854,[0.36043249 0.355628  ],[0.11201052 0.03553195],[0.3050127  0.17250589],1.2,54400957.92816332,163565.63806966675,0.23858739284195393,7
16,844,[0.36245785 0.35570701],[0.11292029 0.03560198],[0.30378278 0.17250589],1.2,54400957.92816332,163565.63806966675,0.23858739284195393,7
17,847,[0.36479844 0.35701276],[0.1154151  0.03751197],[0.3050285  0.17250589],1.4000000000000001,52829564.738054276,158699.12129122863,0.24443471945751355,7
18,835,[0.36584618 0.36057937],[0.11913348 0.03902899],[0.30595419 0.17250589],1.9,52349334.28434738,157596.06449479997,0.25465767931070343,6
19,818,[0.36621061 0.36060723],[0.12031275 0.03934298],[0.3087745  0.17250589],2.1999999999999997,51966840.92640002,156431.40364232723,0.2579790228211253,6
20,840,[0.36915044 0.35943538],[0.12151118 0.03976159],[0.3087745  0.17250589],2.5,51490051.27990402,155080.98760420794,0.2601353623460194,6
