gen,nevals,avg,max,min,std,success_rate,valid_ratio,avg_cost,max_cost,min_cost,std_cost,avg_co2,max_co2,min_co2,std_co2,avg_dcr,max_dcr,min_dcr,std_dcr,best_margins,min_AM_str,min_AM_drift,min_AM_wind,min_AM_defl,min_AM_hier,min_NM_str,min_NM_drift,min_NM_wind,min_NM_defl,min_NM_hier,hof_avg_cost,hof_max_cost,hof_min_cost,hof_std_cost,hof_avg_co2,hof_max_co2,hof_min_co2,hof_std_co2,hof_avg_dcr,hof_max_dcr,hof_min_dcr,hof_std_dcr,hof_size
0,600,[0.63168246 0.35302479],[1.03829218 0.90202871],[0.2592839 0.1799172],[0.14052372 0.10268418],100.0,1.5,51298138.37292,62720652.13652,40287216.193000026,7078018.517599373,152359.3101391334,181419.3729764002,121643.41462860019,20037.672684693756,0.2772314498304583,0.3390916140833358,0.22691095452783222,0.038710827550593976,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,50514148.22097999,62720652.13652,40287216.193000026,8483534.850383015,149669.35913379342,181419.3729764002,121643.41462860019,23744.47098571336,0.26486384252435063,0.3390916140833358,0.22691095452783222,0.03905639432877768,6
1,505,[0.62147673 0.3183406 ],[1.03829218 0.72008374],[0.31555778 0.1799172 ],[0.13694548 0.05439933],100.0,1.6666666666666667,50547475.27821199,62720652.13652,40287216.193000026,7082370.172318097,150334.53736542002,181419.3729764002,121643.41462860019,19956.323234092164,0.276433650212101,0.3390916140833358,0.22691095452783222,0.03680222426384175,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,49553770.96453141,62720652.13652,40287216.193000026,8198952.9756943835,147161.10531496583,181419.3729764002,121643.41462860019,22825.5357551711,0.2654909298275699,0.3390916140833358,0.22691095452783222,0.03619180578962184,7
2,508,[0.59807795 0.31200598],[1.03829218 0.49004563],[0.3016117 0.1799172],[0.13796906 0.04514426],100.0,1.6666666666666667,50547475.27821199,62720652.13652,40287216.193000026,7082370.172318097,150334.53736542002,181419.3729764002,121643.41462860019,19956.323234092164,0.276433650212101,0.3390916140833358,0.22691095452783222,0.03680222426384175,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,49553770.96453141,62720652.13652,40287216.193000026,8198952.9756943835,147161.10531496583,181419.3729764002,121643.41462860019,22825.5357551711,0.2654909298275699,0.3390916140833358,0.22691095452783222,0.03619180578962184,7
3,508,[0.55873005 0.32237291],[1.03829218 0.46486208],[0.31540501 0.1799172 ],[0.14874542 0.04929023],100.0,1.8333333333333333,49933296.3825418,62720652.13652,40287216.193000026,7026530.2527760165,148677.90509601825,181419.3729764002,121643.41462860019,19735.60631447233,0.2757809050698086,0.3390916140833358,0.22691095452783222,0.03515020430814476,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,49553770.96453141,62720652.13652,40287216.193000026,8198952.9756943835,147161.10531496583,181419.3729764002,121643.41462860019,22825.5357551711,0.2654909298275699,0.3390916140833358,0.22691095452783222,0.03619180578962184,7
4,503,[0.44993816 0.35516831],[1.00298939 0.48605393],[0.2966114  0.22691095],[0.09454929 0.04291273],100.0,1.8333333333333333,49933296.3825418,62720652.13652,40287216.193000026,7026530.2527760165,148677.90509601825,181419.3729764002,121643.41462860019,19735.60631447233,0.2757809050698086,0.3390916140833358,0.22691095452783222,0.03515020430814476,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,49553770.96453141,62720652.13652,40287216.193000026,8198952.9756943835,147161.10531496583,181419.3729764002,121643.41462860019,22825.5357551711,0.2654909298275699,0.3390916140833358,0.22691095452783222,0.03619180578962184,7
5,510,[0.41582689 0.36606176],[0.93935339 0.45148133],[0.2956168  0.22691095],[0.08276229 0.03944356],100.0,1.8333333333333333,49933296.3825418,62720652.13652,40287216.193000026,7026530.2527760165,148677.90509601825,181419.3729764002,121643.41462860019,19735.60631447233,0.2757809050698086,0.3390916140833358,0.22691095452783222,0.03515020430814476,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,49553770.96453141,62720652.13652,40287216.193000026,8198952.9756943835,147161.10531496583,181419.3729764002,121643.41462860019,22825.5357551711,0.2654909298275699,0.3390916140833358,0.22691095452783222,0.03619180578962184,7
6,512,[0.38445498 0.37916737],[0.91074128 0.45148133],[0.30615406 0.22691095],[0.07868945 0.03664589],100.0,1.8333333333333333,49933296.3825418,62720652.13652,40287216.193000026,7026530.2527760165,148677.90509601825,181419.3729764002,121643.41462860019,19735.60631447233,0.2757809050698086,0.3390916140833358,0.22691095452783222,0.03515020430814476,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,49553770.96453141,62720652.13652,40287216.193000026,8198952.9756943835,147161.10531496583,181419.3729764002,121643.41462860019,22825.5357551711,0.2654909298275699,0.3390916140833358,0.22691095452783222,0.03619180578962184,7
7,518,[0.37312506 0.38279979],[0.91074128 0.45148133],[0.31239016 0.22691095],[0.07803567 0.0338857 ],100.0,2.0,48978668.04804331,62720652.13652,38477756.36855998,7435203.512416191,146141.85671421673,181419.3729764002,118245.32451439997,20682.922074981074,0.27981124856400785,0.3390916140833358,0.22691095452783222,0.03621126638431554,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,49295276.70389712,62720652.13652,38477756.36855998,8509667.916136408,146675.66387008008,181419.3729764002,118245.32451439997,23392.171599980724,0.2633557031014075,0.3241450270001986,0.22691095452783222,0.031982708909235685,7
8,497,[0.37382796 0.38941229],[0.91074128 0.45148133],[0.31239016 0.22691095],[0.07961968 0.04034008],100.0,2.166666666666667,47731548.68845536,62720652.13652,32766116.37339999,8348260.343853154,142359.1631151231,181419.3729764002,96966.839926,23802.98533571296,0.28740917308611746,0.3785842673514329,0.22691095452783222,0.04362489502450105,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,47229131.66258498,62720652.13652,32766116.37339999,9656362.118299387,140462.06087707006,181419.3729764002,96966.839926,27368.896867169806,0.2777592736326606,0.3785842673514329,0.22691095452783222,0.04844865187874464,8
9,499,[0.37848488 0.3863335 ],[0.91074128 0.44915423],[0.31223282 0.22691095],[0.07976849 0.03631933],100.0,2.166666666666667,47731548.68845536,62720652.13652,32766116.37339999,8348260.343853154,142359.1631151231,181419.3729764002,96966.839926,23802.98533571296,0.28740917308611746,0.3785842673514329,0.22691095452783222,0.04362489502450105,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,47229131.66258498,62720652.13652,32766116.37339999,9656362.118299387,140462.06087707006,181419.3729764002,96966.839926,27368.896867169806,0.2777592736326606,0.3785842673514329,0.22691095452783222,0.04844865187874464,8
