gen,best_obj1,best_obj2,hypervolume,Experiment,PopSize,Tournament,Crossover,CXPB,MUTPB
0,inf,inf,0.0,Tournament_2,100,2,OnePoint,0.8,0.2
1,inf,inf,0.0,Tournament_2,100,2,OnePoint,0.8,0.2
2,inf,inf,0.0,Tournament_2,100,2,OnePoint,0.8,0.2
3,inf,inf,0.0,Tournament_2,100,2,OnePoint,0.8,0.2
4,0.7625116355688248,0.12982913660164688,4.118144296868431,Tournament_2,100,2,OnePoint,0.8,0.2
5,0.6905840798360855,0.06367842538922433,4.408272838661895,Tournament_2,100,2,OnePoint,0.8,0.2
6,0.525365182316335,0.06367842538922433,4.808049201757739,Tournament_2,100,2,OnePoint,0.8,0.2
7,0.525365182316335,0.051388114735455966,4.829093065842429,Tournament_2,100,2,OnePoint,0.8,0.2
8,0.525365182316335,0.051388114735455966,4.830013055891043,Tournament_2,100,2,OnePoint,0.8,0.2
9,0.511785229587747,0.051388114735455966,4.862962214113116,Tournament_2,100,2,OnePoint,0.8,0.2
10,0.4783548533986529,0.051388114735455966,4.944315617327035,Tournament_2,100,2,OnePoint,0.8,0.2
11,0.4783548533986529,0.051388114735455966,4.945424719183576,Tournament_2,100,2,OnePoint,0.8,0.2
12,0.4783548533986529,0.051388114735455966,4.946851873638953,Tournament_2,100,2,OnePoint,0.8,0.2
13,0.4676225591386148,0.051388114735455966,4.972721845527597,Tournament_2,100,2,OnePoint,0.8,0.2
14,0.4676225591386148,0.051388114735455966,4.973574482088636,Tournament_2,100,2,OnePoint,0.8,0.2
15,0.4676225591386148,0.051388114735455966,4.9738087888434395,Tournament_2,100,2,OnePoint,0.8,0.2
16,0.4676225591386148,0.051388114735455966,4.973863621705034,Tournament_2,100,2,OnePoint,0.8,0.2
17,0.4676225591386148,0.051388114735455966,4.973983155547425,Tournament_2,100,2,OnePoint,0.8,0.2
18,0.4676225591386148,0.051388114735455966,4.974359099897528,Tournament_2,100,2,OnePoint,0.8,0.2
19,0.46264657544716825,0.051388114735455966,4.986441513630826,Tournament_2,100,2,OnePoint,0.8,0.2
20,0.46264657544716825,0.05061444844665884,4.989030735766664,Tournament_2,100,2,OnePoint,0.8,0.2
21,0.4540206857133912,0.05061444844665884,5.009907523228911,Tournament_2,100,2,OnePoint,0.8,0.2
22,0.4540206857133912,0.05061444844665884,5.009948603922743,Tournament_2,100,2,OnePoint,0.8,0.2
23,0.440981859560138,0.05061444844665825,5.041446163719871,Tournament_2,100,2,OnePoint,0.8,0.2
24,0.440981859560138,0.05061444844665825,5.041520434521263,Tournament_2,100,2,OnePoint,0.8,0.2
25,0.43235596982636093,0.05061444844665825,5.062526277342843,Tournament_2,100,2,OnePoint,0.8,0.2
26,0.43235596982636093,0.05061444844665825,5.062526277342844,Tournament_2,100,2,OnePoint,0.8,0.2
27,0.41511027778360976,0.05061444844665825,5.10523425886642,Tournament_2,100,2,OnePoint,0.8,0.2
28,0.41511027778360976,0.05061444844665825,5.105321242204491,Tournament_2,100,2,OnePoint,0.8,0.2
29,0.41511027778360976,0.05061444844665825,5.105380687105183,Tournament_2,100,2,OnePoint,0.8,0.2
30,0.41511027778360976,0.05061444844665825,5.105394605233087,Tournament_2,100,2,OnePoint,0.8,0.2
31,0.41511027778360976,0.05061444844665825,5.105444714896389,Tournament_2,100,2,OnePoint,0.8,0.2
32,0.41511027778360976,0.05061444844665825,5.105537398365887,Tournament_2,100,2,OnePoint,0.8,0.2
33,0.41511027778360976,0.05061444844665825,5.10556873695456,Tournament_2,100,2,OnePoint,0.8,0.2
34,0.41511027778360976,0.05061444844665825,5.1056825212455665,Tournament_2,100,2,OnePoint,0.8,0.2
35,0.408517645724113,0.05061444844665825,5.121590303503232,Tournament_2,100,2,OnePoint,0.8,0.2
36,0.408517645724113,0.05061444844665825,5.121645085205027,Tournament_2,100,2,OnePoint,0.8,0.2
37,0.40439127222842663,0.05061444844665825,5.131739309791908,Tournament_2,100,2,OnePoint,0.8,0.2
