gen,best_obj1,best_obj2,hypervolume,PopSize
0,0.8324584980502929,0.0065854784482320934,4.155441096397823,400
1,0.8324584980502929,0.0065854784482320934,4.155441096397823,400
2,0.7199706000932966,0.006081122360082701,4.4390529946445865,400
3,0.5525092631135685,0.005787651528112049,4.855549134005879,400
4,0.5525092631135685,0.005787651528112049,4.855851072994161,400
5,0.5525092631135685,0.00568701505599326,4.856657329143187,400
6,0.4953784151311382,0.00568701505599326,4.999661560573327,400
7,0.46181221492185165,0.00568701505599326,5.083374788092294,400
8,0.46181221492185165,0.00568701505599326,5.083519552390185,400
9,0.458578710325715,0.005656373946156009,5.0917116115007275,400
10,0.4509325913751288,0.005629171271991002,5.11090430485532,400
11,0.42933700091818816,0.005629171271991002,5.1647201808132515,400
12,0.4000946204374311,0.005629171271991002,5.237583608249851,400
13,0.39283546315232754,0.005629171271991002,5.255767393019808,400
14,0.3706696157580641,0.005629171271991002,5.310948847927889,400
15,0.3706696157580641,0.005629171271991002,5.310989390329336,400
16,0.3669020454956796,0.005629171271991002,5.320376883032272,400
17,0.34536632381963533,0.005629171271991002,5.37396191389944,400
18,0.34536632381963533,0.005629171271991002,5.374018771655478,400
19,0.34536632381963533,0.005629171271991002,5.374054474309591,400
20,0.34536632381963533,0.005629171271991002,5.374065296767429,400
21,0.3162706960434165,0.005629171271991002,5.446457359242493,400
22,0.3162706960434165,0.005629171271991002,5.4464821804673464,400
23,0.3162706960434165,0.005629171271991002,5.446504205284251,400
24,0.3162706960434165,0.005629171271991002,5.446558526578045,400
25,0.3162706960434165,0.005629171271991002,5.446572860361502,400
26,0.3162706960434165,0.005629171271991002,5.446573256730342,400
27,0.31247871657261883,0.005629171271991002,5.456035795985704,400
28,0.2949584394909218,0.005629171271991002,5.499669185401414,400
29,0.2949584394909218,0.005629171271991002,5.499699556077145,400
30,0.28505058300861696,0.005629171271991002,5.524382487520929,400
31,0.28505058300861696,0.005629171271991002,5.524389307583335,400
32,0.28505058300861696,0.005629171271991002,5.524420631997071,400
33,0.28086209927425276,0.005629171271991002,5.534874820769864,400
34,0.26877807821553557,0.005629171271991002,5.564969095656101,400
35,0.26877807821553557,0.005629171271991002,5.564975938488382,400
36,0.26877807821553557,0.005629171271991002,5.564987709536751,400
37,0.26727111842794693,0.005629171271991002,5.568757743218864,400
38,0.2657968307082177,0.005629171271991002,5.572438248977376,400
39,0.2657968307082177,0.005629171271991002,5.572488158511583,400
40,0.2657968307082177,0.005629171271991002,5.572544472621021,400
41,0.24585638822668782,0.005629171271991002,5.622175667911272,400
42,0.24585638822668782,0.005629171271991002,5.622186458209332,400
43,0.24585638822668782,0.005629171271991002,5.622191486415035,400
44,0.24585638822668782,0.005629171271991002,5.62219912962741,400
45,0.24019361677259424,0.005629171271991002,5.636334695545869,400
46,0.23868665698500563,0.005629171271991002,5.640102916045726,400
47,0.23868665698500563,0.005629171271991002,5.640118028853237,400
48,0.23868665698500563,0.005629171271991002,5.6401460938032555,400
49,0.23765028686382686,0.005629171271991002,5.642734461182203,400
50,0.23496876291705115,0.005629171271991002,5.649411092515192,400
