gen,best_obj1,best_obj2,hypervolume,PopSize
0,0.8324584980502929,0.0065854784482320934,4.154756027876963,300
1,0.8324584980502929,0.0065854784482320934,4.156548163717572,300
2,0.4747745479848392,0.006394642237337927,5.048351030924559,300
3,0.4747745479848392,0.006394642237337927,5.0484972950328455,300
4,0.4747745479848392,0.006305065601119037,5.049311338678024,300
5,0.4747745479848392,0.006305065601119037,5.0495695462601615,300
6,0.4747745479848392,0.006305065601119037,5.0496446722579655,300
7,0.4747745479848392,0.005622200179727558,5.0511254307139595,300
8,0.46601687069868075,0.005622200179727558,5.073126132389972,300
9,0.46601687069868075,0.005271672033601734,5.07373453609426,300
10,0.45902486078637317,0.005271672033601734,5.091221251216287,300
11,0.4351363105826771,0.005271672033601734,5.150759429826314,300
12,0.38491682755912066,0.005271672033601734,5.27580462155205,300
13,0.36586905364913036,0.005271672033601734,5.323197454507107,300
14,0.36257886745483336,0.005271672033601734,5.331524299529248,300
15,0.3552686103463307,0.005271672033601734,5.349777894167564,300
16,0.3552686103463307,0.005271672033601734,5.34981773428454,300
17,0.3505086604900835,0.005271672033601734,5.361695833121659,300
18,0.3505086604900835,0.005271672033601734,5.3616998956399415,300
19,0.34196606065753404,0.005271672033601734,5.38298010932518,300
20,0.34196606065753404,0.005271672033601734,5.382991838658146,300
21,0.3413868356831173,0.005271672033601734,5.3844544823633465,300
22,0.33928334412345074,0.005271672033601734,5.389714932476588,300
23,0.3254953612732462,0.005271672033601734,5.424014235880063,300
24,0.3160580941911456,0.005271672033601734,5.447556430076198,300
25,0.30851544821136423,0.005271672033601734,5.466336383909297,300
26,0.30851544821136423,0.005271672033601734,5.466445539018672,300
27,0.30851544821136423,0.005271672033601734,5.466464667058432,300
28,0.297613613385446,0.005271672033601734,5.493619458327041,300
29,0.29005948739007664,0.005271672033601734,5.512441137057587,300
30,0.29005948739007664,0.005271672033601734,5.512456659518508,300
31,0.29005948739007664,0.005271672033601734,5.512464127810654,300
32,0.2771516448941024,0.005271672033601734,5.544586833793477,300
33,0.27244523324863146,0.005271672033601734,5.556328820691045,300
34,0.27244523324863146,0.005271672033601734,5.556353342221998,300
35,0.27244523324863146,0.005271672033601734,5.556378481703655,300
36,0.26133018430275046,0.005271672033601734,5.584039826244122,300
37,0.26133018430275046,0.005271672033601734,5.584044516655896,300
38,0.2612210688938442,0.005271672033601734,5.584323537846669,300
