gen,best_obj1,best_obj2,hypervolume,Experiment,PopSize,Tournament,Crossover,CXPB,MUTPB
0,1.0959247258891458,0.10877015134628,3.357466705210528,PopSize_500,500,3,TwoPoint,0.9,0.7
1,0.6557377352689642,0.052569878788603204,4.504292605702317,PopSize_500,500,3,TwoPoint,0.9,0.7
2,0.5341305227206479,0.052569878788603204,4.805529801501963,PopSize_500,500,3,TwoPoint,0.9,0.7
3,0.48392020442094785,0.052569878788603204,4.928643739461049,PopSize_500,500,3,TwoPoint,0.9,0.7
4,0.4569016217542929,0.052569878788603204,4.997400349442424,PopSize_500,500,3,TwoPoint,0.9,0.7
5,0.4533067901377653,0.05110149806079762,5.011165689944055,PopSize_500,500,3,TwoPoint,0.9,0.7
6,0.4456391486977901,0.05110149806079762,5.029794381706681,PopSize_500,500,3,TwoPoint,0.9,0.7
7,0.39886239536212464,0.05110149806079762,5.143242123019756,PopSize_500,500,3,TwoPoint,0.9,0.7
8,0.3834526008994226,0.05110149806079762,5.180873520897961,PopSize_500,500,3,TwoPoint,0.9,0.7
9,0.3775304632961305,0.05110149806079762,5.19584063134394,PopSize_500,500,3,TwoPoint,0.9,0.7
10,0.3775304632961305,0.05110149806079762,5.196060998145539,PopSize_500,500,3,TwoPoint,0.9,0.7
11,0.3663164773545283,0.05110149806079762,5.223395420023188,PopSize_500,500,3,TwoPoint,0.9,0.7
12,0.3575759782588461,0.05110149806079762,5.244650178297862,PopSize_500,500,3,TwoPoint,0.9,0.7
13,0.3456572017248333,0.05110149806079762,5.273624317219378,PopSize_500,500,3,TwoPoint,0.9,0.7
14,0.3456572017248333,0.05110149806079762,5.273838026668333,PopSize_500,500,3,TwoPoint,0.9,0.7
15,0.3368522569014024,0.05110149806079762,5.29533491112591,PopSize_500,500,3,TwoPoint,0.9,0.7
16,0.318615811759009,0.05110149806079762,5.339174729909725,PopSize_500,500,3,TwoPoint,0.9,0.7
17,0.318615811759009,0.05110149806079762,5.339893454239658,PopSize_500,500,3,TwoPoint,0.9,0.7
18,0.3098434577096158,0.05110149806079762,5.361068900446533,PopSize_500,500,3,TwoPoint,0.9,0.7
19,0.29406884823154267,0.05110149806079762,5.398992666361601,PopSize_500,500,3,TwoPoint,0.9,0.7
20,0.29406884823154267,0.05110149806079762,5.399203635431381,PopSize_500,500,3,TwoPoint,0.9,0.7
21,0.28354706761245896,0.05110149806079762,5.424803443178614,PopSize_500,500,3,TwoPoint,0.9,0.7
22,0.28354706761245896,0.05110149806079762,5.424915156426326,PopSize_500,500,3,TwoPoint,0.9,0.7
23,0.28354706761245896,0.05110149806079762,5.425265964711131,PopSize_500,500,3,TwoPoint,0.9,0.7
24,0.28354706761245896,0.05110149806079762,5.425429541674769,PopSize_500,500,3,TwoPoint,0.9,0.7
25,0.27904295966071346,0.05110149806079762,5.436513875127782,PopSize_500,500,3,TwoPoint,0.9,0.7
26,0.27904295966071346,0.05110149806079762,5.4365552931440035,PopSize_500,500,3,TwoPoint,0.9,0.7
27,0.27904295966071346,0.05110149806079762,5.436667430961257,PopSize_500,500,3,TwoPoint,0.9,0.7
28,0.26488702807827835,0.05110149806079762,5.470626728747422,PopSize_500,500,3,TwoPoint,0.9,0.7
29,0.264363658654914,0.05110149806079762,5.472201349187421,PopSize_500,500,3,TwoPoint,0.9,0.7
30,0.264363658654914,0.05110149806079762,5.472352269974487,PopSize_500,500,3,TwoPoint,0.9,0.7
31,0.264363658654914,0.05110149806079762,5.472471336001714,PopSize_500,500,3,TwoPoint,0.9,0.7
32,0.2523962464452485,0.04963929436656403,5.5048266296811725,PopSize_500,500,3,TwoPoint,0.9,0.7
33,0.24714718352797704,0.04963929436656403,5.51764105711081,PopSize_500,500,3,TwoPoint,0.9,0.7
34,0.24714718352797704,0.046992164358074934,5.522853594460001,PopSize_500,500,3,TwoPoint,0.9,0.7
35,0.24714718352797704,0.046992164358074934,5.523111593949447,PopSize_500,500,3,TwoPoint,0.9,0.7
36,0.23530806636649745,0.046992164358074934,5.55155863101251,PopSize_500,500,3,TwoPoint,0.9,0.7
37,0.23530806636649745,0.046992164358074934,5.5517338267151635,PopSize_500,500,3,TwoPoint,0.9,0.7
38,0.23530806636649745,0.046992164358074934,5.551909327574478,PopSize_500,500,3,TwoPoint,0.9,0.7
39,0.23473446950613686,0.046992164358074934,5.553325403975505,PopSize_500,500,3,TwoPoint,0.9,0.7
40,0.23473446950613686,0.046992164358074934,5.553434498033943,PopSize_500,500,3,TwoPoint,0.9,0.7
41,0.23473446950613686,0.046992164358074934,5.553462750858579,PopSize_500,500,3,TwoPoint,0.9,0.7
42,0.23473446950613686,0.046992164358074934,5.553495755860977,PopSize_500,500,3,TwoPoint,0.9,0.7
43,0.2300340547249835,0.046992164358074934,5.5648993824045245,PopSize_500,500,3,TwoPoint,0.9,0.7
44,0.22986903251241203,0.046992164358074934,5.565329208363809,PopSize_500,500,3,TwoPoint,0.9,0.7
45,0.22986903251241203,0.046992164358074934,5.56536327645174,PopSize_500,500,3,TwoPoint,0.9,0.7
46,0.22986903251241203,0.046992164358074934,5.565460467925453,PopSize_500,500,3,TwoPoint,0.9,0.7
47,0.22986903251241203,0.046992164358074934,5.565473817608326,PopSize_500,500,3,TwoPoint,0.9,0.7
48,0.22986903251241203,0.046992164358074934,5.565482076663997,PopSize_500,500,3,TwoPoint,0.9,0.7
49,0.2251848229595422,0.046992164358074934,5.576846243319216,PopSize_500,500,3,TwoPoint,0.9,0.7
50,0.2251848229595422,0.046992164358074934,5.576896411083165,PopSize_500,500,3,TwoPoint,0.9,0.7
51,0.2251848229595422,0.046992164358074934,5.576927861426619,PopSize_500,500,3,TwoPoint,0.9,0.7
52,0.2251848229595422,0.046992164358074934,5.576929576454289,PopSize_500,500,3,TwoPoint,0.9,0.7
53,0.21319245646199858,0.046992164358074934,5.6057208184016645,PopSize_500,500,3,TwoPoint,0.9,0.7
54,0.21319245646199858,0.046992164358074934,5.6057891311287005,PopSize_500,500,3,TwoPoint,0.9,0.7
55,0.21319245646199858,0.046992164358074934,5.6058100924215655,PopSize_500,500,3,TwoPoint,0.9,0.7
56,0.21319245646199858,0.046992164358074934,5.60589170535302,PopSize_500,500,3,TwoPoint,0.9,0.7
57,0.21319245646199858,0.046992164358074934,5.60598917459121,PopSize_500,500,3,TwoPoint,0.9,0.7
58,0.21015991767322134,0.046992164358074934,5.613387810084648,PopSize_500,500,3,TwoPoint,0.9,0.7
59,0.21015991767322134,0.046992164358074934,5.613410113486109,PopSize_500,500,3,TwoPoint,0.9,0.7
60,0.21015991767322134,0.046992164358074934,5.6134534400954745,PopSize_500,500,3,TwoPoint,0.9,0.7
61,0.21015991767322134,0.046992164358074934,5.613465713503119,PopSize_500,500,3,TwoPoint,0.9,0.7
62,0.2053969239652993,0.046992164358074934,5.625021898064286,PopSize_500,500,3,TwoPoint,0.9,0.7
63,0.19955319080264508,0.046992164358074934,5.639072220659754,PopSize_500,500,3,TwoPoint,0.9,0.7
64,0.19955319080264508,0.046992164358074934,5.6390963618207905,PopSize_500,500,3,TwoPoint,0.9,0.7
65,0.19955319080264508,0.046992164358074934,5.639151920791952,PopSize_500,500,3,TwoPoint,0.9,0.7
66,0.19955319080264508,0.046992164358074934,5.639248640984641,PopSize_500,500,3,TwoPoint,0.9,0.7
67,0.19955319080264508,0.046992164358074934,5.639255244283226,PopSize_500,500,3,TwoPoint,0.9,0.7
68,0.19955319080264508,0.046992164358074934,5.639263422910271,PopSize_500,500,3,TwoPoint,0.9,0.7
69,0.19955319080264508,0.046992164358074934,5.639295297640364,PopSize_500,500,3,TwoPoint,0.9,0.7
70,0.19955319080264508,0.046992164358074934,5.639315631858766,PopSize_500,500,3,TwoPoint,0.9,0.7
71,0.19955319080264508,0.046992164358074934,5.639317378576906,PopSize_500,500,3,TwoPoint,0.9,0.7
72,0.19955319080264508,0.046992164358074934,5.639466475677191,PopSize_500,500,3,TwoPoint,0.9,0.7
73,0.19955319080264508,0.046992164358074934,5.639564432859915,PopSize_500,500,3,TwoPoint,0.9,0.7
74,0.19955319080264508,0.046992164358074934,5.639599365234803,PopSize_500,500,3,TwoPoint,0.9,0.7
75,0.19955319080264508,0.046992164358074934,5.639636812397265,PopSize_500,500,3,TwoPoint,0.9,0.7
76,0.19955319080264508,0.046992164358074934,5.6396369964640725,PopSize_500,500,3,TwoPoint,0.9,0.7
77,0.19955319080264508,0.046992164358074934,5.6396369964640725,PopSize_500,500,3,TwoPoint,0.9,0.7
78,0.19955319080264508,0.046992164358074934,5.639640668008431,PopSize_500,500,3,TwoPoint,0.9,0.7
79,0.19955319080264508,0.046992164358074934,5.639640692429226,PopSize_500,500,3,TwoPoint,0.9,0.7
80,0.19955319080264508,0.046992164358074934,5.6396440833950034,PopSize_500,500,3,TwoPoint,0.9,0.7
81,0.19955319080264508,0.046992164358074934,5.639700143605019,PopSize_500,500,3,TwoPoint,0.9,0.7
82,0.19955319080264508,0.046992164358074934,5.639704371055177,PopSize_500,500,3,TwoPoint,0.9,0.7
83,0.19955319080264508,0.046992164358074934,5.639714881000001,PopSize_500,500,3,TwoPoint,0.9,0.7
84,0.19945496079511177,0.046992164358074934,5.639956262182289,PopSize_500,500,3,TwoPoint,0.9,0.7
85,0.19945496079511177,0.046992164358074934,5.639958576632249,PopSize_500,500,3,TwoPoint,0.9,0.7
86,0.19945496079511177,0.046992164358074934,5.639959231130982,PopSize_500,500,3,TwoPoint,0.9,0.7
87,0.19945496079511177,0.046992164358074934,5.639959341058108,PopSize_500,500,3,TwoPoint,0.9,0.7
88,0.19945496079511177,0.046992164358074934,5.639967834863849,PopSize_500,500,3,TwoPoint,0.9,0.7
89,0.19945496079511177,0.046992164358074934,5.639969335823637,PopSize_500,500,3,TwoPoint,0.9,0.7
90,0.19945496079511177,0.046992164358074934,5.639971627942352,PopSize_500,500,3,TwoPoint,0.9,0.7
91,0.19945496079511177,0.046992164358074934,5.6399721094253845,PopSize_500,500,3,TwoPoint,0.9,0.7
92,0.19945496079511177,0.046992164358074934,5.639974166317015,PopSize_500,500,3,TwoPoint,0.9,0.7
93,0.19945496079511177,0.046992164358074934,5.639974490057539,PopSize_500,500,3,TwoPoint,0.9,0.7
94,0.19945496079511177,0.046992164358074934,5.639974758386308,PopSize_500,500,3,TwoPoint,0.9,0.7
95,0.19945496079511177,0.046992164358074934,5.6399813295392605,PopSize_500,500,3,TwoPoint,0.9,0.7
96,0.19945496079511177,0.046992164358074934,5.6399813295392605,PopSize_500,500,3,TwoPoint,0.9,0.7
97,0.19945496079511177,0.046992164358074934,5.639992162322139,PopSize_500,500,3,TwoPoint,0.9,0.7
98,0.19945496079511177,0.046992164358074934,5.639997260479504,PopSize_500,500,3,TwoPoint,0.9,0.7
99,0.19810884278607413,0.046992164358074934,5.643227875110245,PopSize_500,500,3,TwoPoint,0.9,0.7
100,0.19810884278607413,0.046992164358074934,5.643228445178602,PopSize_500,500,3,TwoPoint,0.9,0.7
0,1.0959247258891458,0.10877015134628,3.357466705210528,PopSize_600,600,3,TwoPoint,0.9,0.7
1,1.0959247258891458,0.10877015134628,3.357466705210528,PopSize_600,600,3,TwoPoint,0.9,0.7
2,0.5463738586542177,0.052853252329058624,4.780781628802372,PopSize_600,600,3,TwoPoint,0.9,0.7
3,0.49583479486864934,0.052853252329058624,4.903427394480001,PopSize_600,600,3,TwoPoint,0.9,0.7
4,0.43595177194411183,0.052853252329058624,5.049414676252898,PopSize_600,600,3,TwoPoint,0.9,0.7
5,0.43595177194411183,0.052853252329058624,5.049628160155979,PopSize_600,600,3,TwoPoint,0.9,0.7
6,0.38526577115485616,0.05027764218889658,5.177434631820948,PopSize_600,600,3,TwoPoint,0.9,0.7
7,0.38526577115485616,0.05027764218889658,5.178002208333283,PopSize_600,600,3,TwoPoint,0.9,0.7
8,0.3417400603630134,0.048184207868238994,5.288983764976999,PopSize_600,600,3,TwoPoint,0.9,0.7
9,0.33589532572913583,0.048184207868238994,5.303341327745022,PopSize_600,600,3,TwoPoint,0.9,0.7
10,0.33589532572913583,0.048184207868238994,5.303353747400329,PopSize_600,600,3,TwoPoint,0.9,0.7
11,0.3328846558709655,0.048184207868238994,5.310626843544287,PopSize_600,600,3,TwoPoint,0.9,0.7
12,0.30310072510863073,0.048184207868238994,5.383064233104023,PopSize_600,600,3,TwoPoint,0.9,0.7
13,0.30310072510863073,0.048184207868238994,5.383156458034316,PopSize_600,600,3,TwoPoint,0.9,0.7
14,0.30310072510863073,0.048184207868238994,5.383189759490651,PopSize_600,600,3,TwoPoint,0.9,0.7
15,0.30310072510863073,0.048184207868238994,5.383535397669016,PopSize_600,600,3,TwoPoint,0.9,0.7
16,0.28978244932818864,0.048184207868238994,5.415819927667187,PopSize_600,600,3,TwoPoint,0.9,0.7
17,0.28978244932818864,0.048184207868238994,5.41598712327517,PopSize_600,600,3,TwoPoint,0.9,0.7
18,0.28334050506918534,0.048184207868238994,5.431828514287456,PopSize_600,600,3,TwoPoint,0.9,0.7
19,0.28334050506918534,0.048184207868238994,5.4319963556095425,PopSize_600,600,3,TwoPoint,0.9,0.7
20,0.27901179856055225,0.048184207868238994,5.442570851913395,PopSize_600,600,3,TwoPoint,0.9,0.7
21,0.27901179856055225,0.048184207868238994,5.442768360205406,PopSize_600,600,3,TwoPoint,0.9,0.7
22,0.2686309068329411,0.048184207868238994,5.4676571664711195,PopSize_600,600,3,TwoPoint,0.9,0.7
23,0.2686309068329411,0.048184207868238994,5.467746888631061,PopSize_600,600,3,TwoPoint,0.9,0.7
24,0.2655285082201755,0.048184207868238994,5.475518361028818,PopSize_600,600,3,TwoPoint,0.9,0.7
25,0.2632145188577688,0.048184207868238994,5.481149074472147,PopSize_600,600,3,TwoPoint,0.9,0.7
26,0.2632145188577688,0.048184207868238994,5.481253894408451,PopSize_600,600,3,TwoPoint,0.9,0.7
27,0.2579149722564216,0.048184207868238994,5.4940000383461856,PopSize_600,600,3,TwoPoint,0.9,0.7
28,0.2579149722564216,0.048184207868238994,5.494092820864332,PopSize_600,600,3,TwoPoint,0.9,0.7
29,0.2579149722564216,0.048184207868238994,5.49418080758844,PopSize_600,600,3,TwoPoint,0.9,0.7
