gen,best_obj1,best_obj2,hypervolume,PopSize
0,0.5891999341735474,0.005523040374097142,4.76411526589728,800
1,0.5891999341735474,0.005523040374097142,4.76437245962483,800
2,0.5891999341735474,0.005523040374097142,4.764822883057017,800
3,0.5891999341735474,0.005523040374097142,4.7652445638687,800
4,0.5891999341735474,0.005523040374097142,4.765531516345205,800
5,0.5891999341735474,0.005523040374097142,4.765969431034954,800
6,0.4341566608015429,0.005523040374097142,5.151643717583439,800
7,0.4341566608015429,0.005523040374097142,5.151894992090904,800
8,0.4341566608015429,0.005523040374097142,5.152087544012719,800
9,0.4341566608015429,0.005523040374097142,5.15229027956252,800
10,0.4341566608015429,0.005523040374097142,5.152356502919597,800
11,0.4341566608015429,0.005523040374097142,5.152429754316461,800
12,0.4341566608015429,0.005523040374097142,5.152516765040516,800
13,0.4341566608015429,0.005523040374097142,5.152592739051905,800
14,0.3689433379990188,0.005523040374097142,5.315098484364621,800
15,0.3689433379990188,0.005523040374097142,5.315114110727965,800
16,0.3689433379990188,0.005523040374097142,5.315218011015785,800
17,0.3689433379990188,0.005523040374097142,5.3152656610215,800
18,0.29436086435873454,0.005523040374097142,5.500733104811421,800
19,0.29436086435873454,0.005523040374097142,5.500892319947043,800
20,0.29436086435873454,0.005523040374097142,5.500904201637267,800
21,0.29436086435873454,0.005523040374097142,5.500939093256128,800
22,0.29436086435873454,0.005523040374097142,5.500967204854327,800
23,0.29436086435873454,0.005523040374097142,5.501173977263255,800
24,0.2590480162409613,0.005523040374097142,5.589047922930181,800
25,0.25883941788276926,0.005523040374097142,5.5896397158242275,800
26,0.25883941788276926,0.005523040374097142,5.589706235608272,800
27,0.25883941788276926,0.005523040374097142,5.589762522765231,800
28,0.2558543488196463,0.005523040374097142,5.597214414703035,800
29,0.2554319012006603,0.005523040374097142,5.598315431985056,800
30,0.23623121335099062,0.005523040374097142,5.646121508820582,800
31,0.23623121335099062,0.005523040374097142,5.646140051831651,800
32,0.23623121335099062,0.005523040374097142,5.646155606390131,800
33,0.23623121335099062,0.005523040374097142,5.646189516507132,800
34,0.2303829585644685,0.005523040374097142,5.660776992380634,800
