gen,best_obj1,best_obj2,hypervolume,Experiment,PopSize,Tournament,Crossover,CXPB,MUTPB
35,0.2855974111656006,0.0551786203937499,5.410628751377154,PopSize_100,100,3,TwoPoint,0.9,0.7
36,0.2855974111656006,0.0551786203937499,5.410704959674082,PopSize_100,100,3,TwoPoint,0.9,0.7
37,0.2855974111656006,0.0551786203937499,5.411044097789441,PopSize_100,100,3,TwoPoint,0.9,0.7
38,0.2855974111656006,0.0551786203937499,5.411133891289423,PopSize_100,100,3,TwoPoint,0.9,0.7
39,0.2827581731472421,0.0551786203937499,5.417984772017995,PopSize_100,100,3,TwoPoint,0.9,0.7
40,0.2827581731472421,0.0544368263985546,5.419523006272236,PopSize_100,100,3,TwoPoint,0.9,0.7
41,0.2827581731472421,0.0544368263985546,5.419578154272638,PopSize_100,100,3,TwoPoint,0.9,0.7
42,0.2820098607294359,0.0544368263985546,5.421437972837031,PopSize_100,100,3,TwoPoint,0.9,0.7
43,0.2820098607294359,0.0544368263985546,5.42171814332237,PopSize_100,100,3,TwoPoint,0.9,0.7
44,0.2787387307338825,0.0535170736997159,5.432007853322395,PopSize_100,100,3,TwoPoint,0.9,0.7
45,0.2787387307338825,0.0535170736997159,5.432060493830554,PopSize_100,100,3,TwoPoint,0.9,0.7
46,0.2787387307338825,0.0535170736997159,5.432060493830554,PopSize_100,100,3,TwoPoint,0.9,0.7
47,0.2787387307338825,0.0535170736997159,5.432107853603005,PopSize_100,100,3,TwoPoint,0.9,0.7
48,0.2787387307338825,0.0535170736997159,5.432327317090283,PopSize_100,100,3,TwoPoint,0.9,0.7
49,0.2787387307338825,0.0535170736997159,5.432327317090283,PopSize_100,100,3,TwoPoint,0.9,0.7
50,0.2787387307338825,0.0535170736997159,5.432327857634789,PopSize_100,100,3,TwoPoint,0.9,0.7
51,0.2787387307338825,0.0535170736997159,5.432402622335856,PopSize_100,100,3,TwoPoint,0.9,0.7
52,0.2779904183160765,0.0535170736997159,5.434204781079844,PopSize_100,100,3,TwoPoint,0.9,0.7
53,0.2779904183160765,0.0535170736997159,5.434289399842921,PopSize_100,100,3,TwoPoint,0.9,0.7
54,0.2779904183160765,0.0535170736997159,5.43432049341515,PopSize_100,100,3,TwoPoint,0.9,0.7
55,0.2779904183160765,0.0535170736997159,5.434337278077928,PopSize_100,100,3,TwoPoint,0.9,0.7
56,0.2651865706639835,0.0488368034132419,5.474823301996684,PopSize_100,100,3,TwoPoint,0.9,0.7
57,0.2651865706639835,0.0488368034132419,5.474823301996684,PopSize_100,100,3,TwoPoint,0.9,0.7
58,0.2651865706639835,0.0488368034132419,5.475189749102751,PopSize_100,100,3,TwoPoint,0.9,0.7
59,0.2651865706639835,0.0488368034132419,5.475190463620118,PopSize_100,100,3,TwoPoint,0.9,0.7
60,0.2629335265691679,0.0488368034132419,5.480935822428778,PopSize_100,100,3,TwoPoint,0.9,0.7
61,0.2490187056689823,0.0488368034132419,5.51453231126658,PopSize_100,100,3,TwoPoint,0.9,0.7
62,0.2490187056689823,0.0488368034132419,5.514928859642668,PopSize_100,100,3,TwoPoint,0.9,0.7
63,0.23472428751279,0.0488368034132419,5.549494189097325,PopSize_100,100,3,TwoPoint,0.9,0.7
64,0.23472428751279,0.0488368034132419,5.549616121434531,PopSize_100,100,3,TwoPoint,0.9,0.7
65,0.225528792105819,0.0488368034132419,5.57173275661112,PopSize_100,100,3,TwoPoint,0.9,0.7
66,0.225528792105819,0.0488368034132419,5.571762052596724,PopSize_100,100,3,TwoPoint,0.9,0.7
67,0.225528792105819,0.0488368034132419,5.571836518665663,PopSize_100,100,3,TwoPoint,0.9,0.7
68,0.225528792105819,0.0488368034132419,5.5719564471109,PopSize_100,100,3,TwoPoint,0.9,0.7
69,0.2232017861592921,0.0488368034132419,5.577589232065744,PopSize_100,100,3,TwoPoint,0.9,0.7
70,0.2232017861592921,0.0488368034132419,5.577621942032984,PopSize_100,100,3,TwoPoint,0.9,0.7
71,0.2112343739496266,0.0488368034132419,5.606438788647938,PopSize_100,100,3,TwoPoint,0.9,0.7
72,0.2112343739496266,0.0488368034132419,5.606440612619208,PopSize_100,100,3,TwoPoint,0.9,0.7
73,0.2112343739496266,0.0488368034132419,5.606440612619209,PopSize_100,100,3,TwoPoint,0.9,0.7
74,0.2112343739496266,0.0488368034132419,5.606440612619209,PopSize_100,100,3,TwoPoint,0.9,0.7
75,0.2112343739496266,0.0488368034132419,5.606518999476624,PopSize_100,100,3,TwoPoint,0.9,0.7
76,0.2112343739496266,0.0488368034132419,5.60651924770024,PopSize_100,100,3,TwoPoint,0.9,0.7
77,0.2112343739496266,0.0488368034132419,5.606625936844055,PopSize_100,100,3,TwoPoint,0.9,0.7
78,0.2112343739496266,0.0488368034132419,5.606636966738822,PopSize_100,100,3,TwoPoint,0.9,0.7
79,0.2112343739496266,0.0488368034132419,5.6066372845798345,PopSize_100,100,3,TwoPoint,0.9,0.7
80,0.2112343739496266,0.0488368034132419,5.606700398715335,PopSize_100,100,3,TwoPoint,0.9,0.7
81,0.2112343739496266,0.0488368034132419,5.606761627436146,PopSize_100,100,3,TwoPoint,0.9,0.7
82,0.2112343739496266,0.0488368034132419,5.606761627436146,PopSize_100,100,3,TwoPoint,0.9,0.7
83,0.2112343739496266,0.0488368034132419,5.606781121126605,PopSize_100,100,3,TwoPoint,0.9,0.7
84,0.2112343739496266,0.0488368034132419,5.606781121126605,PopSize_100,100,3,TwoPoint,0.9,0.7
85,0.2112343739496266,0.0488368034132419,5.606781121126605,PopSize_100,100,3,TwoPoint,0.9,0.7
86,0.2112343739496266,0.0488368034132419,5.60678280394456,PopSize_100,100,3,TwoPoint,0.9,0.7
87,0.2112343739496266,0.0488368034132419,5.606876467133383,PopSize_100,100,3,TwoPoint,0.9,0.7
88,0.2112343739496266,0.0488368034132419,5.6068800819326405,PopSize_100,100,3,TwoPoint,0.9,0.7
89,0.2112343739496266,0.0488368034132419,5.606894637847807,PopSize_100,100,3,TwoPoint,0.9,0.7
90,0.2112343739496266,0.0488368034132419,5.606948146284481,PopSize_100,100,3,TwoPoint,0.9,0.7
91,0.2112343739496266,0.0488368034132419,5.606965447610544,PopSize_100,100,3,TwoPoint,0.9,0.7
92,0.2112343739496266,0.0488368034132419,5.60697130719169,PopSize_100,100,3,TwoPoint,0.9,0.7
93,0.2112343739496266,0.0488368034132419,5.60697130719169,PopSize_100,100,3,TwoPoint,0.9,0.7
94,0.2112343739496266,0.0488368034132419,5.60697130719169,PopSize_100,100,3,TwoPoint,0.9,0.7
95,0.2112343739496266,0.0488368034132419,5.60697130719169,PopSize_100,100,3,TwoPoint,0.9,0.7
96,0.2112343739496266,0.0488368034132419,5.60697130719169,PopSize_100,100,3,TwoPoint,0.9,0.7
97,0.2112343739496266,0.0488368034132419,5.60697130719169,PopSize_100,100,3,TwoPoint,0.9,0.7
98,0.2112343739496266,0.0488368034132419,5.60697130719169,PopSize_100,100,3,TwoPoint,0.9,0.7
99,0.2112343739496266,0.0488368034132419,5.606971658089382,PopSize_100,100,3,TwoPoint,0.9,0.7
100,0.2112343739496266,0.0488368034132419,5.606971658089382,PopSize_100,100,3,TwoPoint,0.9,0.7
0,1.0959247258891458,0.0551538501583282,3.432748027997812,PopSize_200,200,3,TwoPoint,0.9,0.7
1,1.0959247258891458,0.0551538501583282,3.432748027997812,PopSize_200,200,3,TwoPoint,0.9,0.7
2,1.0959247258891458,0.0551538501583282,3.432748027997812,PopSize_200,200,3,TwoPoint,0.9,0.7
3,0.5950548624808225,0.0551538501583282,4.648290493510724,PopSize_200,200,3,TwoPoint,0.9,0.7
4,0.5950548624808225,0.0551538501583282,4.648290493510724,PopSize_200,200,3,TwoPoint,0.9,0.7
5,0.5950548624808225,0.0551538501583282,4.656094921314191,PopSize_200,200,3,TwoPoint,0.9,0.7
6,0.5103522712911155,0.0551538501583282,4.8556212183698895,PopSize_200,200,3,TwoPoint,0.9,0.7
7,0.4456980520524003,0.0551538501583282,5.018290298475389,PopSize_200,200,3,TwoPoint,0.9,0.7
8,0.4456980520524003,0.0551538501583282,5.018943750110746,PopSize_200,200,3,TwoPoint,0.9,0.7
9,0.3820775144980308,0.0551538501583282,5.172328875193061,PopSize_200,200,3,TwoPoint,0.9,0.7
10,0.3820775144980308,0.0551538501583282,5.173116855529947,PopSize_200,200,3,TwoPoint,0.9,0.7
11,0.3577134675597879,0.0551538501583282,5.233886332695182,PopSize_200,200,3,TwoPoint,0.9,0.7
12,0.3577134675597879,0.0528839187974509,5.238901086583555,PopSize_200,200,3,TwoPoint,0.9,0.7
13,0.3577134675597879,0.0528839187974509,5.238928798142946,PopSize_200,200,3,TwoPoint,0.9,0.7
14,0.3563728664080458,0.0528839187974509,5.242153008607162,PopSize_200,200,3,TwoPoint,0.9,0.7
15,0.3495756704213013,0.0495869055515439,5.265651277342553,PopSize_200,200,3,TwoPoint,0.9,0.7
16,0.3474655325830584,0.0495869055515439,5.271169351616157,PopSize_200,200,3,TwoPoint,0.9,0.7
17,0.3259606494218813,0.0495869055515439,5.32278750049595,PopSize_200,200,3,TwoPoint,0.9,0.7
18,0.3259606494218813,0.0495869055515439,5.322998927760405,PopSize_200,200,3,TwoPoint,0.9,0.7
19,0.3051521591760483,0.0495869055515439,5.372855196726554,PopSize_200,200,3,TwoPoint,0.9,0.7
20,0.3051521591760483,0.0495869055515439,5.37320051769682,PopSize_200,200,3,TwoPoint,0.9,0.7
21,0.3051521591760483,0.0495869055515439,5.373649337254988,PopSize_200,200,3,TwoPoint,0.9,0.7
22,0.3051521591760483,0.0495869055515439,5.374087575224674,PopSize_200,200,3,TwoPoint,0.9,0.7
23,0.2993049612411047,0.0495869055515439,5.388490420922151,PopSize_200,200,3,TwoPoint,0.9,0.7
24,0.2939759482210056,0.0495869055515439,5.401994788929693,PopSize_200,200,3,TwoPoint,0.9,0.7
25,0.2888598997186705,0.0495869055515439,5.41442680157137,PopSize_200,200,3,TwoPoint,0.9,0.7
26,0.2888598997186705,0.0495869055515439,5.4145973385738255,PopSize_200,200,3,TwoPoint,0.9,0.7
27,0.2844774116003913,0.0495869055515439,5.425239199047047,PopSize_200,200,3,TwoPoint,0.9,0.7
28,0.2844774116003913,0.0495869055515439,5.425429247544072,PopSize_200,200,3,TwoPoint,0.9,0.7
29,0.2757134975623667,0.0495869055515439,5.446431744396265,PopSize_200,200,3,TwoPoint,0.9,0.7
30,0.2757134975623667,0.0495869055515439,5.446556502445308,PopSize_200,200,3,TwoPoint,0.9,0.7
31,0.2757134975623667,0.0495869055515439,5.446729761710744,PopSize_200,200,3,TwoPoint,0.9,0.7
32,0.2738020607260321,0.0495869055515439,5.451359431227883,PopSize_200,200,3,TwoPoint,0.9,0.7
33,0.2738020607260321,0.0495869055515439,5.4513646660336965,PopSize_200,200,3,TwoPoint,0.9,0.7
34,0.2738020607260321,0.0495869055515439,5.451427210220733,PopSize_200,200,3,TwoPoint,0.9,0.7
35,0.2738020607260321,0.0495869055515439,5.451448771608568,PopSize_200,200,3,TwoPoint,0.9,0.7
36,0.2738020607260321,0.0495869055515439,5.452010508806384,PopSize_200,200,3,TwoPoint,0.9,0.7
37,0.2738020607260321,0.0495869055515439,5.452033385925095,PopSize_200,200,3,TwoPoint,0.9,0.7
38,0.2738020607260321,0.0495869055515439,5.452179278405884,PopSize_200,200,3,TwoPoint,0.9,0.7
39,0.2738020607260321,0.0495869055515439,5.4522665296183925,PopSize_200,200,3,TwoPoint,0.9,0.7
40,0.2738020607260321,0.0495869055515439,5.452308363316479,PopSize_200,200,3,TwoPoint,0.9,0.7
41,0.2713663665074712,0.0495869055515439,5.458180474731887,PopSize_200,200,3,TwoPoint,0.9,0.7
42,0.2566880690643208,0.0495869055515439,5.493444574378465,PopSize_200,200,3,TwoPoint,0.9,0.7
43,0.2566880690643208,0.0495869055515439,5.493526374692872,PopSize_200,200,3,TwoPoint,0.9,0.7
44,0.2494351463410052,0.0495869055515439,5.511172889454128,PopSize_200,200,3,TwoPoint,0.9,0.7
45,0.2494351463410052,0.0495869055515439,5.511328551143196,PopSize_200,200,3,TwoPoint,0.9,0.7
46,0.2482646035760822,0.0495869055515439,5.514133440391849,PopSize_200,200,3,TwoPoint,0.9,0.7
47,0.2454312230270837,0.0495869055515439,5.521036249357511,PopSize_200,200,3,TwoPoint,0.9,0.7
48,0.2454312230270837,0.0495869055515439,5.521039347031907,PopSize_200,200,3,TwoPoint,0.9,0.7
49,0.2454312230270837,0.0495869055515439,5.521199487487149,PopSize_200,200,3,TwoPoint,0.9,0.7
50,0.2454312230270837,0.0495869055515439,5.52121715368772,PopSize_200,200,3,TwoPoint,0.9,0.7
51,0.2370077575388451,0.0495869055515439,5.541497798887916,PopSize_200,200,3,TwoPoint,0.9,0.7
52,0.2370077575388451,0.0495869055515439,5.541747900188639,PopSize_200,200,3,TwoPoint,0.9,0.7
53,0.2370077575388451,0.0495869055515439,5.541789972556649,PopSize_200,200,3,TwoPoint,0.9,0.7
54,0.2370077575388451,0.0495869055515439,5.541879129857867,PopSize_200,200,3,TwoPoint,0.9,0.7
55,0.2370077575388451,0.0495869055515439,5.541880202508288,PopSize_200,200,3,TwoPoint,0.9,0.7
56,0.2370077575388451,0.0495869055515439,5.5419144801764935,PopSize_200,200,3,TwoPoint,0.9,0.7
57,0.2370077575388451,0.0495869055515439,5.541920422721908,PopSize_200,200,3,TwoPoint,0.9,0.7
58,0.2370077575388451,0.0495869055515439,5.5419371773168375,PopSize_200,200,3,TwoPoint,0.9,0.7
59,0.2370077575388451,0.0495869055515439,5.542017629886392,PopSize_200,200,3,TwoPoint,0.9,0.7
60,0.2370077575388451,0.0495869055515439,5.54204138990592,PopSize_200,200,3,TwoPoint,0.9,0.7
61,0.2370077575388451,0.0495869055515439,5.5421502154852345,PopSize_200,200,3,TwoPoint,0.9,0.7
62,0.2370077575388451,0.0495869055515439,5.542150545152855,PopSize_200,200,3,TwoPoint,0.9,0.7
63,0.2370077575388451,0.0495869055515439,5.542150545152855,PopSize_200,200,3,TwoPoint,0.9,0.7
64,0.2370077575388451,0.0495869055515439,5.54234799407155,PopSize_200,200,3,TwoPoint,0.9,0.7
65,0.2370077575388451,0.0495869055515439,5.542362185403043,PopSize_200,200,3,TwoPoint,0.9,0.7
66,0.2370077575388451,0.0495869055515439,5.542400001478834,PopSize_200,200,3,TwoPoint,0.9,0.7
67,0.2370077575388451,0.0495869055515439,5.542415615001126,PopSize_200,200,3,TwoPoint,0.9,0.7
68,0.2370077575388451,0.0495869055515439,5.542415622329759,PopSize_200,200,3,TwoPoint,0.9,0.7
69,0.2370077575388451,0.0495869055515439,5.542435311757462,PopSize_200,200,3,TwoPoint,0.9,0.7
70,0.2370077575388451,0.0495869055515439,5.54248192469135,PopSize_200,200,3,TwoPoint,0.9,0.7
71,0.2370077575388451,0.0495869055515439,5.5424895500671765,PopSize_200,200,3,TwoPoint,0.9,0.7
72,0.2370077575388451,0.0495869055515439,5.542509252922993,PopSize_200,200,3,TwoPoint,0.9,0.7
73,0.2370077575388451,0.0495869055515439,5.542569213870801,PopSize_200,200,3,TwoPoint,0.9,0.7
74,0.2370077575388451,0.0495869055515439,5.542571465419757,PopSize_200,200,3,TwoPoint,0.9,0.7
75,0.2370077575388451,0.0495869055515439,5.54257200240061,PopSize_200,200,3,TwoPoint,0.9,0.7
76,0.2370077575388451,0.0495869055515439,5.542572017569863,PopSize_200,200,3,TwoPoint,0.9,0.7
77,0.2370077575388451,0.0495869055515439,5.542592872623667,PopSize_200,200,3,TwoPoint,0.9,0.7
78,0.2370077575388451,0.0495869055515439,5.542638945942297,PopSize_200,200,3,TwoPoint,0.9,0.7
79,0.2370077575388451,0.0495869055515439,5.542639632406187,PopSize_200,200,3,TwoPoint,0.9,0.7
80,0.2329920119238937,0.0495869055515439,5.552324596256168,PopSize_200,200,3,TwoPoint,0.9,0.7
81,0.2329920119238937,0.0495869055515439,5.552385865151288,PopSize_200,200,3,TwoPoint,0.9,0.7
82,0.2329920119238937,0.0495869055515439,5.552386177974095,PopSize_200,200,3,TwoPoint,0.9,0.7
83,0.2329920119238937,0.0495869055515439,5.552428542808653,PopSize_200,200,3,TwoPoint,0.9,0.7
84,0.2315165268674832,0.0495869055515439,5.556224744161754,PopSize_200,200,3,TwoPoint,0.9,0.7
85,0.2315165268674832,0.0495869055515439,5.5562907127777965,PopSize_200,200,3,TwoPoint,0.9,0.7
86,0.2315165268674832,0.0495869055515439,5.556341947918617,PopSize_200,200,3,TwoPoint,0.9,0.7
87,0.2315165268674832,0.0495869055515439,5.556435229039474,PopSize_200,200,3,TwoPoint,0.9,0.7
88,0.2315165268674832,0.0495869055515439,5.556540860011496,PopSize_200,200,3,TwoPoint,0.9,0.7
89,0.2315165268674832,0.0495869055515439,5.556560393312232,PopSize_200,200,3,TwoPoint,0.9,0.7
90,0.2315165268674832,0.0495869055515439,5.556687954242694,PopSize_200,200,3,TwoPoint,0.9,0.7
91,0.2315165268674832,0.0495869055515439,5.556710972895987,PopSize_200,200,3,TwoPoint,0.9,0.7
92,0.2249294328199583,0.0495869055515439,5.57247313849857,PopSize_200,200,3,TwoPoint,0.9,0.7
93,0.2249294328199583,0.0495869055515439,5.572527443647272,PopSize_200,200,3,TwoPoint,0.9,0.7
94,0.2211588427762494,0.0495869055515439,5.58152833789556,PopSize_200,200,3,TwoPoint,0.9,0.7
95,0.2211588427762494,0.0495869055515439,5.581542412036443,PopSize_200,200,3,TwoPoint,0.9,0.7
96,0.2211588427762494,0.0495869055515439,5.581554330191781,PopSize_200,200,3,TwoPoint,0.9,0.7
97,0.219683357719839,0.0495869055515439,5.5850824543912045,PopSize_200,200,3,TwoPoint,0.9,0.7
98,0.219683357719839,0.0495869055515439,5.585089013773406,PopSize_200,200,3,TwoPoint,0.9,0.7
99,0.219683357719839,0.0495869055515439,5.58508954163597,PopSize_200,200,3,TwoPoint,0.9,0.7
100,0.219683357719839,0.0495869055515439,5.585109105827016,PopSize_200,200,3,TwoPoint,0.9,0.7
0,0.9880528092602054,0.0793145442664617,3.6599485744610014,PopSize_300,300,3,TwoPoint,0.9,0.7
1,0.6758476944055787,0.066635003706282,4.438828368341946,PopSize_300,300,3,TwoPoint,0.9,0.7
2,0.6758476944055787,0.066635003706282,4.438828368341946,PopSize_300,300,3,TwoPoint,0.9,0.7
3,0.5417983952137191,0.0564371017090484,4.7769844973066125,PopSize_300,300,3,TwoPoint,0.9,0.7
4,0.5291913458271327,0.0564371017090484,4.812033538847985,PopSize_300,300,3,TwoPoint,0.9,0.7
5,0.4426541073374767,0.0556589604965744,5.024350574100983,PopSize_300,300,3,TwoPoint,0.9,0.7
6,0.4426541073374767,0.0556589604965744,5.025349176024311,PopSize_300,300,3,TwoPoint,0.9,0.7
7,0.4426541073374767,0.0556589604965744,5.028114052997916,PopSize_300,300,3,TwoPoint,0.9,0.7
8,0.4308944635792673,0.0499697442617362,5.06716715469204,PopSize_300,300,3,TwoPoint,0.9,0.7
9,0.4308944635792673,0.0499697442617362,5.067403509707487,PopSize_300,300,3,TwoPoint,0.9,0.7
10,0.4236591301999883,0.0485376691080629,5.087995504104328,PopSize_300,300,3,TwoPoint,0.9,0.7
11,0.4041099239886472,0.0485376691080629,5.13568194183698,PopSize_300,300,3,TwoPoint,0.9,0.7
12,0.3883236153021813,0.0485376691080629,5.174281684383015,PopSize_300,300,3,TwoPoint,0.9,0.7
13,0.3781011075887432,0.0485376691080629,5.199146463613302,PopSize_300,300,3,TwoPoint,0.9,0.7
14,0.3457162492645573,0.0485376691080629,5.277438988582065,PopSize_300,300,3,TwoPoint,0.9,0.7
15,0.3457162492645573,0.0485376691080629,5.277546521103595,PopSize_300,300,3,TwoPoint,0.9,0.7
16,0.3329369271265835,0.0485376691080629,5.308856001148191,PopSize_300,300,3,TwoPoint,0.9,0.7
17,0.3329369271265835,0.0485376691080629,5.309192657703052,PopSize_300,300,3,TwoPoint,0.9,0.7
18,0.3329369271265835,0.0485376691080629,5.309313231668718,PopSize_300,300,3,TwoPoint,0.9,0.7
19,0.3329369271265835,0.0485376691080629,5.309728184220469,PopSize_300,300,3,TwoPoint,0.9,0.7
20,0.3295350019852969,0.0485376691080629,5.318061025213034,PopSize_300,300,3,TwoPoint,0.9,0.7
21,0.3230937702522496,0.0485376691080629,5.334096697765108,PopSize_300,300,3,TwoPoint,0.9,0.7
22,0.2896801606944993,0.0485376691080629,5.4147791580256825,PopSize_300,300,3,TwoPoint,0.9,0.7
23,0.2896801606944993,0.0485376691080629,5.4153792142554416,PopSize_300,300,3,TwoPoint,0.9,0.7
24,0.2790589102452684,0.0485376691080629,5.441109979687502,PopSize_300,300,3,TwoPoint,0.9,0.7
25,0.2790589102452684,0.0485376691080629,5.441409604591455,PopSize_300,300,3,TwoPoint,0.9,0.7
26,0.2497999836113403,0.0485376691080629,5.511771171798747,PopSize_300,300,3,TwoPoint,0.9,0.7
27,0.2497999836113403,0.0485376691080629,5.512593060438364,PopSize_300,300,3,TwoPoint,0.9,0.7
28,0.2497999836113403,0.0485376691080629,5.513199277595344,PopSize_300,300,3,TwoPoint,0.9,0.7
29,0.2497999836113403,0.0485376691080629,5.513582083442941,PopSize_300,300,3,TwoPoint,0.9,0.7
30,0.2497999836113403,0.0485376691080629,5.513593517220328,PopSize_300,300,3,TwoPoint,0.9,0.7
31,0.2497999836113403,0.0485376691080629,5.513821286102735,PopSize_300,300,3,TwoPoint,0.9,0.7
32,0.2497999836113403,0.0485376691080629,5.513886641989546,PopSize_300,300,3,TwoPoint,0.9,0.7
33,0.2463980584700537,0.0485376691080629,5.522038218954915,PopSize_300,300,3,TwoPoint,0.9,0.7
34,0.2451440482573014,0.0485376691080629,5.5251557135300615,PopSize_300,300,3,TwoPoint,0.9,0.7
35,0.2451440482573014,0.0485376691080629,5.5252182847237234,PopSize_300,300,3,TwoPoint,0.9,0.7
36,0.2451440482573014,0.0485376691080629,5.525273544587431,PopSize_300,300,3,TwoPoint,0.9,0.7
37,0.2431480838455305,0.0485376691080629,5.530124281538003,PopSize_300,300,3,TwoPoint,0.9,0.7
38,0.2417421231160149,0.0485376691080629,5.53355652533327,PopSize_300,300,3,TwoPoint,0.9,0.7
39,0.2397461587042441,0.0485376691080629,5.53835322461171,PopSize_300,300,3,TwoPoint,0.9,0.7
40,0.2382853678255833,0.0485376691080629,5.541932199999984,PopSize_300,300,3,TwoPoint,0.9,0.7
41,0.2382853678255833,0.0485376691080629,5.541968738990136,PopSize_300,300,3,TwoPoint,0.9,0.7
42,0.2382853678255833,0.0485376691080629,5.542033863553478,PopSize_300,300,3,TwoPoint,0.9,0.7
43,0.2350902233502053,0.0485376691080629,5.549722552441112,PopSize_300,300,3,TwoPoint,0.9,0.7
44,0.2349061367409157,0.0485376691080629,5.5502186065061885,PopSize_300,300,3,TwoPoint,0.9,0.7
45,0.2348834426842969,0.0485376691080629,5.5502763761267655,PopSize_300,300,3,TwoPoint,0.9,0.7
46,0.2345070701779411,0.0485376691080629,5.551231682786668,PopSize_300,300,3,TwoPoint,0.9,0.7
47,0.2345070701779411,0.0481965886488479,5.55267328220392,PopSize_300,300,3,TwoPoint,0.9,0.7
48,0.232910172329145,0.0481965886488479,5.55650285344274,PopSize_300,300,3,TwoPoint,0.9,0.7
49,0.2282542369751061,0.0481965886488479,5.567651365302668,PopSize_300,300,3,TwoPoint,0.9,0.7
50,0.2282542369751061,0.0481965886488479,5.567654726791004,PopSize_300,300,3,TwoPoint,0.9,0.7
51,0.2282542369751061,0.0481965886488479,5.567883623712063,PopSize_300,300,3,TwoPoint,0.9,0.7
52,0.2282542369751061,0.0481965886488479,5.567891058644179,PopSize_300,300,3,TwoPoint,0.9,0.7
53,0.2282542369751061,0.0481965886488479,5.56789759780838,PopSize_300,300,3,TwoPoint,0.9,0.7
54,0.2276710838028419,0.0481965886488479,5.569293399724703,PopSize_300,300,3,TwoPoint,0.9,0.7
