gen,best_obj1,best_obj2,hypervolume,PopSize
0,0.8324584980502929,0.0058791311586403544,4.157968291063471,700
1,0.5442155215718274,0.0058791311586403544,4.875976206041904,700
2,0.5442155215718274,0.0058791311586403544,4.876471790792593,700
3,0.5442155215718274,0.0058791311586403544,4.8773302127590314,700
4,0.5442155215718274,0.0058791311586403544,4.877345071697352,700
5,0.5442155215718274,0.0058791311586403544,4.877396185180674,700
6,0.5363686351168199,0.00567883780254812,4.897464155804702,700
7,0.4975115683419347,0.00567883780254812,4.994246741866031,700
8,0.4975115683419347,0.00567883780254812,4.994405182619627,700
9,0.48100755443880894,0.00567883780254812,5.035674501990144,700
10,0.4454819318930142,0.00567883780254812,5.1239990491512994,700
11,0.4454819318930142,0.00567883780254812,5.124294623420006,700
12,0.42911634862724124,0.00567883780254812,5.165128412109883,700
13,0.4266213434276874,0.00567883780254812,5.171338083493677,700
14,0.41897249459616615,0.00567883780254812,5.190393548365294,700
15,0.4001339061610909,0.00567883780254812,5.237324635633609,700
16,0.3774800744932107,0.00567883780254812,5.29379042577431,700
17,0.36256355360689013,0.00567883780254812,5.331007626066863,700
18,0.33374128313155693,0.00567883780254812,5.4028025021042625,700
19,0.33374128313155693,0.00567883780254812,5.402861980665959,700
20,0.32856242212499376,0.00567883780254812,5.415770788857254,700
21,0.32313520424299164,0.00567883780254812,5.429317128666923,700
22,0.3049401147053723,0.00567883780254812,5.474658627081348,700
23,0.2810439005860378,0.00567883780254812,5.5341011644779075,700
24,0.2703609134268565,0.00567883780254812,5.5607417911644275,700
25,0.2703609134268565,0.00567883780254812,5.560768026013698,700
26,0.2703609134268565,0.00567883780254812,5.560807850159052,700
27,0.2703609134268565,0.00567883780254812,5.560834201288328,700
28,0.2703609134268565,0.00567883780254812,5.560854719614351,700
29,0.2703609134268565,0.00567883780254812,5.560869291085393,700
30,0.2703609134268565,0.00567883780254812,5.560889758476145,700
31,0.2651360595713135,0.00567883780254812,5.573913850414641,700
32,0.2651360595713135,0.00567883780254812,5.573933465471855,700
33,0.2651360595713135,0.00567883780254812,5.573937389932746,700
34,0.26414785294643883,0.00567883780254812,5.576404067305168,700
35,0.26414785294643883,0.00567883780254812,5.576415596443001,700
36,0.26181605216173454,0.00567883780254812,5.582224364521478,700
37,0.26181605216173454,0.00567883780254812,5.582231685186791,700
38,0.25237008912738457,0.00567883780254812,5.605746138449701,700
39,0.25237008912738457,0.00567883780254812,5.605760939483588,700
40,0.25237008912738457,0.00567883780254812,5.605772677060741,700
41,0.25237008912738457,0.00567883780254812,5.605774822103403,700
42,0.2506525873421159,0.00567883780254812,5.610058687741068,700
43,0.24210772607699388,0.00567883780254812,5.631321773088862,700
44,0.24210772607699388,0.00567883780254812,5.6313344680762185,700
45,0.24210772607699388,0.00567883780254812,5.631343508273248,700
46,0.2413806774834481,0.00567883780254812,5.633167114146456,700
47,0.23883503422583946,0.00567883780254812,5.639502375795223,700
48,0.23721622385176938,0.00567883780254812,5.643535050023703,700
49,0.23721622385176938,0.00567883780254812,5.643538630684739,700
50,0.23576922645653553,0.00567883780254812,5.6471616834146285,700
51,0.23576922645653553,0.00567883780254812,5.647162210063905,700
52,0.23576922645653553,0.00567883780254812,5.647171084131279,700
53,0.23576922645653553,0.00567883780254812,5.64717560471475,700
54,0.22831406251606184,0.00567883780254812,5.665726352083052,700
55,0.22831406251606184,0.00567883780254812,5.665738224852425,700
56,0.22831406251606184,0.00567883780254812,5.665747383474184,700
57,0.22073679924000722,0.00567883780254812,5.684599888195988,700
58,0.22073679924000722,0.00567883780254812,5.684609078843143,700
