ID,cost,co2,fitness1_obj,fitness2_obj,mean_strength_ratio,max_strength_ratio,violation,violation_deflection,violation_drift,violation_hierarchy,violation_wind_disp,individual_genes
Sol #1,37475326.60036008,111447.36655879981,0.4838029158914971,0.27171328617712986,0.27171328617712986,0.7262178467495962,0.0,0.6349206349206349,0.1993950733395145,1.0,0.942580684102135,"[606, 658, 850, 642, 146, 557, 0, 1, 0, 0, 1, 0, 751, 197, 988, 349]"
Sol #2,40375442.992079996,121176.87850039982,0.537963900678596,0.2596208781069599,0.2596208781069599,0.5683029274721612,0.0,0.5714285714285714,0.26201156330647957,1.0,0.9891791234401233,"[982, 704, 850, 364, 368, 70, 0, 1, 0, 0, 1, 1, 298, 269, 988, 349]"
Sol #3,40981868.57011998,122504.47059759991,0.5471511700317241,0.22286989622356146,0.22286989622356146,0.5264266660927672,0.0,0.5714285714285714,0.20733411696101264,1.0,0.9641034243125133,"[606, 707, 850, 409, 146, 271, 0, 0, 1, 0, 1, 0, 751, 534, 988, 349]"
Sol #4,41501846.31731998,123730.5764535999,0.555294217431928,0.22228809618318796,0.22228809618318796,0.5259917051920446,0.0,0.5714285714285714,0.20280161189077586,1.0,0.9915806962506513,"[606, 707, 850, 469, 146, 271, 1, 0, 0, 0, 1, 0, 751, 534, 988, 349]"
Sol #5,42172142.22003998,124733.14156719993,0.564043151903267,0.2190823392582249,0.2190823392582249,0.526427805682092,0.0,0.5714285714285714,0.19933071794463048,1.0,0.963970959322665,"[606, 708, 850, 642, 146, 271, 0, 0, 1, 0, 1, 0, 751, 534, 988, 349]"
Sol #6,43234148.75371996,128006.75395359992,0.5830016640937103,0.2182344636511686,0.2182344636511686,0.5254096864966692,0.0,0.5714285714285714,0.1977629010672882,1.0,0.9417919638697952,"[770, 707, 850, 642, 146, 271, 0, 0, 1, 0, 1, 0, 751, 534, 988, 349]"
Sol #7,42773665.954520024,129641.58436679993,0.5840190206737459,0.21518598223882118,0.21518598223882118,0.46741701633091537,0.0,0.47619047619047616,0.2541668946813348,1.0,0.9275496785075736,"[982, 707, 850, 364, 368, 70, 0, 1, 0, 0, 1, 1, 443, 303, 988, 411]"
Sol #8,43582317.49971997,129351.76142319993,0.59003905438088,0.2142289648401929,0.2142289648401929,0.5221531996274669,0.0,0.5714285714285714,0.1917675780625551,1.0,0.9419798488371994,"[606, 920, 850, 642, 146, 271, 0, 0, 1, 0, 1, 0, 751, 534, 988, 349]"
Sol #9,44601780.825520016,133233.94538079982,0.6104753807836205,0.21384651277848296,0.21384651277848296,0.5156616546534816,0.0,0.5714285714285714,0.2428182292177885,1.0,0.861325764097148,"[982, 707, 850, 364, 368, 70, 0, 1, 0, 0, 1, 0, 769, 404, 988, 349]"
Sol #10,44601780.825520016,133233.94538079982,0.6104753807836205,0.21384651277848296,0.21384651277848296,0.5156616546534816,0.0,0.5714285714285714,0.2428182292177885,1.0,0.861325764097148,"[982, 707, 850, 364, 368, 70, 0, 1, 0, 0, 1, 1, 769, 404, 988, 349]"
Sol #11,45309169.84615995,132864.00257479987,0.6153894682433665,0.21178575421488385,0.21178575421488385,0.5204885291330471,0.0,0.5714285714285714,0.21079152028565049,1.0,0.9962763492893595,"[464, 936, 658, 469, 146, 271, 0, 0, 1, 1, 1, 0, 685, 518, 663, 349]"
Sol #12,45538081.329679996,136250.88728799985,0.6275854960807663,0.21162430488953987,0.21162430488953987,0.5108685960767396,0.0,0.5714285714285714,0.17640086044379077,1.0,0.8366731167747663,"[982, 707, 808, 717, 368, 70, 0, 1, 0, 0, 1, 1, 769, 404, 988, 349]"
Sol #13,46010690.13771993,137228.05110959994,0.6345716221559574,0.20585425001659305,0.20585425001659305,0.5616152340909942,0.0,0.5714285714285714,0.1733541110117101,1.0,0.8541797542192908,"[464, 517, 619, 230, 101, 812, 0, 0, 1, 0, 1, 1, 436, 702, 663, 349]"
Sol #14,46010690.13771993,137228.05110959994,0.6345716221559574,0.20585425001659305,0.20585425001659305,0.5616152340909942,0.0,0.5714285714285714,0.1733541110117101,1.0,0.8541797542192908,"[464, 517, 619, 230, 101, 812, 0, 0, 1, 0, 1, 1, 436, 702, 110, 349]"
Sol #15,46688019.399639934,140258.67062311998,0.6495144605138204,0.19741939819046492,0.19741939819046492,0.5576471229423161,0.0,0.5714285714285714,0.19347317314059617,1.0,0.821163156522116,"[155, 679, 987, 37, 129, 676, 1, 0, 1, 0, 1, 1, 436, 702, 110, 349]"
Sol #16,46688019.399639934,140258.67062311998,0.6495144605138204,0.19741939819046492,0.19741939819046492,0.5576471229423161,0.0,0.5714285714285714,0.19347317314059617,1.0,0.821163156522116,"[155, 679, 987, 37, 129, 676, 1, 0, 1, 0, 1, 1, 436, 702, 663, 349]"
Sol #17,47419141.480840065,143761.24738919997,0.6663435236099591,0.1938160555229838,0.1938160555229838,0.37229925951887083,0.0,0.38095238095238093,0.19940704280955163,1.0,0.9684724718072895,"[606, 708, 850, 642, 146, 271, 0, 0, 1, 0, 1, 0, 751, 534, 988, 709]"
Sol #18,49339343.82872,148794.4966815998,0.6979432706917359,0.1899089774262122,0.1899089774262122,0.49227004208275243,0.0,0.38095238095238093,0.1662541498638716,1.0,0.8282785488610287,"[464, 517, 619, 230, 101, 812, 0, 0, 1, 0, 1, 1, 436, 702, 308, 570]"
Sol #19,52705520.54407996,154446.16671520006,0.743745495503287,0.18171409484655912,0.18171409484655912,0.5235190014230683,0.0,0.5714285714285714,0.20955414094506095,1.0,0.9472044085409541,"[647, 704, 850, 364, 555, 70, 0, 1, 1, 0, 1, 1, 751, 777, 988, 349]"
Sol #20,53980338.05167997,157135.26915200005,0.7627511032924752,0.1806830659841721,0.1806830659841721,0.5154476521242712,0.0,0.5714285714285714,0.25158929100333477,1.0,0.9400910619984851,"[915, 704, 867, 364, 368, 70, 0, 1, 0, 0, 1, 1, 751, 777, 988, 349]"
Sol #21,54269617.969440036,157224.43686159994,0.7654879279966509,0.1806160495234147,0.1806160495234147,0.7627689605525917,0.0,0.6349206349206349,0.12850377262362633,1.0,0.7587012828178064,"[648, 716, 971, 168, 843, 741, 0, 1, 0, 0, 1, 0, 128, 805, 578, 210]"
Sol #22,54173789.71887996,158229.17356640004,0.7677095137982788,0.17755804059315422,0.17755804059315422,0.5179897730316632,0.0,0.5714285714285714,0.2147109429749735,1.0,0.8552817212188838,"[915, 704, 850, 364, 503, 70, 0, 1, 0, 0, 1, 1, 298, 777, 988, 349]"
Sol #23,55033889.50447995,161156.2609600001,0.7838979805555703,0.17336022850470872,0.17336022850470872,0.519423636872906,0.0,0.5714285714285714,0.20604026979470436,1.0,0.8444375100717765,"[915, 704, 945, 364, 555, 70, 0, 1, 1, 0, 1, 1, 751, 777, 988, 349]"
Sol #24,55170452.477599934,161388.9692624001,0.7857664968530733,0.16974136857674918,0.16974136857674918,0.5177501859111806,0.0,0.5714285714285714,0.1866059827137941,1.0,0.815289293246596,"[915, 704, 850, 364, 555, 350, 0, 1, 1, 0, 1, 1, 751, 777, 988, 349]"
Sol #25,55841474.856479935,162481.09853600012,0.7947925169555315,0.16723524104050336,0.16723524104050336,0.5180941415090169,0.0,0.5714285714285714,0.1916953652957363,1.0,0.8287451114569433,"[915, 704, 850, 364, 555, 490, 0, 1, 1, 0, 1, 1, 751, 777, 988, 349]"
Sol #26,57715681.30344001,166208.9417276002,0.822051741150666,0.16622438902679915,0.16622438902679915,0.5067473004942997,0.0,0.5714285714285714,0.16984263493800203,1.0,0.7419335990966452,"[606, 851, 850, 642, 146, 554, 0, 0, 1, 0, 1, 0, 751, 923, 10, 284]"
Sol #27,58460786.2182399,169469.96188119982,0.8382694611285912,0.16264873899568458,0.16264873899568458,0.45524359927596525,0.0,0.47619047619047616,0.16295429037334694,1.0,0.7388049733653107,"[606, 707, 850, 642, 146, 554, 0, 0, 1, 0, 1, 0, 751, 923, 988, 377]"
Sol #28,58380069.63327991,169822.80074199985,0.8386482400587628,0.16241484189084784,0.16241484189084784,0.4524449395795948,0.0,0.47619047619047616,0.16593887763779178,1.0,0.7368597526428812,"[606, 707, 850, 642, 227, 554, 1, 0, 1, 1, 1, 0, 751, 923, 988, 377]"
Sol #29,60687995.852799885,174723.1762059998,0.87315282236191,0.15119817032963376,0.15119817032963376,0.41201162373551725,0.0,0.47619047619047616,0.13703562156874644,1.0,0.668393651595703,"[606, 707, 850, 642, 642, 554, 0, 0, 1, 0, 1, 0, 751, 923, 988, 377]"
Sol #30,63382271.84032008,188347.60314440032,0.9373385931616012,0.14891396719997335,0.14891396719997335,0.47541576510829986,0.0,0.2597402597402597,0.14659752691554084,1.0,0.7513904085907991,"[982, 707, 850, 364, 798, 70, 0, 1, 0, 0, 0, 1, 751, 777, 988, 709]"
Sol #31,65110490.89672008,191777.6878116003,0.962452177971493,0.14603664610462525,0.14603664610462525,0.49320933061202504,0.0,0.2597402597402597,0.2190476125056459,1.0,0.7991995759973074,"[982, 972, 850, 568, 368, 70, 0, 1, 0, 0, 1, 1, 751, 777, 988, 709]"
