gen,nevals,avg,max,min,std,success_rate,valid_ratio,avg_cost,max_cost,min_cost,std_cost,avg_co2,max_co2,min_co2,std_co2,avg_dcr,max_dcr,min_dcr,std_dcr,best_margins,min_AM_str,min_AM_drift,min_AM_wind,min_AM_defl,min_AM_hier,min_NM_str,min_NM_drift,min_NM_wind,min_NM_defl,min_NM_hier,hof_avg_cost,hof_max_cost,hof_min_cost,hof_std_cost,hof_avg_co2,hof_max_co2,hof_min_co2,hof_std_co2,hof_avg_dcr,hof_max_dcr,hof_min_dcr,hof_std_dcr,hof_size
0,600,[0.63705729 0.35699989],[1.09505105 1.05717387],[0.29177419 0.20544383],[0.13975908 0.11146942],100.0,0.6666666666666667,56818552.05691996,69736443.77283993,49046092.96887998,8482216.197771918,170284.1403333,204609.8816299999,148900.0302540001,23234.34501536656,0.2513599424724634,0.31748366784383625,0.21788424068079354,0.03960886817733804,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,54076786.783099994,59107480.59732001,49046092.96887998,5030693.814220015,163813.3247246,178646.72562320012,148979.92382599993,14833.400898600099,0.23204503603840915,0.24620583139602473,0.21788424068079354,0.014160795357615594,2
1,496,[0.6217177  0.32085171],[1.09505105 0.88190162],[0.31311454 0.20544383],[0.14268216 0.07095488],100.0,0.8333333333333334,54642214.09695996,69736443.77283993,45936862.25711995,8746666.84883144,163286.94059272,204609.8816299999,135298.14163039997,25054.16227840721,0.2532248739449792,0.31748366784383625,0.21788424068079354,0.03562305192176146,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,51363478.60777331,59107480.59732001,45936862.25711995,5621032.171841475,154308.26369320002,178646.72562320012,135298.14163039997,18093.614672042135,0.24159155730395354,0.2606845998350424,0.21788424068079354,0.017775194888397006,3
2,500,[0.59847066 0.32139543],[1.09505105 0.88190162],[0.34168505 0.20544383],[0.14717588 0.0727966 ],100.0,1.0,52455833.49351331,69736443.77283993,41523930.476280026,9362413.409622429,156691.7957421333,204609.8816299999,123716.07148919994,27213.456552994798,0.26584300354802326,0.3289336515632438,0.21788424068079354,0.04305330994143404,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,48903591.5749,59107480.59732001,41523930.476280026,6469168.003008781,146660.21564219997,178646.72562320012,123716.07148919994,20518.579041845693,0.2634270808687761,0.3289336515632438,0.21788424068079354,0.040833055641724084,4
3,507,[0.53922361 0.33683517],[1.09505105 0.88190162],[0.30931406 0.20544383],[0.16147495 0.06544728],100.0,1.3333333333333335,49961371.33815997,69736443.77283993,41214168.438119985,9209094.470558865,149150.87882947,204609.8816299999,120739.93924519996,27099.83817945095,0.2787377922086042,0.3335293958946525,0.21788424068079354,0.04420269361819224,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,48826151.06535998,59107480.59732001,41214168.438119985,6558284.469289626,145916.18258119997,178646.72562320012,120739.93924519996,21373.236654667347,0.25652239809947536,0.30131492048604075,0.21788424068079354,0.030095816745422038,4
4,492,[0.42845111 0.3667995 ],[1.04071619 0.49204638],[0.3032396  0.20544383],[0.0885434  0.04565298],100.0,1.3333333333333335,49961371.33815997,69736443.77283993,41214168.438119985,9209094.470558865,149150.87882947,204609.8816299999,120739.93924519996,27099.83817945095,0.2787377922086042,0.3335293958946525,0.21788424068079354,0.04420269361819224,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,48826151.06535998,59107480.59732001,41214168.438119985,6558284.469289626,145916.18258119997,178646.72562320012,120739.93924519996,21373.236654667347,0.25652239809947536,0.30131492048604075,0.21788424068079354,0.030095816745422038,4
5,513,[0.40868186 0.36453129],[1.04071619 0.47181561],[0.31522842 0.21788424],[0.08173637 0.04069273],100.0,1.6666666666666667,48665531.69442799,69736443.77283993,41214168.438119985,8640867.243408427,145759.34579965597,204609.8816299999,120739.93924519996,25192.818790157322,0.28145956502230185,0.3335293958946525,0.21788424068079354,0.04026965699695805,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,47900077.874568,59107480.59732001,41214168.438119985,6151367.519740229,143650.57730664,178646.72562320012,120739.93924519996,19646.477168123267,0.261282646350983,0.30131492048604075,0.21788424068079354,0.028552520066066806,5
6,504,[0.40176382 0.36781074],[1.04071619 0.4563942 ],[0.31522842 0.21788424],[0.07565961 0.03897574],100.0,1.6666666666666667,48665531.69442799,69736443.77283993,41214168.438119985,8640867.243408427,145759.34579965597,204609.8816299999,120739.93924519996,25192.818790157322,0.28145956502230185,0.3335293958946525,0.21788424068079354,0.04026965699695805,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,47900077.874568,59107480.59732001,41214168.438119985,6151367.519740229,143650.57730664,178646.72562320012,120739.93924519996,19646.477168123267,0.261282646350983,0.30131492048604075,0.21788424068079354,0.028552520066066806,5
7,491,[0.39783754 0.37280118],[1.04071619 0.4459902 ],[0.31779644 0.21788424],[0.07317972 0.03847187],100.0,1.6666666666666667,48665531.69442799,69736443.77283993,41214168.438119985,8640867.243408427,145759.34579965597,204609.8816299999,120739.93924519996,25192.818790157322,0.28145956502230185,0.3335293958946525,0.21788424068079354,0.04026965699695805,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,47900077.874568,59107480.59732001,41214168.438119985,6151367.519740229,143650.57730664,178646.72562320012,120739.93924519996,19646.477168123267,0.261282646350983,0.30131492048604075,0.21788424068079354,0.028552520066066806,5
8,497,[0.39242075 0.37689757],[1.04071619 0.4459902 ],[0.32262394 0.21788424],[0.07420013 0.03870221],100.0,1.6666666666666667,48665531.69442799,69736443.77283993,41214168.438119985,8640867.243408427,145759.34579965597,204609.8816299999,120739.93924519996,25192.818790157322,0.28145956502230185,0.3335293958946525,0.21788424068079354,0.04026965699695805,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,47900077.874568,59107480.59732001,41214168.438119985,6151367.519740229,143650.57730664,178646.72562320012,120739.93924519996,19646.477168123267,0.261282646350983,0.30131492048604075,0.21788424068079354,0.028552520066066806,5
9,496,[0.38541679 0.37847379],[1.04071619 0.43841801],[0.31767923 0.21788424],[0.07748578 0.03606063],100.0,1.6666666666666667,48665531.69442799,69736443.77283993,41214168.438119985,8640867.243408427,145759.34579965597,204609.8816299999,120739.93924519996,25192.818790157322,0.28145956502230185,0.3335293958946525,0.21788424068079354,0.04026965699695805,S:0.00 D:0.00 W:0.00 F:0.00 H:0.00,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,47900077.874568,59107480.59732001,41214168.438119985,6151367.519740229,143650.57730664,178646.72562320012,120739.93924519996,19646.477168123267,0.261282646350983,0.30131492048604075,0.21788424068079354,0.028552520066066806,5
